eye,tStart,tEnd,duration
R,4337351,4337371,24
R,4337451,4337611,164
R,4337963,4340515,2556
R,4341603,4341647,48
R,4342895,4342979,88
R,4343995,4344067,76
R,4348143,4348187,48
R,4352255,4352263,12
R,4357059,4357219,164
R,4361323,4361479,160
R,4368767,4368831,68
R,4378315,4378403,92
R,4378875,4379063,192
R,4384919,4384955,40
R,4389943,4390015,76
R,4393671,4393759,92
R,4396695,4396807,116
R,4399819,4399947,132
R,4400959,4401151,196
R,4402599,4402795,200
R,4406227,4406359,136
R,4412739,4412947,212
R,4413959,4413991,36
R,4421595,4421727,136
R,4426259,4426459,204
R,4431639,4431851,216
R,4434927,4435087,164
R,4437151,4437355,208
R,4448943,4449143,204
R,4457623,4457779,160
R,4460823,4461031,212
R,4466243,4466359,120
R,4469415,4469659,248
R,4470083,4470311,232
R,4471471,4471471,4
R,4471623,4471623,4
R,4471831,4471835,8
R,4472651,4472739,92
R,4476123,4476311,192
R,4483391,4483579,192
R,4484379,4484699,324
R,4486539,4486783,248
R,4487043,4514871,27832
R,4525027,4525187,164
R,4528315,4528383,72
R,4533975,4534139,168
R,4534679,4534919,244
R,4539015,4539051,40
R,4543627,4543715,92
R,4544431,4544651,224
R,4547971,4548035,68
R,4548175,4548431,260
R,4549255,4549495,244
R,4558351,4558463,116
R,4559423,4559607,188
R,4565063,4565223,164
R,4568199,4568535,340
R,4574019,4574331,316
R,4574979,4575291,316
R,4583347,4583567,224
R,4590483,4590675,196
R,4592839,4592939,104
R,4598323,4598447,128
R,4598671,4598971,304
R,4599075,4599767,696
R,4602107,4602343,240
R,4602783,4602875,96
R,4602947,4605247,2304
R,4608091,4610331,2244
R,4615307,4618535,3232
R,4621167,4621295,132
R,4621779,4621951,176
R,4624607,4624763,160
R,4627171,4627367,200
R,4627967,4628279,316
R,4631747,4632219,476
R,4632303,4632439,140
R,4634899,4638475,3580
R,4639727,4640143,420
R,4640503,4648911,8412
R,4654903,4655051,152
R,4655203,4655271,72
R,4655319,4655379,64
R,4657971,4658007,40
R,4662655,4663315,664
R,4666855,4667039,188
R,4679419,4679631,216
R,4680191,4680539,352
R,4680755,4680819,68
R,4681147,4681311,168
R,4681359,4681375,20
R,4681567,4683655,2092
R,4683983,4684147,168
R,4693187,4693311,128
R,4693403,4693543,144
R,4701075,4701231,160
R,4708247,4708475,232
R,4709423,4709423,4
R,4709779,4710103,328
R,4710207,4710219,16
R,4710539,4710539,4
R,4713499,4713647,152
R,4721543,4721635,96
R,4728395,4728675,284
R,4735775,4735971,200
R,4737187,4737335,152
R,4743411,4744539,1132
R,4745143,4745151,12
R,4747619,4747831,216
R,4748659,4748687,32
R,4751747,4751931,188
R,4756531,4756759,232
R,4759591,4759799,212
R,4760359,4760567,212
R,4761327,4761503,180
R,4768023,4768227,208
R,4768879,4769707,832
R,4769843,4770035,196
R,4773027,4773423,400
R,4783991,4784127,140
R,4792379,4792563,188
R,4792867,4793559,696
R,4794139,4794803,668
R,4796191,4813747,17560
R,4814083,4814671,592
R,4815315,4815471,160
R,4825255,4825423,172
R,4834151,4834351,204
R,4838123,4838163,44
R,4842071,4842359,292
R,4843251,4843255,8
R,4853635,4853767,136
R,4858027,4858271,248
R,4859503,4859511,12
R,4861947,4862103,160
R,4869171,4869419,252
R,4871859,4872111,256
R,4880015,4880263,252
R,4880999,4881003,8
R,4884051,4884235,188
R,4890459,4890607,152
R,4904159,4904311,156
R,4904471,4904471,4
R,4904519,4904523,8
R,4905271,4905479,212
R,4906163,4906443,284
R,4907727,4907735,12
R,4912051,4912167,120
R,4916095,4916187,96
R,4919855,4920011,160
R,4920555,4930999,10448
R,4935591,4935955,368
R,4942479,4942659,184
R,4944667,4944787,124
R,4948067,4948259,196
R,4951031,4951143,116
R,4953391,4953591,204
R,4966919,4967019,104
R,4967923,4968099,180
R,4970955,4971143,192
R,4977371,4977495,128
R,4981851,4982035,188
R,4992735,4992915,184
R,4993543,4993815,276
R,5001231,5001291,64
R,5003367,5003459,96
R,5005739,5005919,184
R,5008667,5008771,108
R,5013923,5014075,156
R,5015311,5015479,172
R,5018231,5018451,224
R,5020155,5020287,136
R,5024267,5024271,8
R,5028171,5028319,152
R,5029699,5029911,216
R,5030891,5030915,28
R,5034015,5034119,108
R,5036327,5036347,24
R,5036619,5039131,2516
R,5039547,5041399,1856
R,5041595,5042215,624
R,5042535,5057551,15020
R,5061315,5061919,608
R,5061963,5061971,12
R,5069371,5069603,236
R,5070627,5070811,188
R,5077455,5077655,204
R,5081043,5081263,224
R,5082579,5082583,8
R,5085235,5085247,16
R,5086171,5086371,204
R,5092399,5092611,216
R,5099515,5099695,184
R,5101267,5101515,252
R,5105963,5106071,112
R,5106951,5107183,236
R,5110019,5110171,156
R,5110499,5110531,36
R,5113695,5113855,164
R,5118495,5118743,252
R,5120255,5120255,4
R,5125827,5126095,272
R,5128959,5129171,216
R,5137675,5137795,124
R,5145315,5145483,172
R,5149339,5149407,72
R,5151567,5151711,148
R,5157459,5157567,112
R,5158511,5158683,176
R,5163455,5163631,180
R,5170679,5170891,216
R,5177591,5177759,172
R,5179903,5180043,144
R,5183583,5183599,20
R,5183923,5200775,16856
R,5214163,5214331,172
R,5219171,5219335,168
R,5222887,5223223,340
R,5224235,5224467,236
R,5228067,5228311,248
R,5234835,5234963,132
R,5236511,5236767,260
R,5242007,5242515,512
R,5245851,5246011,164
R,5249951,5250175,228
R,5251307,5251315,12
R,5260311,5260403,96
R,5261135,5261271,140
R,5264295,5264443,152
R,5267535,5267675,144
R,5271919,5271923,8
R,5282095,5282359,268
R,5290843,5290911,72
R,5293995,5294143,152
R,5299091,5299239,152
R,5300519,5300747,232
R,5301299,5301763,468
R,5302019,5302259,244
R,5307455,5307475,24
R,5309767,5309875,112
R,5320899,5321051,156
R,5326099,5326275,180
R,5327223,5327435,216
R,5335163,5335271,112
R,5335851,5335931,84
R,5339463,5339603,144
R,5346875,5347023,152
R,5348363,5348415,56
R,5353563,5353695,136
R,5354887,5355091,208
R,5361887,5361939,56
R,5362311,5362539,232
R,5373199,5373343,148
R,5383047,5383355,312
R,5384015,5384015,4
R,5384223,5384239,20
R,5391395,5391515,124
R,5392051,5392287,240
R,5394991,5397327,2340
R,5398999,5399131,136
R,5403491,5403635,148
R,5410083,5410263,184
R,5410367,5410531,168
R,5410851,5410919,72
R,5416663,5416679,20
R,5421063,5421231,172
R,5423711,5423711,4
R,5427311,5427751,444
R,5431935,5432035,104
R,5439055,5439143,92
R,5442463,5442719,260
R,5442807,5460939,18136
R,5472059,5472135,80
R,5478587,5478759,176
R,5478919,5480239,1324
R,5480307,5480327,24
R,5480483,5481555,1076
R,5481843,5482011,172
R,5486395,5486619,228
R,5488167,5488455,292
R,5489651,5489843,196
R,5494471,5494535,68
R,5495467,5495695,232
R,5501943,5502063,124
R,5511463,5511587,128
R,5512687,5512687,4
R,5513547,5513759,216
R,5515203,5515391,192
R,5519527,5519655,132
R,5519939,5520191,256
R,5520531,5522459,1932
R,5522547,5522551,8
