eye,tStart,tEnd,duration
R,715756,715800,48
R,717936,717996,64
R,721320,721356,40
R,725200,725384,188
R,726996,727032,40
R,729028,729032,8
R,729864,729916,56
R,732412,732440,32
R,734952,734996,48
R,737480,737532,56
R,740324,740336,16
R,740848,740912,68
R,741968,742000,36
R,743276,743304,32
R,743944,743964,24
R,744408,744488,84
R,745700,745700,4
R,746784,747056,276
R,748212,748232,24
R,749380,749404,28
R,751632,751648,20
R,752580,752596,20
R,753848,753872,28
R,760392,760484,96
R,760764,760804,44
R,765868,765868,4
R,766236,766332,100
R,766600,766832,236
R,770052,770140,92
R,771620,771700,84
R,772988,773072,88
R,773960,774052,96
R,776296,776380,88
R,778048,778180,136
R,778352,778468,120
R,780124,780416,296
R,781664,781952,292
R,783076,783088,16
R,788180,788644,468
R,789196,789220,28
R,791372,791536,168
R,791620,791624,8
R,792720,792764,48
R,795372,795384,16
R,796732,797700,972
R,797928,798320,396
R,799536,799648,116
R,799936,800036,104
R,800252,800332,84
R,800696,800772,80
R,801104,801104,4
R,801204,801344,144
R,801448,804192,2748
R,804368,804580,216
R,806696,807768,1076
R,808144,809284,1144
R,809372,814588,5220
R,818256,818308,56
R,818352,818380,32
R,819036,819044,12
R,819248,820024,780
R,821452,821508,60
R,822044,822076,36
R,823796,823840,48
R,824280,824312,36
R,825332,825332,4
R,827644,828520,880
R,829432,829444,16
R,831632,832420,792
R,833188,834012,828
R,847364,847412,52
R,853324,853352,32
R,859100,859116,20
R,860244,860272,32
R,861412,861420,12
R,861768,862112,348
R,862356,862392,40
R,862640,862664,28
R,864648,864708,64
R,866216,866252,40
R,866492,866524,36
R,867068,867208,144
R,867728,867792,68
R,868136,874092,5960
R,875600,875600,4
R,876512,878504,1996
R,878872,879644,776
R,880892,880920,32
R,881216,884804,3592
R,884912,884944,36
R,885296,889972,4680
R,890560,890580,24
R,890928,891816,892
R,892376,892400,28
R,893304,893428,128
R,893668,893776,112
R,893936,894008,76
R,894172,896244,2076
R,896544,896568,28
R,905732,905844,116
R,905988,912452,6468
R,915204,915236,36
R,916304,916328,28
R,918764,918776,16
R,923368,923412,48
R,924536,924544,12
R,929400,929404,8
R,938176,938204,32
R,941860,941868,12
R,946752,946756,8
R,947512,949932,2424
R,950644,950684,44
R,950996,951072,80
R,951292,951352,64
R,952472,952472,4
R,952720,952992,276
R,953248,953492,248
R,954680,954700,24
R,955988,955996,12
R,961748,961796,52
R,969412,969416,8
R,971632,971728,100
R,978088,978088,4
R,983024,983060,40
R,987224,987236,16
R,988696,992132,3440
R,996208,996432,228
R,1001140,1001252,116
R,1005644,1005824,184
R,1007828,1007852,28
R,1012736,1012816,84
R,1013848,1014004,160
R,1017832,1017876,48
R,1019492,1019576,88
R,1023720,1023868,152
R,1024092,1024184,96
R,1027720,1027732,16
R,1028908,1028924,20
R,1032068,1032132,68
R,1033856,1034060,208
R,1039764,1039868,108
R,1041308,1041308,4
R,1045192,1045292,104
R,1048776,1048840,68
R,1049948,1050068,124
R,1054820,1055008,192
R,1058920,1058996,80
R,1062448,1062660,216
R,1066208,1066332,128
R,1070676,1070708,36
R,1074864,1074972,112
R,1079176,1079364,192
R,1080936,1080984,52
R,1085456,1085540,88
R,1088812,1089068,260
R,1090776,1090908,136
R,1094368,1094436,72
R,1095504,1104224,8724
R,1107872,1108124,256
R,1108908,1109044,140
R,1111772,1111828,60
R,1112724,1112796,76
R,1115652,1115732,84
R,1119820,1119900,84
R,1120788,1120892,108
R,1125980,1126124,148
R,1129592,1129644,56
R,1134004,1134104,104
R,1135600,1135728,132
R,1138020,1138024,8
R,1139108,1139160,56
R,1140740,1140796,60
R,1140944,1140948,8
R,1141104,1141340,240
R,1142724,1143076,356
R,1147176,1147292,120
R,1149060,1149072,16
R,1153316,1153652,340
R,1156596,1156624,32
R,1157624,1157640,20
R,1160376,1160484,112
R,1162224,1162320,100
R,1165516,1165688,176
R,1170172,1170220,52
R,1171188,1171292,108
R,1174800,1174892,96
R,1178080,1178172,96
R,1179124,1179228,108
R,1184196,1184444,252
R,1187932,1187972,44
R,1191676,1191796,124
R,1193396,1194100,708
R,1194336,1194400,68
R,1195084,1195624,544
R,1195752,1195892,144
R,1197248,1197284,40
R,1197804,1220880,23080
R,1221312,1222372,1064
R,1223084,1223196,116
R,1223260,1224152,896
R,1224196,1224216,24
R,1224260,1224336,80
R,1224424,1224468,48
R,1226648,1227160,516
R,1228008,1228056,52
R,1228724,1231816,3096
R,1231936,1232136,204
R,1232384,1234664,2284
R,1234780,1234848,72
R,1235384,1235432,52
R,1235876,1237040,1168
R,1237744,1237792,52
R,1238688,1238760,76
R,1240172,1240208,40
R,1243988,1244020,36
R,1247012,1247060,52
R,1247552,1247608,60
R,1248680,1248736,60
R,1250760,1250824,68
R,1250868,1251064,200
R,1256468,1256608,144
R,1257516,1257620,108
R,1260780,1260836,60
R,1261768,1261800,36
R,1265208,1265240,36
R,1268316,1268408,96
R,1269556,1269612,60
R,1272852,1273068,220
R,1277772,1277912,144
R,1281096,1281140,48
R,1281452,1281480,32
R,1282372,1282488,120
