time,text
886278,!CAL
886278,!CAL Calibration points:
886278,"!CAL 4.0, -26.7 2050, 5162"
886278,"!CAL 3.0, -42.3 2208, 8716"
886278,"!CAL 3.9, -11.4 1920, 2077"
886278,"!CAL -34.0, -30.4 -2054, 5167"
886278,"!CAL 32.6, -23.3 6564, 5179"
886278,"!CAL eye check box: (L,R,T,B)"
886278,"!CAL href cal range: (L,R,T,B)"
886278,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
886278,"!CAL Prenormalize: offx, offy = 3.9637 -26.687"
886278,!CAL Gains: cx:127.801 lx:68.294 rx:187.557
886278,!CAL Gains: cy:168.547 ty:255.671 by:189.604
886278,"!CAL Resolution (upd) at screen center: X=2.1, Y=1.6"
886279,!CAL Gain Change Proportion: X: 1.746 Y: 0.348
886279,!CAL Gain Ratio (Gy/Gx) = 1.319
886279,"!CAL Cross-Gain Ratios: X=0.097, Y=0.110"
886279,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
886279,"!CAL CR gain match(x,y) = 1.000, 1.000"
886279,!CAL Slip rotation correction OFF
886280,!CAL CALIBRATION HV5 L LEFT GOOD
893966,"!CAL VALIDATION HV5 L LEFT GOOD ERROR 0.39 avg. 0.76 max OFFSET 0.32 deg. -9.2,25.7 pix."
893967,"VALIDATE L POINT 0 LEFT at 1920,1080 OFFSET 0.42 deg. -15.5,32.3 pix."
893967,"VALIDATE L POINT 1 LEFT at 1920,184 OFFSET 0.20 deg. 5.7,15.7 pix."
893967,"VALIDATE L POINT 2 LEFT at 1920,1975 OFFSET 0.21 deg. 17.4,11.9 pix."
893967,"VALIDATE L POINT 3 LEFT at 230,1080 OFFSET 0.76 deg. -9.3,62.3 pix."
893967,"VALIDATE L POINT 4 LEFT at 3609,1080 OFFSET 0.46 deg. -52.4,0.6 pix."
897965,"DRIFTCORRECT L LEFT at 1920,1080 OFFSET 0.38 deg. -39.7,10.9 pix."
898537,RECCFG CR 250 2 1 L
898537,ELCLCFG RTABLER
