trialID,fixStart,fixEnd,fixFailed,fixSucceed,stimStart,stimEnd,respStart,respEnd
1,900766,901259,,1350014.0,901276,901526,902026,905393
2,905397,905893,,1385302.0,905909,906160,906660,911044
3,911046,911544,,1449993.0,911560,911827,912327,914244
4,914246,914744,,1481097.0,914760,915027,915527,917412
5,917415,917911,,1488465.0,917927,918178,918678,920513
6,920515,921011,,1628199.0,921028,921278,921778,927746
7,927749,928245,,1637150.0,928263,928512,929012,931762
8,931765,932262,,1649952.0,932279,932546,933046,935146
9,935149,935646,,1749497.0,935663,935913,936413,938164
10,938167,938663,,1767433.0,938680,938947,939447,943364
11,943366,943864,,1773467.0,943881,944131,944631,947615
12,947618,948115,,1781985.0,948132,948398,948898,950749
13,950751,951248,,1793336.0,951265,951515,952015,953799
14,953801,954299,,2045551.0,954316,954582,955082,956666
15,956668,957166,,2059752.0,957183,957432,957933,959650
16,959652,960149,,2071937.0,960166,960433,960933,963034
17,963036,963534,,2081639.0,963550,963800,964300,965867
18,965869,966367,,2087723.0,966384,966634,967134,968801
19,968803,969301,,2100208.0,969317,969584,970084,972184
20,973379,973885,,2138746.0,973901,974168,974668,976368
21,976371,976868,,2159998.0,976885,977135,977635,980535
22,980538,981036,,2473270.0,981052,981302,981802,983569
23,983571,984569,,2496490.0,984586,984853,985353,987303
24,987306,987803,,,987820,988086,988586,990587
25,990590,991087,,,991104,991370,991870,993903
26,993906,994404,,,994420,994671,995171,996821
27,996823,997321,,,997337,997605,998104,1000121
28,1000123,1000621,,,1000638,1000888,1001388,1003671
29,1003674,1004672,,,1004688,1004955,1005455,1007622
30,1007625,1008122,,,1008139,1008389,1008889,1010406
31,1010410,1010906,,,1010922,1011172,1011673,1014473
32,1014475,1014973,,,1014990,1015257,1015757,1017690
33,1017693,1018190,,,1018207,1018457,1018957,1021274
34,1021276,1021774,,,1021791,1022040,1022541,1024274
35,1024277,1024774,,,1024791,1025041,1025541,1027158
36,1027161,1027658,,,1027674,1027925,1028425,1032126
37,1032128,1033125,,,1033142,1033392,1033892,1035559
38,1035562,1036059,,,1036075,1036326,1036826,1038559
39,1038561,1039059,,,1039076,1039342,1039842,1041443
40,1042743,1043743,,,1043760,1044026,1044527,1046493
41,1046496,1046994,,,1047010,1047260,1047760,1049461
42,1049463,1049961,,,1049978,1050227,1050727,1052311
43,1052313,1052811,,,1052828,1053094,1053594,1055362
44,1055364,1055861,,,1055878,1056145,1056645,1058345
45,1058347,1058845,,,1058862,1059129,1059629,1061362
46,1061365,1061862,,,1061879,1062129,1062629,1064746
47,1064748,1065246,,,1065263,1065530,1066030,1067846
48,1067849,1068346,,,1068363,1068630,1069130,1072914
49,1072916,1073413,,,1073430,1073680,1074180,1075947
50,1075950,1076448,,,1076464,1076731,1077231,1079398
51,1079400,1079898,,,1079915,1080181,1080681,1082798
52,1082801,1083298,,,1083315,1083565,1084065,1085648
53,1085650,1086149,,,1086165,1086432,1086932,1088732
54,1088735,1089232,,,1089249,1089515,1090015,1091783
55,1091785,1092283,,,1092299,1092549,1093049,1094933
56,1094936,1095433,,,1095450,1095716,1096217,1098450
57,1098453,1098950,,,1098967,1099234,1099734,1101600
58,1101603,1102100,,,1102117,1102384,1102884,1104484
59,1104486,1104984,,,1105001,1105268,1105768,1107301
60,1108171,1109168,,,1109185,1109452,1109951,1111868
61,1111870,1112369,,,1112385,1112652,1113152,1114802
62,1114804,1115302,,,1115318,1115586,1116086,1118219
63,1118222,1118719,,,1118736,1118986,1119486,1121036
64,1121040,1121536,,,1121553,1121803,1122303,1123870
65,1123872,1124370,,,1124387,1124637,1125137,1126703
66,1126706,1127704,,,1127720,1127970,1128471,1130054
67,1130056,1130554,,,1130571,1130820,1131321,1133271
68,1133273,1134271,,,1134288,1134555,1135055,1136921
69,1136924,1137422,,,1137438,1137688,1138188,1144689
70,1144693,1145189,,,1145206,1145472,1145973,1147790
71,1147792,1148289,,,1148306,1148573,1149073,1151040
72,1151042,1151540,,,1151557,1151807,1152307,1154190
73,1154193,1154690,,,1154707,1154957,1155457,1157057
74,1157060,1157557,,,1157574,1157824,1158324,1159891
75,1159893,1160391,,,1160408,1160658,1161158,1162708
76,1162710,1163208,,,1163225,1163475,1163975,1165475
77,1165477,1165975,,,1165991,1166258,1166759,1170125
78,1170128,1170626,,,1170642,1170909,1171409,1172909
79,1172912,1173410,,,1173426,1173693,1174193,1176210
80,1177139,1178144,,,1178160,1178427,1178927,1180794
81,1180797,1181294,,,1181310,1181577,1182077,1183827
82,1183830,1184327,,,1184344,1184594,1185094,1190178
83,1190181,1190678,,,1190695,1190945,1191444,1193378
84,1193381,1193879,,,1193895,1194162,1194662,1196762
85,1196765,1197263,,,1197279,1197529,1198029,1200146
86,1200148,1200646,,,1200663,1200930,1201430,1203396
87,1203398,1203896,,,1203913,1204163,1204663,1206313
88,1206316,1206814,,,1206830,1207080,1207580,1209364
89,1209366,1209864,,,1209881,1210147,1210647,1212531
90,1212534,1213031,,,1213047,1213314,1213814,1217731
91,1217733,1218231,,,1218248,1218498,1218999,1220598
92,1220600,1221099,,,1221115,1221382,1221882,1224866
93,1224869,1225366,,,1225383,1225649,1226149,1228416
94,1228418,1229416,,,1229433,1229700,1230200,1231900
95,1231903,1232900,,,1232917,1233183,1233684,1235733
96,1235736,1236234,,,1236251,1236501,1237000,1238617
97,1238619,1239117,,,1239134,1239384,1239884,1241484
98,1241487,1241984,,,1242001,1242268,1242768,1244485
99,1244487,1244985,,,1245001,1245251,1245751,1248068
100,1248886,1250385,,,1250402,1250652,1251152,1252736
101,1252738,1253236,,,1253252,1253519,1254019,1255803
102,1255805,1257303,,,1257319,1257586,1258086,1262154
103,1262156,1262654,,,1262670,1262937,1263437,1265287
104,1265290,1265787,,,1265804,1266071,1266571,1268521
105,1268525,1269521,,,1269538,1269788,1270288,1276406
106,1276408,1276905,,,1276922,1277189,1277688,1279439
107,1279441,1280439,,,1280456,1280723,1281223,1283223
108,1283226,1283723,,,1283740,1283990,1284490,1286107
109,1286109,1286607,,,1286623,1286890,1287390,1289090
110,1289093,1289590,,,1289607,1289874,1290374,1291924
111,1291927,1292424,,,1292440,1292691,1293191,1294741
112,1294744,1295741,,,1295758,1296025,1296525,1298258
113,1298260,1298758,,,1298775,1299024,1299525,1301142
114,1301144,1302142,,,1302159,1302408,1302909,1304575
115,1304578,1306075,,,1306092,1306359,1306859,1308476
116,1308478,1309976,,,1309993,1310243,1310743,1312360
117,1312363,1312859,,,1312877,1313143,1313643,1315210
118,1315212,1316210,,,1316227,1316494,1316994,1318844
119,1318846,1319344,,,1319360,1319611,1320111,1321728
120,1322536,1323528,,,1323545,1323811,1324312,1326662
121,1326664,1327162,,,1327178,1327428,1327928,1329496
122,1329498,1330995,,,1331012,1331279,1331779,1333813
123,1333815,1334313,,,1334330,1334596,1335096,1336879
124,1336882,1337880,,,1337896,1338164,1338663,1340147
125,1340149,1341147,,,1341163,1341430,1341930,1344780
126,1344783,1345281,,,1345297,1345547,1346047,1348014
127,1348016,1350014,,,1350031,1350298,1350798,1353165
128,1353167,1353665,,,1353682,1353932,1354432,1356015
129,1356018,1357015,,,1357032,1357282,1357782,1359432
130,1359435,1360433,,,1360450,1360716,1361216,1362916
131,1362918,1363916,,,1363933,1364200,1364700,1366383
132,1366385,1366883,,,1366900,1367167,1367667,1369350
133,1369353,1370350,,,1370368,1370633,1371134,1372751
134,1372754,1373251,,,1373267,1373534,1374034,1375835
135,1375837,1376835,,,1376851,1377101,1377602,1380135
136,1380137,1380635,,,1380651,1380901,1381402,1383302
137,1383305,1385302,,,1385319,1385585,1386085,1387886
138,1387889,1388886,,,1388902,1389153,1389653,1391270
139,1391272,1392270,,,1392286,1392553,1393053,1394587
140,1395533,1396537,,,1396554,1396821,1397321,1399704
141,1399707,1400204,,,1400221,1400471,1400971,1402888
142,1402890,1403388,,,1403404,1403655,1404155,1405738
143,1405740,1406738,,,1406755,1407022,1407521,1409589
144,1409592,1410089,,,1410105,1410372,1410872,1412872
145,1412875,1414372,,,1414389,1414639,1415139,1416740
146,1416742,1417740,,,1417756,1418006,1418506,1420173
147,1420176,1421173,,,1421190,1421456,1421957,1427841
148,1427843,1428841,,,1428857,1429125,1429625,1431425
149,1431428,1431925,,,1431942,1432208,1432708,1434341
150,1434344,1435842,,,1435858,1436108,1436609,1438309
151,1438311,1439309,,,1439325,1439575,1440076,1441809
152,1441812,1442809,,,1442826,1443093,1443593,1445493
153,1445495,1449994,,,1450010,1450277,1450777,1452511
154,1452513,1453011,,,1453027,1453277,1453778,1455627
155,1455630,1456628,,,1456645,1456911,1457411,1459428
156,1459431,1460928,,,1460945,1461195,1461695,1463796
157,1463798,1464796,,,1464812,1465079,1465579,1467596
158,1467598,1469096,,,1469113,1469379,1469880,1471763
159,1471766,1473263,,,1473280,1473547,1474047,1476047
160,1477108,1481097,,,1481114,1481381,1481881,1483965
