eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
L,3309003,3309099,100,1822.1,984.5,1827.2,1121.2,1.7,899
L,3309331,3309379,52,1837.3,1041.3,1176.4,1028.8,5.8,149
L,3309519,3309531,16,1024.5,974.5,930.5,965.8,0.8,73
L,3309699,3309743,48,923.3,978.2,1821.8,982.0,7.8,221
L,3309835,3309855,24,1934.2,951.3,2223.4,947.5,2.5,146
L,3310003,3310031,32,2366.8,961.1,2780.1,935.0,3.6,149
L,3310139,3310159,24,2871.4,911.9,3130.2,912.1,2.2,128
L,3310287,3310355,72,3151.1,913.1,1501.0,1154.2,14.6,283
L,3310571,3310591,24,1470.6,1197.6,1801.8,1181.9,2.9,168
L,3310755,3310779,28,1940.1,1176.3,2241.9,1160.2,2.7,122
L,3311191,3311295,108,2400.3,1195.9,2390.5,1074.5,1.5,319
L,3311703,3311723,24,2337.6,990.5,2049.3,1090.9,2.8,161
L,3312019,3312039,24,1935.5,1141.1,1698.7,1184.2,2.1,124
L,3312187,3312303,120,1635.7,1238.4,1438.0,1228.5,1.7,602
L,3313059,3313167,112,1618.1,1211.6,1779.0,1244.5,1.5,525
L,3313367,3313395,32,1822.6,1172.6,2199.1,1147.7,3.3,140
L,3313559,3313579,24,2257.1,1145.2,1988.6,1128.2,2.4,146
L,3315799,3315847,52,1876.1,1125.1,2761.4,1251.1,7.9,200
L,3316679,3316815,140,2887.8,1330.9,2847.8,1275.2,0.8,521
L,3317759,3317803,48,2803.6,1295.2,2007.1,1097.4,7.4,215
L,3319811,3319859,52,1874.8,1100.8,2686.5,1180.9,7.2,173
L,3320131,3320143,16,2744.5,1210.2,2830.8,1222.0,0.8,67
L,3320691,3320799,112,2871.1,1278.6,2859.9,1205.8,0.9,286
L,3321495,3321503,12,2861.2,1150.8,2864.0,1196.3,0.6,69
L,3321723,3321843,124,2889.1,1255.8,2872.2,1304.2,0.6,578
L,3323011,3323135,128,2875.2,1284.7,2869.4,1332.4,0.6,570
L,3323747,3323775,32,2856.9,1236.0,2372.5,1156.1,4.4,187
L,3323967,3323983,20,2248.6,1143.3,2107.9,1107.2,1.3,95
L,3325643,3325691,52,1841.6,1140.5,1144.5,1252.9,6.3,159
L,3326867,3327035,172,914.2,1347.4,899.6,1345.6,0.1,520
L,3327699,3327743,48,986.5,1366.8,1835.2,1151.4,7.8,221
L,3329647,3329687,44,1882.9,1136.2,2546.9,1133.3,5.8,167
L,3330023,3330091,72,2638.6,1129.7,1254.7,1203.4,12.1,225
L,3330607,3330615,12,1164.9,1160.3,1157.8,1122.7,0.5,57
L,3330911,3331071,164,1158.3,1126.4,1057.0,1144.8,0.9,502
L,3331611,3331635,28,1113.0,1054.9,1092.6,1309.6,3.1,152
L,3331791,3331815,28,1107.5,1356.0,1125.5,1126.4,2.8,135
L,3332039,3332211,176,1161.9,1080.3,1876.0,1198.7,6.4,516
L,3332279,3332443,168,1847.8,1104.0,1087.5,1033.5,6.7,625
L,3332683,3332703,24,1114.5,1079.9,1098.8,1396.2,3.8,243
L,3333419,3333435,20,1099.7,1423.4,1100.3,1311.7,1.3,93
L,3333555,3333707,156,1169.5,1306.4,1069.6,1373.1,1.2,626
L,3334327,3334471,148,1080.3,1419.3,1849.1,1185.6,7.3,533
L,3334707,3334751,48,1880.7,1074.2,1144.5,1425.3,7.7,238
L,3335295,3335315,24,1121.4,1414.4,1135.5,1227.2,2.3,133
L,3335463,3335575,116,1179.0,1147.5,1867.5,1179.8,6.0,636
L,3337219,3337283,68,1881.0,1116.0,2808.8,1197.5,8.2,154
L,3337967,3338119,156,2900.1,1291.6,2891.6,1231.0,0.7,457
L,3338311,3338435,128,2913.7,1229.3,2939.5,1227.2,0.2,495
L,3339703,3339835,136,2965.3,1283.1,2974.1,1298.7,0.2,744
L,3340087,3340143,60,2917.9,1250.4,1859.2,1095.0,9.4,223
L,3340843,3340891,52,1904.8,1117.9,2953.7,1229.2,9.3,252
L,3341711,3341767,60,2951.4,1274.4,1858.5,1107.4,9.8,213
L,3343075,3343131,60,1948.9,1139.5,2673.8,1227.9,6.5,141
L,3344359,3344707,352,2783.0,1267.8,2848.7,1242.3,0.7,462
L,3344779,3344927,152,2862.3,1261.7,2771.6,1264.7,0.8,374
L,3344995,3345131,140,3270.0,1794.1,2819.6,1310.9,6.9,730
L,3346247,3346343,100,2902.4,1295.9,1876.9,1171.5,9.1,353
L,3347503,3347551,52,1853.3,1148.9,1129.0,1209.1,6.4,162
L,3349075,3349379,308,1011.1,1312.5,1952.2,1163.1,8.4,507
L,3349539,3349547,12,1973.3,1175.9,1934.6,1157.5,0.4,51
L,3350319,3350363,48,1888.4,1098.1,1132.4,1288.0,7.0,202
L,3350683,3350831,152,1079.2,1300.3,1935.7,1216.7,7.5,463
L,3352563,3352615,56,1831.2,1152.5,1002.9,1316.0,7.5,174
L,3353795,3353903,112,884.2,1333.7,1842.2,1232.5,8.4,511
L,3355871,3355919,52,1846.6,1149.3,1174.6,1250.8,6.0,159
L,3356755,3357239,488,1101.2,1262.9,1315.6,1140.7,2.4,404
L,3357303,3357475,176,1321.8,1071.6,1102.0,1325.0,3.6,583
L,3357887,3358047,164,1164.6,1304.7,1899.9,1201.8,6.5,550
L,3358475,3358511,40,1889.5,1095.2,1248.1,1207.5,5.8,190
L,3358735,3358767,36,1214.8,1205.8,1831.0,1076.8,5.6,206
L,3360179,3360239,64,1846.2,1133.1,1018.1,1269.4,7.4,150
L,3361515,3361647,136,980.7,1299.3,1805.5,1106.7,7.5,486
L,3362903,3362947,48,1863.6,1118.2,1327.3,1319.7,5.3,134
L,3363911,3363923,16,1106.5,1411.5,1110.6,1355.5,0.7,58
L,3364111,3364395,288,1185.7,1297.1,1190.5,1409.6,1.4,452
L,3364951,3364991,44,1180.3,1268.2,1902.5,1115.4,6.6,192
L,3366091,3366155,68,1942.8,1123.8,2826.1,1232.0,7.8,150
L,3367387,3367583,200,2950.6,1266.5,2893.4,1192.4,1.0,391
L,3367975,3368231,260,2928.2,1257.2,2735.4,1277.4,1.7,323
L,3368687,3368703,20,2758.1,1267.2,2885.3,1225.2,1.2,85
L,3369411,3369459,52,2886.4,1174.4,2006.8,1108.6,7.7,207
L,3370883,3370939,60,1921.8,1140.2,2549.6,1201.5,5.6,123
L,3371091,3371103,16,2673.6,1226.6,2745.8,1251.0,0.7,61
L,3372023,3372139,120,2673.0,1340.0,2706.3,1320.5,0.4,176
L,3372691,3372735,48,2675.7,1258.3,1977.6,1100.9,6.4,188
L,3373987,3374027,44,1914.7,1112.6,2673.3,1111.5,6.7,196
L,3375391,3375963,576,2830.4,1338.4,2895.6,1560.6,2.7,205
L,3376079,3376251,176,1832.2,1128.8,1905.0,1235.5,1.4,656
L,3377691,3377735,48,1897.6,1106.8,2722.6,1130.6,7.2,198
L,3379203,3379339,140,2797.1,1253.5,1884.5,1214.9,8.0,258
L,3379575,3379623,52,1921.7,1104.4,2895.9,1204.7,8.6,230
L,3380799,3380843,48,2886.3,1220.2,2071.8,1110.4,7.2,221
L,3382607,3382659,56,1843.6,1138.6,1188.4,1124.5,5.7,135
L,3383335,3384175,844,1115.4,1174.0,1075.2,1099.8,1.0,483
L,3384463,3384475,16,1162.2,1188.6,1172.9,1240.0,0.6,55
L,3384739,3384779,44,1178.3,1211.7,1902.2,1087.5,6.5,216
L,3386503,3386551,52,1875.0,1117.2,1262.2,1250.8,5.6,137
L,3387087,3387223,140,913.6,1367.5,876.3,1379.9,0.3,1369
L,3387887,3388023,140,913.8,1345.4,1931.7,1217.1,9.0,460
L,3389479,3389543,68,1932.4,1112.5,2778.5,1216.6,7.5,143
L,3389719,3389731,16,2906.6,1235.1,2995.9,1229.2,0.8,68
L,3390135,3390143,12,2951.6,1219.2,2900.4,1227.1,0.5,57
L,3390919,3391043,128,2918.4,1230.9,2911.8,1275.5,0.5,358
L,3391407,3391455,52,2878.6,1222.8,1978.0,1092.4,8.0,210
L,3392675,3392723,52,1866.7,1117.5,1253.4,1138.8,5.4,131
L,3393823,3394035,216,1090.8,1186.9,1117.4,1250.6,0.8,487
L,3394579,3394591,16,1120.8,1165.0,1149.6,1232.8,0.8,73
L,3395135,3395155,24,1179.7,1259.6,1152.7,1123.0,1.7,92
L,3395591,3395747,160,1155.6,1055.6,1881.5,1151.2,6.4,398
L,3395991,3396019,32,1851.8,1051.6,1450.5,963.7,3.7,176
L,3396223,3396247,28,1392.9,947.7,1781.9,959.7,3.4,170
L,3396423,3396443,24,1848.1,949.2,2075.8,956.1,2.0,117
L,3396687,3396751,68,2116.5,941.0,1258.9,379.3,10.0,187
L,3397307,3399015,1712,793.7,244.3,2022.6,1245.2,15.9,1506
L,3399315,3399491,180,2132.8,1181.2,1992.6,1246.0,1.5,292
L,3399907,3399919,16,2042.5,1128.5,2135.4,1143.4,0.8,72
L,3400171,3400195,28,2201.0,1145.7,1871.2,1139.5,2.9,146
L,3400455,3400475,24,1659.6,1170.9,1860.1,1088.2,2.0,112
L,3402083,3402143,64,1920.2,1115.6,2790.7,1178.4,7.6,157
L,3402947,3403119,176,2890.5,1194.1,2884.7,1182.9,0.1,338
L,3403479,3403523,48,2899.3,1186.2,2129.2,1184.2,6.7,204
