time,text
4024621,!CAL
4024622,!CAL Calibration points:
4024622,"!CAL 4.5, -23.1 1994, 4959"
4024622,"!CAL 3.3, -38.1 2119, 8351"
4024622,"!CAL 4.2, -9.3 1890, 1961"
4024622,"!CAL -26.7, -21.7 -1974, 4948"
4024622,"!CAL 30.5, -23.6 6367, 5007"
4024622,"!CAL eye check box: (L,R,T,B)"
4024622,"!CAL href cal range: (L,R,T,B)"
4024622,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
4024622,"!CAL Prenormalize: offx, offy = 4.4985 -23.087"
4024623,!CAL Gains: cx:139.727 lx:91.586 rx:188.855
4024623,!CAL Gains: cy:207.268 ty:237.374 by:213.252
4024623,"!CAL Resolution (upd) at screen center: X=1.9, Y=1.3"
4024623,!CAL Gain Change Proportion: X: 1.062 Y: 0.113
4024623,!CAL Gain Ratio (Gy/Gx) = 1.483
4024623,"!CAL Cross-Gain Ratios: X=0.083, Y=0.028"
4024623,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
4024623,"!CAL CR gain match(x,y) = 1.000, 1.000"
4024623,!CAL Slip rotation correction OFF
4024624,!CAL CALIBRATION HV5 L LEFT GOOD
4033760,"!CAL VALIDATION HV5 L LEFT GOOD ERROR 0.35 avg. 0.98 max OFFSET 0.13 deg. 1.9,10.8 pix."
4033760,"VALIDATE L POINT 0 LEFT at 1920,1080 OFFSET 0.14 deg. -16.4,-2.3 pix."
4033760,"VALIDATE L POINT 1 LEFT at 1920,184 OFFSET 0.50 deg. -52.0,18.9 pix."
4033761,"VALIDATE L POINT 2 LEFT at 1920,1975 OFFSET 0.64 deg. 58.5,33.7 pix."
4033761,"VALIDATE L POINT 3 LEFT at 230,1080 OFFSET 0.98 deg. 80.6,58.6 pix."
4033761,"VALIDATE L POINT 4 LEFT at 3609,1080 OFFSET 0.27 deg. -26.0,-12.3 pix."
4037623,"DRIFTCORRECT L LEFT at 1920,1080 OFFSET 0.53 deg. -59.1,-11.2 pix."
4038183,RECCFG CR 250 2 1 L
4038183,ELCLCFG RTABLER
4038183,GAZE_COORDS 0.00 0.00 3839.00 2159.00
4038183,THRESHOLDS L 110 203
4038183,ELCL_PROC ELLIPSE (5)
