eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
R,714204,714252,52,1810.6,871.6,1165.7,758.8,5.7,143
R,714548,714584,40,1107.9,766.4,1828.2,941.2,6.5,253
R,714756,714764,12,1906.8,985.4,1954.7,1012.7,0.5,67
R,715712,715864,156,1952.7,1103.4,1969.7,1127.5,0.3,3239
R,717256,717296,44,1988.1,1048.8,2690.9,1129.0,6.2,176
R,717508,717544,40,2787.7,1126.4,2083.3,986.4,6.3,220
R,717884,718028,148,2054.9,1026.5,1969.2,1213.8,2.4,2407
R,721284,721396,116,1913.7,1133.1,1958.1,1146.8,0.4,3270
R,722608,722616,12,1935.1,1035.5,1922.8,1001.6,0.4,53
R,723968,723976,12,827.9,905.4,761.4,907.8,0.5,68
R,725192,725392,204,827.9,905.4,761.4,907.8,0.5,0
R,726388,726416,32,1156.4,775.8,1522.0,830.0,3.2,131
R,726760,726780,24,1666.8,862.6,1844.7,965.7,2.0,119
R,726940,727116,180,1893.9,1080.3,1983.1,1176.8,1.4,2515
R,727576,727604,32,1938.8,1049.8,1506.7,1011.3,3.8,161
R,727852,727884,36,1333.6,1028.8,1824.0,1032.5,4.2,160
R,728096,728116,24,1894.1,1049.0,2107.0,1059.0,1.9,102
R,728284,728304,24,2236.8,1055.2,2391.7,1066.0,1.4,74
R,728428,728468,44,2399.7,1056.2,1542.3,1147.1,7.5,238
R,728640,728664,28,1569.8,1135.8,1844.4,1118.6,2.4,116
R,728960,729056,100,1915.0,1148.8,1973.7,1144.6,0.5,2145
R,729816,729952,140,1923.5,1137.6,1958.1,1132.8,0.3,2859
R,730988,731084,100,1911.7,1172.8,1971.6,1121.5,0.8,3141
R,732364,732492,132,1968.0,1090.0,1961.7,1111.8,0.3,678
R,733624,733656,36,1911.5,1052.0,1415.9,1056.9,4.3,169
R,733776,733784,12,1313.5,1054.4,1266.9,1052.7,0.4,49
R,733940,733964,28,1252.3,1052.0,1590.2,1059.1,2.9,136
R,734076,734092,20,1741.9,1057.4,1851.5,1058.3,0.9,63
R,734232,734252,24,1984.6,1069.8,2198.4,1068.6,1.9,104
R,734436,734456,24,2278.3,1065.7,2499.5,1099.2,2.0,114
R,734872,735056,188,2578.3,1118.2,1395.8,1185.2,10.3,1046
R,735276,735288,16,1399.2,1024.8,1485.4,1039.6,0.8,66
R,735680,735692,16,1595.0,1047.2,1684.9,1033.0,0.8,68
R,737404,737584,184,1853.2,1129.3,1924.7,1156.9,0.7,3270
R,737736,737772,40,1865.6,1099.7,1401.1,1042.7,4.1,134
R,737856,737880,28,1306.9,1041.4,968.5,981.6,2.9,130
R,738032,738044,16,816.1,956.6,733.4,968.9,0.7,59
R,738204,738244,44,701.9,964.0,1422.7,1033.9,6.1,182
R,738472,738512,44,1531.5,1046.9,2188.9,1060.3,5.7,180
R,738760,738780,24,2270.2,1082.2,2519.8,1113.4,2.2,130
R,738980,739008,32,2672.8,1135.6,3063.3,1136.3,3.4,143
R,739208,739264,60,3130.5,1141.6,2022.7,1041.0,9.7,221
R,739468,739480,16,1965.3,1042.5,1858.7,1054.1,0.9,80
R,739756,739780,28,1754.2,1033.1,1382.1,1010.2,3.2,142
R,740008,740032,28,1259.6,972.8,845.1,929.2,3.5,184
R,740248,740400,156,749.2,938.8,2228.9,1150.6,12.7,2922
R,740808,740960,156,2152.3,1142.4,2360.9,1168.0,1.9,988
R,741128,741156,32,2360.9,1108.9,2735.0,1134.7,3.3,146
R,741328,741344,20,2871.3,1109.3,3012.2,1120.0,1.2,81
R,741568,741636,72,3066.8,1146.9,1802.4,1043.5,11.0,208
R,741908,742064,160,1735.6,1171.8,1776.7,1161.5,0.4,3270
R,742360,742404,48,1694.4,1026.9,935.2,962.6,6.4,195
R,742636,742652,20,836.9,943.7,713.4,932.3,1.0,67
R,742876,742916,44,665.6,943.9,1473.7,995.1,6.7,210
R,743224,743348,128,1549.4,1040.0,2635.8,1182.7,9.5,887
R,743592,743616,28,2603.3,1130.2,2913.6,1162.9,2.7,131
R,743892,744028,140,3023.7,1182.6,1612.5,1246.6,12.2,1227
R,744336,744532,200,1641.2,1137.2,1622.4,1065.6,0.9,1816
R,744984,745036,56,1565.4,986.4,756.9,935.9,6.8,167
R,745360,745392,36,709.8,926.1,1210.8,955.2,4.2,146
R,745608,745736,132,1296.7,1052.4,1729.5,1123.8,3.8,3270
R,746056,746092,40,1696.2,1009.4,2211.9,1072.3,4.5,151
R,746320,746340,24,2346.6,1091.1,2572.8,1108.9,2.0,108
R,746704,747108,408,2640.0,1124.6,1814.7,1211.4,7.2,3270
R,747656,747708,56,1779.2,1057.5,896.7,940.3,7.6,179
R,748088,748260,176,776.1,984.6,1643.3,1085.4,7.3,3270
R,748480,748540,64,1615.9,1009.8,2774.9,1105.2,10.1,236
R,748724,748740,20,2851.2,1093.7,3034.8,1093.4,1.6,106
R,749128,749152,28,3063.9,1115.2,2681.0,1098.9,3.3,166
R,749340,749460,124,2564.9,1102.9,2131.2,1127.6,3.8,1087
R,749700,749724,28,2096.7,1041.0,1783.3,1045.4,2.7,126
R,750780,750828,52,1650.0,1064.9,961.1,1015.1,5.8,146
R,751356,751428,76,808.4,1008.4,2224.0,1064.2,11.9,216
R,751584,751696,116,2268.2,1144.2,2972.2,1138.6,6.1,521
R,752016,752060,48,2880.7,1121.2,2008.1,1076.9,7.6,207
R,752276,752308,36,1956.7,1050.3,1444.5,1054.2,4.4,172
R,752524,752656,136,1310.2,1114.3,1280.2,1172.4,0.7,3270
R,753016,753028,16,1330.8,1059.9,1417.3,1070.4,0.8,69
R,753808,753944,140,1432.8,1135.0,1531.3,1192.7,1.1,3270
R,754176,754208,36,1502.8,1076.6,1002.2,1064.4,4.2,154
R,754508,754536,32,924.6,1047.7,1318.2,1066.3,3.3,140
R,754908,754920,16,1405.3,1064.7,1503.1,1065.2,0.8,72
R,755212,755332,124,1558.7,1124.3,1882.6,1131.0,2.8,3270
R,760348,760532,188,1686.2,1195.6,1845.3,1189.3,1.4,2636
R,760732,760876,148,1775.7,1169.0,2153.9,1114.1,3.3,1659
