eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg
R,1496536,1496864,332,1794.2,915.6,856
R,1496884,1499752,2872,1872.1,1082.7,884
R,1499768,1500176,412,1940.4,1152.3,951
R,1500264,1500628,368,3270.0,2084.5,831
R,1500712,1501204,496,1944.4,1207.1,958
R,1501224,1501820,600,1833.7,1234.7,979
R,1501940,1502100,164,1699.1,1306.4,993
R,1502204,1503152,952,65.3,657.0,952
R,1503204,1504044,844,-94.9,-280.2,894
R,1504128,1504652,528,2211.4,-51.9,885
R,1504740,1505324,588,1954.2,1066.6,1002
R,1505356,1505604,252,1355.3,1013.1,801
R,1505632,1505788,160,1605.6,1006.3,576
R,1505828,1506276,452,2224.2,966.3,430
R,1506304,1507092,792,1861.2,1052.6,560
R,1507176,1509580,2408,1867.4,1072.6,785
R,1509724,1510124,404,1875.0,1088.5,850
R,1510180,1510516,340,2968.1,1132.7,733
R,1510556,1511364,812,1975.4,1087.3,860
R,1511448,1512504,1060,1891.8,1132.4,906
R,1512540,1512792,256,2398.7,1077.5,612
R,1512832,1513080,252,1666.0,1055.7,516
R,1513172,1513544,376,2353.2,1028.2,481
R,1513572,1514256,688,2000.3,1006.6,606
R,1514280,1514988,712,1765.9,974.7,723
R,1515108,1515736,632,2923.3,623.1,669
R,1515784,1515992,212,1931.5,1066.4,768
R,1516032,1516352,324,1035.1,1030.0,554
R,1516376,1516652,280,640.5,1019.7,477
R,1516684,1517200,520,1277.5,1055.1,516
R,1517272,1518080,812,1710.2,1044.6,558
R,1518132,1518408,280,1438.0,1061.5,613
R,1518452,1518688,240,2282.2,1042.5,506
R,1518732,1519032,304,2986.7,1058.3,440
R,1519112,1519520,412,1127.9,1105.1,572
R,1519544,1519928,388,752.4,1076.6,529
R,1519992,1520260,272,1820.6,1080.4,571
R,1520432,1521588,1160,1997.3,1019.6,511
R,1521616,1522176,564,2416.4,1051.6,567
R,1522204,1523012,812,1888.6,1040.3,647
R,1523036,1523976,944,2166.0,1088.3,695
R,1524028,1524232,208,2531.4,1574.9,744
R,1524276,1524972,700,1797.6,855.5,790
R,1525012,1525336,328,2345.6,1165.7,834
R,1525476,1525732,260,1128.1,1079.1,617
R,1525768,1525972,208,1709.9,1034.6,468
R,1526000,1526308,312,2073.4,1016.9,404
R,1526344,1526580,240,2686.6,1038.9,441
R,1526608,1526908,304,3114.1,1070.8,424
R,1526932,1527036,108,3270.0,1112.6,406
R,1527124,1527540,420,1089.1,1082.7,580
