eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
L,912785,913039,256,1840.2,955.3,1920.0,1130.4,2.1,1359
L,913153,913169,18,1902.2,871.1,1900.1,964.1,1.1,80
L,914075,914127,54,1902.2,871.1,1900.1,964.1,1.1,0
L,914347,914383,38,1919.9,1020.5,1637.2,661.2,4.8,168
L,914843,914873,32,1608.3,675.8,1393.9,980.6,3.9,164
L,915379,915395,18,1237.8,1111.4,1120.6,1169.3,1.2,83
L,916141,916417,278,1001.7,1242.3,1328.0,1348.3,3.0,599
L,916939,916979,42,1409.1,1153.3,2018.8,1094.6,5.2,153
L,917147,917171,26,2186.0,1114.1,2458.9,1111.3,2.3,111
L,917379,917991,614,2624.0,1158.0,2529.7,1208.5,1.0,1392
L,918959,919009,52,2450.2,938.0,2188.2,408.5,6.4,206
L,919703,919739,38,2095.4,471.9,1744.0,859.6,5.3,196
L,919939,919957,20,1663.5,954.8,1492.5,963.9,1.4,90
L,920147,920163,18,1421.1,968.7,1555.1,983.7,1.1,79
L,920369,920397,30,1631.2,972.8,2028.2,948.7,3.3,136
L,922243,922267,26,1921.3,1030.3,1668.6,1051.6,2.1,100
L,922371,922389,20,1480.9,1084.9,1299.7,1077.8,1.5,93
L,922543,922591,50,1228.0,1063.7,2052.8,999.1,6.9,183
L,922685,923005,322,2214.1,978.5,1881.3,1180.5,3.6,770
L,925373,925383,12,1893.4,944.7,1831.9,928.5,0.6,56
L,925575,925597,24,1780.0,901.5,1569.0,997.9,2.1,113
L,925699,925725,28,1420.0,1042.1,1081.6,1063.9,2.8,128
L,925989,926027,40,982.6,1031.7,1540.4,1015.2,4.6,149
L,926211,926247,38,1677.9,1025.4,2139.6,1015.3,3.9,129
L,926409,926461,54,2232.9,1017.9,1389.7,1037.2,7.0,166
L,926705,926767,64,1327.1,1051.6,2071.4,986.3,6.3,124
L,926911,927191,282,2223.5,961.7,2881.8,1157.5,6.0,824
L,927371,927391,22,2891.8,993.8,3093.7,978.9,1.7,93
L,927501,927917,418,3151.0,985.0,1392.8,1125.1,14.7,423
L,928057,928081,26,1360.4,1014.2,1048.0,1026.6,2.6,122
L,928289,928301,14,908.8,1033.6,808.4,1030.1,0.8,71
L,928379,928423,46,780.4,1002.0,1642.6,986.7,7.1,202
L,928605,928635,32,1754.7,975.2,2153.7,979.4,3.4,138
L,929103,929769,668,2426.5,981.9,2059.8,1202.2,4.0,348
L,932761,932821,62,1882.2,918.1,891.7,1050.3,8.3,166
L,932981,932999,20,722.5,1044.9,524.5,1037.6,1.6,95
L,933221,933243,24,473.8,999.4,710.0,996.4,1.9,102
L,933455,933737,284,836.4,1021.3,834.4,1001.6,0.2,497
L,934143,934617,476,841.2,974.4,437.8,2270.0,14.8,584
L,934707,934729,24,1846.8,1031.7,2099.5,1015.6,2.1,119
L,934919,934949,32,2235.9,1037.0,2589.9,1019.8,3.0,118
