eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
R,4228836,4229072,238,3083.0,-419.7,1929.1,916.3,17.6,287
R,4229232,4229260,30,1891.8,752.7,1452.9,953.7,4.3,198
R,4229386,4229412,28,1344.4,994.8,943.4,924.8,3.3,148
R,4229554,4229612,60,855.7,953.9,2379.2,984.2,12.5,301
R,4229798,4229828,32,2463.5,982.4,2888.0,1004.1,3.6,152
R,4229968,4230024,58,2980.7,999.1,1860.0,1226.1,9.8,224
R,4230166,4230692,528,1742.4,1216.0,2085.3,1144.1,3.0,379
R,4230900,4230918,20,2000.9,1224.7,1908.5,1130.5,1.4,85
R,4231166,4231358,194,1907.5,1101.4,1744.7,1458.2,4.4,615
R,4231436,4231632,198,1753.4,1360.7,1374.3,3270.0,20.6,361
R,4231752,4233644,1894,1367.2,3270.0,1910.0,1136.6,23.4,954
R,4233752,4234234,484,1874.9,851.6,1971.8,893.3,1.0,2724
R,4234296,4234308,14,1967.6,745.0,1971.9,844.1,1.2,107
R,4234382,4234396,16,1980.8,982.0,1924.5,1088.4,1.4,106
R,4237042,4237090,50,1865.1,1141.4,1035.3,1013.1,7.0,168
R,4237342,4237512,172,897.9,989.8,887.2,1289.9,3.5,716
R,4237612,4238442,832,873.7,1170.4,1657.1,1138.6,6.4,448
R,4238620,4238636,18,1661.7,1140.0,1826.3,1117.2,1.4,104
R,4238898,4238944,48,1864.3,1110.1,928.7,1099.2,7.7,212
R,4239054,4239230,178,840.9,1048.2,961.2,1314.5,3.2,750
R,4239586,4239628,44,939.5,1339.7,1871.1,1050.6,8.4,284
R,4239770,4240400,632,1938.1,1027.2,1801.5,1374.3,4.3,1414
R,4240730,4240740,12,1818.9,1186.0,1873.6,1150.8,0.6,64
R,4241696,4241730,36,1885.3,1107.2,1358.7,1074.6,4.4,152
R,4241876,4241904,30,1252.9,1068.5,1758.5,1080.3,4.2,191
R,4242888,4242940,54,1853.6,1108.2,908.0,901.7,8.2,180
R,4243160,4243366,208,801.4,925.0,834.7,883.1,0.6,755
R,4244038,4244698,662,807.2,863.9,1239.8,1034.2,4.0,798
R,4245254,4245512,260,1206.8,1037.7,1988.4,1194.8,6.8,334
R,4247826,4247864,40,1946.8,1127.3,2588.4,1208.1,5.6,199
R,4248450,4248984,536,2728.5,1219.0,2995.3,1278.4,2.4,756
R,4249168,4249228,62,2950.8,1251.5,1728.4,1081.0,10.7,217
R,4249354,4249728,376,1655.0,1058.0,1907.1,1292.0,3.5,754
R,4251808,4251854,48,1941.7,1139.0,2631.5,1169.3,5.9,170
R,4252044,4252060,18,2779.5,1194.1,2905.5,1245.5,1.2,89
R,4252570,4252592,24,2963.3,1267.9,2958.2,1107.4,1.9,105
R,4252752,4253428,678,2946.7,1026.7,1857.4,1479.4,10.8,690
