eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
R,120363,120395,36,1753.1,911.1,1136.9,925.4,5.4,206
R,120711,120743,36,1027.4,929.4,1783.9,918.1,6.6,266
R,120915,120935,24,1832.3,928.0,2089.5,935.7,2.3,139
R,121195,121219,28,2208.5,935.8,2612.9,923.3,3.6,185
R,121367,121391,28,2680.4,931.4,3032.7,937.1,3.1,147
R,121559,121603,48,3050.0,958.6,1832.3,1160.6,11.1,316
R,121959,121987,32,1754.5,1202.2,2221.4,1175.6,4.2,183
R,122191,122239,52,2269.6,1169.4,1439.1,523.6,10.8,290
R,122447,122459,16,1364.5,446.2,1332.4,366.3,1.0,90
R,122807,122839,36,1302.4,364.5,1320.6,944.9,7.0,328
R,123135,123155,24,1381.3,961.5,1698.2,932.9,2.8,167
R,123363,123383,24,1772.5,935.1,2053.2,943.5,2.5,149
R,123563,123587,28,2100.3,956.6,2442.5,962.5,3.1,155
R,123851,123891,44,2510.3,967.5,1679.2,1163.1,7.8,262
R,124323,124339,20,1682.8,1183.1,1917.8,1182.9,2.1,148
R,124859,124875,20,1927.8,1175.7,1768.5,1185.3,1.4,103
R,125391,125499,112,1758.1,1216.5,2051.2,3270.0,22.1,451
R,125835,125943,112,2163.1,3270.0,1828.1,871.2,25.8,539
R,126335,126423,92,1799.4,815.6,3270.0,526.1,13.1,368
R,127171,127291,124,1799.4,815.6,3270.0,526.1,12.6,0
R,127371,127387,20,1799.4,815.6,3270.0,526.1,12.6,0
R,127451,127483,36,1799.4,815.6,3270.0,526.1,12.6,0
R,127579,127791,216,3270.0,398.4,3270.0,392.4,0.1,11
R,128355,128635,284,3270.0,626.7,1942.9,1308.1,14.2,2611
R,128999,129027,32,1879.5,1030.6,2250.1,1165.5,3.7,155
R,130227,130267,44,2240.2,1185.9,1499.0,1696.4,9.1,295
R,130531,130567,40,1498.4,1765.4,1936.3,1200.4,7.9,318
R,130811,130819,12,1942.3,1152.7,1941.8,1113.5,0.5,60
R,132235,132251,20,1903.2,1127.9,1804.1,1074.5,1.1,80
R,132623,132651,32,1757.1,1068.6,1247.9,1182.9,4.7,217
R,132907,132915,12,1177.3,1199.2,1134.1,1232.9,0.6,70
R,133151,133167,20,1122.0,1233.2,1125.2,1122.7,1.4,99
