trialID,fixStart,fixEnd,fixFailed,fixSucceed,stimStart,stimEnd,respStart,respEnd
1,3567660,3568661,,4080660.0,3568678,3568928,3569428,3574596
2,3574599,3575095,,4256510.0,3575112,3575362,3575862,3579763
3,3579766,3580262,,4490299.0,3580279,3580529,3581029,3585780
4,3585781,3586280,,5200050.0,3586296,3586546,3587046,3591330
5,3591332,3591830,,5554167.0,3591847,3592097,3592597,3597864
6,3597866,3598364,,,3598381,3598647,3599148,3603431
7,3603433,3603932,,,3603948,3604198,3604698,3608532
8,3608534,3609032,,,3609048,3609315,3609815,3613599
9,3613601,3614099,,,3614116,3614366,3614866,3621733
10,3621735,3622233,,,3622250,3622516,3623016,3627200
11,3627202,3627700,,,3627717,3627967,3628467,3631751
12,3631753,3632251,,,3632267,3632534,3633034,3635918
13,3635920,3636418,,,3636435,3636684,3637185,3640585
14,3640587,3641085,,,3641101,3641351,3641851,3647019
15,3647021,3647519,,,3647536,3647786,3648286,3650286
16,3650288,3650786,,,3650802,3651069,3651569,3656036
17,3656038,3657536,,,3657554,3657820,3658320,3663486
18,3663489,3663987,,,3664004,3664270,3664771,3669704
19,3669706,3670204,,,3670221,3670471,3670971,3683239
20,3687773,3688773,,,3688789,3689056,3689556,3692906
21,3692908,3693407,,,3693423,3693690,3694190,3696607
22,3696609,3697107,,,3697124,3697373,3697874,3700557
23,3700559,3701057,,,3701074,3701324,3701824,3705108
24,3705110,3705608,,,3705625,3705874,3706374,3711408
25,3711410,3712408,,,3712425,3712675,3713175,3716192
26,3716194,3716692,,,3716709,3716976,3717476,3719275
27,3719277,3719776,,,3719792,3720042,3720542,3725293
28,3725295,3725793,,,3725810,3726059,3726560,3729776
29,3729778,3730277,,,3730293,3730543,3731043,3733960
30,3733962,3734461,,,3734477,3734744,3735244,3739128
31,3739129,3739627,,,3739644,3739911,3740411,3745528
32,3745530,3746029,,,3746045,3746312,3746811,3749095
33,3749097,3749595,,,3749612,3749879,3750379,3754112
34,3754114,3754612,,,3754629,3754896,3755396,3760096
35,3760098,3760596,,,3760613,3760880,3761380,3766030
36,3766033,3766530,,,3766547,3766797,3767297,3771164
37,3771166,3771664,,,3771681,3771931,3772431,3774897
38,3774899,3775398,,,3775414,3775664,3776164,3780248
39,3780250,3780749,,,3780765,3781015,3781515,3785465
40,3790995,3791983,,,3791999,3792266,3792766,3795433
41,3795435,3795933,,,3795950,3796216,3796716,3798700
42,3798702,3799200,,,3799216,3799483,3799983,3801783
43,3801786,3802284,,,3802301,3802567,3803067,3805901
44,3805903,3806401,,,3806417,3806684,3807184,3811267
45,3811269,3811768,,,3811784,3812051,3812551,3814668
46,3814670,3815168,,,3815185,3815452,3815952,3819118
47,3819120,3819618,,,3819635,3819902,3820402,3824069
48,3824071,3824569,,,3824586,3824853,3825353,3828102
49,3828105,3828603,,,3828620,3828886,3829386,3833603
50,3833605,3834103,,,3834120,3834370,3834870,3837220
51,3837222,3837721,,,3837737,3837987,3838487,3845804
52,3845807,3846305,,,3846321,3846571,3847071,3850355
53,3850357,3850855,,,3850872,3851122,3851622,3854938
54,3854940,3855438,,,3855455,3855705,3856205,3864156
55,3864158,3864656,,,3864673,3864923,3865423,3872657
56,3872659,3873157,,,3873174,3873441,3873940,3876557
57,3876559,3877057,,,3877074,3877324,3877824,3892742
58,3892744,3893242,,,3893259,3893509,3894009,3898726
59,3898728,3899226,,,3899243,3899509,3900009,3903710
60,3909351,3909844,,,3909861,3910127,3910627,3913494
61,3913496,3913995,,,3914011,3914278,3914778,3922395
62,3922398,3922895,,,3922912,3923178,3923678,3925662
63,3925664,3926162,,,3926179,3926446,3926946,3933813
64,3933815,3934312,,,3934329,3934579,3935079,3940464
65,3940466,3940964,,,3940980,3941247,3941746,3946547
