eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
L,1317862,1317926,68,1907.0,1042.9,1014.0,484.8,10.3,216
L,1318218,1318274,60,948.7,421.5,-589.2,29.7,12.9,1247
L,1318838,1318898,64,-585.9,28.0,1432.4,376.4,16.5,2673
L,1320770,1320782,16,1423.4,376.8,1314.1,353.2,1.0,83
L,1321146,1321694,552,1233.5,312.4,1946.4,662.9,7.5,1420
L,1322342,1322466,128,1962.2,736.8,1944.1,846.9,1.4,1270
L,1327726,1327858,136,1505.1,698.3,1446.8,782.6,1.1,1350
L,1328334,1328370,40,1440.0,736.1,1348.1,1119.6,4.7,149
L,1328722,1328758,40,1402.5,1307.3,1614.0,1696.4,5.1,211
L,1329182,1329194,16,1621.6,1819.0,1716.2,1843.6,0.9,77
L,1329514,1329534,24,1813.6,1846.9,2054.8,1752.4,2.4,137
L,1329798,1329826,32,2122.6,1686.5,2395.2,1501.5,3.4,150
L,1330086,1330106,24,2452.5,1412.8,2568.4,1251.3,2.2,124
L,1330410,1330422,16,2578.0,1077.5,2564.3,1022.7,0.7,58
L,1330730,1330814,88,2499.8,1009.1,2369.0,859.9,2.2,3270
L,1331162,1331206,48,2398.7,773.4,1383.7,969.9,9.3,264
L,1331514,1331534,24,1422.9,1017.2,1675.6,999.3,2.2,128
L,1331886,1331902,20,1784.0,974.8,1939.6,1002.7,1.4,98
L,1332022,1332162,144,1979.3,1062.5,2016.6,1069.8,0.3,2515
L,1334358,1334422,68,1939.1,1123.9,1960.6,1121.1,0.2,792
L,1334686,1334830,148,1954.3,1060.3,2005.3,1116.2,0.8,1265
L,1337690,1337830,144,1866.2,1034.0,1962.8,1059.8,0.9,1062
L,1339466,1339494,32,1891.5,944.1,1499.2,1035.5,3.6,156
L,1339734,1339762,32,1439.4,1065.0,1869.4,1071.2,3.8,165
L,1339990,1340010,24,1975.9,1050.1,2209.2,1040.5,2.1,122
L,1340306,1340326,24,2275.1,1029.0,2469.3,1034.4,1.7,100
L,1340602,1340690,92,2564.1,1057.6,2949.1,1126.3,3.5,789
L,1341042,1341086,48,2816.8,1014.0,1749.9,1022.1,9.5,276
L,1341486,1341502,20,1733.6,1039.7,1873.9,1040.2,1.2,89
L,1342202,1342234,36,1851.6,1128.5,1804.3,1102.4,0.5,131
L,1342890,1342906,20,1922.4,1011.6,1777.5,1017.4,1.3,91
L,1343454,1343482,32,1631.4,1009.2,1164.5,1059.5,4.1,170
L,1343814,1343838,28,1126.8,1113.7,1400.2,1100.8,2.4,112
L,1344042,1344062,24,1505.7,1077.4,1718.7,1072.0,1.9,109
L,1344326,1344350,28,1780.6,1059.8,1442.0,1086.6,3.0,153
L,1344606,1344718,116,1371.2,1100.7,881.7,1161.1,4.3,2767
L,1345206,1345226,24,1039.9,1076.6,1242.9,1063.6,1.8,98
L,1345526,1345550,28,1373.7,1048.1,1675.1,1031.1,2.7,120
L,1345826,1345846,24,1776.5,1019.9,1995.7,1010.7,1.9,104
L,1346082,1346102,24,2085.9,1018.1,2297.6,1030.4,1.9,102
L,1346366,1346386,24,2384.1,1020.5,2601.1,1013.9,1.9,107
L,1346746,1346766,24,2715.3,1019.9,2931.4,1017.2,1.9,108
L,1347090,1347102,16,3074.3,1030.9,3175.1,1028.6,0.9,75
L,1347362,1347446,88,3205.6,1020.3,1175.6,1025.4,17.6,322
L,1347810,1347834,28,1170.9,1041.1,1535.7,1053.4,3.2,158
L,1348318,1348334,20,1652.1,1051.3,1804.5,1044.1,1.4,94
L,1348658,1348682,28,1914.7,1041.7,2203.7,1033.1,2.6,122
L,1348882,1348998,120,2251.8,1113.8,2571.2,1104.3,2.9,1049
L,1349450,1349466,20,2569.2,999.0,2707.9,1007.4,1.2,81
L,1349958,1349978,24,2740.6,990.5,2420.6,991.6,2.8,162
L,1350090,1350114,28,2349.5,993.7,1986.9,1001.4,3.2,152
L,1350626,1350650,28,1882.4,1017.6,2137.9,1043.9,2.3,112
L,1351002,1351026,28,2193.8,1064.5,1907.2,1070.3,2.5,122
L,1351654,1351686,36,1787.7,1072.2,1234.3,1107.3,4.9,185
L,1351962,1351990,32,1215.9,1129.3,1653.7,1078.9,3.9,166
L,1352242,1352266,28,1734.0,1051.5,1989.5,1047.7,2.3,107
L,1352522,1352634,116,2090.0,1053.6,2525.2,1063.3,3.9,604
L,1352982,1353002,24,2496.5,978.8,2747.1,996.7,2.2,120
L,1353302,1353322,24,2868.6,990.0,3090.2,986.0,1.9,115
L,1353646,1353666,24,3191.6,994.2,3270.0,1000.0,0.7,73
L,1353958,1353970,16,3270.0,1014.4,3270.0,1015.5,0.0,60
L,1354142,1354154,16,3270.0,1016.1,3270.0,1026.9,0.1,59
