time,text
839888,!CAL
839889,!CAL Calibration points:
839889,"!CAL 4.5, -28.7 1866, 4685"
839889,"!CAL 1.5, -49.2 1985, 7844"
839889,"!CAL 6.3, -12.8 1757, 1822"
839889,"!CAL -30.4, -25.1 -1945, 4699"
839889,"!CAL 41.3, -33.7 5976, 4692"
839889,"!CAL eye check box: (L,R,T,B)"
839889,"!CAL href cal range: (L,R,T,B)"
839889,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
839889,"!CAL Prenormalize: offx, offy = 4.5446 -28.673"
839889,!CAL Gains: cx:109.657 lx:106.424 rx:113.098
839889,!CAL Gains: cy:206.300 ty:127.313 by:189.805
839889,"!CAL Resolution (upd) at screen center: X=2.4, Y=1.3"
839889,!CAL Gain Change Proportion: X: 0.063 Y: 0.491
839889,!CAL Gain Ratio (Gy/Gx) = 1.881
839889,"!CAL Cross-Gain Ratios: X=0.187, Y=0.121"
839889,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
839889,"!CAL CR gain match(x,y) = 1.000, 1.000"
839890,!CAL Slip rotation correction OFF
839892,!CAL CALIBRATION HV5 L LEFT GOOD
848817,"!CAL VALIDATION HV5 L LEFT GOOD ERROR 0.53 avg. 0.94 max OFFSET 0.48 deg. -13.7,40.7 pix."
848818,"VALIDATE L POINT 0 LEFT at 1920,1080 OFFSET 0.69 deg. -12.4,59.5 pix."
848818,"VALIDATE L POINT 1 LEFT at 1920,184 OFFSET 0.13 deg. 2.8,11.3 pix."
848818,"VALIDATE L POINT 2 LEFT at 1920,1975 OFFSET 0.09 deg. 2.7,-7.8 pix."
848818,"VALIDATE L POINT 3 LEFT at 230,1080 OFFSET 0.94 deg. -31.3,79.8 pix."
848818,"VALIDATE L POINT 4 LEFT at 3609,1080 OFFSET 0.32 deg. -33.6,13.8 pix."
884380,"!CAL VALIDATION HV5 L LEFT FAIR ERROR 0.77 avg. 1.51 max OFFSET 0.73 deg. -45.1,55.1 pix."
884380,"VALIDATE L POINT 0 LEFT at 1920,1080 OFFSET 0.47 deg. -19.3,39.2 pix."
884380,"VALIDATE L POINT 1 LEFT at 1920,184 OFFSET 0.32 deg. -21.2,23.4 pix."
884380,"VALIDATE L POINT 2 LEFT at 1920,1975 OFFSET 1.01 deg. -35.5,84.8 pix."
884381,"VALIDATE L POINT 3 LEFT at 230,1080 OFFSET 1.51 deg. -92.8,114.4 pix."
884381,"VALIDATE L POINT 4 LEFT at 3609,1080 OFFSET 0.71 deg. -86.5,2.4 pix."
887274,!CAL VALIDATION L ABORTED
897878,!CAL
897879,!CAL Calibration points:
897879,"!CAL 4.0, -28.5 1877, 4710"
897879,"!CAL 1.7, -49.2 1998, 7898"
897879,"!CAL 6.0, -12.0 1767, 1830"
897879,"!CAL -31.1, -23.5 -1947, 4709"
897879,"!CAL 39.4, -33.1 6004, 4714"
897879,"!CAL eye check box: (L,R,T,B)"
897879,"!CAL href cal range: (L,R,T,B)"
897879,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
897879,"!CAL Prenormalize: offx, offy = 4.0189 -28.502"
897879,!CAL Gains: cx:111.625 lx:103.178 rx:120.313
897879,!CAL Gains: cy:193.791 ty:132.725 by:182.457
897879,"!CAL Resolution (upd) at screen center: X=2.4, Y=1.4"
897880,!CAL Gain Change Proportion: X: 0.166 Y: 0.375
897880,!CAL Gain Ratio (Gy/Gx) = 1.736
897880,"!CAL Cross-Gain Ratios: X=0.175, Y=0.137"
897880,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
897880,"!CAL CR gain match(x,y) = 1.000, 1.000"
897880,!CAL Slip rotation correction OFF
897882,!CAL CALIBRATION HV5 L LEFT GOOD
907197,"!CAL VALIDATION HV5 L LEFT GOOD ERROR 0.57 avg. 0.80 max OFFSET 0.37 deg. 9.8,-31.9 pix."
907198,"VALIDATE L POINT 0 LEFT at 1920,1080 OFFSET 0.80 deg. 1.4,-69.5 pix."
907198,"VALIDATE L POINT 1 LEFT at 1920,184 OFFSET 0.26 deg. 15.8,-19.7 pix."
907198,"VALIDATE L POINT 2 LEFT at 1920,1975 OFFSET 0.45 deg. 17.1,37.3 pix."
907198,"VALIDATE L POINT 3 LEFT at 230,1080 OFFSET 0.33 deg. 26.6,21.7 pix."
907198,"VALIDATE L POINT 4 LEFT at 3609,1080 OFFSET 0.12 deg. 12.8,5.5 pix."
912138,"DRIFTCORRECT L LEFT at 1920,1080 OFFSET 0.91 deg. -1.7,-78.2 pix."
912706,RECCFG CR 500 2 1 L
912706,ELCLCFG RTABLER
912706,GAZE_COORDS 0.00 0.00 3839.00 2159.00
912706,THRESHOLDS L 43 168
912706,ELCL_PROC ELLIPSE (5)
912706,ELCL_EFIT_PARAMS 1.01 4.00 0.15 0.05 0.65 0.65 0.00 0.00 0.30
912707,!MODE RECORD CR 500 2 1 L
971194,TRIALID 1
971208,FIX_START
972705,FIX_END
972721,STIM_START
972971,STIM_END
973471,RESP_START
983407,RESP_END
983407,TRIAL_END 1
983407,TRIALID 2
983410,FIX_START
984916,FIX FAILED
985406,FIX_SUCCEED
985407,FIX_END
985423,STIM_START
985673,STIM_END
986173,RESP_START
991408,RESP_END
991408,TRIAL_END 2
991408,TRIALID 3
991411,FIX_START
992907,FIX_END
992924,STIM_START
993190,STIM_END
993691,RESP_START
997709,RESP_END
997709,TRIAL_END 3
997709,TRIALID 4
997711,FIX_START
999208,FIX_END
999225,STIM_START
999492,STIM_END
999992,RESP_START
1004559,RESP_END
1004559,TRIAL_END 4
1004559,TRIALID 5
1004569,FIX_START
1005559,FIX_END
1005576,STIM_START
1005826,STIM_END
1006326,RESP_START
1008911,RESP_END
1008911,TRIAL_END 5
1008911,TRIALID 6
1008913,FIX_START
1009909,FIX_END
1009926,STIM_START
1010176,STIM_END
1010676,RESP_START
1012993,RESP_END
1012993,TRIAL_END 6
1012993,TRIALID 7
1012995,FIX_START
1013993,FIX_END
1014010,STIM_START
1014260,STIM_END
1014759,RESP_START
1017660,RESP_END
1017660,TRIAL_END 7
1017660,TRIALID 8
1017662,FIX_START
1018160,FIX_END
1018177,STIM_START
1018444,STIM_END
1018944,RESP_START
1022078,RESP_END
1022078,TRIAL_END 8
1022078,TRIALID 9
1022080,FIX_START
1023077,FIX_END
1023094,STIM_START
1023344,STIM_END
1023844,RESP_START
1026261,RESP_END
1026261,TRIAL_END 9
1026261,TRIALID 10
1026264,FIX_START
1027261,FIX_END
1027278,STIM_START
1027545,STIM_END
1028045,RESP_START
1030262,RESP_END
1030262,TRIAL_END 10
1030262,TRIALID 11
1030265,FIX_START
1030762,FIX_END
1030778,STIM_START
1031029,STIM_END
1031528,RESP_START
1034063,RESP_END
1034063,TRIAL_END 11
1034063,TRIALID 12
1034065,FIX_START
1035062,FIX_END
1035079,STIM_START
1035346,STIM_END
1035846,RESP_START
1038563,RESP_END
1038563,TRIAL_END 12
1038563,TRIALID 13
1038565,FIX_START
1039563,FIX_END
1039580,STIM_START
1039830,STIM_END
1040329,RESP_START
1042630,RESP_END
1042630,TRIAL_END 13
1042630,TRIALID 14
1042633,FIX_START
1044130,FIX_END
1044147,STIM_START
1044413,STIM_END
1044914,RESP_START
1046880,RESP_END
1046880,TRIAL_END 14
1046880,TRIALID 15
1046883,FIX_START
1047880,FIX_END
1047897,STIM_START
1048147,STIM_END
1048648,RESP_START
1051881,RESP_END
1051881,TRIAL_END 15
1051881,TRIALID 16
1051884,FIX_START
1052881,FIX_END
1052898,STIM_START
1053164,STIM_END
1053665,RESP_START
1056032,RESP_END
1056032,TRIAL_END 16
1056032,TRIALID 17
1056034,FIX_START
1057032,FIX_END
1057048,STIM_START
1057299,STIM_END
1057799,RESP_START
1060616,RESP_END
1060616,TRIAL_END 17
1060616,TRIALID 18
1060619,FIX_START
1061116,FIX_END
1061133,STIM_START
1061383,STIM_END
1061882,RESP_START
1064599,RESP_END
1064599,TRIAL_END 18
1064599,TRIALID 19
1064602,FIX_START
1065600,FIX_END
1065616,STIM_START
1065883,STIM_END
1066383,RESP_START
1068733,RESP_END
1068733,TRIAL_END 19
1068733,TRIALID 20
1088203,FIX_START
1089703,FIX FAILED
1090203,FIX_SUCCEED
1090203,FIX_END
1090219,STIM_START
1090486,STIM_END
1090986,RESP_START
1094653,RESP_END
1094653,TRIAL_END 20
1094653,TRIALID 21
1094656,FIX_START
1095153,FIX_END
1095170,STIM_START
1095420,STIM_END
1095920,RESP_START
1098503,RESP_END
1098503,TRIAL_END 21
1098503,TRIALID 22
1098506,FIX_START
1099004,FIX_END
1099021,STIM_START
1099270,STIM_END
1099771,RESP_START
1103421,RESP_END
1103421,TRIAL_END 22
1103421,TRIALID 23
1103424,FIX_START
1103921,FIX_END
1103938,STIM_START
1104205,STIM_END
1104704,RESP_START
1107004,RESP_END
1107004,TRIAL_END 23
1107004,TRIALID 24
1107006,FIX_START
1108005,FIX_END
1108022,STIM_START
1108288,STIM_END
1108788,RESP_START
1110839,RESP_END
1110839,TRIAL_END 24
1110839,TRIALID 25
1110841,FIX_START
1111339,FIX_END
1111355,STIM_START
1111622,STIM_END
1112122,RESP_START
1114139,RESP_END
1114139,TRIAL_END 25
1114139,TRIALID 26
1114143,FIX_START
1115139,FIX_END
1115156,STIM_START
1115406,STIM_END
1115906,RESP_START
1118190,RESP_END
1118190,TRIAL_END 26
1118190,TRIALID 27
1118194,FIX_START
1119690,FIX_END
1119706,STIM_START
1119973,STIM_END
1120473,RESP_START
1122623,RESP_END
1122623,TRIAL_END 27
1122623,TRIALID 28
1122625,FIX_START
1123623,FIX_END
1123640,STIM_START
1123891,STIM_END
1124390,RESP_START
1126974,RESP_END
1126974,TRIAL_END 28
1126974,TRIALID 29
1126977,FIX_START
1128474,FIX_END
1128491,STIM_START
1128757,STIM_END
1129258,RESP_START
1131891,RESP_END
1131891,TRIAL_END 29
1131891,TRIALID 30
1131894,FIX_START
1132891,FIX_END
1132908,STIM_START
1133175,STIM_END
1133675,RESP_START
1135925,RESP_END
1135925,TRIAL_END 30
1135925,TRIALID 31
1135928,FIX_START
1136425,FIX_END
1136442,STIM_START
1136692,STIM_END
1137192,RESP_START
1139258,RESP_END
1139258,TRIAL_END 31
1139258,TRIALID 32
1139261,FIX_START
1140759,FIX_END
1140776,STIM_START
1141026,STIM_END
1141526,RESP_START
1143909,RESP_END
1143909,TRIAL_END 32
1143909,TRIALID 33
1143911,FIX_START
1145410,FIX_END
1145426,STIM_START
1145693,STIM_END
1146193,RESP_START
1148460,RESP_END
1148460,TRIAL_END 33
1148460,TRIALID 34
1148462,FIX_START
1149460,FIX_END
1149477,STIM_START
1149743,STIM_END
1150243,RESP_START
1152777,RESP_END
1152777,TRIAL_END 34
1152777,TRIALID 35
1152779,FIX_START
1154277,FIX_END
1154294,STIM_START
1154544,STIM_END
1155044,RESP_START
1157894,RESP_END
1157894,TRIAL_END 35
1157894,TRIALID 36
1157897,FIX_START
1158395,FIX_END
1158412,STIM_START
1158661,STIM_END
1159161,RESP_START
1161995,RESP_END
1161995,TRIAL_END 36
1161995,TRIALID 37
1161998,FIX_START
1162495,FIX_END
1162512,STIM_START
1162762,STIM_END
1163262,RESP_START
1165412,RESP_END
1165412,TRIAL_END 37
1165412,TRIALID 38
1165414,FIX_START
1166412,FIX_END
1166429,STIM_START
1166679,STIM_END
1167179,RESP_START
1169529,RESP_END
1169529,TRIAL_END 38
1169529,TRIALID 39
1169531,FIX_START
1170529,FIX_END
1170546,STIM_START
1170796,STIM_END
1171296,RESP_START
1174013,RESP_END
1174013,TRIAL_END 39
1174013,TRIALID 40
1177903,FIX_START
1179398,FIX FAILED
1179897,FIX_SUCCEED
1179897,FIX_END
1179914,STIM_START
1180180,STIM_END
1180681,RESP_START
1185782,RESP_END
1185782,TRIAL_END 40
1185782,TRIALID 41
1185784,FIX_START
1186282,FIX_END
1186298,STIM_START
1186565,STIM_END
1187065,RESP_START
1189165,RESP_END
1189165,TRIAL_END 41
1189165,TRIALID 42
1189167,FIX_START
1190665,FIX_END
1190682,STIM_START
1190932,STIM_END
1191432,RESP_START
1193816,RESP_END
1193816,TRIAL_END 42
1193816,TRIALID 43
1193819,FIX_START
1194816,FIX_END
1194832,STIM_START
1195099,STIM_END
1195599,RESP_START
1197216,RESP_END
1197216,TRIAL_END 43
1197216,TRIALID 44
1197218,FIX_START
1197716,FIX_END
1197733,STIM_START
1197999,STIM_END
1198500,RESP_START
1202050,RESP_END
1202050,TRIAL_END 44
1202050,TRIALID 45
1202052,FIX_START
1203550,FIX_END
1203567,STIM_START
1203834,STIM_END
1204334,RESP_START
1209535,RESP_END
1209535,TRIAL_END 45
1209535,TRIALID 46
1209537,FIX_START
1210035,FIX_END
1210051,STIM_START
1210318,STIM_END
1210818,RESP_START
1214401,RESP_END
1214401,TRIAL_END 46
1214401,TRIALID 47
1214404,FIX_START
1215402,FIX_END
1215418,STIM_START
1215668,STIM_END
1216168,RESP_START
1219169,RESP_END
1219169,TRIAL_END 47
1219169,TRIALID 48
1219171,FIX_START
1220169,FIX_END
1220186,STIM_START
1220452,STIM_END
1220952,RESP_START
1225436,RESP_END
1225436,TRIAL_END 48
1225436,TRIALID 49
1225439,FIX_START
1225936,FIX_END
1225953,STIM_START
1226220,STIM_END
1226720,RESP_START
1230887,RESP_END
1230887,TRIAL_END 49
1230887,TRIALID 50
1230889,FIX_START
1232387,FIX FAILED
1232887,FIX_SUCCEED
