eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
R,4104391,4104411,24,1897.2,979.3,2120.3,981.4,2.1,111
R,4104671,4104699,32,2265.2,988.1,2660.2,1008.7,3.8,153
R,4105059,4105111,56,2715.5,1020.1,1684.9,1163.8,9.9,229
R,4105387,4105415,32,1675.5,1165.0,2050.0,1176.2,3.5,151
R,4105715,4105771,60,2100.5,1202.9,815.2,938.5,12.3,277
R,4105999,4106019,24,811.2,872.4,1115.7,894.8,2.7,176
R,4106255,4106287,36,1291.8,900.8,1819.5,918.4,4.9,204
R,4106607,4106619,16,1898.1,952.2,1800.4,957.0,0.9,82
R,4106815,4106863,52,1741.4,944.3,670.2,962.2,9.7,263
R,4107171,4107267,100,663.2,957.4,2833.7,1318.3,20.4,498
R,4107947,4108167,224,2762.9,1075.0,2526.4,1401.9,4.9,634
R,4109295,4109443,152,2486.1,1118.8,2580.1,1076.5,1.1,455
R,4110247,4110271,28,2560.2,983.5,2396.2,1003.6,1.6,81
R,4111719,4111739,24,2360.5,995.7,2444.5,1093.7,1.5,88
R,4112467,4112487,24,2433.0,1081.2,2267.0,1043.3,1.7,92
R,4113391,4113415,28,2142.7,1051.4,1929.4,1100.6,2.1,107
R,4114175,4114227,56,1860.6,1180.9,2427.1,2172.6,13.8,379
R,4114283,4114291,12,2524.4,2023.7,2507.0,1951.7,0.9,118
R,4114591,4115679,1092,2494.2,1765.5,2199.5,1713.5,2.9,743
R,4116511,4116651,144,2197.6,1341.5,2324.4,1934.0,7.9,601
R,4116943,4117135,196,2313.7,1668.5,1586.3,1176.9,9.4,983
R,4117407,4117443,40,1590.8,1041.1,2090.0,1151.3,5.0,178
R,4118551,4118583,36,2118.7,1166.6,1669.3,1101.2,4.3,158
R,4118759,4118779,24,1653.8,1088.1,1810.7,966.4,2.2,130
R,4119283,4119291,12,1876.8,912.4,1900.5,938.4,0.4,51
R,4119751,4119763,16,1945.8,964.6,2026.1,993.4,0.8,73
R,4120059,4120075,20,2058.4,1000.9,1914.1,1030.6,1.4,101
R,4121363,4121423,64,1906.0,1014.2,3270.0,1884.2,17.0,938
R,4121455,4121475,24,3270.0,1880.3,2842.7,1050.9,11.5,870
R,4121503,4121763,264,2840.9,1036.7,2675.2,1296.9,3.8,828
R,4121835,4121879,48,2718.2,1339.1,2815.6,2311.5,12.6,400
R,4122327,4122411,88,2838.3,2218.6,2788.6,1197.8,13.2,1130
R,4122843,4122851,12,2776.0,1254.7,2819.2,1278.2,0.5,65
R,4123603,4123619,20,2841.6,1221.9,2742.8,1159.4,1.2,88
R,4123927,4123975,52,2741.0,1135.6,2851.2,1200.3,1.4,911
R,4124043,4124063,24,2866.3,1202.6,2901.6,1240.5,0.6,206
R,4124215,4124239,28,2856.1,1187.4,2887.3,1218.3,0.5,548
R,4124323,4124347,28,2859.0,1191.7,2865.0,1206.4,0.2,363
R,4124519,4124547,32,2845.8,1176.7,2849.2,1173.4,0.1,539
R,4124571,4124607,40,2855.5,1187.7,2845.9,1199.4,0.2,810
R,4124643,4124667,28,2851.3,1180.5,2841.5,1178.5,0.1,357
R,4124699,4124735,40,2840.0,1227.6,2910.4,1214.8,0.7,528
R,4124771,4124795,28,2853.6,1225.4,2840.7,1208.0,0.3,274
R,4124875,4125099,228,2840.6,1231.7,2802.4,1632.5,5.3,756
R,4125263,4125323,64,2810.0,1196.7,2796.7,1172.4,0.3,807
R,4125359,4125407,52,2798.5,1151.2,2799.4,1149.5,0.0,956
R,4125463,4125511,52,2804.7,1151.0,2799.9,1155.2,0.1,848
R,4125539,4125687,152,2871.2,1155.8,2800.2,1143.3,0.7,929
R,4125723,4125783,64,2811.6,1123.4,2799.8,1145.2,0.3,622
R,4125883,4125919,40,2803.5,1151.3,2807.8,1160.5,0.1,447
R,4125963,4126011,52,2814.3,1131.3,2858.8,1156.7,0.5,397
