eye,tStart,tEnd,duration
R,3879445,3879477,36
R,3880821,3881513,696
R,3882101,3882173,76
R,3882369,3882973,608
R,3884345,3884669,328
R,3902797,3902805,12
R,3929269,3929301,36
R,3955213,3955301,92
R,3955973,3956189,220
R,3985665,3985721,60
R,4001857,4001957,104
R,4026585,4026697,116
R,4035717,4036005,292
R,4036945,4036965,24
R,4037865,4037973,112
R,4047213,4047297,88
R,4054133,4054249,120
R,4068021,4068117,100
R,4075809,4075893,88
R,4082861,4082953,96
R,4092009,4092093,88
R,4102973,4103137,168
R,4112037,4112113,80
R,4118581,4118761,184
R,4164801,4164841,44
R,4201797,4201925,132
R,4203249,4203413,168
R,4204217,4204329,116
R,4241173,4241297,128
R,4279385,4279537,156
R,4281353,4281457,108
R,4318133,4318265,136
R,4354669,4354849,184
R,4355737,4355925,192
R,4356461,4356653,196
R,4356997,4357133,140
R,4409741,4409877,140
R,4434793,4434841,52
R,4438629,4438761,136
R,4439257,4439373,120
R,4440005,4440109,108
R,4440737,4440841,108
R,4452281,4452333,56
R,4459841,4459909,72
R,4501237,4501393,160
R,4509729,4509753,28
R,4517221,4517461,244
R,4518289,4518437,152
R,4539985,4540169,188
R,4562437,4562525,92
R,4591077,4591313,240
R,4596513,4596689,180
R,4597357,4597621,268
R,4645037,4645121,88
R,4665701,4665837,140
R,4670313,4670521,212
R,4674833,4674945,116
R,4675857,4675941,88
R,4677089,4677133,48
R,4677245,4677365,124
R,4684685,4684737,56
R,4694125,4694257,136
R,4718089,4718401,316
R,4726017,4726085,72
R,4737873,4738833,964
R,4746765,4746861,100
R,4752057,4752377,324
R,4752937,4753233,300
R,4753569,4753709,144
R,4754101,4754265,168
R,4794049,4794153,108
R,4804289,4804321,36
R,4825237,4825293,60
R,4832837,4832933,100
R,4836597,4836737,144
R,4836921,4837885,968
R,4841173,4841437,268
R,4852885,4853005,124
R,4877457,4877545,92
R,4878553,4878861,312
R,4879377,4879649,276
R,4879949,4880433,488
R,4910321,4910653,336
R,4924849,4925105,260
R,4926261,4926373,116
R,4947045,4947177,136
R,4971389,4971537,152
R,4975545,4975697,156
R,4976297,4976633,340
R,4976873,4977661,792
R,4982541,4982573,36
R,5023053,5023193,144
R,5024057,5024341,288
R,5051049,5051181,136
R,5064729,5064893,168
R,5072461,5072605,148
R,5073025,5073209,188
R,5073897,5074225,332
R,5085777,5085853,80
R,5094897,5094993,100
R,5118757,5118877,124
R,5119481,5119657,180
R,5120201,5120261,64
R,5162157,5162321,168
R,5163017,5163137,124
R,5163897,5164033,140
R,5164397,5164561,168
R,5205757,5205873,120
R,5206605,5206813,212
R,5207421,5207557,140
R,5239017,5239057,44
R,5250481,5250577,100
R,5251045,5251257,216
R,5251997,5252209,216
R,5252525,5253333,812
R,5294349,5294497,152
R,5294949,5295353,408
R,5380217,5380249,36
R,5381161,5381937,780
R,5382205,5382453,252
R,5382757,5382929,176
R,5383625,5384261,640
R,5384721,5384845,128
R,5385553,5385705,156
R,5386013,5388681,2672
R,5389237,5390313,1080
R,5390609,5390645,40
R,5390881,5391285,408
R,5392785,5392981,200
R,5393149,5394305,1160
R,5395381,5397729,2352
R,5398077,5398149,76
R,5401857,5402305,452
R,5402409,5412569,10164
R,5413109,5413909,804
R,5420609,5420665,60
R,5421961,5422793,836
R,5433377,5433409,36
R,5443449,5443509,64
R,5455089,5456585,1500
