eye,tStart,tEnd,duration
R,3017463,3017491,32
R,3018523,3018655,136
R,3019635,3019751,120
R,3020279,3020355,80
R,3022787,3023151,368
R,3023611,3024123,516
R,3024311,3024403,96
R,3025923,3026007,88
R,3031447,3031563,120
R,3108211,3108347,140
R,3108563,3108639,80
R,3109879,3109931,56
R,3113963,3114047,88
R,3151083,3151243,164
R,3171571,3171583,16
R,3196863,3197327,468
R,3197511,3199251,1744
R,3285739,3286491,756
R,3287591,3289731,2144
R,3294867,3294931,68
R,3337367,3337527,164
R,3381027,3381147,124
R,3381443,3382119,680
R,3384023,3384155,136
R,3429991,3430119,132
R,3466611,3466619,12
R,3466807,3466947,144
R,3468503,3468623,124
R,3544839,3544959,124
R,3555903,3555995,96
R,3559123,3559639,520
R,3560023,3560399,380
R,3621095,3621175,84
R,3639727,3639803,80
R,3641395,3641547,156
R,3643543,3643595,56
R,3644551,3644851,304
R,3645247,3645747,504
R,3646695,3646775,84
R,3701895,3702027,136
R,3712123,3712203,84
R,3738031,3738959,932
R,3740083,3740223,144
R,3740351,3740687,340
R,3753667,3753735,72
R,3784519,3784619,104
R,3785463,3785531,72
R,3837759,3837827,72
R,3838287,3838303,20
R,3840131,3840231,104
R,3841239,3841323,88
R,3841991,3842323,336
R,3842895,3845735,2844
R,3892227,3892331,108
R,3903143,3903235,96
R,3917459,3917639,184
R,3918259,3918379,124
R,3922207,3922347,144
R,3925387,3925875,492
R,3926115,3926335,224
R,3937335,3938515,1184
R,3939879,3941227,1352
R,3979063,3979195,136
R,4024191,4024639,452
R,4024831,4026031,1204
R,4045715,4045803,92
R,4102387,4102491,108
R,4109899,4110019,124
R,4116891,4117035,148
R,4120819,4122107,1292
R,4142779,4142847,72
R,4168915,4169407,496
R,4170091,4170839,752
R,4172191,4172407,220
R,4173751,4174859,1112
R,4208747,4208815,72
R,4209335,4209415,84
R,4212655,4212779,128
R,4214835,4214915,84
R,4219131,4221123,1996
R,4221427,4223119,1696
R,4223331,4223995,668
R,4224811,4224895,88
R,4233519,4233543,28
R,4241287,4241423,140
R,4257687,4257707,24
R,4270463,4270863,404
R,4272435,4272519,88
R,4318815,4319135,324
R,4362771,4362815,48
R,4363655,4363727,76
R,4364095,4364439,348
R,4366895,4367011,120
R,4368479,4368575,100
R,4373251,4373307,60
R,4394139,4394235,100
R,4396559,4396663,108
R,4398219,4398275,60
R,4400511,4400631,124
R,4412643,4412779,140
R,4413203,4413367,168
R,4414271,4414327,60
R,4465043,4465215,176
R,4465375,4465495,124
R,4465779,4466063,288
R,4470131,4470259,132
R,4477303,4477387,88
R,4487315,4487439,128
R,4491187,4491275,92
R,4496523,4496611,92
R,4512791,4514051,1264
R,4539907,4540019,116
R,4546603,4546735,136
R,4548695,4548807,116
R,4560947,4561271,328
R,4562559,4562911,356
R,4569595,4569699,108
R,4572279,4572311,36
R,4580207,4580327,124
R,4581987,4582095,112
R,4583575,4583691,120
R,4585499,4585591,96
R,4587555,4587659,108
R,4589999,4590091,96
R,4591979,4592023,48
R,4596431,4596439,12
R,4598019,4598143,128
R,4604435,4604695,264
R,4606459,4606543,88
R,4609967,4611835,1872
R,4612067,4612299,236
R,4614583,4614651,72
R,4623435,4623483,52
R,4630175,4630279,108
R,4633827,4635411,1588
R,4647451,4647571,124
R,4651003,4651099,100
R,4652715,4652807,96
R,4662563,4662667,108
R,4664891,4665007,120
R,4668823,4668899,80
R,4670795,4670859,68
R,4671187,4671251,68
R,4675443,4675595,156
R,4677875,4677939,68
R,4683155,4683307,156
R,4684835,4684927,96
R,4687067,4687127,64
R,4689299,4689427,132
R,4691283,4691419,140
R,4695187,4695227,44
R,4717499,4718115,620
R,4718435,4718643,212
R,4719527,4719635,112
R,4720675,4721079,408
R,4722419,4722599,184
R,4723391,4723659,272
R,4724707,4725131,428
R,4725791,4726195,408
R,4730627,4730719,96
R,4731691,4731751,64
R,4732295,4732391,100
R,4732979,4733343,368
R,4735307,4736083,780
R,4736647,4737391,748
R,4785603,4785675,76
R,4786347,4786407,64
