tSample,LX,LY,LPupil,RX,RY,RPupil
1868388,1981.1,1192.4,498.0,,,
1868392,1979.7,1194.9,497.0,,,
1868396,1978.8,1197.7,497.0,,,
1868400,1978.5,1199.3,498.0,,,
1868404,1978.0,1199.8,500.0,,,
1868408,1977.5,1199.1,501.0,,,
1868412,1977.0,1198.1,502.0,,,
1868416,1976.7,1196.3,503.0,,,
1868420,1975.6,1194.2,503.0,,,
1868424,1974.5,1192.4,504.0,,,
1868428,1973.7,1191.4,504.0,,,
1868432,1973.6,1190.6,505.0,,,
1868436,1973.6,1189.6,506.0,,,
1868440,1972.8,1188.5,507.0,,,
1868444,1972.0,1187.4,508.0,,,
1868448,1972.2,1187.3,510.0,,,
1868452,1974.1,1188.1,511.0,,,
1868456,1976.2,1188.8,512.0,,,
1868460,1977.1,1187.5,513.0,,,
1868464,1977.1,1184.8,514.0,,,
1868468,1976.4,1181.7,515.0,,,
1868472,1975.9,1180.1,516.0,,,
1868476,1975.6,1180.0,517.0,,,
1868480,1975.3,1180.2,518.0,,,
1868484,1974.2,1180.5,519.0,,,
1868488,1973.0,1180.8,520.0,,,
1868492,1972.7,1181.2,521.0,,,
1868496,1973.0,1180.7,522.0,,,
1868500,1974.3,1179.0,523.0,,,
1868504,1975.3,1177.6,524.0,,,
1868508,1975.5,1176.3,526.0,,,
1868512,1975.4,1176.3,528.0,,,
1868516,1975.4,1177.3,530.0,,,
1868520,1975.7,1178.0,531.0,,,
1868524,1976.3,1179.1,531.0,,,
1868528,1976.6,1180.0,532.0,,,
1868532,1976.4,1180.8,532.0,,,
1868536,1975.7,1182.7,533.0,,,
1868540,1975.0,1184.7,534.0,,,
1868544,1974.5,1186.1,535.0,,,
1868548,1974.2,1185.6,536.0,,,
1868552,1974.4,1184.6,537.0,,,
1868556,1974.8,1183.7,538.0,,,
1868560,1975.4,1183.7,539.0,,,
1868564,1975.5,1184.2,540.0,,,
1868568,1975.3,1185.3,542.0,,,
1868572,1975.0,1186.7,543.0,,,
1868576,1974.6,1187.9,544.0,,,
1868580,1974.3,1188.5,545.0,,,
1868584,1974.3,1187.3,546.0,,,
1868588,1974.5,1185.6,548.0,,,
1868592,1974.7,1183.9,549.0,,,
1868596,1974.6,1183.5,551.0,,,
1868600,1974.1,1183.9,552.0,,,
1868604,1973.3,1184.3,553.0,,,
1868608,1972.3,1185.1,554.0,,,
1868612,1971.5,1185.7,555.0,,,
1868616,1971.1,1186.8,556.0,,,
1868620,1970.6,1187.5,557.0,,,
1868624,1970.2,1187.5,558.0,,,
1868628,1969.6,1187.6,559.0,,,
1868632,1969.0,1187.2,560.0,,,
1868636,1968.9,1187.0,561.0,,,
1868640,1969.3,1187.1,562.0,,,
1868644,1969.9,1187.6,564.0,,,
1868648,1970.6,1188.4,566.0,,,
1868652,1971.0,1188.6,567.0,,,
1868656,1970.9,1188.8,567.0,,,
1868660,1970.2,1189.0,568.0,,,
1868664,1969.2,1189.0,569.0,,,
1868668,1968.1,1189.1,569.0,,,
1868672,1967.4,1188.4,570.0,,,
1868676,1967.2,1187.6,570.0,,,
1868680,1967.7,1186.8,571.0,,,
1868684,1967.9,1186.4,572.0,,,
1868688,1967.1,1186.3,574.0,,,
1868692,1965.7,1186.2,576.0,,,
1868696,1964.1,1185.0,577.0,,,
1868700,1963.7,1182.8,578.0,,,
1868704,1963.1,1180.2,579.0,,,
1868708,1961.9,1179.0,580.0,,,
1868712,1960.7,1178.4,582.0,,,
1868716,1960.2,1178.7,583.0,,,
1868720,1960.5,1178.3,585.0,,,
1868724,1960.9,1177.8,585.0,,,
1868728,1960.9,1178.1,586.0,,,
1868732,1960.8,1179.2,586.0,,,
1868736,1960.6,1180.6,588.0,,,
1868740,1960.5,1182.1,590.0,,,
1868744,1960.4,1183.5,591.0,,,
1868748,1960.1,1183.3,592.0,,,
1868752,1959.9,1182.1,592.0,,,
1868756,1959.8,1180.8,593.0,,,
1868760,1959.6,1179.6,595.0,,,
1868764,1959.3,1179.5,597.0,,,
1868768,1958.9,1179.6,598.0,,,
1868772,1959.1,1180.2,599.0,,,
1868776,1960.5,1181.2,600.0,,,
1868780,1961.9,1181.5,602.0,,,
1868784,1962.9,1181.3,604.0,,,
1868788,1962.7,1180.0,605.0,,,
1868792,1962.1,1179.2,606.0,,,
1868796,1961.6,1179.3,607.0,,,
1868800,1961.8,1179.1,607.0,,,
1868804,1962.4,1178.3,608.0,,,
1868808,1963.0,1177.1,609.0,,,
1868812,1963.2,1176.1,610.0,,,
1868816,1962.5,1176.8,611.0,,,
1868820,1962.3,1179.1,612.0,,,
1868824,1961.9,1181.2,613.0,,,
1868828,1961.6,1182.2,614.0,,,
1868832,1961.4,1181.9,615.0,,,
1868836,1961.7,1180.8,616.0,,,
1868840,1962.6,1180.0,617.0,,,
1868844,1963.6,1179.6,618.0,,,
1868848,1963.2,1177.9,620.0,,,
1868852,1961.8,1174.4,621.0,,,
1868856,1960.3,1171.1,623.0,,,
1868860,1959.0,1168.3,624.0,,,
1868864,1958.9,1167.8,625.0,,,
1868868,1959.1,1167.8,626.0,,,
1868872,1958.9,1167.8,628.0,,,
1868876,1958.6,1167.5,630.0,,,
1868880,1957.9,1166.9,633.0,,,
1868884,1957.7,1165.9,635.0,,,
1868888,1958.4,1165.2,636.0,,,
1868892,1959.1,1164.4,637.0,,,
1868896,1959.7,1163.7,638.0,,,
1868900,1958.8,1163.2,640.0,,,
1868904,1957.5,1162.3,642.0,,,
1868908,1955.9,1161.3,643.0,,,
1868912,1955.0,1160.1,644.0,,,
1868916,1954.8,1157.9,646.0,,,
1868920,1954.6,1155.7,650.0,,,
1868924,1954.5,1152.7,653.0,,,
1868928,1954.1,1150.2,655.0,,,
1868932,1954.0,1148.7,656.0,,,
1868936,1954.5,1147.6,658.0,,,
1868940,1955.5,1146.3,659.0,,,
1868944,1957.3,1145.1,661.0,,,
1868948,1958.9,1144.9,663.0,,,
1868952,1959.7,1145.8,664.0,,,
1868956,1959.7,1146.6,666.0,,,
1868960,1959.6,1146.6,668.0,,,
1868964,1959.8,1146.1,670.0,,,
1868968,1960.7,1144.3,673.0,,,
1868972,1961.7,1140.8,675.0,,,
1868976,1962.7,1136.1,677.0,,,
1868980,1963.5,1131.9,679.0,,,
1868984,1963.9,1129.7,681.0,,,
1868988,1964.1,1129.4,683.0,,,
1868992,1963.9,1128.7,685.0,,,
1868996,1963.5,1126.2,688.0,,,
1869000,1963.4,1123.1,690.0,,,
1869004,1964.0,1120.0,692.0,,,
1869008,1965.2,1117.9,693.0,,,
1869012,1966.3,1116.9,695.0,,,
1869016,1966.8,1115.6,697.0,,,
1869020,1966.5,1114.1,699.0,,,
1869024,1965.9,1112.5,701.0,,,
1869028,1964.9,1110.6,704.0,,,
1869032,1964.4,1108.2,708.0,,,
1869036,1964.7,1103.9,713.0,,,
1869040,1965.3,1098.6,717.0,,,
1869044,1965.7,1090.0,721.0,,,
1869048,1965.8,1081.8,726.0,,,
1869052,1965.4,1070.3,732.0,,,
1869056,1964.6,1060.7,738.0,,,
1869060,1963.5,1053.1,742.0,,,
1869064,1962.3,1049.0,743.0,,,
1869068,1961.7,1048.1,743.0,,,
1869072,1961.8,1049.0,742.0,,,
1869076,1961.8,1056.6,739.0,,,
1869080,1960.8,1080.5,732.0,,,
1869084,1956.7,1145.3,716.0,,,
1869088,1943.2,1297.4,677.0,,,
1869092,1917.7,1534.7,620.0,,,
1869096,1856.5,1886.5,533.0,,,
1869100,1699.7,2320.4,414.0,,,
1869104,1417.9,2859.6,297.0,,,
1869108,1057.7,3270.0,189.0,,,
1869112,683.0,3270.0,122.0,,,
1869116,461.9,3270.0,83.0,,,
1869120,325.2,3270.0,64.0,,,
1869124,,,0.0,,,
1869128,,,0.0,,,
1869132,,,0.0,,,
1869136,,,0.0,,,
1869140,,,0.0,,,
1869144,,,0.0,,,
1869148,,,0.0,,,
1869152,,,0.0,,,
1869156,,,0.0,,,
1869160,,,0.0,,,
1869164,,,0.0,,,
1869168,,,0.0,,,
1869172,,,0.0,,,
1869176,,,0.0,,,
1869180,,,0.0,,,
1869184,,,0.0,,,
1869188,,,0.0,,,
1869192,,,0.0,,,
1869196,,,0.0,,,
1869200,,,0.0,,,
1869204,,,0.0,,,
1869208,,,0.0,,,
1869212,,,0.0,,,
1869216,,,0.0,,,
1869220,175.3,3270.0,42.0,,,
1869224,175.4,3270.0,42.0,,,
1869228,175.8,3270.0,43.0,,,
1869232,181.6,3270.0,46.0,,,
1869236,198.6,3270.0,55.0,,,
1869240,237.0,3234.5,70.0,,,
1869244,290.9,2978.3,90.0,,,
1869248,350.0,2768.5,110.0,,,
1869252,486.7,2598.8,135.0,,,
1869256,906.4,2306.6,198.0,,,
1869260,1299.7,2066.9,256.0,,,
1869264,1598.6,1870.3,332.0,,,
1869268,1621.9,1796.8,401.0,,,
1869272,1660.1,1678.6,481.0,,,
1869276,1725.0,1499.3,560.0,,,
1869280,1787.9,1322.9,601.0,,,
1869284,1850.0,1177.2,633.0,,,
1869288,1888.3,1070.2,657.0,,,
1869292,1905.4,996.0,674.0,,,
1869296,1914.3,924.2,689.0,,,
1869300,1919.6,865.3,703.0,,,
1869304,1923.5,820.5,718.0,,,
1869308,1924.9,796.9,726.0,,,
1869312,1925.5,780.8,733.0,,,
1869316,1926.5,763.0,739.0,,,
1869320,1928.8,751.0,743.0,,,
1869324,1931.6,738.5,745.0,,,
1869328,1933.9,720.4,751.0,,,
1869332,1930.7,698.5,759.0,,,
1869336,1924.2,672.2,769.0,,,
1869340,1911.8,650.0,776.0,,,
1869344,1898.0,642.1,780.0,,,
1869348,1883.4,645.1,783.0,,,
1869352,1873.5,652.7,786.0,,,
1869356,1867.6,660.4,790.0,,,
1869360,1864.5,672.6,791.0,,,
1869364,1861.4,692.2,792.0,,,
1869368,1857.4,710.5,792.0,,,
1869372,1852.8,726.2,791.0,,,
1869376,1849.6,733.4,789.0,,,
1869380,1847.4,739.3,786.0,,,
1869384,1846.3,748.4,783.0,,,
1869388,1846.0,757.2,781.0,,,
1869392,1845.6,768.0,778.0,,,
1869396,1845.5,774.9,776.0,,,
1869400,1846.1,776.9,773.0,,,
1869404,1848.3,775.2,769.0,,,
1869408,1851.2,772.8,766.0,,,
1869412,1855.6,774.4,764.0,,,
1869416,1860.8,777.5,762.0,,,
1869420,1865.5,780.2,759.0,,,
1869424,1869.1,782.9,755.0,,,
1869428,1871.2,784.4,752.0,,,
1869432,1873.8,787.8,748.0,,,
1869436,1877.9,793.1,743.0,,,
1869440,1882.4,797.8,738.0,,,
1869444,1886.6,801.3,732.0,,,
1869448,1888.2,802.4,729.0,,,
1869452,1889.3,802.4,727.0,,,
1869456,1890.9,802.6,727.0,,,
1869460,1892.5,803.1,726.0,,,
1869464,1893.2,804.1,725.0,,,
1869468,1893.0,805.0,723.0,,,
1869472,1892.0,806.3,720.0,,,
1869476,1891.4,807.5,718.0,,,
1869480,1891.9,808.1,717.0,,,
1869484,1892.9,806.8,715.0,,,
1869488,1894.4,803.2,712.0,,,
1869492,1895.4,799.8,708.0,,,
1869496,1896.1,797.2,705.0,,,
1869500,1896.7,797.9,704.0,,,
1869504,1896.9,800.8,703.0,,,
1869508,1897.1,804.7,701.0,,,
1869512,1897.3,807.9,698.0,,,
1869516,1897.6,809.8,696.0,,,
1869520,1897.9,809.7,695.0,,,
1869524,1897.7,808.5,694.0,,,
1869528,1896.7,805.7,694.0,,,
1869532,1895.2,801.9,693.0,,,
1869536,1894.0,799.7,694.0,,,
1869540,1893.2,798.8,695.0,,,
1869544,1892.6,800.7,697.0,,,
1869548,1891.8,804.2,698.0,,,
1869552,1890.5,808.5,697.0,,,
1869556,1889.7,808.9,696.0,,,
1869560,1889.5,806.7,695.0,,,
1869564,1889.8,803.5,694.0,,,
1869568,1890.4,803.6,693.0,,,
1869572,1890.6,808.0,692.0,,,
1869576,1890.6,813.7,690.0,,,
1869580,1890.8,818.1,688.0,,,
1869584,1891.7,819.5,687.0,,,
1869588,1892.8,819.7,686.0,,,
1869592,1893.9,818.5,686.0,,,
1869596,1895.1,816.6,686.0,,,
1869600,1895.7,813.6,687.0,,,
1869604,1896.2,810.0,687.0,,,
1869608,1896.6,807.0,686.0,,,
1869612,1897.1,804.1,686.0,,,
1869616,1897.7,802.4,685.0,,,
1869620,1898.0,802.3,685.0,,,
1869624,1897.0,803.9,684.0,,,
1869628,1895.0,809.9,684.0,,,
1869632,1892.7,819.2,686.0,,,
1869636,1891.6,835.3,689.0,,,
1869640,1892.3,860.8,693.0,,,
1869644,1900.0,893.3,696.0,,,
1869648,1913.4,933.0,697.0,,,
1869652,1929.7,972.5,696.0,,,
1869656,1943.9,1017.3,693.0,,,
1869660,1952.5,1060.7,689.0,,,
1869664,1956.2,1102.0,685.0,,,
1869668,1956.4,1136.4,682.0,,,
1869672,1954.9,1157.2,680.0,,,
1869676,1952.9,1171.8,678.0,,,
1869680,1951.5,1181.2,677.0,,,
1869684,1950.9,1187.6,678.0,,,
1869688,1949.6,1192.6,679.0,,,
1869692,1947.7,1194.3,681.0,,,
1869696,1946.2,1189.3,681.0,,,
1869700,1944.9,1182.4,681.0,,,
1869704,1944.7,1174.7,681.0,,,
1869708,1945.2,1167.5,681.0,,,
1869712,1945.4,1164.6,681.0,,,
1869716,1945.4,1162.3,682.0,,,
1869720,1945.1,1161.5,683.0,,,
1869724,1944.6,1160.1,684.0,,,
1869728,1944.4,1158.2,685.0,,,
1869732,1944.6,1155.2,686.0,,,
1869736,1945.2,1151.1,688.0,,,
1869740,1946.3,1147.7,689.0,,,
1869744,1947.4,1144.5,691.0,,,
1869748,1948.6,1143.7,693.0,,,
1869752,1949.3,1143.6,695.0,,,
1869756,1950.1,1142.8,696.0,,,
1869760,1951.3,1141.5,697.0,,,
1869764,1952.4,1135.6,698.0,,,
1869768,1953.6,1127.4,700.0,,,
1869772,1954.4,1119.2,702.0,,,
1869776,1954.5,1115.3,703.0,,,
1869780,1954.1,1115.0,704.0,,,
1869784,1953.6,1116.0,706.0,,,
1869788,1953.1,1116.9,709.0,,,
1869792,1952.9,1116.7,712.0,,,
1869796,1953.4,1115.4,715.0,,,
1869800,1954.5,1113.8,717.0,,,
1869804,1954.9,1112.2,719.0,,,
1869808,1955.2,1111.4,720.0,,,
1869812,1955.5,1110.9,721.0,,,
1869816,1956.9,1107.7,722.0,,,
1869820,1958.8,1103.6,724.0,,,
1869824,1959.8,1099.7,725.0,,,
1869828,1960.1,1097.3,726.0,,,
1869832,1960.1,1097.0,728.0,,,
1869836,1960.5,1096.7,731.0,,,
1869840,1961.1,1097.0,734.0,,,
1869844,1961.3,1098.2,735.0,,,
1869848,1961.3,1100.2,737.0,,,
1869852,1961.7,1101.9,738.0,,,
1869856,1962.4,1101.7,740.0,,,
1869860,1963.5,1099.1,741.0,,,
1869864,1963.8,1096.1,743.0,,,
1869868,1963.2,1094.2,744.0,,,
1869872,1962.1,1095.1,747.0,,,
1869876,1960.7,1096.6,750.0,,,
1869880,1960.0,1097.9,753.0,,,
1869884,1960.2,1097.8,756.0,,,
1869888,1961.1,1096.5,758.0,,,
1869892,1962.3,1095.0,761.0,,,
1869896,1963.4,1093.1,764.0,,,
1869900,1964.0,1090.7,766.0,,,
1869904,1963.1,1086.5,768.0,,,
1869908,1962.1,1076.0,770.0,,,
1869912,1960.3,1060.3,771.0,,,
1869916,1958.9,1041.7,772.0,,,
1869920,1957.8,1025.9,772.0,,,
1869924,1956.8,1013.3,773.0,,,
1869928,1956.3,1006.9,776.0,,,
1869932,1956.2,1003.9,780.0,,,
1869936,1956.1,1004.2,782.0,,,
1869940,1955.8,1006.0,785.0,,,
1869944,1955.3,1007.4,787.0,,,
1869948,1954.2,1009.0,788.0,,,
1869952,1953.1,1010.5,790.0,,,
1869956,1952.4,1011.3,791.0,,,
1869960,1952.0,1012.3,793.0,,,
1869964,1952.1,1013.5,794.0,,,
1869968,1951.9,1014.5,794.0,,,
1869972,1951.4,1015.2,794.0,,,
1869976,1951.7,1015.3,794.0,,,
1869980,1952.7,1015.0,794.0,,,
1869984,1954.4,1014.2,794.0,,,
1869988,1956.0,1014.7,794.0,,,
1869992,1956.7,1015.8,794.0,,,
1869996,1956.7,1017.1,795.0,,,
1870000,1957.0,1018.7,797.0,,,
1870004,1957.6,1019.0,799.0,,,
1870008,1958.5,1018.6,801.0,,,
1870012,1959.4,1016.1,802.0,,,
1870016,1960.2,1012.7,803.0,,,
1870020,1960.8,1010.4,804.0,,,
1870024,1961.0,1012.7,806.0,,,
1870028,1960.9,1015.8,807.0,,,
1870032,1960.6,1019.3,809.0,,,
1870036,1960.5,1019.8,810.0,,,
1870040,1960.3,1019.5,811.0,,,
1870044,1960.0,1019.2,812.0,,,
1870048,1959.9,1018.9,812.0,,,
1870052,1959.8,1018.2,812.0,,,
1870056,1959.5,1016.5,813.0,,,
1870060,1959.4,1013.3,814.0,,,
1870064,1960.3,1010.4,814.0,,,
1870068,1962.8,1008.6,815.0,,,
1870072,1965.5,1009.1,815.0,,,
1870076,1967.7,1010.4,815.0,,,
1870080,1968.2,1011.6,816.0,,,
1870084,1967.9,1012.5,818.0,,,
1870088,1967.6,1013.1,819.0,,,
1870092,1967.4,1012.4,822.0,,,
1870096,1967.4,1010.2,824.0,,,
1870100,1967.7,1006.2,826.0,,,
1870104,1967.9,1003.5,826.0,,,
1870108,1968.1,1001.9,826.0,,,
1870112,1968.1,1002.6,826.0,,,
1870116,1968.6,1003.5,826.0,,,
1870120,1970.0,1003.4,826.0,,,
1870124,1971.7,1002.0,827.0,,,
1870128,1973.3,1000.1,829.0,,,
1870132,1974.5,998.8,831.0,,,
1870136,1975.3,998.9,833.0,,,
1870140,1975.4,999.0,833.0,,,
1870144,1974.3,997.9,833.0,,,
1870148,1972.4,996.9,833.0,,,
1870152,1970.9,997.2,833.0,,,
1870156,1970.2,998.9,834.0,,,
1870160,1970.4,1000.8,835.0,,,
1870164,1970.7,1003.4,835.0,,,
1870168,1971.7,1004.7,835.0,,,
1870172,1973.0,1002.6,835.0,,,
1870176,1974.6,996.3,836.0,,,
1870180,1976.2,988.9,837.0,,,
1870184,1976.9,981.8,838.0,,,
1870188,1977.6,978.6,839.0,,,
1870192,1978.5,977.1,840.0,,,
1870196,1979.2,977.2,840.0,,,
1870200,1979.7,980.4,840.0,,,
1870204,1980.1,984.0,840.0,,,
1870208,1980.4,986.9,841.0,,,
1870212,1981.2,987.5,841.0,,,
1870216,1982.2,987.5,841.0,,,
1870220,1984.4,987.8,841.0,,,
1870224,1986.7,988.6,841.0,,,
1870228,1987.5,989.4,843.0,,,
1870232,1987.7,989.4,844.0,,,
1870236,1986.2,987.4,845.0,,,
1870240,1985.3,987.2,845.0,,,
1870244,1984.6,988.1,843.0,,,
1870248,1983.2,989.6,842.0,,,
1870252,1982.6,991.6,842.0,,,
1870256,1982.8,992.8,843.0,,,
1870260,1984.4,995.1,843.0,,,
1870264,1986.2,997.0,842.0,,,
1870268,1987.6,997.4,841.0,,,
1870272,1989.1,996.5,840.0,,,
1870276,1990.5,993.5,840.0,,,
1870280,1991.1,991.0,840.0,,,
1870284,1991.0,990.6,840.0,,,
1870288,1990.3,992.2,840.0,,,
1870292,1989.7,994.8,839.0,,,
1870296,1989.8,995.7,838.0,,,
1870300,1990.0,995.7,838.0,,,
1870304,1990.1,995.8,837.0,,,
1870308,1990.1,996.7,837.0,,,
1870312,1990.0,997.5,837.0,,,
1870316,1990.3,998.3,837.0,,,
1870320,1991.0,999.5,837.0,,,
1870324,1992.8,1000.7,836.0,,,
1870328,1994.6,1001.0,835.0,,,
1870332,1996.3,1000.5,835.0,,,
1870336,1996.8,999.9,834.0,,,
1870340,1996.3,998.9,834.0,,,
1870344,1995.7,997.4,833.0,,,
1870348,1995.3,995.2,832.0,,,
1870352,1995.5,993.2,832.0,,,
1870356,1995.5,994.4,832.0,,,
1870360,1995.4,997.0,832.0,,,
1870364,1995.5,1000.1,832.0,,,
1870368,1995.8,1002.5,830.0,,,
1870372,1995.6,1002.8,829.0,,,
1870376,1994.4,1003.0,829.0,,,
1870380,1992.1,1002.5,830.0,,,
1870384,1990.0,1001.0,832.0,,,
1870388,1990.0,998.8,833.0,,,
1870392,1991.0,995.7,833.0,,,
1870396,1992.6,993.2,833.0,,,
1870400,1993.7,991.7,832.0,,,
1870404,1993.9,992.6,833.0,,,
1870408,1994.0,995.2,835.0,,,
1870412,1994.0,997.0,838.0,,,
1870416,1994.4,998.5,840.0,,,
1870420,1995.6,997.9,842.0,,,
1870424,1996.7,997.3,842.0,,,
1870428,1997.6,997.2,842.0,,,
1870432,1997.6,997.3,841.0,,,
1870436,1997.4,998.8,840.0,,,
1870440,1997.1,1001.5,840.0,,,
1870444,1997.2,1005.0,839.0,,,
1870448,1998.0,1008.5,838.0,,,
1870452,1999.6,1010.6,838.0,,,
1870456,2001.3,1011.5,838.0,,,
1870460,2002.8,1011.3,838.0,,,
1870464,2003.6,1009.9,838.0,,,
1870468,2004.3,1007.1,839.0,,,
1870472,2004.9,1003.1,838.0,,,
1870476,2005.8,998.5,837.0,,,
1870480,2006.3,995.6,837.0,,,
1870484,2006.4,993.7,837.0,,,
1870488,2006.0,994.4,840.0,,,
1870492,2005.1,995.2,843.0,,,
1870496,2003.9,995.7,845.0,,,
1870500,2002.8,995.5,846.0,,,
1870504,2001.3,994.8,846.0,,,
1870508,2000.3,994.7,847.0,,,
1870512,1999.3,995.4,848.0,,,
1870516,1998.9,996.3,849.0,,,
1870520,1999.7,996.2,849.0,,,
1870524,2000.8,995.1,850.0,,,
1870528,2001.9,993.1,850.0,,,
1870532,2001.6,991.2,850.0,,,
1870536,2000.4,989.8,851.0,,,
1870540,1998.9,988.5,851.0,,,
1870544,1997.5,987.9,852.0,,,
1870548,1997.1,988.5,854.0,,,
1870552,1996.6,990.2,856.0,,,
1870556,1996.4,991.9,858.0,,,
1870560,1996.5,992.6,860.0,,,
1870564,1996.5,991.7,860.0,,,
1870568,1996.7,990.9,861.0,,,
1870572,1996.5,991.9,862.0,,,
1870576,1995.7,994.6,863.0,,,
1870580,1994.6,996.3,864.0,,,
1870584,1993.2,996.0,864.0,,,
1870588,1992.8,994.3,865.0,,,
1870592,1993.1,992.5,866.0,,,
1870596,1993.9,991.7,867.0,,,
1870600,1994.6,990.1,870.0,,,
1870604,1994.5,987.7,872.0,,,
1870608,1993.0,985.4,873.0,,,
1870612,1991.3,983.5,874.0,,,
1870616,1989.7,982.4,874.0,,,
1870620,1989.3,981.9,874.0,,,
1870624,1989.4,981.9,874.0,,,
1870628,1989.5,982.8,876.0,,,
1870632,1989.7,983.3,879.0,,,
1870636,1989.5,982.0,882.0,,,
1870640,1989.0,979.5,884.0,,,
1870644,1988.5,977.8,884.0,,,
1870648,1988.1,977.2,885.0,,,
1870652,1987.9,978.7,886.0,,,
1870656,1987.7,979.9,887.0,,,
1870660,1987.0,981.0,888.0,,,
1870664,1985.7,984.4,888.0,,,
1870668,1984.4,989.0,889.0,,,
1870672,1983.6,994.0,889.0,,,
1870676,1984.4,997.8,889.0,,,
1870680,1985.8,1000.7,888.0,,,
1870684,1987.4,1003.3,887.0,,,
1870688,1988.3,1006.0,885.0,,,
1870692,1988.5,1009.1,882.0,,,
1870696,1986.2,1017.9,878.0,,,
1870700,1983.1,1028.4,875.0,,,
1870704,1979.9,1041.1,873.0,,,
1870708,1977.0,1053.1,868.0,,,
1870712,1974.4,1064.8,862.0,,,
1870716,1970.8,1078.2,856.0,,,
1870720,1967.1,1091.0,851.0,,,
1870724,1963.9,1100.7,848.0,,,
1870728,1960.9,1109.1,846.0,,,
1870732,1958.2,1114.4,843.0,,,
1870736,1956.3,1118.4,842.0,,,
1870740,1955.5,1122.3,840.0,,,
1870744,1955.2,1125.6,839.0,,,
1870748,1954.6,1129.0,838.0,,,
1870752,1953.4,1132.2,836.0,,,
1870756,1951.7,1134.5,834.0,,,
1870760,1950.5,1136.0,832.0,,,
1870764,1949.4,1136.5,831.0,,,
1870768,1948.4,1136.8,830.0,,,
1870772,1947.7,1137.2,830.0,,,
1870776,1947.1,1138.2,830.0,,,
1870780,1947.0,1139.9,830.0,,,
1870784,1947.0,1141.7,829.0,,,
1870788,1945.1,1142.8,828.0,,,
1870792,1942.9,1143.1,828.0,,,
1870796,1941.0,1143.0,827.0,,,
1870800,1940.2,1143.4,828.0,,,
1870804,1940.1,1144.1,827.0,,,
1870808,1939.4,1145.4,827.0,,,
1870812,1938.9,1146.9,826.0,,,
1870816,1939.5,1148.0,826.0,,,
1870820,1941.6,1148.7,826.0,,,
1870824,1943.7,1149.0,826.0,,,
1870828,1945.2,1149.1,827.0,,,
1870832,1945.2,1149.5,827.0,,,
1870836,1944.5,1150.1,827.0,,,
1870840,1943.7,1150.3,827.0,,,
1870844,1943.2,1150.5,827.0,,,
1870848,1942.9,1150.0,827.0,,,
1870852,1942.4,1149.5,827.0,,,
1870856,1941.7,1148.6,827.0,,,
1870860,1941.1,1147.2,827.0,,,
1870864,1940.7,1146.0,828.0,,,
1870868,1940.6,1145.7,828.0,,,
1870872,1940.4,1147.0,828.0,,,
1870876,1940.7,1149.0,829.0,,,
1870880,1941.7,1150.8,829.0,,,
1870884,1943.0,1151.1,829.0,,,
1870888,1944.1,1150.0,830.0,,,
1870892,1944.9,1148.0,830.0,,,
1870896,1945.5,1146.0,831.0,,,
1870900,1945.9,1143.6,831.0,,,
1870904,1945.3,1141.4,831.0,,,
1870908,1944.6,1139.3,832.0,,,
1870912,1944.1,1138.9,832.0,,,
1870916,1944.5,1139.3,832.0,,,
1870920,1945.1,1140.0,832.0,,,
1870924,1945.1,1140.5,833.0,,,
1870928,1944.8,1140.3,834.0,,,
1870932,1944.5,1139.9,834.0,,,
1870936,1944.2,1139.2,835.0,,,
1870940,1943.6,1137.5,835.0,,,
1870944,1942.8,1135.6,835.0,,,
1870948,1941.7,1132.9,836.0,,,
1870952,1940.6,1130.5,837.0,,,
1870956,1939.9,1128.5,839.0,,,
1870960,1939.7,1126.8,840.0,,,
1870964,1939.9,1126.6,840.0,,,
1870968,1940.0,1128.0,840.0,,,
1870972,1939.7,1129.2,840.0,,,
1870976,1938.8,1129.8,840.0,,,
1870980,1937.9,1128.9,840.0,,,
1870984,1937.6,1127.0,841.0,,,
1870988,1937.5,1125.1,841.0,,,
1870992,1937.5,1122.9,841.0,,,
1870996,1937.1,1121.6,841.0,,,
1871000,1936.1,1121.2,841.0,,,
1871004,1935.0,1121.3,841.0,,,
1871008,1933.8,1121.5,842.0,,,
1871012,1933.1,1121.0,842.0,,,
1871016,1932.3,1121.7,842.0,,,
1871020,1931.3,1124.3,842.0,,,
1871024,1930.7,1126.2,842.0,,,
1871028,1930.6,1127.6,841.0,,,
1871032,1930.8,1127.3,840.0,,,
1871036,1930.9,1126.4,840.0,,,
1871040,1930.8,1126.2,840.0,,,
1871044,1930.0,1126.0,840.0,,,
1871048,1929.2,1125.8,839.0,,,
1871052,1928.3,1126.6,839.0,,,
1871056,1927.7,1127.1,839.0,,,
1871060,1927.5,1127.2,840.0,,,
1871064,1927.0,1127.1,840.0,,,
1871068,1926.3,1126.9,841.0,,,
1871072,1925.3,1127.8,840.0,,,
1871076,1924.6,1128.7,840.0,,,
1871080,1924.5,1129.4,839.0,,,
1871084,1925.0,1129.6,839.0,,,
1871088,1925.6,1129.7,839.0,,,
1871092,1926.0,1129.6,839.0,,,
1871096,1926.1,1129.6,839.0,,,
1871100,1926.0,1129.3,839.0,,,
1871104,1925.8,1128.9,839.0,,,
1871108,1925.3,1128.5,838.0,,,
1871112,1924.3,1128.0,838.0,,,
1871116,1923.3,1128.2,837.0,,,
1871120,1922.6,1128.6,837.0,,,
1871124,1922.6,1128.0,837.0,,,
