tSample,LX,LY,LPupil,RX,RY,RPupil
1958896,,,0.0,,,
1958900,,,0.0,,,
1958904,,,0.0,,,
1958908,,,0.0,,,
1958912,,,0.0,,,
1958916,,,0.0,,,
1958920,,,0.0,,,
1958924,,,0.0,,,
1958928,,,0.0,,,
1958932,,,0.0,,,
1958936,,,0.0,,,
1958940,,,0.0,,,
1958944,,,0.0,,,
1958948,,,0.0,,,
1958952,,,0.0,,,
1958956,,,0.0,,,
1958960,,,0.0,,,
1958964,,,0.0,,,
1958968,,,0.0,,,
1958972,,,0.0,,,
1958976,,,0.0,,,
1958980,,,0.0,,,
1958984,112.9,3270.0,115.0,,,
1958988,171.7,3270.0,129.0,,,
1958992,483.5,3270.0,172.0,,,
1958996,871.9,3270.0,222.0,,,
1959000,1282.5,2879.9,318.0,,,
1959004,1607.0,2500.4,427.0,,,
1959008,1686.8,2221.3,514.0,,,
1959012,1745.1,1998.0,591.0,,,
1959016,1790.1,1834.2,623.0,,,
1959020,1831.1,1666.1,651.0,,,
1959024,1865.1,1503.2,680.0,,,
1959028,1891.1,1353.5,710.0,,,
1959032,1907.1,1238.2,737.0,,,
1959036,1915.6,1156.0,757.0,,,
1959040,1919.5,1082.6,776.0,,,
1959044,1918.0,1022.3,790.0,,,
1959048,1917.8,944.6,809.0,,,
1959052,1915.3,889.5,822.0,,,
1959056,1914.7,846.2,831.0,,,
1959060,1914.8,821.4,834.0,,,
1959064,1914.0,811.5,835.0,,,
1959068,1913.5,804.8,834.0,,,
1959072,1912.9,801.0,833.0,,,
1959076,1911.9,803.5,831.0,,,
1959080,1911.6,806.9,827.0,,,
1959084,1911.7,811.0,823.0,,,
1959088,1911.8,814.7,817.0,,,
1959092,1910.8,818.8,810.0,,,
1959096,1909.3,823.3,806.0,,,
1959100,1906.7,830.2,803.0,,,
1959104,1904.4,836.7,801.0,,,
1959108,1902.4,843.8,798.0,,,
1959112,1900.6,851.7,792.0,,,
1959116,1898.0,864.5,784.0,,,
1959120,1895.5,875.7,777.0,,,
1959124,1893.4,881.0,773.0,,,
1959128,1892.6,877.8,771.0,,,
1959132,1892.2,873.6,768.0,,,
1959136,1891.7,872.2,765.0,,,
1959140,1890.6,875.3,760.0,,,
1959144,1889.1,878.0,756.0,,,
1959148,1887.1,881.4,752.0,,,
1959152,1886.2,884.1,749.0,,,
1959156,1886.5,885.3,747.0,,,
1959160,1888.7,885.3,746.0,,,
1959164,1889.8,885.0,744.0,,,
1959168,1888.5,887.0,740.0,,,
1959172,1886.3,892.2,735.0,,,
1959176,1885.2,896.0,733.0,,,
1959180,1885.7,894.5,733.0,,,
1959184,1885.9,891.7,732.0,,,
1959188,1885.5,887.6,730.0,,,
1959192,1884.5,888.2,726.0,,,
1959196,1884.9,892.6,721.0,,,
1959200,1885.7,898.0,717.0,,,
1959204,1886.0,901.5,715.0,,,
1959208,1885.8,903.5,713.0,,,
1959212,1885.2,904.3,712.0,,,
1959216,1885.2,905.4,710.0,,,
1959220,1885.5,907.0,708.0,,,
1959224,1886.5,909.0,705.0,,,
1959228,1887.6,910.4,703.0,,,
1959232,1888.3,912.1,701.0,,,
1959236,1888.9,913.6,699.0,,,
1959240,1887.8,914.9,698.0,,,
1959244,1885.7,918.4,696.0,,,
1959248,1883.3,921.7,693.0,,,
1959252,1881.2,923.4,691.0,,,
1959256,1880.6,923.2,689.0,,,
1959260,1880.7,921.5,688.0,,,
1959264,1881.0,920.5,686.0,,,
1959268,1881.4,920.0,684.0,,,
1959272,1882.0,916.8,682.0,,,
1959276,1882.3,912.8,681.0,,,
1959280,1882.5,907.5,681.0,,,
1959284,1882.5,906.1,680.0,,,
1959288,1882.1,907.6,680.0,,,
1959292,1881.4,909.4,680.0,,,
1959296,1880.4,911.5,680.0,,,
1959300,1880.0,912.1,680.0,,,
1959304,1881.0,913.5,681.0,,,
1959308,1882.0,918.3,683.0,,,
1959312,1882.8,923.1,684.0,,,
1959316,1882.5,926.5,685.0,,,
1959320,1881.6,927.5,684.0,,,
1959324,1881.0,926.3,683.0,,,
1959328,1881.2,924.4,682.0,,,
1959332,1881.9,924.3,682.0,,,
1959336,1882.5,923.2,682.0,,,
1959340,1882.5,923.8,682.0,,,
1959344,1881.2,927.4,681.0,,,
1959348,1879.5,931.4,680.0,,,
1959352,1876.8,937.9,679.0,,,
1959356,1876.2,950.5,679.0,,,
1959360,1878.9,966.7,679.0,,,
1959364,1882.5,986.7,678.0,,,
1959368,1887.0,998.2,677.0,,,
1959372,1888.3,1007.0,677.0,,,
1959376,1888.1,1009.9,678.0,,,
1959380,1887.2,1014.2,678.0,,,
1959384,1885.7,1019.8,676.0,,,
1959388,1884.5,1025.3,675.0,,,
1959392,1884.1,1028.9,674.0,,,
1959396,1884.3,1031.2,675.0,,,
1959400,1884.9,1031.1,676.0,,,
1959404,1885.3,1030.7,676.0,,,
1959408,1885.1,1031.9,677.0,,,
1959412,1884.7,1034.1,678.0,,,
1959416,1884.5,1037.1,678.0,,,
1959420,1885.5,1039.4,679.0,,,
1959424,1887.0,1039.3,680.0,,,
1959428,1888.4,1039.0,681.0,,,
1959432,1889.3,1036.6,682.0,,,
1959436,1889.0,1034.5,682.0,,,
1959440,1888.7,1033.3,683.0,,,
1959444,1888.5,1032.7,683.0,,,
1959448,1888.4,1034.1,683.0,,,
1959452,1888.6,1035.0,683.0,,,
1959456,1888.9,1035.4,683.0,,,
1959460,1889.5,1036.5,684.0,,,
1959464,1890.4,1037.5,684.0,,,
1959468,1891.2,1039.4,685.0,,,
1959472,1891.6,1041.7,687.0,,,
1959476,1892.1,1042.5,688.0,,,
1959480,1892.3,1040.7,691.0,,,
1959484,1892.8,1032.0,693.0,,,
1959488,1892.5,1021.0,696.0,,,
1959492,1891.9,1012.7,697.0,,,
1959496,1890.8,1011.3,698.0,,,
1959500,1890.3,1014.7,699.0,,,
1959504,1889.9,1019.5,701.0,,,
1959508,1889.6,1022.5,702.0,,,
1959512,1889.2,1024.2,703.0,,,
1959516,1889.1,1023.5,704.0,,,
1959520,1889.3,1020.6,705.0,,,
1959524,1889.9,1016.0,705.0,,,
1959528,1890.1,1012.6,705.0,,,
1959532,1889.3,1009.8,707.0,,,
1959536,1887.9,1009.8,709.0,,,
1959540,1886.4,1010.7,711.0,,,
1959544,1885.9,1009.9,713.0,,,
1959548,1886.3,1007.2,714.0,,,
1959552,1887.7,1003.6,716.0,,,
1959556,1888.9,998.3,718.0,,,
1959560,1889.4,994.5,720.0,,,
1959564,1889.1,992.2,721.0,,,
1959568,1888.0,991.5,722.0,,,
1959572,1887.1,992.4,722.0,,,
1959576,1886.4,992.5,724.0,,,
1959580,1886.0,988.9,726.0,,,
1959584,1885.6,985.8,729.0,,,
1959588,1885.5,985.7,730.0,,,
1959592,1885.3,987.2,731.0,,,
1959596,1885.1,990.2,732.0,,,
1959600,1884.9,990.4,735.0,,,
1959604,1884.9,989.3,738.0,,,
1959608,1884.8,987.9,740.0,,,
1959612,1884.3,986.5,741.0,,,
1959616,1884.0,985.0,742.0,,,
1959620,1884.9,983.6,743.0,,,
1959624,1886.3,982.2,744.0,,,
1959628,1888.3,979.3,746.0,,,
1959632,1889.7,976.1,748.0,,,
1959636,1890.0,972.8,749.0,,,
1959640,1890.1,970.7,750.0,,,
1959644,1890.0,969.4,751.0,,,
1959648,1889.4,968.0,752.0,,,
1959652,1889.0,967.0,754.0,,,
1959656,1888.6,966.7,757.0,,,
1959660,1888.3,967.2,760.0,,,
1959664,1888.4,968.1,762.0,,,
1959668,1889.1,968.5,763.0,,,
1959672,1889.9,968.7,765.0,,,
1959676,1890.6,969.4,767.0,,,
1959680,1890.8,970.2,769.0,,,
1959684,1891.2,970.8,769.0,,,
1959688,1891.7,970.3,769.0,,,
1959692,1892.2,969.2,769.0,,,
1959696,1892.1,968.9,769.0,,,
1959700,1890.5,970.1,769.0,,,
1959704,1884.5,975.4,770.0,,,
1959708,1875.2,979.4,771.0,,,
1959712,1865.2,982.8,772.0,,,
1959716,1858.2,981.7,773.0,,,
1959720,1856.0,980.3,773.0,,,
1959724,1855.9,981.3,773.0,,,
1959728,1856.1,983.0,774.0,,,
1959732,1855.9,983.5,775.0,,,
1959736,1855.7,982.9,776.0,,,
1959740,1855.7,980.9,778.0,,,
1959744,1855.3,979.6,780.0,,,
1959748,1855.4,982.1,781.0,,,
1959752,1855.4,985.9,782.0,,,
1959756,1855.2,988.9,783.0,,,
1959760,1855.1,991.2,782.0,,,
1959764,1855.6,990.3,782.0,,,
1959768,1856.4,987.8,782.0,,,
1959772,1857.1,985.6,782.0,,,
1959776,1857.5,984.7,783.0,,,
1959780,1857.4,986.3,785.0,,,
1959784,1857.0,987.9,787.0,,,
1959788,1857.1,987.5,789.0,,,
1959792,1858.8,986.5,790.0,,,
1959796,1861.0,985.2,789.0,,,
1959800,1863.2,984.2,788.0,,,
1959804,1863.9,984.0,787.0,,,
1959808,1864.3,983.4,786.0,,,
1959812,1865.2,982.9,787.0,,,
1959816,1866.2,981.9,790.0,,,
1959820,1866.9,980.3,792.0,,,
1959824,1866.5,978.6,794.0,,,
1959828,1865.6,977.8,794.0,,,
1959832,1865.6,976.9,794.0,,,
1959836,1866.8,975.9,793.0,,,
1959840,1868.7,975.0,793.0,,,
1959844,1870.2,976.6,793.0,,,
1959848,1870.1,979.0,794.0,,,
1959852,1869.2,981.7,794.0,,,
1959856,1868.0,983.6,794.0,,,
1959860,1867.5,984.2,794.0,,,
1959864,1869.0,984.5,794.0,,,
1959868,1871.2,982.6,796.0,,,
1959872,1873.6,979.3,797.0,,,
1959876,1874.3,975.9,799.0,,,
1959880,1873.8,974.3,799.0,,,
1959884,1872.6,976.0,797.0,,,
1959888,1871.1,977.9,795.0,,,
1959892,1869.9,979.4,794.0,,,
1959896,1869.1,980.2,792.0,,,
1959900,1868.3,979.9,793.0,,,
1959904,1868.4,980.6,793.0,,,
1959908,1869.0,981.2,793.0,,,
1959912,1869.8,981.6,794.0,,,
1959916,1870.7,979.1,794.0,,,
1959920,1871.4,973.8,796.0,,,
1959924,1871.7,969.4,797.0,,,
1959928,1871.8,966.7,798.0,,,
1959932,1871.5,968.8,798.0,,,
1959936,1871.4,971.4,798.0,,,
1959940,1872.0,973.1,797.0,,,
1959944,1873.0,973.0,796.0,,,
1959948,1874.4,972.7,797.0,,,
1959952,1875.8,972.3,798.0,,,
1959956,1876.3,970.5,800.0,,,
1959960,1876.1,968.5,801.0,,,
1959964,1875.6,966.0,802.0,,,
1959968,1874.5,964.2,802.0,,,
1959972,1873.7,963.7,802.0,,,
1959976,1873.8,963.8,803.0,,,
1959980,1875.1,962.6,805.0,,,
1959984,1877.6,959.6,807.0,,,
1959988,1879.3,956.5,809.0,,,
1959992,1879.7,955.9,810.0,,,
1959996,1878.9,957.0,811.0,,,
1960000,1878.0,958.7,812.0,,,
1960004,1877.6,959.8,812.0,,,
1960008,1877.8,959.7,812.0,,,
1960012,1878.1,959.3,811.0,,,
1960016,1878.4,958.9,810.0,,,
1960020,1878.5,959.3,809.0,,,
1960024,1877.7,961.6,808.0,,,
1960028,1877.2,964.5,808.0,,,
1960032,1877.3,967.1,809.0,,,
1960036,1878.2,968.5,810.0,,,
1960040,1878.6,967.9,811.0,,,
1960044,1878.0,967.5,811.0,,,
1960048,1877.2,966.2,811.0,,,
1960052,1877.1,963.7,811.0,,,
1960056,1878.4,961.3,811.0,,,
1960060,1880.3,960.4,811.0,,,
1960064,1881.4,962.5,812.0,,,
1960068,1882.1,965.0,814.0,,,
1960072,1882.1,967.1,816.0,,,
1960076,1881.7,968.0,817.0,,,
1960080,1881.4,968.7,818.0,,,
1960084,1881.5,970.8,818.0,,,
1960088,1882.5,973.7,817.0,,,
1960092,1883.9,974.0,817.0,,,
1960096,1885.0,970.8,816.0,,,
1960100,1885.6,966.9,815.0,,,
1960104,1886.7,964.1,814.0,,,
1960108,1887.8,964.3,814.0,,,
1960112,1889.2,965.2,814.0,,,
1960116,1890.5,965.4,815.0,,,
1960120,1890.8,965.4,817.0,,,
1960124,1890.5,964.4,819.0,,,
1960128,1889.9,962.2,820.0,,,
1960132,1889.4,958.2,821.0,,,
1960136,1888.8,954.6,821.0,,,
1960140,1888.3,952.1,821.0,,,
1960144,1887.6,951.9,821.0,,,
1960148,1887.0,953.4,822.0,,,
1960152,1887.0,955.4,822.0,,,
1960156,1887.3,958.2,822.0,,,
1960160,1887.7,961.1,822.0,,,
1960164,1888.0,962.6,822.0,,,
1960168,1888.0,963.7,823.0,,,
1960172,1888.6,963.5,824.0,,,
1960176,1889.5,963.5,825.0,,,
1960180,1890.4,964.0,826.0,,,
1960184,1890.8,964.1,827.0,,,
1960188,1890.3,964.2,828.0,,,
1960192,1889.6,963.5,830.0,,,
1960196,1889.0,962.6,831.0,,,
1960200,1888.7,961.7,832.0,,,
1960204,1888.7,960.8,832.0,,,
1960208,1888.8,959.8,833.0,,,
1960212,1888.7,958.9,834.0,,,
1960216,1888.5,958.4,834.0,,,
1960220,1888.3,957.7,834.0,,,
1960224,1888.1,956.9,835.0,,,
1960228,1887.9,956.9,836.0,,,
1960232,1888.1,957.8,837.0,,,
1960236,1888.8,959.7,838.0,,,
1960240,1889.8,961.4,839.0,,,
1960244,1891.3,960.8,840.0,,,
1960248,1892.1,958.4,842.0,,,
1960252,1892.1,955.3,844.0,,,
1960256,1891.4,952.3,846.0,,,
1960260,1890.1,951.4,848.0,,,
1960264,1889.0,952.1,848.0,,,
1960268,1888.4,955.0,848.0,,,
1960272,1888.3,957.6,849.0,,,
1960276,1888.5,959.7,851.0,,,
1960280,1888.9,960.1,852.0,,,
1960284,1889.3,956.5,854.0,,,
1960288,1889.7,950.7,855.0,,,
1960292,1891.1,942.1,858.0,,,
1960296,1893.1,935.3,861.0,,,
1960300,1894.8,931.8,863.0,,,
1960304,1895.7,932.4,862.0,,,
1960308,1895.4,934.1,862.0,,,
1960312,1894.9,935.8,861.0,,,
1960316,1894.8,936.6,861.0,,,
1960320,1894.9,938.4,863.0,,,
1960324,1894.9,941.8,865.0,,,
1960328,1894.7,945.4,868.0,,,
1960332,1894.5,948.4,869.0,,,
1960336,1894.6,946.0,870.0,,,
1960340,1893.4,941.5,871.0,,,
1960344,1892.0,937.1,873.0,,,
1960348,1890.7,934.5,875.0,,,
1960352,1890.5,934.6,877.0,,,
1960356,1891.4,935.0,878.0,,,
1960360,1891.9,935.2,880.0,,,
1960364,1891.8,933.9,880.0,,,
1960368,1891.9,932.0,881.0,,,
1960372,1892.1,930.1,882.0,,,
1960376,1892.6,930.3,882.0,,,
1960380,1892.9,932.7,883.0,,,
1960384,1892.8,935.8,883.0,,,
1960388,1892.9,938.5,885.0,,,
1960392,1893.1,939.4,886.0,,,
1960396,1893.3,938.4,886.0,,,
1960400,1893.4,936.4,887.0,,,
1960404,1893.2,934.0,887.0,,,
1960408,1892.6,932.2,889.0,,,
1960412,1891.8,931.6,890.0,,,
1960416,1891.0,932.1,891.0,,,
1960420,1890.5,934.2,891.0,,,
1960424,1890.2,936.3,892.0,,,
1960428,1890.3,938.0,892.0,,,
1960432,1890.8,936.4,893.0,,,
1960436,1891.2,934.3,893.0,,,
1960440,1891.2,932.7,893.0,,,
1960444,1891.1,932.1,894.0,,,
1960448,1890.9,933.7,895.0,,,
1960452,1890.9,934.6,896.0,,,
1960456,1891.0,933.8,897.0,,,
1960460,1891.2,930.1,897.0,,,
1960464,1891.3,926.7,899.0,,,
1960468,1891.4,924.3,902.0,,,
1960472,1891.5,924.5,905.0,,,
1960476,1891.9,925.9,906.0,,,
1960480,1892.0,928.7,906.0,,,
1960484,1891.2,930.6,906.0,,,
1960488,1890.3,932.5,906.0,,,
1960492,1890.4,932.3,907.0,,,
1960496,1890.9,933.1,908.0,,,
1960500,1891.3,934.1,908.0,,,
1960504,1890.7,934.0,908.0,,,
1960508,1889.4,932.5,907.0,,,
1960512,1888.3,931.6,907.0,,,
1960516,1887.9,931.3,907.0,,,
1960520,1889.9,931.2,909.0,,,
1960524,1892.7,931.0,911.0,,,
1960528,1895.6,929.7,913.0,,,
1960532,1896.4,932.6,914.0,,,
1960536,1894.0,936.2,914.0,,,
1960540,1891.4,938.4,913.0,,,
1960544,1889.0,939.2,911.0,,,
1960548,1888.1,937.1,910.0,,,
1960552,1889.1,936.6,910.0,,,
1960556,1890.4,937.3,910.0,,,
1960560,1891.6,938.6,911.0,,,
1960564,1892.2,938.6,913.0,,,
1960568,1891.5,938.4,914.0,,,
1960572,1890.4,937.3,915.0,,,
1960576,1889.0,939.0,915.0,,,
1960580,1887.7,941.6,915.0,,,
1960584,1887.3,943.7,915.0,,,
1960588,1887.4,944.7,915.0,,,
1960592,1888.2,943.5,916.0,,,
1960596,1889.4,941.6,916.0,,,
1960600,1890.4,939.6,916.0,,,
1960604,1891.1,937.4,916.0,,,
1960608,1891.3,937.2,916.0,,,
1960612,1891.2,937.6,916.0,,,
1960616,1891.3,938.6,917.0,,,
1960620,1891.5,939.1,918.0,,,
1960624,1891.8,939.5,918.0,,,
1960628,1891.8,941.2,917.0,,,
1960632,1891.6,942.0,915.0,,,
1960636,1891.4,940.7,915.0,,,
1960640,1891.6,936.9,916.0,,,
1960644,1892.1,931.5,918.0,,,
1960648,1892.5,926.9,921.0,,,
1960652,1892.5,923.8,924.0,,,
1960656,1892.1,922.9,926.0,,,
1960660,1891.2,925.1,926.0,,,
1960664,1890.2,928.9,925.0,,,
1960668,1889.3,932.5,923.0,,,
1960672,1888.7,935.1,922.0,,,
1960676,1888.1,937.4,922.0,,,
1960680,1887.6,939.8,923.0,,,
1960684,1887.0,941.6,922.0,,,
1960688,1886.9,941.6,919.0,,,
1960692,1887.2,940.6,918.0,,,
1960696,1887.2,941.0,919.0,,,
1960700,1887.1,943.1,921.0,,,
1960704,1887.0,945.5,922.0,,,
1960708,1887.2,948.1,920.0,,,
1960712,1887.8,947.2,919.0,,,
1960716,1888.8,943.3,920.0,,,
1960720,1890.2,939.1,921.0,,,
1960724,1891.4,936.8,922.0,,,
1960728,1892.1,939.9,921.0,,,
1960732,1892.1,944.9,919.0,,,
1960736,1891.8,945.6,917.0,,,
1960740,1891.9,939.9,917.0,,,
1960744,1892.1,931.0,918.0,,,
1960748,1891.5,926.0,919.0,,,
1960752,1890.6,925.4,919.0,,,
1960756,1889.7,930.1,920.0,,,
1960760,1889.5,932.6,920.0,,,
1960764,1889.8,932.6,920.0,,,
1960768,1890.2,929.6,920.0,,,
1960772,1890.7,925.8,920.0,,,
1960776,1891.4,924.0,921.0,,,
1960780,1891.9,923.2,923.0,,,
1960784,1891.6,924.5,925.0,,,
1960788,1890.3,925.1,926.0,,,
1960792,1889.2,923.4,926.0,,,
1960796,1889.3,921.5,926.0,,,
1960800,1890.2,921.0,925.0,,,
1960804,1890.5,922.7,925.0,,,
1960808,1889.6,925.9,923.0,,,
1960812,1888.0,929.1,922.0,,,
1960816,1887.6,930.7,922.0,,,
1960820,1889.1,931.9,923.0,,,
1960824,1891.6,932.1,925.0,,,
1960828,1894.8,928.7,927.0,,,
1960832,1896.5,924.2,927.0,,,
1960836,1895.9,921.2,928.0,,,
1960840,1893.9,920.2,929.0,,,
1960844,1891.7,921.4,929.0,,,
1960848,1890.4,921.3,929.0,,,
1960852,1890.6,920.4,929.0,,,
1960856,1890.7,920.1,929.0,,,
1960860,1891.0,920.4,928.0,,,
1960864,1891.4,920.9,927.0,,,
1960868,1891.5,922.0,926.0,,,
1960872,1891.7,925.4,926.0,,,
1960876,1891.5,929.0,926.0,,,
1960880,1891.2,931.8,926.0,,,
1960884,1891.0,932.5,926.0,,,
1960888,1891.2,930.8,928.0,,,
1960892,1892.2,928.9,929.0,,,
1960896,1893.4,926.9,929.0,,,
1960900,1895.0,925.1,929.0,,,
1960904,1895.9,924.2,929.0,,,
1960908,1894.6,925.1,929.0,,,
1960912,1890.5,927.1,928.0,,,
1960916,1881.3,928.4,927.0,,,
1960920,1872.2,923.1,927.0,,,
1960924,1865.1,908.6,929.0,,,
1960928,1862.2,893.8,931.0,,,
1960932,1864.8,881.5,933.0,,,
1960936,1867.6,879.5,933.0,,,
1960940,1870.2,882.2,933.0,,,
1960944,1870.8,886.1,932.0,,,
1960948,1870.3,891.6,931.0,,,
1960952,1870.1,895.8,931.0,,,
1960956,1870.4,897.6,930.0,,,
1960960,1870.9,896.7,929.0,,,
1960964,1871.2,893.7,928.0,,,
1960968,1871.6,888.6,929.0,,,
1960972,1873.4,878.6,932.0,,,
1960976,1875.2,874.1,934.0,,,
1960980,1876.5,875.7,934.0,,,
1960984,1876.3,883.1,931.0,,,
1960988,1875.3,890.6,929.0,,,
1960992,1875.1,892.0,928.0,,,
1960996,1875.3,892.9,927.0,,,
1961000,1875.4,893.4,925.0,,,
1961004,1875.4,893.7,922.0,,,
1961008,1875.4,893.3,921.0,,,
1961012,1875.3,895.0,919.0,,,
1961016,1874.7,901.1,917.0,,,
1961020,1873.8,908.3,913.0,,,
1961024,1872.6,914.4,909.0,,,
1961028,1871.8,916.0,906.0,,,
1961032,1871.2,914.9,903.0,,,
1961036,1870.3,914.7,901.0,,,
1961040,1869.6,912.6,900.0,,,
1961044,1869.0,910.2,898.0,,,
1961048,1868.1,909.4,895.0,,,
1961052,1867.3,911.0,889.0,,,
1961056,1866.3,914.2,883.0,,,
1961060,1865.3,916.9,878.0,,,
1961064,1864.5,917.8,874.0,,,
1961068,1863.4,920.3,872.0,,,
1961072,1862.0,923.4,868.0,,,
1961076,1860.1,928.4,862.0,,,
1961080,1858.6,931.2,854.0,,,
1961084,1857.4,933.4,847.0,,,
1961088,1856.7,934.7,842.0,,,
1961092,1856.9,936.0,838.0,,,
1961096,1857.7,936.7,835.0,,,
1961100,1859.0,939.1,831.0,,,
1961104,1859.9,942.8,825.0,,,
1961108,1860.1,946.9,819.0,,,
1961112,1859.2,954.0,810.0,,,
1961116,1858.1,959.7,803.0,,,
1961120,1858.6,966.3,797.0,,,
1961124,1860.5,971.0,791.0,,,
1961128,1864.0,972.8,787.0,,,
1961132,1867.1,973.2,783.0,,,
1961136,1868.7,972.1,781.0,,,
1961140,1867.9,972.2,778.0,,,
1961144,1865.7,973.0,772.0,,,
1961148,1863.6,976.1,766.0,,,
1961152,1861.9,980.8,760.0,,,
1961156,1860.9,984.9,753.0,,,
1961160,1860.4,988.0,748.0,,,
1961164,1860.1,989.0,744.0,,,
1961168,1860.2,990.0,741.0,,,
1961172,1860.5,992.4,738.0,,,
1961176,1860.7,996.6,733.0,,,
1961180,1860.3,1000.4,729.0,,,
1961184,1859.6,1003.5,723.0,,,
1961188,1858.6,1004.0,718.0,,,
1961192,1857.9,1001.2,714.0,,,
1961196,1857.5,999.2,710.0,,,
1961200,1857.8,997.1,708.0,,,
1961204,1858.2,998.2,706.0,,,
1961208,1858.6,1001.3,702.0,,,
1961212,1858.5,1004.3,698.0,,,
1961216,1858.9,1006.9,694.0,,,
1961220,1860.4,1005.0,690.0,,,
1961224,1862.4,1000.5,687.0,,,
1961228,1864.2,996.4,685.0,,,
1961232,1864.8,995.9,683.0,,,
1961236,1864.6,998.8,680.0,,,
1961240,1863.6,1005.9,677.0,,,
1961244,1862.2,1015.0,673.0,,,
1961248,1860.8,1023.7,670.0,,,
1961252,1859.8,1028.8,668.0,,,
1961256,1859.3,1030.5,665.0,,,
1961260,1859.5,1030.9,663.0,,,
1961264,1859.8,1031.6,661.0,,,
1961268,1860.4,1031.6,659.0,,,
1961272,1861.1,1031.5,656.0,,,
1961276,1862.2,1032.7,653.0,,,
1961280,1863.8,1035.4,650.0,,,
1961284,1865.4,1039.3,647.0,,,
1961288,1867.2,1042.9,645.0,,,
1961292,1867.1,1047.0,644.0,,,
1961296,1866.5,1051.4,641.0,,,
1961300,1865.8,1054.9,638.0,,,
1961304,1865.5,1056.4,636.0,,,
1961308,1865.5,1055.6,634.0,,,
1961312,1865.6,1055.4,633.0,,,
1961316,1865.3,1056.0,633.0,,,
1961320,1866.0,1056.7,632.0,,,
1961324,1866.8,1057.7,631.0,,,
1961328,1867.6,1058.5,630.0,,,
1961332,1867.9,1059.3,630.0,,,
1961336,1868.3,1060.9,629.0,,,
1961340,1868.9,1063.0,628.0,,,
1961344,1870.0,1066.3,627.0,,,
1961348,1870.8,1068.9,626.0,,,
1961352,1871.5,1067.9,625.0,,,
1961356,1872.8,1065.7,622.0,,,
1961360,1874.4,1062.2,619.0,,,
1961364,1876.0,1061.0,616.0,,,
1961368,1877.0,1061.9,615.0,,,
1961372,1877.3,1063.9,615.0,,,
1961376,1877.8,1066.2,615.0,,,
1961380,1877.6,1068.3,614.0,,,
1961384,1876.9,1069.1,612.0,,,
1961388,1876.2,1069.2,610.0,,,
1961392,1875.8,1068.5,608.0,,,
1961396,1876.3,1068.0,608.0,,,
1961400,1876.5,1070.8,610.0,,,
1961404,1876.3,1074.5,611.0,,,
1961408,1876.1,1077.6,611.0,,,
1961412,1876.3,1077.6,611.0,,,
1961416,1877.4,1072.1,610.0,,,
1961420,1877.4,1067.0,609.0,,,
1961424,1877.3,1063.1,608.0,,,
1961428,1876.7,1063.3,607.0,,,
1961432,1876.4,1065.4,607.0,,,
1961436,1876.8,1068.6,606.0,,,
1961440,1877.3,1071.1,606.0,,,
1961444,1878.2,1073.7,606.0,,,
1961448,1879.1,1075.4,605.0,,,
1961452,1879.9,1076.8,605.0,,,
1961456,1880.3,1077.7,606.0,,,
1961460,1880.3,1078.5,606.0,,,
1961464,1880.1,1079.2,606.0,,,
1961468,1880.2,1079.8,607.0,,,
1961472,1880.9,1080.5,607.0,,,
1961476,1881.7,1081.3,607.0,,,
1961480,1882.4,1082.0,608.0,,,
1961484,1882.1,1081.9,609.0,,,
1961488,1881.3,1081.3,609.0,,,
1961492,1880.4,1080.5,609.0,,,
1961496,1879.5,1079.0,609.0,,,
1961500,1879.4,1077.1,609.0,,,
1961504,1880.0,1074.8,611.0,,,
1961508,1880.9,1072.4,612.0,,,
1961512,1882.2,1070.8,614.0,,,
1961516,1883.9,1070.5,616.0,,,
1961520,1884.4,1071.7,617.0,,,
1961524,1884.7,1073.7,618.0,,,
1961528,1884.0,1075.5,619.0,,,
1961532,1883.4,1075.3,620.0,,,
1961536,1883.3,1073.6,621.0,,,
1961540,1883.3,1071.1,621.0,,,
1961544,1883.3,1068.1,622.0,,,
1961548,1882.7,1064.9,622.0,,,
1961552,1882.0,1061.5,623.0,,,
1961556,1882.2,1057.6,624.0,,,
1961560,1887.4,1051.7,624.0,,,
1961564,1894.0,1048.5,623.0,,,
1961568,1900.1,1047.4,622.0,,,
1961572,1903.3,1049.4,622.0,,,
1961576,1903.1,1051.3,624.0,,,
1961580,1903.3,1049.9,626.0,,,
1961584,1903.8,1047.2,628.0,,,
1961588,1904.2,1046.4,629.0,,,
1961592,1904.4,1048.6,631.0,,,
1961596,1905.4,1051.8,632.0,,,
1961600,1905.8,1054.6,634.0,,,
1961604,1905.7,1054.8,636.0,,,
1961608,1904.7,1054.6,638.0,,,
1961612,1903.4,1053.1,639.0,,,
1961616,1902.8,1051.4,640.0,,,
1961620,1902.4,1050.2,641.0,,,
1961624,1902.2,1048.7,642.0,,,
1961628,1902.3,1047.8,644.0,,,
1961632,1901.9,1046.1,645.0,,,
1961636,1900.7,1046.1,646.0,,,
1961640,1899.5,1047.9,647.0,,,
1961644,1898.4,1050.3,647.0,,,
1961648,1898.3,1050.4,647.0,,,
1961652,1898.6,1049.6,648.0,,,
1961656,1899.0,1048.5,649.0,,,
1961660,1899.0,1048.9,650.0,,,
1961664,1898.7,1050.6,651.0,,,
1961668,1898.0,1052.5,651.0,,,
1961672,1897.4,1054.3,652.0,,,
1961676,1896.9,1055.8,653.0,,,
1961680,1897.1,1057.4,655.0,,,
