eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
R,3483858,3483882,28,1671.7,965.2,1925.1,1172.7,3.5,179
R,3484334,3484370,40,1966.7,1273.0,2006.2,1818.0,6.9,227
R,3484830,3485022,196,1954.6,1826.9,1595.5,1257.0,7.9,861
R,3485402,3485430,32,1557.7,1063.6,1964.9,1226.0,4.2,190
R,3486070,3486086,20,2019.6,1301.3,2003.5,1407.4,1.4,97
R,3486646,3486682,40,2022.6,1460.4,2266.6,1826.6,5.1,178
R,3487050,3487074,28,2272.6,1903.2,2213.9,2175.0,3.4,183
R,3487246,3487278,36,2199.8,2171.3,2066.2,1772.0,5.1,195
R,3487910,3488114,208,2058.3,1689.0,1844.3,1369.3,4.5,880
R,3489322,3489362,44,1866.4,1179.9,2459.9,1193.5,5.4,164
R,3489666,3489686,24,2501.1,1207.8,2217.2,1226.6,2.6,159
R,3490094,3490206,116,2153.6,1243.7,2072.3,3270.0,22.7,417
R,3490250,3491174,928,868.3,2191.6,1918.9,1145.8,15.8,1133
R,3491634,3491678,48,1862.7,1025.1,2338.0,1716.2,9.8,269
R,3492054,3492198,148,2340.7,1786.5,2551.4,1603.7,3.0,957
R,3492734,3492894,164,2579.5,1542.9,2303.7,1302.9,4.0,890
R,3493590,3493606,20,2199.2,1121.2,2106.3,1210.1,1.4,101
R,3493702,3493842,144,2092.8,1243.5,2237.4,1345.4,1.9,829
R,3494034,3494198,168,2189.5,1235.2,2840.5,1779.3,9.1,888
R,3494762,3494794,36,2884.1,1596.7,2440.8,1529.7,4.2,180
R,3495102,3495322,224,2284.3,1374.6,2500.6,3270.0,22.2,970
R,3495598,3495786,192,2458.2,3270.0,2239.7,1434.8,21.1,592
R,3496042,3496066,28,2161.2,1195.1,1799.0,1227.8,3.3,170
R,3496246,3496418,176,1703.1,1241.5,2153.0,1243.7,4.1,1238
R,3496582,3496606,28,2130.9,1137.4,1748.0,1197.9,3.6,185
R,3497002,3497182,184,1687.5,1226.0,2903.2,1412.9,11.3,971
R,3497738,3497762,28,2870.7,1225.8,2552.5,1338.5,3.3,161
R,3497898,3498054,160,2432.9,1365.3,2214.0,1440.2,2.2,1024
R,3498654,3498678,28,2126.5,1211.7,1774.9,1255.5,3.2,156
R,3498974,3499154,184,1642.3,1286.2,1386.9,1160.7,2.8,1328
R,3499342,3499370,32,1346.3,953.2,952.1,936.2,3.5,152
R,3499606,3499782,180,879.9,942.5,1677.8,1163.3,7.5,1185
R,3500134,3500150,20,1666.5,1001.7,1627.5,1144.3,1.8,130
R,3500882,3501062,184,1627.7,1181.9,1671.4,1151.9,0.6,1101
R,3501310,3501334,28,1645.9,1009.2,1316.1,973.5,3.0,144
R,3501578,3501594,20,1202.6,941.0,1041.8,915.2,1.4,103
R,3501890,3501922,36,1014.8,909.7,1730.2,938.4,6.3,272
R,3502070,3502082,16,1834.4,977.7,1969.6,1020.8,1.3,123
R,3505050,3505082,36,1936.9,1108.0,2432.2,1313.9,5.2,194
R,3505278,3505294,20,2512.8,1347.6,2656.4,1390.1,1.4,99
R,3505438,3505642,208,2721.7,1443.5,2699.1,1466.1,0.3,855
R,3505974,3506010,40,2632.7,1353.9,2020.9,1130.1,6.3,207
R,3508262,3509474,1216,2027.7,1121.9,2270.3,1307.4,3.2,595
R,3509590,3509606,20,2227.9,1183.0,2045.6,1127.1,1.8,131
R,3510330,3510490,164,1975.5,1155.0,2015.2,1220.5,0.9,900
R,3512090,3512146,60,1948.2,1076.9,1217.8,1130.4,6.6,134
R,3512310,3512322,16,1125.8,1132.6,987.6,1169.9,1.3,113
R,3512734,3512746,16,1014.2,1219.9,1153.0,1219.4,1.2,105
R,3512838,3512962,128,1141.7,1247.1,888.6,1343.1,2.5,905
R,3513462,3513474,16,928.0,1143.0,1074.9,1168.3,1.3,116
R,3513794,3514790,1000,1124.2,1214.2,1209.7,1492.9,3.5,644
R,3515106,3515142,40,1164.0,1297.1,1932.6,1116.4,7.2,284
R,3515198,3515338,144,1995.0,1144.8,1935.2,1199.9,0.9,1197
R,3517246,3517262,20,1978.8,1101.8,1830.6,1146.4,1.5,102
R,3517490,3517526,40,1757.5,1181.1,1131.4,1216.8,5.6,192
R,3517722,3517730,12,1043.1,1226.5,1088.1,1248.5,0.5,60
R,3517862,3518010,152,1054.3,1315.2,1071.6,1196.9,1.5,1047
R,3518622,3518658,40,1078.2,973.3,1773.9,1110.1,6.4,238
R,3518970,3519002,36,1773.7,1120.5,1075.0,1151.5,6.2,230
R,3519170,3519322,156,1058.4,1181.8,1937.3,1156.5,7.8,1131
R,3524942,3524982,44,2017.7,1111.0,2803.0,1196.7,7.2,215
R,3525342,3525354,16,2885.6,1260.6,2899.8,1324.1,0.8,71
R,3525918,3525958,44,2861.8,1356.6,2078.7,1148.9,7.6,241
R,3528434,3528470,40,2016.0,1110.7,2690.3,1193.1,6.2,214
R,3528642,3528790,152,2795.5,1283.1,2256.6,1287.9,4.9,435
R,3528962,3528994,36,2231.5,1125.7,2826.3,1269.7,5.7,214
R,3529450,3529490,44,2871.8,1327.1,2054.5,1157.2,7.8,229
R,3531394,3531426,36,1944.1,1116.3,1504.1,1115.4,4.0,139
R,3531922,3531938,20,1319.7,1090.8,1207.4,1150.0,1.2,87
R,3532078,3532090,16,1127.0,1160.2,1005.2,1170.5,1.1,96
R,3532174,3532326,156,987.3,1196.3,916.3,1420.1,2.8,888
R,3532466,3532642,180,921.5,1230.0,951.1,1402.7,2.1,790
R,3533302,3533314,16,1004.9,1166.6,1104.7,1175.8,0.9,78
R,3533670,3533702,36,1147.4,1195.6,1784.9,1101.7,5.8,237
R,3534310,3534318,12,1869.0,1113.4,1927.8,1110.0,0.5,67
R,3536474,3536518,48,1895.9,1101.9,2786.8,1169.4,8.2,229
R,3536850,3536866,20,2905.5,1249.8,2897.7,1390.5,1.8,124
R,3537490,3537530,44,2853.8,1405.0,2083.6,1168.1,7.6,241
R,3539650,3539690,44,1991.1,1094.7,2643.5,1128.7,6.0,198
R,3539878,3539890,16,2783.4,1176.9,2853.8,1233.7,1.0,88
R,3540046,3540214,172,2859.5,1260.3,2964.8,1466.9,2.8,746
R,3540810,3540854,48,2941.5,1306.4,2104.5,1155.8,7.9,237
R,3542866,3542910,48,1960.5,1080.5,1178.6,1121.2,7.0,194
R,3543182,3543190,12,1031.8,1120.9,969.3,1142.2,0.6,75
R,3543422,3543578,160,973.8,1198.6,944.8,1367.1,2.1,1022
R,3544106,3544314,212,946.7,1175.4,1004.2,1398.1,2.8,878
R,3544566,3544770,208,980.9,1246.5,1845.2,1155.9,7.7,1439
R,3545334,3545374,44,1801.2,1027.9,1041.1,1213.3,7.1,222
R,3545758,3545898,144,941.9,1226.6,1957.8,1265.7,9.0,924
R,3547706,3547722,20,1956.4,1055.6,2094.3,1044.9,1.3,88
R,3548230,3548270,44,2158.6,1059.1,2817.2,1405.0,7.4,230
R,3549538,3549714,180,2901.7,1457.4,2007.7,1258.5,8.5,958
R,3551514,3551554,44,1983.7,1081.7,2635.3,1270.2,6.4,209
R,3552142,3552302,164,2817.8,1403.7,2817.6,1748.6,4.3,823
R,3552902,3553094,196,2788.0,1453.6,2127.7,1248.8,6.6,861
R,3553442,3553450,12,2007.1,1060.8,1964.9,1084.8,0.5,61
R,3555742,3555782,44,1938.1,1177.8,1187.3,1260.3,7.0,219
R,3555990,3555998,12,1060.1,1285.8,1005.8,1289.3,0.5,61
R,3556554,3556594,44,952.6,1240.7,1877.5,1144.7,8.3,294
R,3556686,3556794,112,1911.9,1180.2,1991.9,1329.0,2.0,643
R,3557030,3557210,184,1933.9,1175.8,2000.8,1265.7,1.3,696
R,3558366,3558406,44,1938.2,1127.0,1338.0,1040.9,5.5,157
R,3558710,3558722,16,1228.7,1021.4,1121.2,1006.1,1.0,84
R,3559498,3559654,160,1037.6,1035.2,1086.8,1239.2,2.6,943
R,3560378,3560394,20,1077.6,1020.4,1091.5,1159.1,1.7,126
R,3560714,3560970,260,1081.4,1198.5,1970.2,1194.1,7.9,1214
R,3563594,3563630,40,2016.7,1109.8,2636.9,1190.4,5.8,204
R,3563794,3563822,32,2657.6,1218.5,2142.3,1177.2,4.8,202
R,3564258,3564298,44,2043.2,1140.0,2790.0,1290.6,7.1,223
R,3564630,3564666,40,2807.4,1319.6,2063.1,1199.3,7.0,230
R,3566314,3566510,200,1953.6,1128.6,2059.9,1236.1,1.7,967
R,3572590,3572610,24,1934.2,1079.1,1737.2,1060.4,1.8,102
R,3572910,3572930,24,1689.5,1052.2,1983.7,1076.9,2.7,167
R,3574966,3575182,220,1931.9,1133.5,2060.2,1233.2,1.7,935
R,3579374,3579386,16,1977.4,1086.3,1982.5,1017.4,0.9,77
R,3579522,3579574,56,1970.4,962.8,1296.0,400.0,9.1,224
R,3579770,3579778,12,1218.7,259.2,1170.4,258.6,0.4,52
R,3579862,3579998,140,1136.2,295.1,2235.9,1133.8,14.1,665
R,3580234,3580250,20,2181.2,1052.5,2155.9,1169.9,1.5,110
R,3580490,3580526,40,2156.0,1166.9,1613.5,1173.1,4.9,171
R,3580942,3580974,36,1587.1,1181.0,2093.9,1193.1,4.6,177
R,3581130,3581262,136,2147.2,1235.3,2409.6,1081.0,3.1,661
R,3581430,3581490,64,2356.9,968.4,1346.5,633.0,10.0,218
R,3581642,3581658,20,1266.2,451.1,1142.2,376.9,1.4,101
R,3581890,3581898,12,1146.9,292.7,1175.4,259.8,0.5,57
R,3582138,3582194,60,1153.5,225.8,-211.3,-375.3,12.7,367
R,3582378,3582394,20,-231.4,-477.7,-422.6,-513.7,1.4,105
R,3582626,3582674,52,-424.8,-510.4,941.2,755.0,17.6,707
R,3582810,3582834,28,1014.3,820.0,1455.0,935.0,4.1,225
R,3582958,3583122,168,1484.1,1009.6,2129.9,1132.7,6.0,1072
R,3583342,3583358,20,2064.0,1044.4,2010.9,1183.5,1.8,134
R,3583690,3583706,20,2041.6,1194.8,2206.4,1234.3,1.6,114
R,3583930,3583954,28,2203.8,1263.7,1824.7,1240.3,3.5,170
R,3584458,3584642,188,1742.9,1239.0,2007.5,1406.2,3.2,1096
R,3593266,3593282,20,2000.2,1110.3,2178.3,1135.2,1.7,116
R,3593734,3593750,20,2233.2,1166.9,2342.8,1218.0,1.2,83
R,3593882,3593898,20,2383.1,1240.2,2494.2,1311.9,1.4,99
R,3594102,3594118,20,2529.1,1350.3,2654.6,1435.1,1.6,117
R,3595070,3595106,40,2610.8,1411.0,2187.0,1290.1,4.2,144
R,3595570,3595582,16,2053.3,1173.9,1974.4,1145.3,0.8,71
R,3596702,3596738,40,1962.4,1108.6,1195.9,1030.6,6.9,230
R,3597450,3597622,176,1121.5,1025.5,1041.7,1136.2,1.5,1068
R,3597942,3597954,16,1019.2,1003.1,1123.1,1044.1,1.0,91
R,3598038,3598190,156,1097.3,1071.9,1131.4,1152.3,1.0,1075
R,3598850,3598882,36,1130.6,986.0,1817.9,1020.9,6.1,255
R,3599230,3599406,180,1903.6,1111.0,2088.0,1211.1,2.1,1045
R,3599526,3599534,12,2029.5,1100.2,1977.8,1099.5,0.5,59
R,3600742,3600790,52,1969.0,1085.7,1178.8,1075.4,7.1,172
R,3601622,3601630,12,1077.7,1117.0,1024.5,1146.1,0.6,73
R,3602286,3602302,20,940.2,1160.3,1109.1,1171.9,1.5,110
R,3602378,3602530,156,1114.8,1199.4,1980.5,1203.8,7.7,1059
R,3602690,3603054,368,1937.1,1147.2,2019.5,1274.2,1.8,1079
R,3604782,3604822,44,2005.0,1128.8,2628.5,1153.0,5.7,187
R,3605066,3605078,16,2733.5,1179.2,2841.0,1190.8,1.0,86
R,3605174,3605358,188,2881.6,1230.5,2925.1,1546.8,4.0,1129
R,3606146,3606342,200,2910.1,1369.9,2008.4,1253.1,8.4,1183
R,3606582,3606778,200,1921.1,1074.9,2049.3,1257.6,2.6,1159
