time,text
101958,!CAL
101959,!CAL Calibration points:
101959,"!CAL 5.1, -26.3 2072, 5069"
101959,"!CAL 2.9, -43.2 2181, 8564"
101959,"!CAL 6.6, -11.4 1988, 1990"
101959,"!CAL -24.4, -24.1 -1961, 5004"
101959,"!CAL 35.8, -28.1 6591, 5173"
101959,"!CAL eye check box: (L,R,T,B)"
101959,"!CAL href cal range: (L,R,T,B)"
101959,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
101960,"!CAL Prenormalize: offx, offy = 5.1091 -26.28"
101960,!CAL Gains: cx:139.423 lx:127.467 rx:151.598
101960,!CAL Gains: cy:207.375 ty:206.359 by:207.020
101960,"!CAL Resolution (upd) at screen center: X=1.9, Y=1.3"
101960,!CAL Gain Change Proportion: X: 0.189 Y: 0.003
101960,!CAL Gain Ratio (Gy/Gx) = 1.487
101960,"!CAL Cross-Gain Ratios: X=0.159, Y=0.053"
101960,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
101960,"!CAL CR gain match(x,y) = 1.000, 1.000"
101960,!CAL Slip rotation correction OFF
101962,!CAL CALIBRATION HV5 R RIGHT GOOD
110273,"!CAL VALIDATION HV5 R RIGHT GOOD ERROR 0.30 avg. 0.81 max OFFSET 0.23 deg. 2.5,-19.0 pix."
110273,"VALIDATE R 4POINT 0 RIGHT at 1920,1080 OFFSET 0.09 deg. -5.6,-6.6 pix."
110273,"VALIDATE R 4POINT 1 RIGHT at 1920,184 OFFSET 0.51 deg. 18.0,-40.1 pix."
110273,"VALIDATE R 4POINT 2 RIGHT at 1920,1975 OFFSET 0.81 deg. -2.6,-66.6 pix."
110273,"VALIDATE R 4POINT 3 RIGHT at 230,1080 OFFSET 0.29 deg. 27.3,13.3 pix."
110274,"VALIDATE R 4POINT 4 RIGHT at 3609,1080 OFFSET 0.19 deg. -16.0,-11.0 pix."
118043,DRIFTCORRECT R REPEATING due to large error
119370,"DRIFTCORRECT R RIGHT at 1920,1080 OFFSET 2.47 deg. -116.5,-182.1 pix."
119957,RECCFG CR 250 2 1 R
119957,ELCLCFG RTABLER
119957,GAZE_COORDS 0.00 0.00 3839.00 2159.00
119957,THRESHOLDS R 106 216
119957,ELCL_PROC ELLIPSE (5)
119957,ELCL_EFIT_PARAMS 1.01 4.00 0.15 0.05 0.65 0.65 0.00 0.00 0.30
119958,!MODE RECORD CR 250 2 1 R
121838,TRIALID 40
129680,FIX_START
131178,FIX_END
131195,STIM_START
131461,STIM_END
131961,RESP_START
140813,RESP_END
140813,TRIAL_END 40
140813,TRIALID 41
140815,FIX_START
142312,FIX_END
142329,STIM_START
142595,STIM_END
143096,RESP_START
148662,RESP_END
148662,TRIAL_END 41
148662,TRIALID 42
148665,FIX_START
149163,FIX_END
149180,STIM_START
149430,STIM_END
