eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
R,68070,68104,36,1953.9,1084.3,1472.3,978.0,4.2,146
R,68362,68410,50,1354.8,972.5,2337.5,1033.6,8.2,224
R,68598,68618,22,2423.7,1026.9,2707.2,1077.8,2.5,152
R,68808,68862,56,2804.3,1083.0,1756.0,1201.5,9.0,202
R,69018,69154,138,1666.9,1239.6,848.7,1152.2,6.7,662
R,69374,69410,38,856.5,1006.9,1697.6,1011.2,6.8,272
R,69626,69656,32,1778.7,1013.0,2261.8,1067.2,4.1,170
R,69864,69884,22,2340.4,1083.5,2621.3,1120.6,2.5,150
R,70156,70210,56,2722.3,1114.1,1787.6,1213.5,8.0,189
R,70458,70480,24,1643.6,1229.0,1985.3,1224.5,2.9,166
R,70662,70694,34,2049.9,1229.8,1556.3,1194.8,4.2,150
R,70888,70918,32,1441.6,1192.5,989.9,1001.4,4.3,174
R,71130,71176,48,943.3,972.2,2022.7,992.4,8.8,258
R,71348,71382,36,2109.2,998.4,2667.7,1088.5,4.9,189
R,71600,72346,748,2772.2,1103.0,2266.0,1115.6,4.3,852
R,72776,72788,14,2159.1,1028.5,2078.8,1052.3,0.7,65
R,73260,73278,20,2058.2,1054.5,1844.2,1014.9,1.9,120
R,73630,73662,34,1751.7,1024.1,1364.0,994.2,3.2,117
R,73782,73802,22,1271.4,1001.6,1584.7,1081.4,2.7,174
R,73834,73850,18,1698.6,1089.1,1977.2,1127.8,2.4,172
R,76054,76088,36,2003.8,1138.9,2590.0,1337.4,5.5,220
R,76324,76338,16,2712.9,1380.2,2814.6,1440.1,1.1,89
R,77230,77246,18,2878.2,1461.4,3013.8,1491.5,1.2,87
R,77734,77790,58,3036.8,1479.9,2018.8,1186.6,9.3,210
R,79508,79550,44,1923.2,1107.2,1230.6,1198.9,5.8,172
R,80100,80238,140,1052.1,1261.8,1005.2,1500.9,2.8,1118
R,81386,81432,48,1038.1,1443.3,1822.7,1130.8,7.4,212
R,84492,84542,52,1915.1,1104.5,2881.8,1170.5,8.2,193
R,85412,85458,48,2942.9,1181.1,2094.5,1154.1,7.2,196
R,87624,87668,46,1970.3,1112.7,2804.3,1248.3,7.3,228
R,88372,88412,42,2901.6,1248.2,2223.8,1117.0,6.0,185
R,88672,88682,12,2053.2,1106.7,1982.7,1096.7,0.6,63
R,89050,89118,70,1982.2,1122.9,2165.7,1387.9,3.5,241
R,91206,91248,44,2028.7,1117.2,2838.8,1199.3,7.0,220
R,91558,91570,14,2942.1,1231.6,2972.6,1294.7,0.8,72
R,91920,91940,22,2978.7,1327.9,2968.6,1479.7,1.8,107
R,92576,92628,54,2939.0,1530.3,2070.1,1144.0,8.7,216
R,94750,94786,38,1985.5,1125.4,2589.5,1284.9,5.5,186
R,95056,95070,16,2675.2,1338.2,2762.0,1381.5,0.9,71
R,95234,95380,148,2800.8,1403.2,2760.9,1601.0,2.4,1526
R,96510,96550,42,2637.5,1409.9,2030.0,1125.9,6.2,198
R,98266,98298,34,2028.9,1148.2,2388.1,1393.5,4.2,154
R,98492,98514,24,2489.9,1445.7,2733.0,1507.5,2.2,119
R,98886,98912,28,2963.0,1555.3,2941.0,1280.2,3.3,161
R,99746,99794,50,2921.8,1210.3,2052.3,1143.7,7.5,188
R,101890,101944,56,1957.3,1104.9,2926.8,1231.7,8.4,204
R,104084,104138,56,2950.1,1360.2,2078.6,1151.7,7.8,180
R,106626,106672,48,1930.8,1108.8,2723.4,1228.9,6.9,199
R,106932,106942,12,2859.6,1261.5,2918.3,1288.7,0.6,61
R,107380,107434,56,2950.2,1320.9,2050.3,1153.1,7.9,175
