eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg
R,94641,95831,1192,1930.2,1065.0,2840
R,95859,96261,404,2016.2,1345.9,2697
R,96287,96497,212,1739.3,1180.5,2904
R,96519,96673,156,1490.4,1287.1,2998
R,96739,96947,210,940.5,2191.7,2889
R,96971,97039,70,803.9,1979.2,2805
R,97059,97193,136,746.0,1824.3,2763
R,97211,97707,498,597.9,1792.5,3043
R,97905,98653,750,1786.3,1094.3,3058
R,98687,98951,266,2227.1,1011.8,2912
R,98979,99145,168,1776.0,1215.5,3009
R,99169,99437,270,1763.5,973.1,2951
R,99481,99847,368,1727.8,1464.2,3073
R,99903,100043,142,961.3,2217.6,3244
R,100065,100173,110,687.8,1968.5,3235
R,100191,101129,940,549.3,1825.9,3250
R,101159,101219,62,184.6,1421.0,2966
R,101235,101273,40,328.9,1541.0,3096
R,102759,102949,192,405.7,1638.7,3297
R,103031,103051,22,436.7,1462.4,3219
R,103177,103413,238,450.1,1435.6,3212
R,103435,103561,128,467.1,1434.8,3158
R,103663,103751,90,479.0,1405.7,2669
R,103777,103865,90,417.8,1305.9,2421
R,104773,105029,258,1848.9,1178.0,2503
R,105053,105427,376,1507.3,1244.4,2463
R,105443,105667,226,1676.1,1244.9,2487
R,105689,106453,766,1881.5,1268.9,2781
R,106467,106601,136,1742.3,1200.7,3011
R,106615,109603,2990,1899.7,1157.1,3119
R,109653,110361,710,2723.9,1328.7,2628
R,110423,110583,162,1728.0,1143.1,2914
R,110601,110999,400,1892.8,1152.3,2935
R,111061,111405,346,1630.1,2120.2,3025
R,111445,111559,116,1515.4,1815.5,2846
R,111577,111983,408,1509.1,1538.0,2741
R,112167,112281,116,2154.5,1223.3,3249
R,112303,120253,7952,1901.1,1163.9,3216
R,120299,120407,110,2638.3,1217.7,3033
R,120425,120595,172,2806.5,1248.4,2971
R,120647,143921,23276,1908.6,1136.9,3065
R,143971,144435,466,2831.3,1080.0,2696
R,144613,158821,14210,1928.6,1144.8,3040
R,158837,159453,618,1775.6,1122.0,3011
R,159467,161567,2102,1923.0,1131.8,3141
R,161695,163145,1452,1956.4,1107.1,3203
R,163165,163551,388,2100.0,1126.5,2869
R,163571,164503,934,1914.1,1106.2,2926
R,164673,179139,14468,1935.4,1128.5,3131
R,179241,186881,7642,1929.4,1127.6,3045
R,187015,187219,206,1919.1,1145.0,2552
R,187275,187575,302,1032.2,224.5,2485
R,187635,187999,366,1634.3,1185.8,2544
R,188019,188149,132,1848.5,1103.4,2545
R,188289,188401,114,1940.0,851.8,2517
R,188449,188865,418,1095.5,230.4,2565
R,188923,189287,366,1577.9,1074.6,2568
R,189327,189537,212,2095.4,954.4,2590
R,189563,189755,194,2424.0,926.4,2655
R,189799,190015,218,1907.9,1261.4,2756
R,190043,190199,158,1428.6,1291.3,2860
R,190223,190457,236,1780.4,1286.2,2846
R,190479,190651,174,1923.7,1142.3,2752
R,190669,190991,324,1830.9,1018.5,2884
