eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
R,3879405,3879521,120,1998.6,1080.3,2068.9,1112.4,0.8,1215
R,3879745,3879761,20,2010.8,1044.6,2120.4,1141.8,1.6,112
R,3879949,3879977,32,2095.1,1153.1,1702.9,1157.4,3.5,142
R,3880209,3880225,20,1608.9,1135.7,1689.7,1006.6,1.8,120
R,3880477,3880525,52,1758.1,940.8,2595.5,928.7,7.5,192
R,3880793,3881561,772,2603.7,977.6,1876.8,1163.1,7.0,754
R,3882061,3882205,148,1854.3,1228.2,1991.7,1112.9,1.9,1138
R,3882309,3883001,696,1968.4,1126.3,1927.0,1134.8,0.4,1104
R,3883805,3883825,24,1872.7,1138.4,2068.7,1072.2,1.9,115
R,3884249,3884753,508,2128.4,1085.8,1897.6,1235.1,2.8,675
R,3884993,3885005,16,1926.5,1160.0,1887.9,1095.8,0.9,77
R,3886033,3886093,64,1845.4,1073.7,1077.6,1022.1,6.8,136
R,3886849,3886865,20,902.0,1024.1,1039.7,1036.4,1.2,88
R,3887077,3887093,20,989.3,1073.6,991.6,1201.6,1.6,110
R,3887653,3887669,20,977.9,1212.8,988.5,1094.1,1.4,102
R,3888081,3888093,16,1004.4,1076.3,1013.9,1164.2,1.1,94
R,3888481,3888529,52,1039.5,1205.1,1796.3,1046.8,6.9,193
R,3889945,3889993,52,1842.7,1083.6,1145.4,1146.7,6.2,145
R,3891985,3892033,52,1069.7,1227.9,1831.9,1086.9,6.9,187
R,3893881,3893937,60,2007.0,1062.3,2734.4,1139.7,6.7,129
R,3895613,3895661,52,2858.8,1177.6,2053.6,1085.4,7.4,187
R,3897089,3897129,44,1911.4,1080.2,2510.1,1097.2,5.4,164
R,3898137,3898149,16,2794.2,1154.8,2901.4,1167.5,1.0,85
R,3899197,3899245,52,2821.7,1156.8,2036.5,1071.1,7.2,182
R,3900861,3900885,28,1839.4,1042.7,1614.3,1021.3,2.0,91
R,3901033,3901041,12,1126.7,996.0,1080.4,983.1,0.4,53
R,3901797,3901813,20,1039.7,1017.5,1021.4,1142.9,1.5,103
R,3902701,3902861,164,1018.1,1204.7,1874.3,1170.3,7.5,845
R,3904345,3904409,68,1827.7,1076.2,1172.8,1188.7,5.9,103
R,3905197,3905217,24,1062.9,1259.9,1041.2,1128.3,1.6,93
R,3906337,3906381,48,1010.0,1024.9,1732.0,1057.1,6.3,167
R,3907965,3907981,20,1903.4,1088.9,2034.3,1080.5,1.2,77
R,3908173,3908209,40,2103.7,1080.7,2522.2,1102.7,3.8,113
R,3908381,3908393,16,2791.3,1143.2,2871.7,1156.5,0.8,67
R,3909629,3909681,56,2831.0,1142.5,2013.8,1085.7,7.4,177
R,3911373,3911421,52,1881.2,1066.3,2411.9,1074.9,4.8,116
R,3911593,3911605,16,2741.1,1098.8,2819.3,1120.6,0.8,66
R,3912169,3912185,20,2892.0,1179.4,2884.4,1057.9,1.5,110
R,3913101,3913153,56,2830.8,1039.8,1936.2,1039.7,8.1,187
R,3914677,3914697,24,1802.2,1065.4,1654.2,1074.7,1.3,68
R,3914829,3914841,16,1380.4,1099.4,1297.6,1108.2,0.7,62
