eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg
R,3017003,3017423,424,1923.6,1076.7,761
R,3017543,3017711,172,1688.7,923.3,537
R,3017755,3017963,212,1044.7,940.9,472
R,3018027,3018487,464,2517.9,968.2,455
R,3018707,3019559,856,2195.3,1051.9,615
R,3019803,3020239,440,2445.1,1016.7,623
R,3020403,3020635,236,2268.8,1123.5,644
R,3020663,3021407,748,1924.3,1155.3,668
R,3021431,3021667,240,2198.0,1192.5,587
R,3021703,3021975,276,1727.0,1138.9,545
R,3022003,3022195,196,1999.2,914.9,463
R,3022243,3022747,508,2923.1,946.9,417
R,3023187,3023567,384,3270.0,1108.5,495
R,3024163,3024243,84,2029.5,1054.2,534
R,3024447,3024571,128,3270.0,1632.5,619
R,3024611,3025179,572,2895.1,1241.3,621
R,3025235,3025527,296,1833.7,866.8,698
R,3025555,3025887,336,2137.9,1132.6,735
R,3026055,3026435,384,1794.6,1174.8,795
R,3026463,3026727,268,2143.0,1159.0,738
R,3026755,3027235,484,1757.2,1152.5,692
R,3027255,3028147,896,1921.6,1163.8,731
R,3028167,3028771,608,1771.4,1182.5,760
R,3028795,3030943,2152,1945.6,1108.4,812
R,3030991,3031235,248,1163.1,1251.6,887
R,3031251,3031407,160,1015.0,1339.8,750
R,3031611,3032419,812,2153.2,1054.9,657
R,3032443,3032647,208,1986.2,1050.0,692
R,3032699,3033379,684,1012.5,1048.4,684
R,3033407,3034327,924,1068.9,1339.9,687
R,3034359,3036375,2020,1034.9,963.5,760
R,3036471,3038743,2276,1955.0,1123.9,790
R,3038795,3039367,576,2913.2,1270.7,786
R,3039383,3040035,656,2767.2,1291.6,619
R,3040055,3040391,340,2881.7,1286.5,617
R,3040439,3040459,24,1954.8,1135.4,591
R,3040523,3043299,2780,1971.1,1090.8,733
R,3043351,3044063,716,2967.8,1243.7,599
R,3044119,3046019,1904,1954.4,1101.1,736
R,3046075,3047003,932,888.9,1265.6,729
R,3047023,3048459,1440,688.6,1281.2,641
R,3048511,3050203,1696,1930.8,1113.7,715
R,3050271,3051131,864,930.2,1259.6,798
R,3051151,3052083,936,770.6,1268.0,615
R,3052135,3054855,2724,1967.5,1102.6,680
R,3054879,3055099,224,2167.0,1162.5,528
R,3055139,3055563,428,2773.9,1267.9,547
R,3055583,3055935,356,2993.4,1290.6,526
R,3055983,3056171,192,2144.8,1160.0,537
R,3056191,3058683,2496,1990.5,1109.9,675
