eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg
L,898541,898893,356,1913.6,1091.2,406
L,898921,899297,380,2147.7,945.1,275
L,899313,900301,992,2051.1,895.8,240
L,900321,900633,316,2209.0,880.1,263
L,900661,901169,512,2499.6,882.6,276
L,901185,901581,400,2106.3,974.1,282
L,901689,901793,108,2466.2,962.5,240
L,901817,901957,144,2695.7,985.7,231
L,902053,902209,160,-425.5,3145.2,219
L,902313,902341,32,-139.2,2668.8,220
L,902385,902405,24,-129.6,2639.9,224
L,902521,902561,44,-119.8,3121.4,237
L,902889,902909,24,1666.0,1113.2,248
L,903021,903045,28,1612.8,2584.8,166
L,903069,903721,656,1911.3,2812.9,286
L,903853,904069,220,1798.2,982.3,321
L,904105,904433,332,2348.1,928.8,260
L,904465,904625,164,2700.5,927.1,270
L,904661,905221,564,2008.6,981.4,276
L,905245,905561,320,1801.8,981.9,250
L,905581,908577,3000,1925.6,1031.4,354
L,908665,908773,112,1611.7,222.0,197
L,909033,909129,100,2303.1,170.2,161
L,909153,909249,100,2540.7,145.3,159
L,909317,909485,172,1244.4,400.8,179
L,909525,909693,172,2023.3,337.7,184
L,909753,909941,192,984.3,1391.7,226
L,909969,910153,188,751.3,1498.9,232
L,910169,910345,180,857.2,1484.1,249
L,910365,910525,164,971.1,1450.3,261
L,910549,910677,132,706.9,1507.8,258
L,912205,912385,184,1004.4,1328.9,391
L,912417,912441,28,1156.1,1452.5,335
L,912457,912489,36,1355.1,1354.1,193
L,912541,912705,168,1275.9,1367.9,181
L,915697,916065,372,1521.6,1223.7,388
L,916117,916205,92,1920.3,603.5,272
L,916329,916441,116,1916.8,602.2,269
L,916473,917973,1504,1920.4,1089.7,363
L,918025,919101,1080,2829.1,1162.6,393
L,919125,919525,404,3026.5,1218.0,229
L,919549,920465,920,3270.0,1196.9,244
L,920493,921193,704,2802.7,1201.4,269
L,922281,922341,64,2956.2,1440.8,363
L,925989,926241,256,2982.9,1356.4,393
L,926261,926521,264,3188.0,1289.5,249
L,928425,930121,1700,1941.6,1101.5,326
L,930169,930645,480,1210.4,1221.7,376
L,930665,931009,348,1095.1,1248.0,362
L,931029,931409,384,1071.7,1366.7,226
L,931437,932221,788,1074.7,1152.9,239
L,932249,932877,632,1063.5,1438.1,292
L,934557,934725,172,1372.0,1523.8,430
L,934753,935157,408,996.3,1325.1,273
L,935185,935221,40,1009.3,1079.8,244
L,938229,938737,512,1902.4,1089.0,352
L,939421,940177,760,1927.2,1099.9,231
L,940789,941297,512,1948.9,1069.5,229
L,941353,941861,512,1965.0,1042.6,205
L,941913,944589,2680,1982.2,1067.9,253
L,944641,945365,728,3114.8,986.8,197
L,945389,945649,264,3037.7,844.6,196
L,945677,946393,720,3101.9,1125.5,231
L,946413,946549,140,3119.1,1022.0,247
L,948217,948401,188,2836.1,997.9,359
L,948425,948785,364,3221.6,916.8,260
L,948813,948853,44,2892.8,817.5,239
L,949389,951481,2096,1937.8,1076.1,316
L,951525,951581,60,1143.5,1370.1,376
L,951605,952169,568,936.4,1466.4,233
L,952185,952949,768,826.3,1494.5,238
L,956345,956501,160,2260.7,1179.2,357
L,956529,957209,684,1900.0,1046.5,286
L,960797,960945,152,2139.6,882.7,397
L,960973,962365,1396,1902.7,1070.3,297
L,962425,962965,544,949.2,1395.4,297
L,962985,963253,272,795.8,1456.0,265
L,964861,965041,184,1103.2,1590.7,380
L,965057,965373,320,1108.9,1519.4,292
L,965413,967257,1848,1938.7,1060.8,258
L,967381,970969,3592,1923.5,1083.4,330
L,971021,971233,216,2972.4,1038.1,202
L,971257,971565,312,3165.2,1146.3,193
L,971589,972269,684,3120.8,915.3,198
L,974441,974689,252,2630.7,1391.5,370
L,974729,974993,268,1983.9,1037.2,279
L,975037,975269,236,2994.3,1072.9,242
L,975289,975473,188,3151.3,1179.7,261
L,975525,975721,200,2042.0,1099.2,292
L,975741,977785,2048,1944.5,1097.8,315
L,977829,978033,208,1153.2,1346.6,331
L,978057,978713,660,893.7,1449.9,215
L,978729,979101,376,1004.3,1455.0,240
L,979121,979505,388,1130.6,1427.4,248
L,982169,982325,160,1596.1,1541.1,396
L,982353,982493,144,1299.1,1420.7,366
L,982533,985389,2860,1942.4,1090.0,296
L,985429,985589,164,1268.7,1324.1,339
L,985649,985769,124,1429.0,146.1,213
L,985797,985933,140,1455.8,-415.9,187
L,985973,986137,168,2163.1,-2.6,183
L,986165,986309,148,2512.3,-2.4,180
L,986369,986589,224,1324.8,279.2,199
L,986629,986765,140,1957.9,305.9,201
L,986797,986977,184,2444.7,309.3,205
L,987057,987321,268,875.3,1455.1,231
L,987337,987681,348,978.3,1464.8,243
L,987701,988057,360,822.2,1493.0,265
L,989541,990125,588,1324.2,1391.4,320
L,990153,990465,316,950.3,1475.0,271
L,990485,990821,340,818.5,1529.2,281
L,990841,991157,320,700.0,1532.9,279
L,991185,992073,892,955.1,1485.3,294
L,992129,995437,3312,1926.7,1104.7,289
L,995485,995733,252,1029.5,1421.5,248
L,995753,996077,328,904.2,1439.9,198
L,996097,996397,304,1008.5,1446.8,240
L,996485,996605,124,1547.5,130.6,242
L,996633,996765,136,1664.9,-311.4,231
L,996801,996989,192,2259.5,1.4,214
L,997017,997121,108,2561.0,-8.7,212
L,997177,997401,228,1459.1,299.4,219
L,997437,997605,172,2022.4,290.6,210
L,997673,998205,536,1037.0,1388.9,249
L,998229,998689,464,877.4,1525.1,273
L,998713,998993,284,1085.5,1490.0,282
L,1001777,1001905,132,1057.2,1736.6,388
L,1001929,1002405,480,949.2,1559.1,310
L,1002425,1002689,268,1106.9,1509.5,268
L,1002737,1004949,2216,1941.0,1085.7,281
L,1005001,1005573,576,1037.4,1223.7,239
L,1005597,1006965,1372,1022.8,1424.0,251
