eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
L,4716499,4716515,20,1784.9,1158.4,1670.8,1029.3,1.9,141
L,4716779,4716811,36,1667.8,986.9,1207.3,1037.2,4.3,169
L,4716955,4717047,96,1142.6,1071.7,1827.3,3270.0,24.7,842
L,4717079,4717091,16,1881.2,3270.0,1850.6,3270.0,0.2,111
L,4717243,4717319,80,1885.5,3270.0,1989.2,1339.2,22.6,548
L,4717651,4717663,16,1963.5,1267.1,1878.4,1228.5,0.9,83
L,4717963,4717991,32,1874.2,1217.0,2154.4,981.5,4.0,183
L,4718275,4718299,28,2240.9,947.6,2624.3,965.0,3.5,186
L,4718575,4718615,44,2693.9,951.0,1978.5,1134.4,6.9,229
L,4718847,4718867,24,1874.6,1158.4,1626.4,1209.8,2.4,148
L,4719099,4719119,24,1599.8,1195.1,1830.4,1146.4,2.2,130
L,4719675,4719691,20,1884.3,1134.2,1761.8,1039.9,1.6,115
L,4720087,4720119,36,1767.6,977.4,2283.3,940.5,4.8,180
L,4720495,4720527,36,2369.6,961.7,1780.2,1074.5,5.6,228
L,4720779,4720791,16,1776.3,1090.8,1892.0,1095.5,1.1,97
L,4722795,4722831,40,1968.3,1121.7,2623.7,1201.9,6.1,220
L,4723075,4723087,16,2751.7,1197.6,2851.1,1183.3,0.9,79
L,4723407,4723423,20,2872.8,1163.1,2843.8,1045.7,1.5,105
L,4723891,4723943,56,2847.6,980.5,2747.7,509.3,5.9,147
L,4724287,4724323,40,2717.5,512.3,2039.2,419.3,6.2,247
L,4724567,4724587,24,1908.6,394.3,1897.8,178.8,2.6,156
L,4724787,4724807,24,1872.8,131.4,1709.6,57.9,1.7,99
L,4724991,4725159,172,1646.5,-2.9,2351.6,3270.0,35.1,848
L,4725211,4727631,2424,2389.6,3270.0,2191.0,1081.8,23.7,779
L,4727827,4727855,32,2197.5,1022.6,2678.7,1045.3,4.4,187
L,4728287,4728327,44,2765.6,1073.4,1911.4,1045.4,7.8,275
L,4730727,4730775,52,1885.6,1139.8,1108.3,1287.7,7.5,222
L,4731239,4731251,16,1003.7,1328.4,944.9,1361.8,0.7,61
L,4731639,4731651,16,924.0,1389.4,1006.7,1380.8,0.8,67
L,4732699,4732903,208,995.2,1353.5,1228.0,1352.1,2.2,922
L,4733323,4733359,40,1272.8,1314.4,1832.8,1126.2,5.8,222
