eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg
R,4103923,4104387,468,1879.2,985.5,987
R,4104415,4104667,256,2230.6,985.1,627
R,4104703,4105055,356,2745.0,1026.1,512
R,4105115,4105383,272,1640.1,1159.7,657
R,4105419,4105711,296,2132.8,1206.6,614
R,4105775,4105995,224,786.7,874.5,605
R,4106023,4106251,232,1264.4,898.4,654
R,4106291,4106603,316,1926.6,946.2,651
R,4106623,4106811,192,1763.8,946.9,688
R,4106867,4107167,304,635.6,944.1,734
R,4107271,4107943,676,2773.4,1062.9,699
R,4108171,4109291,1124,2481.8,1051.8,846
R,4109447,4110243,800,2578.9,1008.9,858
R,4110275,4111715,1444,2332.1,1014.1,853
R,4111743,4112463,724,2453.9,1102.4,899
R,4112491,4113387,900,2191.2,1044.1,949
R,4113419,4114171,756,1865.2,1118.4,925
R,4114231,4114279,52,2541.9,2133.1,615
R,4114295,4114587,296,2472.1,1692.9,800
R,4115683,4116507,828,2172.5,1267.9,768
R,4116655,4116939,288,2300.0,1594.6,755
R,4117139,4117403,268,1576.3,1049.4,916
R,4117447,4118547,1104,2130.7,1178.8,832
R,4118587,4118755,172,1636.0,1100.3,889
R,4118783,4119279,500,1860.4,900.5,848
R,4119295,4119747,456,1918.0,954.3,873
R,4119767,4120055,292,2077.6,1004.5,888
R,4120079,4121359,1284,1897.1,1021.0,949
R,4121427,4121451,28,3270.0,1907.1,1486
R,4121479,4121499,24,2836.4,1042.2,970
R,4121767,4121831,68,2678.0,1336.8,1003
R,4121883,4122323,444,2830.5,2245.2,1030
R,4122415,4122839,428,2748.2,1180.9,875
R,4122855,4123599,748,2848.7,1286.6,751
R,4123623,4123923,304,2698.0,1138.4,929
R,4123979,4124039,64,2848.8,1198.6,887
R,4124067,4124211,148,2848.8,1191.2,886
R,4124243,4124319,80,2848.0,1192.0,886
R,4124351,4124515,168,2847.3,1181.9,904
R,4124551,4124567,20,2846.1,1181.9,911
R,4124611,4124639,32,2843.4,1185.8,906
R,4124671,4124695,28,2840.6,1179.5,912
R,4124739,4124767,32,2845.2,1181.3,914
R,4124799,4124871,76,2850.1,1194.3,918
R,4125103,4125259,160,2798.5,1333.7,860
R,4125327,4125355,32,2796.1,1158.3,938
R,4125411,4125459,52,2800.9,1142.1,944
R,4125515,4125535,24,2801.2,1145.7,935
R,4125691,4125719,32,2801.1,1127.2,925
R,4125787,4125879,96,2801.4,1138.1,920
R,4125923,4125959,40,2808.5,1126.5,929
R,4126015,4126051,40,2811.8,1132.5,923
R,4126067,4126115,52,2849.5,1233.2,919
R,4126147,4126267,124,2863.0,1226.4,923
R,4126315,4126471,160,2863.5,1233.8,889
R,4126527,4127795,1272,1912.7,1019.0,861
R,4127823,4127983,164,1597.4,1080.5,917
R,4128063,4128415,356,1033.0,2044.4,935
R,4128475,4128707,236,1283.7,1110.2,891
R,4128735,4129539,808,924.3,1236.1,728
R,4129567,4129911,348,1182.2,1251.6,737
R,4129931,4131187,1260,972.8,1236.2,715
R,4131215,4131979,768,689.9,1248.3,724
R,4131995,4133103,1112,819.9,1248.7,779
R,4133131,4133303,176,1203.4,1168.2,826
R,4133347,4134731,1388,1975.6,1020.3,906
R,4134843,4135051,212,2875.7,972.5,831
R,4135079,4135123,48,2881.8,955.1,857
R,4135187,4135231,48,3270.0,1739.7,1234
R,4135251,4135655,408,3270.0,1705.4,1259
R,4135739,4135983,248,3227.4,1499.1,825
R,4136011,4136891,884,2851.1,1617.8,754
R,4136919,4138639,1724,2828.7,1251.4,836
R,4138667,4138695,32,2864.6,998.8,854
R,4138727,4138759,36,2863.0,934.4,892
R,4138807,4138831,28,2863.2,936.5,902
R,4138883,4138911,32,2867.7,943.5,889
R,4138975,4138999,28,2867.6,973.7,871
R,4139027,4139287,264,2872.0,982.0,844
R,4139359,4139379,24,2758.2,2433.4,599
R,4139435,4140947,1516,2845.9,1412.9,843
R,4140999,4141231,236,2024.0,1101.7,978
R,4141251,4142347,1100,1882.9,1071.6,1011
R,4142483,4142539,60,2747.3,972.0,1017
R,4142735,4143135,404,3270.0,1428.3,1247
R,4143315,4143335,24,2794.9,910.1,1047
R,4143403,4143431,32,2795.4,922.4,1036
R,4143511,4143531,24,2809.0,918.1,1017
R,4143575,4144127,556,2865.0,950.6,859
