eye,tStart,tEnd,duration
L,2235150,2239182,4036
L,2241114,2242654,1544
L,2247958,2250622,2668
L,2251734,2253438,1708
L,2256838,2257826,992
L,2262514,2263426,916
L,2267494,2268678,1188
L,2273234,2274318,1088
L,2277730,2278530,804
L,2282646,2283858,1216
L,2288022,2288846,828
L,2293286,2293978,696
L,2298470,2299294,828
L,2304234,2305014,784
L,2307518,2307858,344
L,2308614,2309270,660
L,2310846,2311526,684
L,2316494,2317338,848
L,2322022,2324730,2712
L,2331498,2332254,760
L,2336146,2336882,740
L,2341402,2342510,1112
L,2346586,2347206,624
L,2348074,2348806,736
L,2353242,2354170,932
L,2357622,2359210,1592
L,2360938,2360938,4
L,2363914,2364522,612
L,2365866,2366250,388
L,2366614,2368730,2120
L,2375398,2376086,692
L,2383142,2383786,648
L,2387190,2387678,492
L,2391834,2392454,624
L,2394466,2394850,388
L,2404254,2404974,724
L,2408986,2409970,988
L,2411418,2413282,1868
L,2415990,2416846,860
L,2420902,2421578,680
L,2425478,2426398,924
L,2430142,2430818,680
L,2434930,2435658,732
L,2444554,2445182,632
L,2448890,2448966,80
L,2449058,2449234,180
L,2450786,2451446,664
L,2455374,2455798,428
L,2459050,2459154,108
L,2464114,2464122,12
L,2464210,2464258,52
L,2464914,2467266,2356
L,2471098,2471834,740
L,2476766,2477626,864
L,2483210,2483802,596
L,2487942,2489090,1152
L,2493094,2493826,736
L,2497526,2498834,1312
L,2512422,2513098,680
L,2517146,2517966,824
L,2522038,2522650,616
L,2527318,2528866,1552
L,2530334,2531698,1368
L,2533438,2533806,372
L,2534478,2535246,772
L,2540518,2541374,860
L,2545166,2545934,772
L,2549462,2550054,596
L,2553970,2554666,700
L,2558722,2559634,916
L,2562130,2562474,348
L,2563174,2563722,552
L,2567614,2568294,684
L,2571778,2573046,1272
L,2574418,2575990,1576
L,2579070,2579770,704
L,2602970,2603774,808
L,2607414,2607862,452
L,2646590,2647126,540
L,2657306,2657902,600
L,2662778,2663354,580
L,2664018,2664770,756
L,2665882,2665966,88
L,2670030,2670094,68
L,2678882,2679678,800
L,2685622,2686186,568
L,2695934,2701506,5576
L,2703774,2703874,104
L,2704774,2706022,1252
L,2709634,2710614,984
L,2714226,2714898,676
