eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
L,3763824,3764032,212,1937.3,1073.4,1824.2,1050.8,1.1,991
L,3764128,3764152,28,1852.4,913.7,1523.3,913.9,3.0,150
L,3764340,3764388,52,1493.1,946.2,2550.3,882.4,9.6,273
L,3764492,3764660,172,2608.3,917.6,1890.7,1312.1,8.2,422
L,3764856,3764880,28,1903.4,1224.7,2249.6,1176.9,3.2,164
L,3764992,3765808,820,2315.0,1167.3,1724.2,988.0,5.8,573
L,3765964,3766000,40,1772.1,918.3,2504.3,824.9,6.7,218
L,3766348,3766372,28,2551.0,852.6,2065.8,936.8,4.5,233
L,3766584,3766604,24,1953.4,991.0,1618.3,1056.4,3.2,191
L,3766812,3766824,16,1570.5,1083.6,1649.1,1147.4,1.1,96
L,3767164,3767184,24,1670.3,1166.5,1946.5,1137.7,2.6,151
L,3767508,3767520,16,1991.8,1143.5,1922.1,1106.4,0.8,72
L,3768860,3768872,16,1891.7,1093.4,1782.9,1077.4,1.0,93
L,3769060,3769104,48,1704.2,1047.3,1066.2,1139.4,6.0,168
L,3769708,3769716,12,1009.1,1161.7,1065.0,1161.2,0.5,64
L,3769916,3769932,20,1091.5,1195.7,1069.4,1342.9,1.9,129
L,3770620,3770636,20,1055.2,1393.1,1026.7,1531.9,1.8,128
L,3771128,3771360,236,1051.6,1627.4,1872.7,1054.2,10.4,475
L,3771920,3771932,16,1942.6,981.3,1960.5,1052.4,0.9,81
L,3773408,3773468,64,1961.5,1056.6,2814.2,1081.2,7.8,169
L,3773804,3773816,16,2935.0,1128.7,3035.5,1168.3,1.0,92
L,3774400,3774412,16,3031.3,1206.8,3070.1,1256.3,0.7,64
L,3774688,3774696,12,3088.6,1264.7,3046.4,1248.0,0.4,54
L,3775644,3775728,88,2981.4,1204.1,1855.2,1061.5,10.4,340
L,3779064,3779072,12,2012.6,1042.3,1960.9,1041.4,0.5,60
L,3780652,3780724,76,1935.4,1040.0,1127.5,2018.4,14.3,254
L,3780992,3781000,12,1050.9,2145.4,1007.9,2189.5,0.7,82
L,3781328,3781372,48,996.7,2173.2,1072.0,1553.6,7.7,254
L,3781892,3781924,36,1091.2,1526.0,1418.4,1242.2,4.7,170
L,3782240,3782264,28,1525.6,1181.4,1834.1,1049.8,3.3,156
