eye,tStart,tEnd,duration
L,912855,912989,136
L,914085,914119,36
L,916211,916321,112
L,917445,917897,454
L,922731,922957,228
L,926963,927099,138
L,927565,927817,254
L,929161,929731,572
L,933505,933623,120
L,934191,934609,420
L,935933,935991,60
L,939199,939527,330
L,939735,939819,86
L,941523,941601,80
L,941799,941841,44
L,943905,944261,358
L,944543,944579,38
L,945043,945193,152
L,946467,946537,72
L,946923,947545,624
L,947751,948237,488
L,948695,949169,476
L,949499,949593,96
L,950567,950619,54
L,951029,953951,2924
L,954089,954253,166
L,955303,955401,100
L,955729,958705,2978
L,959095,959699,606
L,960187,965847,5662
L,966437,966545,110
L,967505,967605,102
L,967811,967977,168
L,968481,969269,790
L,970021,970191,172
L,971077,971171,96
L,971861,971927,68
L,977521,977577,58
L,977871,978417,548
L,982593,983035,444
L,984105,984179,76
L,988703,989729,1028
L,991687,991805,120
L,995885,996669,786
L,998007,998361,356
L,1001757,1001859,104
L,1002065,1003545,1482
L,1004559,1004641,84
L,1007573,1008113,542
L,1008931,1009029,100
L,1013083,1013271,190
L,1016377,1016493,118
L,1020043,1020081,40
L,1020811,1021247,438
L,1021933,1022051,120
L,1023965,1024099,136
L,1024949,1025443,496
L,1025905,1026473,570
L,1029051,1029187,138
L,1033953,1034179,228
L,1037033,1037541,510
L,1038483,1038647,166
L,1042461,1043057,598
L,1047091,1047237,148
L,1050241,1051047,808
L,1051931,1052087,158
L,1056359,1056417,60
L,1060317,1060487,172
L,1064265,1064813,550
L,1068741,1068879,140
L,1070861,1070943,84
L,1071487,1072615,1130
L,1074771,1074825,56
L,1075335,1075467,134
L,1075821,1075921,102
L,1077063,1077127,66
L,1077919,1078045,128
L,1078523,1078609,88
L,1079115,1079275,162
L,1079499,1081243,1746
L,1081539,1081859,322
L,1082137,1082307,172
L,1082645,1082873,230
L,1083491,1085595,2106
L,1086287,1086391,106
L,1086567,1087721,1156
L,1088985,1089225,242
L,1092315,1092385,72
L,1093363,1093809,448
L,1094031,1094173,144
L,1098249,1098359,112
L,1101267,1101933,668
L,1103061,1103261,202
L,1106763,1107209,448
L,1114045,1114231,188
L,1118489,1118673,186
L,1122411,1122545,136
L,1127175,1127657,484
L,1131795,1131935,142
L,1135631,1135745,116
L,1139573,1139677,106
L,1143783,1143795,14
L,1144625,1144701,78
L,1147989,1148649,662
L,1153109,1153191,84
L,1156971,1157139,170
L,1160745,1160879,136
L,1161509,1161741,234
L,1165371,1165589,220
L,1169529,1169681,154
L,1172671,1173169,500
L,1173807,1173959,154
L,1175043,1175113,72
L,1176575,1177249,676
L,1178335,1178401,68
L,1182139,1182175,38
L,1183149,1183273,126
L,1185551,1185645,96
L,1189599,1189599,2
L,1197001,1197087,88
L,1200841,1200941,102
L,1202049,1202471,424
L,1202659,1202901,244
L,1206659,1206791,134
L,1208171,1208337,168
L,1212913,1213015,104
L,1214447,1214531,86
L,1218907,1219081,176
L,1222285,1222365,82
L,1222931,1223019,90
L,1225107,1225189,84
L,1229527,1230113,588
L,1230281,1230441,162
L,1231445,1231925,482
L,1236195,1236329,136
L,1236937,1237017,82
L,1240577,1240785,210
L,1244867,1245055,190
L,1253045,1253241,198
L,1253839,1253873,36
L,1257669,1257743,76
L,1264039,1264079,42
L,1264523,1264815,294
L,1269205,1269347,144
L,1273715,1273861,148
L,1278129,1278273,146
L,1280533,1280793,262
L,1281983,1283435,1454
L,1288311,1288471,162
L,1293019,1293181,164
L,1302637,1302859,224
L,1307929,1308081,154
L,1313811,1313829,20
L,1315653,1316257,606
L,1324891,1325137,248
L,1333573,1333765,194
L,1334413,1334607,196
L,1339631,1339837,208
L,1343479,1343671,194
L,1347071,1347321,252
L,1347983,1348781,800
L,1351429,1351569,142
L,1357777,1357907,132
L,1361655,1361917,264
L,1365643,1365887,246
L,1369999,1370121,124
L,1372023,1372211,190
L,1372283,1372291,10
L,1373821,1374523,704
L,1375633,1375887,256
L,1380203,1380277,76
L,1386651,1386845,196
L,1390505,1391175,672
L,1394339,1394501,164
L,1396603,1396705,104
L,1401219,1401365,148
L,1404901,1405067,168
L,1409311,1409341,32
L,1409625,1409915,292
L,1413339,1414819,1482
L,1421897,1422117,222
L,1427931,1428077,148
L,1442957,1443297,342
L,1443689,1443889,202
L,1447587,1448811,1226
L,1453603,1453717,116
L,1459413,1459681,270
L,1463523,1463895,374
L,1465219,1465419,202
L,1468115,1468411,298
L,1468457,1469485,1030
L,1470227,1470499,274
L,1474807,1475005,200
L,1477755,1477945,192
L,1479211,1479445,236
L,1483559,1483681,124
L,1483917,1486287,2372
L,1490311,1490547,238
L,1494527,1494897,372
L,1499031,1499179,150
L,1502915,1502977,64
L,1505207,1505391,186
L,1506349,1507349,1002
L,1511589,1511883,296
L,1515539,1515815,278
L,1516045,1516425,382
L,1520279,1520525,248
L,1521005,1521277,274
L,1524955,1525229,276
L,1525307,1525349,44
L,1526903,1527123,222
L,1529207,1529423,218
L,1533113,1533455,344
L,1537109,1538133,1026
L,1541881,1542061,182
L,1543179,1543469,292
L,1546727,1547421,696
L,1551727,1552641,916
L,1554845,1554971,128
L,1557109,1557275,168
L,1557383,1557939,558
L,1559745,1559933,190
L,1561877,1562057,182
L,1562705,1563807,1104
L,1568435,1568607,174
L,1573899,1574135,238
L,1577789,1577965,178
L,1578967,1579221,256
L,1580073,1580175,104
L,1580541,1603867,23328
L,1604665,1604761,98
L,1605345,1605745,402
L,1611389,1611641,254
L,1615459,1616565,1108
L,1623251,1623595,346
L,1627391,1627619,230
L,1630355,1631121,768
L,1632085,1632335,252
L,1634121,1634331,212
L,1636709,1637013,306
L,1639713,1639765,54
L,1640487,1640729,244
L,1646343,1646547,206
L,1650463,1650751,290
L,1651129,1651321,194
L,1654827,1654999,174
L,1655285,1655901,618
L,1659823,1660075,254
L,1663767,1663945,180
L,1667739,1667977,240
L,1668067,1668331,266
L,1671905,1672183,280
L,1675793,1676281,490
L,1676331,1676373,44
L,1678643,1678677,36
L,1680035,1680469,436
L,1683975,1684309,336
L,1687941,1688279,340
L,1691213,1691363,152
L,1692069,1692391,324
L,1693275,1693407,134
L,1694171,1694773,604
L,1698019,1699085,1068
L,1702865,1703069,206
L,1710393,1710533,142
L,1711905,1712123,220
L,1716011,1716103,94
L,1717017,1717879,864
L,1721683,1722163,482
L,1723945,1724599,656
L,1726099,1726385,288
L,1730159,1730317,160
L,1730649,1731051,404
L,1731609,1731843,236
L,1734549,1734673,126
L,1735261,1735447,188
L,1738183,1738279,98
L,1739005,1739189,186
L,1742255,1742541,288
L,1743163,1744181,1020
L,1747745,1747985,242
L,1748353,1748575,224
L,1752063,1752435,374
L,1755969,1756293,326
L,1758011,1758329,320
L,1761313,1761513,202
L,1762527,1763651,1126
L,1772039,1772323,286
L,1773789,1774179,392
L,1774221,1774455,236
L,1776057,1776839,784
L,1777701,1778259,560
L,1778943,1779919,978
L,1780257,1781139,884
L,1781209,1781319,112
L,1789753,1789971,220
L,1790967,1791711,746
L,1797447,1797721,276
L,1798465,1798583,120
L,1799041,1799703,664
L,1803233,1803869,638
L,1809941,1810203,264
L,1812553,1813043,492
L,1813737,1815103,1368
L,1815797,1815979,184
L,1816557,1816897,342
L,1817785,1818013,230
L,1818771,1818933,164
L,1819343,1839663,20322
L,1839741,1842759,3020
L,1843973,1844335,364
L,1844847,1845367,522
L,1847323,1847619,298
L,1848581,1848761,182
L,1849017,1849313,298
L,1850323,1851461,1140
L,1852193,1853367,1176
L,1855697,1855883,188
L,1857169,1857811,644
L,1859813,1860023,212
L,1861803,1862043,242
L,1865981,1866267,288
L,1870237,1870413,178
L,1872013,1872285,274
L,1875813,1875999,188
L,1880055,1880341,288
L,1884225,1884533,310
L,1888463,1888495,34
L,1888961,1890067,1108
L,1895441,1896101,662
L,1896693,1897055,364
L,1897469,1897615,148
L,1903079,1906895,3818
L,1907875,1908177,304
L,1909717,1910087,372
L,1916683,1917111,430
L,1917647,1917957,312
L,1920299,1920779,482
L,1921391,1921817,428
L,1923161,1923255,96
L,1923297,1923307,12
L,1923649,1924593,946
L,1925465,1925657,194
L,1926061,1926377,318
L,1926717,1927189,474
L,1927747,1956177,28432
L,1958113,1958359,248
L,1958829,1959477,650
L,1959597,1960011,416
L,1963571,1965209,1640
L,1965973,1966143,172
L,1967967,1968069,104
L,1970247,1970447,202
L,1971743,1971903,162
L,1975475,1976417,944
L,1976461,1976575,116
L,1977841,1978071,232
L,1978325,1978803,480
L,1979395,1979833,440
L,1980333,1981421,1090
L,1981831,1982189,360
L,1982491,1982753,264
L,1984603,1992531,7930
L,1993029,2021109,28082
L,2024129,2024435,308
L,2025945,2026307,364
L,2030325,2030901,578
L,2032495,2032917,424
L,2033963,2034213,252
L,2035461,2035673,214
L,2036571,2036881,312
L,2039275,2039495,222
L,2040197,2040319,124
L,2041279,2041437,160
L,2044425,2044601,178
L,2045835,2046059,226
L,2049307,2049499,194
L,2050295,2050427,134
L,2051271,2051833,564
L,2053263,2053403,142
L,2054893,2055187,296
L,2058141,2058357,218
L,2060403,2060949,548
L,2062265,2062549,286
L,2063269,2063549,282
L,2064599,2064991,394
L,2066613,2066625,14
L,2067295,2067383,90
L,2068059,2077503,9446
L,2077619,2079227,1610
L,2084325,2084519,196
L,2085637,2085861,226
L,2087937,2088203,268
L,2090057,2090291,236
L,2093873,2094143,272
L,2094185,2094217,34
L,2097455,2098515,1062
L,2099637,2100465,830
L,2101021,2101257,238
L,2101725,2102201,478
L,2102537,2102939,404
L,2107385,2107685,302
L,2108867,2109961,1096
L,2114359,2114619,262
L,2116365,2116745,382
L,2118049,2118349,302
L,2120311,2120871,562
L,2122575,2122767,194
L,2122811,2122819,10
L,2126541,2126899,360
L,2128383,2128563,182
L,2128977,2129371,396
L,2129495,2129567,74
L,2133427,2133723,298
L,2134039,2134077,40
L,2138839,2139521,684
L,2140343,2141035,694
L,2141279,2141675,398
L,2142871,2192945,50076
L,2196439,2197043,606
L,2199027,2199291,266
L,2202531,2202893,364
L,2203241,2203535,296
L,2206959,2207277,320
L,2207457,2207723,268
L,2210981,2211283,304
L,2211557,2211821,266
L,2214095,2214273,180
L,2215309,2216041,734
L,2217975,2218421,448
L,2219747,2220163,418
L,2221037,2221579,544
L,2221997,2222241,246
L,2222501,2233177,10678
L,2233483,2242279,8798
L,2245153,2246463,1312
L,2247171,2247983,814
L,2248681,2248849,170
L,2250797,2251051,256
L,2251149,2251399,252
L,2252793,2253517,726
L,2254715,2254897,184
L,2255775,2256227,454
L,2257605,2258501,898
L,2261825,2263323,1500
L,2263935,2264065,132
L,2268409,2268799,392
L,2271149,2271329,182
L,2272557,2272945,390
L,2276371,2276533,164
L,2279997,2280237,242
L,2280377,2280697,322
L,2284001,2284499,500
L,2291037,2291239,204
L,2294881,2295155,276
L,2296857,2297523,668
L,2299223,2299467,246
L,2302941,2303223,284
L,2305677,2306189,514
L,2307251,2308139,890
L,2308411,2308503,94
L,2309319,2309469,152
L,2310099,2329773,19676
L,2331489,2331849,362
L,2333239,2333419,182
L,2334679,2334801,124
L,2336651,2336919,270
L,2338447,2338645,200
L,2343853,2344165,314
L,2345389,2345701,314
L,2346323,2346571,250
L,2351627,2351829,204
L,2353227,2353387,162
L,2354577,2354931,356
L,2358759,2359259,502
L,2365137,2365329,194
L,2366137,2367063,928
L,2374237,2374589,354
L,2379473,2379925,454
L,2381449,2383775,2328
L,2384305,2384685,382
L,2385579,2387057,1480
L,2390255,2390575,322
L,2392033,2392273,242
L,2395469,2395771,304
L,2397521,2397827,308
L,2398491,2399373,884
L,2399439,2407023,7586
L,2408511,2408797,288
L,2410221,2410507,288
L,2412131,2412353,224
L,2412477,2412793,318
L,2414531,2414769,240
L,2414825,2414841,18
L,2416195,2416429,236
L,2416547,2416849,304
L,2418267,2418643,378
L,2419951,2420223,274
L,2420309,2420667,360
L,2421957,2422363,408
L,2423893,2423935,44
L,2424003,2424787,786
L,2428489,2428687,200
L,2430697,2430927,232
L,2432459,2432797,340
L,2435935,2436173,240
L,2436579,2436997,420
L,2440983,2441191,210
L,2441429,2441581,154
L,2443785,2443979,196
L,2448619,2448881,264
L,2450029,2450309,282
L,2450363,2450709,348
L,2451433,2451587,156
L,2455053,2455265,214
L,2456617,2457181,566
L,2459863,2460187,326
L,2463011,2463741,732
L,2464691,2464925,236
L,2468807,2468905,100
L,2469087,2469411,326
L,2473227,2473405,180
L,2474321,2474583,264
L,2477499,2477789,292
L,2478599,2478827,230
L,2479921,2480043,124
L,2480247,2480265,20
L,2480833,2480871,40
L,2481053,2481117,66
L,2483405,2483509,106
L,2483873,2483947,76
L,2484261,2484347,88
L,2484603,2484683,82
L,2485427,2485493,68
L,2485813,2485845,34
L,2486337,2486403,68
L,2486965,2487043,80
L,2487683,2487887,206
L,2488547,2489079,534
L,2489871,2490051,182
L,2490867,2491139,274
L,2492019,2493421,1404
L,2494623,2494745,124
L,2496015,2496095,82
L,2496431,2496583,154
L,2497337,2497497,162
L,2498215,2498357,144
L,2499179,2505185,6008
L,2505687,2506009,324
L,2507463,2507731,270
L,2508363,2509465,1104
L,2511077,2511551,476
L,2512391,2519193,6804
L,2519647,2520513,868
L,2520985,2521079,96
L,2521865,2525047,3184
L,2525349,2525609,262
L,2526527,2528319,1794
L,2528595,2529615,1022
L,2530911,2618047,87138
L,2618509,2618645,138
L,2620881,2621027,148
L,2621743,2621795,54
L,2622329,2622543,216
L,2623067,2623225,160
L,2623495,2623743,250
L,2624717,2625207,492
L,2625551,2626089,540
L,2626393,2630499,4108
L,2631035,2631161,128
L,2632383,2632475,94
L,2635299,2635347,50
L,2635587,2635715,130
L,2635995,2638163,2170
L,2638957,2639021,66
L,2640713,2640853,142
L,2645853,2646001,150
L,2649089,2649211,124
L,2655151,2655309,160
L,2657337,2658189,854
L,2658933,2659101,170
L,2661439,2661505,68
L,2661909,2662029,122
L,2662617,2662809,194
L,2663083,2663707,626
L,2665473,2665641,170
L,2665861,2666729,870
L,2667301,2667449,150
L,2668233,2668381,150
L,2670113,2671049,938
L,2676923,2678091,1170
L,2680991,2681241,252
L,2685661,2685997,338
L,2688991,2689601,612
L,2692379,2692533,156
L,2695431,2695641,212
L,2701807,2702743,938
L,2703591,2703721,132
L,2704583,2704995,414
L,2707661,2707885,226
L,2710927,2711717,792
L,2717345,2717667,324
L,2726721,2727031,312
L,2730501,2731191,692
L,2736963,2737257,296
L,2740179,2740359,182
L,2742109,2742447,340
L,2745905,2746293,390
L,2748669,2749317,650
L,2753901,2754055,156
L,2755015,2755351,338
L,2759755,2759925,172
L,2760363,2760691,330
L,2761429,2761665,238
L,2764269,2765015,748
L,2766245,2766767,524
L,2766935,2767639,706
L,2768443,2769497,1056
L,2774041,2774331,292
