eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg
L,912711,912783,74,1866.2,962.8,4556
L,913041,913151,112,1910.5,921.3,4460
L,913171,914073,904,1905.3,1017.7,4609
L,914129,914345,218,1925.5,1040.3,4546
L,914385,914841,458,1631.7,633.6,4517
L,914875,915377,504,1301.6,1086.6,4696
L,915397,916139,744,1012.3,1251.4,4793
L,916419,916937,520,1337.6,1197.2,4789
L,916981,917145,166,2148.3,1107.9,4703
L,917173,917377,206,2627.1,1146.7,4592
L,917993,918957,966,2478.6,933.2,4517
L,919011,919701,692,2130.4,417.5,4473
L,919741,919937,198,1686.9,933.9,4656
L,919959,920145,188,1410.9,968.1,4467
L,920165,920367,204,1606.5,984.8,4189
L,920399,922241,1844,2049.1,974.1,3957
L,922269,922369,102,1512.3,1074.9,4200
L,922391,922541,152,1215.9,1069.6,4049
L,922593,922683,92,2191.0,972.9,3805
L,923007,925371,2366,1896.8,978.2,4000
L,925385,925573,190,1793.8,899.5,4306
L,925599,925697,100,1448.2,1034.9,4392
L,925727,925987,262,961.0,1041.6,4227
L,926029,926209,182,1656.4,1017.5,3942
L,926249,926407,160,2238.7,1012.5,3850
L,926463,926703,242,1305.6,1050.4,3811
L,926769,926909,142,2191.3,990.3,3655
L,927193,927369,178,2866.2,1009.0,3590
L,927393,927499,108,3165.6,988.1,3591
L,927919,928055,138,1388.3,1012.3,3903
L,928083,928287,206,940.0,1049.5,3883
L,928303,928377,76,770.6,1013.5,3770
L,928425,928603,180,1740.3,973.1,3625
L,928637,929101,466,2342.2,978.9,3325
L,929771,932759,2990,1979.2,1010.8,3752
L,932823,932979,158,761.4,1065.0,4054
L,933001,933219,220,455.2,1018.9,3824
L,933245,933453,210,827.0,1006.9,3822
L,933739,934141,404,836.6,907.9,3929
L,934619,934705,88,1829.1,1040.1,4010
L,934731,934917,188,2207.8,1027.7,4045
L,934951,935161,212,2677.7,1025.1,3871
L,935187,935363,178,3019.2,1057.0,3750
L,935389,935579,192,3270.0,1026.9,3644
L,935645,935879,236,2161.7,1008.4,3939
L,936097,936779,684,1863.3,919.0,4157
L,936801,937131,332,1751.3,1131.5,4269
L,937155,937921,768,1868.5,1311.2,4314
L,937943,938505,564,1759.0,1179.5,4106
L,938521,939177,658,1781.6,1268.6,4151
L,939561,939667,108,1833.2,1203.8,4629
L,939687,939723,38,2029.7,1214.2,4499
L,939829,940019,192,2041.9,1249.9,4398
L,940037,940317,282,1851.3,1240.8,4401
L,940333,940769,438,2052.2,1228.2,4433
L,940787,941495,710,1913.6,1197.3,4473
L,941639,941729,92,1788.7,1171.3,4496
L,941943,942583,642,1956.7,1079.5,4472
L,942605,943633,1030,1862.3,1264.6,4491
L,943649,943881,234,1821.8,1196.1,4480
L,944281,944453,174,1991.4,1159.5,4191
L,944679,944851,174,1829.7,1206.7,4145
L,944877,945011,136,1454.0,1185.0,4236
L,945273,945913,642,1791.5,1118.1,4097
L,945965,946123,160,1007.2,1023.2,4166
L,946205,946403,200,2523.3,915.8,4064
L,946623,946849,228,1595.5,1245.4,4103
L,947627,947695,70,2183.2,1590.8,3472
L,948313,948443,132,2004.2,1511.0,3708
L,948469,948645,178,1593.0,1245.0,3892
L,949255,949447,194,1904.6,962.7,3910
L,949685,949825,142,1298.6,1266.3,4122
L,949873,950283,412,1202.1,2021.2,4356
L,950319,950501,184,1778.8,1492.0,4215
L,950693,950955,264,1476.4,1506.7,4369
L,954025,954045,22,1965.0,1484.7,3932
L,954333,954457,126,1737.5,1184.2,4595
L,954489,954647,160,2238.1,1136.2,4462
L,954679,954907,230,1763.7,1127.1,4346
L,954927,955111,186,1530.0,1161.2,4222
L,955145,955241,98,2109.5,1109.2,4127
L,955513,955683,172,1779.7,936.9,4156
L,958803,958999,198,2000.9,1140.6,4459
L,959787,959963,178,1791.7,978.2,4414
L,959993,960103,112,2223.3,1201.9,4405
L,965899,965989,92,1962.3,1319.7,4650
L,966017,966229,214,1575.1,1138.6,4695
L,966267,966379,114,2197.9,1120.1,4529
L,966625,966755,132,1774.3,1083.4,4318
L,966853,967451,600,1901.2,1178.6,4349
L,967705,967759,56,1691.6,1196.8,4057
L,968063,968367,306,1757.4,1283.0,4303
L,969373,969553,182,1960.7,1122.8,4272
L,969579,969943,366,1585.8,1193.4,4248
L,970201,970227,28,2200.4,3270.0,4133
L,970333,970839,508,1858.5,1148.2,4198
L,970855,971039,186,1721.1,1154.0,4131
L,971259,971429,172,2475.5,1222.9,4015
L,971467,971811,346,1868.4,1080.0,4148
L,972035,972127,94,282.0,1080.1,4210
L,972191,972509,320,1888.1,1173.9,4294
L,972525,972689,166,1902.0,1078.0,4312
L,972741,972871,132,1185.7,1705.6,4483
L,972895,972959,66,1034.4,1984.1,4530
L,973007,973845,840,1885.8,1123.1,4419
L,973867,974205,340,2139.7,1129.5,4450
L,974253,974399,148,1757.6,288.8,4323
L,974433,974591,160,1299.9,7.2,4138
L,974613,974703,92,1565.2,-33.3,3927
L,974737,974917,182,2190.3,7.1,3772
L,974943,975049,108,2580.8,53.3,3694
L,975095,975315,222,2926.3,991.2,3867
L,975387,975537,152,1375.7,288.4,3875
L,975557,975699,144,1158.0,258.7,3815
L,975749,975923,176,2164.3,324.7,3750
L,975955,976233,280,2703.6,274.4,3722
L,976297,976443,148,1211.6,265.5,3943
L,976465,976657,194,992.0,192.0,3972
