time,text
2028165,!CAL
2028166,!CAL Calibration points:
2028166,"!CAL 1.4, -29.8 1906, 4939"
2028166,"!CAL -0.5, -41.9 2086, 8311"
2028166,"!CAL 2.6, -16.2 1752, 1967"
2028166,"!CAL -31.6, -25.7 -2096, 5008"
2028166,"!CAL 30.9, -33.1 6175, 4896"
2028166,"!CAL eye check box: (L,R,T,B)"
2028166,"!CAL href cal range: (L,R,T,B)"
2028166,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
2028166,"!CAL Prenormalize: offx, offy = 1.3759 -29.825"
2028166,!CAL Gains: cx:132.068 lx:105.707 rx:158.991
2028167,!CAL Gains: cy:103.037 ty:321.387 by:176.591
2028167,"!CAL Resolution (upd) at screen center: X=2.0, Y=2.5"
2028167,!CAL Gain Change Proportion: X: 0.504 Y: 0.820
2028167,!CAL Gain Ratio (Gy/Gx) = 0.780
2028167,!CAL Bad Y/X gain ratio: 0.780
2028167,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
2028167,"!CAL CR gain match(x,y) = 1.000, 1.000"
2028167,!CAL Slip rotation correction OFF
2028169,!CAL CALIBRATION HV5 L LEFT GOOD
2035743,"!CAL VALIDATION HV5 L LEFT FAIR ERROR 0.64 avg. 1.60 max OFFSET 0.58 deg. 22.4,-46.6 pix."
2035743,"VALIDATE L POINT 0 LEFT at 1920,1080 OFFSET 0.44 deg. 20.5,-33.9 pix."
2035743,"VALIDATE L POINT 1 LEFT at 1920,184 OFFSET 1.60 deg. 42.4,-132.5 pix."
2035743,"VALIDATE L POINT 2 LEFT at 1920,1975 OFFSET 0.25 deg. 22.3,14.0 pix."
2035743,"VALIDATE L POINT 3 LEFT at 230,1080 OFFSET 0.45 deg. 0.1,-38.0 pix."
2035743,"VALIDATE L POINT 4 LEFT at 3609,1080 OFFSET 0.12 deg. 12.7,5.3 pix."
2044413,"!CAL VALIDATION HV5 L LEFT GOOD ERROR 0.37 avg. 0.77 max OFFSET 0.26 deg. 2.9,-21.9 pix."
2044413,"VALIDATE L POINT 0 LEFT at 1920,1080 OFFSET 0.19 deg. -7.7,-15.6 pix."
2044413,"VALIDATE L POINT 1 LEFT at 1920,184 OFFSET 0.77 deg. -10.2,-64.8 pix."
2044413,"VALIDATE L POINT 2 LEFT at 1920,1975 OFFSET 0.15 deg. 7.3,11.2 pix."
2044413,"VALIDATE L POINT 3 LEFT at 230,1080 OFFSET 0.36 deg. 15.2,-28.7 pix."
2044413,"VALIDATE L POINT 4 LEFT at 3609,1080 OFFSET 0.49 deg. 55.1,12.4 pix."
2049891,"DRIFTCORRECT L LEFT at 1920,1080 OFFSET 0.16 deg. -18.2,1.5 pix."
2050466,RECCFG CR 500 2 1 L
2050466,ELCLCFG RTABLER
2050466,GAZE_COORDS 0.00 0.00 3839.00 2159.00
2050466,THRESHOLDS L 47 193
2050466,ELCL_PROC ELLIPSE (5)
2050466,ELCL_EFIT_PARAMS 1.01 4.00 0.15 0.05 0.65 0.65 0.00 0.00 0.30
2050467,!MODE RECORD CR 500 2 1 L
2056068,TRIALID 1
2056076,FIX_START
2057071,FIX_END
2057088,STIM_START
2057338,STIM_END
2057838,RESP_START
2063823,RESP_END
2063824,TRIAL_END 1
2063824,TRIALID 2
2063827,FIX_START
2064322,FIX_END
2064338,STIM_START
2064605,STIM_END
2065105,RESP_START
2070107,RESP_END
2070107,TRIAL_END 2
2070107,TRIALID 3
2070110,FIX_START
2070606,FIX_END
2070623,STIM_START
2070873,STIM_END
