time,text
1727130,!CAL
1727133,!CAL Calibration points:
1727133,"!CAL -2.0, -28.1 2031, 5009"
1727133,"!CAL -8.0, -50.9 2141, 8424"
1727133,"!CAL -0.7, -13.2 1931, 1914"
1727133,"!CAL -42.2, -27.3 -2037, 4960"
1727133,"!CAL 24.4, -29.1 6504, 5086"
1727133,"!CAL eye check box: (L,R,T,B)"
1727133,"!CAL href cal range: (L,R,T,B)"
1727133,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
1727133,"!CAL Prenormalize: offx, offy = -1.9902 -28.059"
1727133,!CAL Gains: cx:132.487 lx:51.544 rx:213.432
1727133,!CAL Gains: cy:261.287 ty:121.105 by:250.654
1727133,"!CAL Resolution (upd) at screen center: X=2.0, Y=1.0"
1727133,!CAL Gain Change Proportion: X: 3.141 Y: 1.070
1727133,!CAL X Nonlinearity Proportion too large
1727133,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
1727133,"!CAL CR gain match(x,y) = 1.000, 1.000"
1727133,!CAL Slip rotation correction OFF
1727135,!CAL CALIBRATION HV5 L LEFT GOOD
1734851,"!CAL VALIDATION HV5 L LEFT GOOD ERROR 0.22 avg. 0.55 max OFFSET 0.13 deg. -9.3,-8.3 pix."
1734851,"VALIDATE L POINT 0 LEFT at 1920,1080 OFFSET 0.16 deg. -14.3,8.1 pix."
1734851,"VALIDATE L POINT 1 LEFT at 1920,184 OFFSET 0.14 deg. -3.1,-11.6 pix."
1734851,"VALIDATE L POINT 2 LEFT at 1920,1975 OFFSET 0.30 deg. -5.5,-24.4 pix."
1734851,"VALIDATE L POINT 3 LEFT at 230,1080 OFFSET 0.18 deg. -1.9,-14.5 pix."
1734874,"VALIDATE L POINT 4 LEFT at 3609,1080 OFFSET 0.55 deg. -12.9,-44.5 pix."
1740594,"DRIFTCORRECT L LEFT at 1920,1080 OFFSET 0.49 deg. -47.7,19.9 pix."
1741140,RECCFG CR 250 2 1 L
1741140,ELCLCFG RTABLER
1741140,GAZE_COORDS 0.00 0.00 3839.00 2159.00
1741140,THRESHOLDS L 88 220
1741140,ELCL_PROC ELLIPSE (5)
1741140,ELCL_EFIT_PARAMS 1.01 4.00 0.15 0.05 0.65 0.65 0.00 0.00 0.30
1741141,!MODE RECORD CR 250 2 1 L
1825819,TRIALID 1
1825834,FIX_START
1826834,FIX_END
1826850,STIM_START
1827117,STIM_END
1827617,RESP_START
1833651,RESP_END
1833651,TRIAL_END 1
1833651,TRIALID 2
1833654,FIX_START
1834651,FIX_END
1834668,STIM_START
1834918,STIM_END
1835418,RESP_START
1838618,RESP_END
1838618,TRIAL_END 2
1838618,TRIALID 3
1838620,FIX_START
1839618,FIX_END
1839635,STIM_START
1839885,STIM_END
1840385,RESP_START
1844619,RESP_END
1844619,TRIAL_END 3
1844619,TRIALID 4
1844621,FIX_START
1845118,FIX_END
1845135,STIM_START
1845402,STIM_END
1845902,RESP_START
1852703,RESP_END
1852703,TRIAL_END 4
1852703,TRIALID 5
1852706,FIX_START
1853203,FIX_END
1853219,STIM_START
1853470,STIM_END
1853971,RESP_START
1859088,RESP_END
1859088,TRIAL_END 5
1859088,TRIALID 6
1859090,FIX_START
1859587,FIX_END
1859603,STIM_START
1859853,STIM_END
1860353,RESP_START
1863921,RESP_END
1863921,TRIAL_END 6
1863921,TRIALID 7
1863923,FIX_START
1864420,FIX_END
1864437,STIM_START
1864703,STIM_END
1865203,RESP_START
1872722,RESP_END
1872722,TRIAL_END 7
1872722,TRIALID 8
1872724,FIX_START
1873221,FIX_END
1873237,STIM_START
1873504,STIM_END
1874004,RESP_START
1881605,RESP_END
1881605,TRIAL_END 8
1881605,TRIALID 9
1881607,FIX_START
1882105,FIX_END
1882122,STIM_START
1882372,STIM_END
1882872,RESP_START
1885472,RESP_END
1885472,TRIAL_END 9
1885472,TRIALID 10
1885474,FIX_START
1886472,FIX_END
1886489,STIM_START
1886739,STIM_END
1887239,RESP_START
1890723,RESP_END
1890723,TRIAL_END 10
1890723,TRIALID 11
1890725,FIX_START
1891723,FIX_END
1891740,STIM_START
1891989,STIM_END
1892490,RESP_START
1894973,RESP_END
1894973,TRIAL_END 11
1894973,TRIALID 12
1894975,FIX_START
1895973,FIX_END
1895990,STIM_START
1896257,STIM_END
1896757,RESP_START
1899324,RESP_END
1899324,TRIAL_END 12
1899324,TRIALID 13
1899326,FIX_START
1900324,FIX_END
1900341,STIM_START
1900607,STIM_END
1901107,RESP_START
1908224,RESP_END
1908224,TRIAL_END 13
1908224,TRIALID 14
1908226,FIX_START
1909225,FIX_END
1909241,STIM_START
1909491,STIM_END
1909991,RESP_START
1914175,RESP_END
1914175,TRIAL_END 14
1914175,TRIALID 15
1914177,FIX_START
1915175,FIX_END
1915192,STIM_START
1915442,STIM_END
1915942,RESP_START
1919009,RESP_END
1919009,TRIAL_END 15
1919009,TRIALID 16
1919011,FIX_START
1920009,FIX_END
1920026,STIM_START
1920292,STIM_END
1920792,RESP_START
1923659,RESP_END
1923659,TRIAL_END 16
1923659,TRIALID 17
1923662,FIX_START
1924659,FIX_END
1924676,STIM_START
1924926,STIM_END
1925426,RESP_START
1927810,RESP_END
1927810,TRIAL_END 17
1927810,TRIALID 18
1927811,FIX_START
1928810,FIX_END
1928827,STIM_START
1929077,STIM_END
1929577,RESP_START
1932210,RESP_END
1932210,TRIAL_END 18
1932210,TRIALID 19
1932212,FIX_START
1933210,FIX_END
1933227,STIM_START
1933494,STIM_END
1933994,RESP_START
1936243,RESP_END
1936243,TRIAL_END 19
1936243,TRIALID 20
1944276,FIX_START
1945278,FIX_END
1945295,STIM_START
1945562,STIM_END
1946062,RESP_START
1948812,RESP_END
1948812,TRIAL_END 20
1948812,TRIALID 21
1948814,FIX_START
1949812,FIX_END
1949828,STIM_START
1950095,STIM_END
1950595,RESP_START
1953212,RESP_END
1953212,TRIAL_END 21
1953212,TRIALID 22
1953214,FIX_START
1954213,FIX_END
1954229,STIM_START
1954479,STIM_END
1954979,RESP_START
1956929,RESP_END
1956929,TRIAL_END 22
1956929,TRIALID 23
1956931,FIX_START
1957929,FIX_END
1957946,STIM_START
1958196,STIM_END
1958696,RESP_START
1963396,RESP_END
1963396,TRIAL_END 23
1963396,TRIALID 24
1963398,FIX_START
1964397,FIX_END
1964414,STIM_START
1964663,STIM_END
1965163,RESP_START
1968296,RESP_END
1968296,TRIAL_END 24
1968296,TRIALID 25
1968298,FIX_START
1969297,FIX_END
1969314,STIM_START
1969564,STIM_END
1970063,RESP_START
1976682,RESP_END
1976682,TRIAL_END 25
1976682,TRIALID 26
1976684,FIX_START
1977681,FIX_END
1977698,STIM_START
1977948,STIM_END
1978448,RESP_START
1981231,RESP_END
1981231,TRIAL_END 26
1981231,TRIALID 27
1981233,FIX_START
1982232,FIX_END
1982248,STIM_START
1982498,STIM_END
1982998,RESP_START
1984981,RESP_END
1984981,TRIAL_END 27
1984981,TRIALID 28
1984983,FIX_START
1985982,FIX_END
1985999,STIM_START
1986265,STIM_END
1986765,RESP_START
1991299,RESP_END
1991299,TRIAL_END 28
1991299,TRIALID 29
1991301,FIX_START
1992299,FIX_END
1992316,STIM_START
1992566,STIM_END
1993066,RESP_START
1995700,RESP_END
1995700,TRIAL_END 29
1995700,TRIALID 30
1995702,FIX_START
1996700,FIX_END
1996716,STIM_START
1996983,STIM_END
1997483,RESP_START
2002367,RESP_END
2002367,TRIAL_END 30
2002367,TRIALID 31
2002369,FIX_START
2003367,FIX_END
2003384,STIM_START
2003650,STIM_END
2004150,RESP_START
2006634,RESP_END
2006634,TRIAL_END 31
2006634,TRIALID 32
2006636,FIX_START
2007634,FIX_END
2007651,STIM_START
2007918,STIM_END
2008417,RESP_START
2009968,RESP_END
2009968,TRIAL_END 32
2009968,TRIALID 33
2009970,FIX_START
2010967,FIX_END
2010984,STIM_START
2011235,STIM_END
2011735,RESP_START
2019002,RESP_END
2019002,TRIAL_END 33
2019002,TRIALID 34
2019004,FIX_START
2020002,FIX_END
2020019,STIM_START
2020269,STIM_END
2020769,RESP_START
2023502,RESP_END
2023502,TRIAL_END 34
2023502,TRIALID 35
2023504,FIX_START
2024502,FIX_END
2024519,STIM_START
2024769,STIM_END
2025269,RESP_START
2028236,RESP_END
2028236,TRIAL_END 35
2028236,TRIALID 36
2028238,FIX_START
2029236,FIX_END
2029253,STIM_START
2029520,STIM_END
2030020,RESP_START
2032669,RESP_END
2032669,TRIAL_END 36
2032669,TRIALID 37
2032672,FIX_START
2033670,FIX_END
2033687,STIM_START
2033953,STIM_END
2034453,RESP_START
2036687,RESP_END
2036687,TRIAL_END 37
2036687,TRIALID 38
2036689,FIX_START
2037687,FIX_END
2037704,STIM_START
2037954,STIM_END
2038454,RESP_START
2041253,RESP_END
2041253,TRIAL_END 38
2041253,TRIALID 39
2041255,FIX_START
2042254,FIX_END
2042271,STIM_START
2042521,STIM_END
2043021,RESP_START
2044287,RESP_END
2044287,TRIAL_END 39
2044287,TRIALID 40
2050588,FIX_START
2051588,FIX_END
2051605,STIM_START
2051872,STIM_END
2052372,RESP_START
