time,text
1358835,!CAL
1358836,!CAL Calibration points:
1358836,"!CAL 7.9, -27.3 2012, 5183"
1358836,"!CAL 7.2, -47.2 2201, 8759"
1358836,"!CAL 8.9, -10.8 1854, 2043"
1358836,"!CAL -25.1, -26.4 -2200, 5240"
1358836,"!CAL 40.1, -27.4 6528, 5160"
1358836,"!CAL eye check box: (L,R,T,B)"
1358836,"!CAL href cal range: (L,R,T,B)"
1358836,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
1358836,"!CAL Prenormalize: offx, offy = 7.9476 -27.265"
1358836,!CAL Gains: cx:130.631 lx:115.171 rx:146.480
1358836,!CAL Gains: cy:203.272 ty:166.731 by:194.653
1358836,"!CAL Resolution (upd) at screen center: X=2.0, Y=1.3"
1358836,!CAL Gain Change Proportion: X: 0.272 Y: 0.167
1358836,!CAL Gain Ratio (Gy/Gx) = 1.556
1358836,"!CAL Cross-Gain Ratios: X=0.120, Y=0.022"
1358836,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
1358837,"!CAL CR gain match(x,y) = 1.000, 1.000"
1358837,!CAL Slip rotation correction OFF
1358838,!CAL CALIBRATION HV5 L LEFT GOOD
1368003,"!CAL VALIDATION HV5 L LEFT GOOD ERROR 0.31 avg. 0.37 max OFFSET 0.24 deg. 9.2,-18.2 pix."
1368003,"VALIDATE L POINT 0 LEFT at 1920,1080 OFFSET 0.37 deg. 20.0,-26.6 pix."
1368003,"VALIDATE L POINT 1 LEFT at 1920,184 OFFSET 0.22 deg. -7.7,-17.0 pix."
1368003,"VALIDATE L POINT 2 LEFT at 1920,1975 OFFSET 0.31 deg. 24.3,-18.4 pix."
1368004,"VALIDATE L POINT 3 LEFT at 230,1080 OFFSET 0.17 deg. -4.6,13.5 pix."
1368004,"VALIDATE L POINT 4 LEFT at 3609,1080 OFFSET 0.27 deg. -18.3,-17.4 pix."
1376260,"DRIFTCORRECT L LEFT at 1920,1080 OFFSET 0.62 deg. 41.1,-39.8 pix."
1376806,RECCFG CR 250 2 1 L
1376806,ELCLCFG RTABLER
1376806,GAZE_COORDS 0.00 0.00 3839.00 2159.00
1376806,THRESHOLDS L 126 233
