trialID,fixStart,fixEnd,fixFailed,fixSucceed,stimStart,stimEnd,respStart,respEnd
1,4230621,4235127,,4235127.0,4235144,4235393,4235894,4239396
2,4239399,4241394,,4241394.0,4241411,4241677,4242178,4245364
3,4245367,4246361,,4269981.0,4246378,4246645,4247145,4249045
4,4249048,4250545,,4311035.0,4250562,4250812,4251312,4252929
5,4252931,4254429,,4327555.0,4254445,4254712,4255212,4256796
6,4256799,4257796,,4358425.0,4257813,4258080,4258580,4260296
7,4260299,4261797,,4366293.0,4261813,4262080,4262581,4264247
8,4264249,4265747,,4380362.0,4265764,4266031,4266530,4267981
9,4267983,4269981,,4387279.0,4269998,4270248,4270748,4272631
10,4272634,4273132,,4400297.0,4273148,4273414,4273915,4275548
11,4275550,4277049,,4404565.0,4277066,4277332,4277832,4279332
12,4279334,4280832,,4412332.0,4280849,4281116,4281616,4283016
13,4283018,4284516,,4428234.0,4284533,4284800,4285300,4287583
14,4287586,4288583,,4432467.0,4288600,4288850,4289350,4291250
15,4291252,4292751,,4511928.0,4292767,4293034,4293534,4295217
16,4295220,4296217,,4516995.0,4296234,4296501,4297001,4298784
17,4298787,4299785,,4549033.0,4299801,4300051,4300551,4303251
18,4303254,4303752,,4589420.0,4303769,4304035,4304535,4308036
19,4308038,4311035,,4597905.0,4311053,4311320,4311819,4313603
20,4314991,4315987,,4614190.0,4316003,4316253,4316753,4318570
21,4318573,4319571,,4698017.0,4319588,4319837,4320337,4321821
22,4321824,4322821,,4714503.0,4322838,4323088,4323588,4325554
23,4325556,4327555,,4718953.0,4327572,4327838,4328338,4352208
24,4352210,4353708,,4792462.0,4353725,4353992,4354492,4355925
25,4355927,4358425,,4797063.0,4358442,4358725,4359225,4360809
26,4360812,4361809,,4882857.0,4361826,4362076,4362576,4364293
27,4364296,4366293,,4890875.0,4366310,4366560,4367060,4368510
28,4368513,4369510,,4903893.0,4369527,4369777,4370276,4371827
29,4371830,4372827,,4982786.0,4372843,4373110,4373611,4375111
30,4375113,4375610,,4987070.0,4375628,4375894,4376395,4377861
31,4377863,4380362,,4995654.0,4380378,4380645,4381145,4385279
32,4385281,4387279,,5018490.0,4387296,4387562,4388062,4390079
33,4390082,4391580,,5023158.0,4391596,4391864,4392363,4394113
34,4394115,4395613,,5042477.0,4395630,4395897,4396396,4398297
35,4398300,4400297,,5059146.0,4400314,4400564,4401064,4402564
36,4402567,4404565,,5069247.0,4404581,4404831,4405331,4406948
37,4406950,4407948,,5074748.0,4407965,4408232,4408731,4410332
38,4410334,4412332,,5084849.0,4412348,4412615,4413115,4414649
39,4414652,4415649,,5107569.0,4415666,4415916,4416416,4417900
40,4419846,4420850,,5112569.0,4420866,4421117,4421617,4423033
41,4423036,4424033,,5153940.0,4424050,4424300,4424800,4426234
42,4426236,4428234,,5164225.0,4428251,4428517,4429018,4430468
43,4430471,4432467,,5172260.0,4432484,4432734,4433234,4434768
44,4434771,4435768,,5177260.0,4435785,4436051,4436551,4438986
45,4438989,4440485,,5193579.0,4440502,4440769,4441269,4444186
46,4444188,4445686,,5198029.0,4445703,4445970,4446469,4449720
47,4449722,4451220,,5214165.0,4451237,4451504,4452004,4454804
48,4454807,4456304,,5245185.0,4456321,4456587,4457088,4459305
49,4459307,4460305,,5249186.0,4460322,4460588,4461088,4463255
50,4463258,4464755,,5256453.0,4464772,4465022,4465522,4467589
51,4467592,4469089,,5266771.0,4469105,4469356,4469856,4472056
52,4472058,4473056,,5314927.0,4473073,4473340,4473840,4475740
53,4475742,4477239,,5334313.0,4477257,4477523,4478024,4480490
54,4480493,4481491,,5343681.0,4481507,4481757,4482257,4484491
55,4484494,4485992,,5351716.0,4486008,4486258,4486758,4489008
56,4489010,4490508,,5385152.0,4490525,4490792,4491292,4492975
57,4492978,4494476,,5404588.0,4494492,4494759,4495259,4497359
58,4497361,4498359,,5409289.0,4498376,4498642,4499143,4500943
59,4500946,4502443,,5426291.0,4502460,4502727,4503227,4505227
60,4506143,4507144,,5431059.0,4507161,4507427,4507927,4509927
61,4509930,4511928,,5434608.0,4511944,4512211,4512711,4514995
62,4514997,4516995,,5438076.0,4517012,4517262,4517762,4519378
63,4519381,4520879,,5443093.0,4520895,4521146,4521646,4523463
64,4523465,4524463,,5452678.0,4524479,4524729,4525229,4527980
65,4527982,4529480,,5456278.0,4529497,4529763,4530263,4532147
66,4532149,4533147,,5493916.0,4533163,4533414,4533913,4535914
67,4535916,4537414,,5501817.0,4537431,4537681,4538181,4539731
68,4539733,4540731,,5515986.0,4540748,4540998,4541498,4543198
69,4543201,4544198,,5525037.0,4544215,4544465,4544965,4546532
70,4546535,4549033,,5535621.0,4549049,4549316,4549816,4551916
71,4551919,4552416,,5542556.0,4552433,4552700,4553200,4555000
72,4555002,4556500,,5550740.0,4556517,4556783,4557284,4559484
73,4559487,4560484,,5555457.0,4560500,4560767,4561267,4564051
74,4564053,4565551,,5581794.0,4565568,4565834,4566334,4568385
75,4568387,4568885,,5593928.0,4568901,4569168,4569668,4571902
76,4571904,4572902,,5603997.0,4572919,4573169,4573669,4575502
77,4575505,4576502,,5612331.0,4576519,4576769,4577269,4578919
78,4578922,4579420,,5620549.0,4579436,4579703,4580203,4581853
79,4581856,4583353,,5624149.0,4583370,4583620,4584120,4586470
80,4587427,4589421,,5629816.0,4589438,4589704,4590204,4591737
81,4591740,4593238,,5683006.0,4593254,4593521,4594021,4595905
82,4595907,4597905,,5686640.0,4597922,4598172,4598672,4600672
83,4600675,4601672,,5719644.0,4601689,4601956,4602456,4604323
84,4604325,4605823,,5725778.0,4605839,4606089,4606590,4608473
85,4608475,4609473,,5737530.0,4609490,4609757,4610256,4612190
86,4612193,4614190,,5744147.0,4614208,4614473,4614974,4616891
87,4616893,4617891,,5775535.0,4617908,4618158,4618658,4620858
88,4620860,4621858,,5784752.0,4621875,4622125,4622625,4624358
89,4624361,4625358,,5790536.0,4625375,4625625,4626125,4627776
90,4627778,4629276,,5795387.0,4629292,4629542,4630042,4631676
91,4631678,4632676,,5799737.0,4632693,4632942,4633443,4635259
92,4635262,4636260,,5808655.0,4636276,4636526,4637026,4639077
93,4639080,4640577,,5835176.0,4640594,4640860,4641360,4643261
94,4643263,4644261,,5841209.0,4644277,4644528,4645027,4646711
95,4646713,4647211,,5884265.0,4647228,4647478,4647978,4649545
96,4649547,4650545,,5896800.0,4650562,4650828,4651329,4653312
97,4653315,4654812,,5906534.0,4654829,4655096,4655596,4657129
98,4657131,4658129,,5933504.0,4658146,4658396,4658896,4660629
99,4660632,4661130,,5936988.0,4661146,4661396,4661896,4663863
100,4664807,4665796,,5941255.0,4665814,4666064,4666564,4668297
101,4668299,4669797,,5957141.0,4669814,4670081,4670581,4672597
102,4672600,4674098,,5989828.0,4674114,4674365,4674865,4676598
103,4676601,4677098,,5995429.0,4677115,4677365,4677865,4679765
104,4679768,4680765,,6014797.0,4680782,4681049,4681549,4683816
105,4683818,4685316,,6040267.0,4685332,4685599,4686100,4687999
106,4688001,4689500,,6048218.0,4689516,4689766,4690267,4692017
107,4692019,4693517,,6090240.0,4693534,4693800,4694300,4696017
108,4696019,4698017,,6120927.0,4698034,4698301,4698801,4700784
109,4700787,4701785,,6140046.0,4701801,4702068,4702568,4704685
110,4704688,4706185,,,4706202,4706452,4706952,4708636
111,4708639,4710136,,,4710152,4710402,4710902,4712502
112,4712505,4714503,,,4714519,4714786,4715286,4716953
113,4716956,4718953,,,4718971,4719220,4719720,4721353
114,4721356,4721854,,,4721870,4722137,4722637,4724805
115,4724806,4725304,,,4725321,4725587,4726088,4728588
116,4728591,4730088,,,4730105,4730355,4730855,4732705
117,4732707,4733706,,,4733722,4733972,4734472,4735972
118,4735974,4736972,,,4736989,4737239,4737739,4739356
119,4739360,4740356,,,4740373,4740640,4741140,4743057
120,4744940,4745940,,,4745957,4746223,4746723,4748774
121,4748776,4749774,,,4749790,4750041,4750540,4752158
122,4752161,4753658,,,4753674,4753925,4754424,4756125
123,4756127,4757125,,,4757141,4757408,4757908,4759942
124,4759944,4760942,,,4760959,4761209,4761709,4763292
125,4763295,4764292,,,4764309,4764560,4765059,4766626
126,4766628,4768126,,,4768143,4768393,4768893,4770743
127,4770745,4771743,,,4771760,4772010,4772510,4774194
128,4774196,4775194,,,4775210,4775460,4775960,4777860
129,4777863,4779361,,,4779378,4779644,4780144,4782062
130,4782064,4783561,,,4783578,4783845,4784345,4785995
131,4785997,4787495,,,4787512,4787779,4788279,4790462
132,4790465,4792462,,,4792479,4792729,4793229,4795062
133,4795065,4797063,,,4797080,4797330,4797831,4799630
134,4799632,4800630,,,4800647,4800913,4801413,4803497
135,4803499,4804497,,,4804514,4804781,4805281,4807098
136,4807100,4808598,,,4808614,4808864,4809365,4810898
137,4810900,4812398,,,4812415,4812682,4813182,4814948
138,4814951,4815949,,,4815965,4816232,4816732,4818966
139,4818968,4819966,,,4819983,4820249,4820750,4822583
140,4823634,4825133,,,4825150,4825400,4825900,4827984
141,4827986,4828983,,,4829000,4829267,4829767,4831634
142,4831637,4832634,,,4832651,4832918,4833418,4834884
143,4834887,4836384,,,4836401,4836651,4837152,4838785
144,4838788,4839785,,,4839802,4840052,4840552,4842269
145,4842271,4843769,,,4843786,4844036,4844536,4846152
146,4846155,4847153,,,4847169,4847419,4847920,4849836
147,4849838,4851336,,,4851353,4851619,4852120,4854037
148,4854039,4855037,,,4855054,4855304,4855804,4857454
149,4857457,4858954,,,4858970,4859237,4859738,4862054
150,4862057,4863055,,,4863071,4863338,4863838,4865838
151,4865840,4867339,,,4867355,4867605,4868106,4869956
152,4869959,4871455,,,4871472,4871722,4872222,4873890
153,4873892,4875390,,,4875406,4875673,4876173,4877723
154,4877725,4878723,,,4878740,4879007,4879506,4880857
155,4880859,4882857,,,4882874,4883124,4883624,4885307
156,4885310,4886307,,,4886324,4886591,4887091,4888874
157,4888877,4890875,,,4890891,4891141,4891642,4893125
158,4893127,4894625,,,4894642,4894909,4895409,4896976
159,4896978,4897976,,,4897992,4898242,4898742,4901009
160,4901894,4903893,,,4903909,4904177,4904676,4906277
161,4906279,4907777,,,4907793,4908043,4908543,4910177
162,4910180,4911677,,,4911694,4911944,4912444,4914544
163,4914547,4915544,,,4915561,4915811,4916311,4918361
164,4918364,4919362,,,4919379,4919645,4920145,4921828
165,4921831,4922828,,,4922846,4923096,4923595,4925562
166,4925564,4926562,,,4926579,4926829,4927330,4928880
167,4928882,4930380,,,4930396,4930646,4931146,4932930
168,4932932,4934430,,,4934447,4934713,4935213,4936997
169,4936999,4938497,,,4938514,4938764,4939264,4940881
170,4940883,4942381,,,4942398,4942648,4943148,4944898
171,4944900,4946398,,,4946415,4946665,4947165,4948849
172,4948851,4950349,,,4950366,4950632,4951132,4952832
173,4952835,4954333,,,4954350,4954599,4955099,4957116
174,4957118,4958616,,,4958633,4958900,4959400,4960950
175,4960953,4961950,,,4961967,4962217,4962717,4964717
176,4964719,4966217,,,4966234,4966501,4967001,4968618
177,4968621,4970118,,,4970135,4970384,4970885,4972502
178,4972504,4973501,,,4973518,4973785,4974285,4976035
179,4976037,4977536,,,4977552,4977802,4978302,4979886
180,4980783,4982787,,,4982803,4983054,4983553,4985070
181,4985072,4987070,,,4987086,4987354,4987853,4989620
182,4989622,4991121,,,4991137,4991387,4991888,4993654
183,4993657,4995654,,,4995671,4995922,4996421,4997888
184,4997890,4998888,,,4998905,4999155,4999655,5001488
185,5001491,5002989,,,5003006,5003255,5003755,5005456
186,5005458,5006456,,,5006473,5006739,5007239,5008756
187,5008758,5010256,,,5010273,5010523,5011023,5012656
188,5012660,5013657,,,5013674,5013940,5014440,5015990
189,5015993,5018490,,,5018507,5018757,5019257,5021158
190,5021161,5023158,,,5023174,5023424,5023924,5025858
191,5025860,5026858,,,5026875,5027142,5027642,5029776
192,5029778,5031275,,,5031292,5031542,5032042,5034059
193,5034061,5035559,,,5035576,5035826,5036327,5037976
194,5037979,5042477,,,5042494,5042743,5043244,5044943
195,5044946,5046444,,,5046461,5046711,5047211,5049061
196,5049063,5050061,,,5050078,5050328,5050828,5052595
197,5052597,5054095,,,5054111,5054379,5054878,5056645
198,5056647,5059146,,,5059162,5059412,5059912,5061529
