eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
R,95833,95857,26,1891.2,1075.9,1988.8,1271.0,2.5,137
R,96263,96285,24,2007.2,1349.8,1825.5,1243.5,2.0,106
R,96499,96517,20,1723.2,1186.2,1551.9,1264.9,1.8,114
R,96675,96737,64,1488.2,1319.1,1024.9,2149.0,10.4,227
R,96949,96969,22,951.0,2169.4,830.6,2073.1,1.5,83
R,97041,97057,18,811.5,1953.0,749.5,1866.0,1.1,78
R,97195,97209,16,783.5,1822.3,684.1,1823.9,0.8,69
R,97709,97903,196,601.9,1745.4,1836.4,1022.8,13.4,525
R,98655,98685,32,1787.0,1101.2,2112.5,1038.7,2.9,111
R,98953,98977,26,2220.8,1022.5,1955.1,1170.7,2.9,150
R,99147,99167,22,1762.1,1223.3,1773.5,1029.1,2.4,146
R,99439,99479,42,1771.5,964.9,1744.3,1389.5,5.1,163
R,99849,99901,54,1731.7,1480.0,1288.8,2119.8,8.4,202
R,100045,100063,20,864.9,2195.5,762.9,2085.1,1.5,94
R,100175,100189,16,667.5,1934.4,570.3,1877.0,1.0,86
R,101131,101157,28,667.5,1934.4,570.3,1877.0,1.0,0
R,101221,101233,14,179.1,1441.4,278.7,1518.0,1.2,95
R,101275,102757,1484,475.2,1604.9,376.7,1600.7,0.8,129
R,102951,103029,80,429.9,1551.6,435.4,1491.0,0.7,115
R,103053,103175,124,489.5,1514.9,456.2,1474.8,0.5,57
R,103415,103433,20,489.5,1514.9,456.2,1474.8,0.5,0
R,103563,103661,100,509.2,1446.8,519.6,1482.7,0.4,175
R,103753,103775,24,509.2,1446.8,519.6,1482.7,0.4,0
R,103867,104771,906,372.2,1330.7,1914.9,1130.7,13.0,434
R,105031,105051,22,1823.8,1198.7,1590.4,1242.8,2.1,124
R,105429,105441,14,1521.6,1242.8,1602.3,1242.5,0.7,60
R,105669,105687,20,1701.9,1255.8,1835.0,1267.6,1.2,70
R,106455,106465,12,1838.8,1267.5,1780.9,1251.8,0.5,55
R,106603,106613,12,1767.7,1196.3,1827.8,1204.3,0.5,54
R,109605,109651,48,1906.1,1112.5,2568.7,1287.1,6.2,163
R,110363,110421,60,2719.8,1359.6,1870.1,1119.5,8.0,163
R,110585,110599,16,1735.7,1151.5,1842.6,1149.8,0.9,74
R,111001,111059,60,1940.1,1191.3,1650.2,2215.2,12.3,295
R,111407,111443,38,1940.1,1191.3,1650.2,2215.2,12.2,0
R,111561,111575,16,1477.6,1745.1,1424.7,1652.1,1.2,100
R,111985,112165,182,1515.7,1475.1,2216.1,1192.4,7.0,509
R,112283,112301,20,2130.0,1243.9,1948.7,1248.7,1.6,106
R,120255,120297,44,1911.4,1156.2,2510.1,1208.5,5.3,148
R,120409,120423,16,2671.3,1217.9,2771.1,1241.9,0.9,72
R,120597,120645,50,2794.5,1242.1,1950.7,1161.2,7.5,205
R,143923,143969,48,1933.9,1118.4,2662.2,1030.1,6.5,164
