eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
L,677766,677774,12,1840.8,1080.6,1788.8,1068.4,0.5,60
L,678190,678218,32,1813.6,1039.4,2245.6,919.2,4.0,170
L,678370,678394,28,2298.8,899.7,1885.1,1002.6,3.8,204
L,678558,678578,24,1852.4,1024.0,2137.6,945.2,2.7,152
L,678862,678882,24,2195.8,930.2,1864.5,951.6,2.9,175
L,680210,680242,36,1868.8,976.6,2343.1,981.3,4.2,160
L,681298,681318,24,2397.7,990.5,2137.2,892.7,2.6,153
L,682162,682170,12,1963.9,863.0,1895.7,865.7,0.6,74
L,682930,682942,16,1848.3,890.3,1792.7,943.9,0.8,68
L,683050,683058,12,1820.8,997.9,1890.7,1001.8,0.6,77
L,690198,690218,24,1961.0,1125.1,2190.2,1106.0,2.0,113
L,693398,693430,36,2236.6,1123.0,2691.2,1098.6,4.0,141
L,693614,693710,100,2834.1,1124.2,2098.3,1201.0,6.5,676
L,694234,694246,16,1955.2,1081.6,1852.3,1086.2,0.9,78
L,694602,694646,48,1795.5,1114.1,2594.7,1112.0,7.0,191
L,694894,694914,24,2708.0,1123.7,3006.8,1132.1,2.6,145
L,695114,695242,132,3066.4,1127.0,1903.9,1357.4,10.5,970
L,696826,696902,80,1819.4,1221.4,1304.2,2619.7,17.0,770
L,696930,697210,284,1232.0,2815.8,1991.9,1224.6,19.6,905
L,699258,699454,200,1930.7,1156.5,2007.3,1265.8,1.5,1215
L,699674,699950,280,1955.5,1129.3,1927.5,1057.0,0.9,920
L,700254,700470,220,1923.6,1032.6,2004.2,1222.8,2.4,1988
L,701082,701134,56,1975.5,1152.6,1404.1,1055.1,5.2,125
L,701634,701854,224,1345.7,1116.0,2163.1,1405.4,8.0,1014
L,702886,703086,204,2120.1,1345.3,2093.8,1308.3,0.5,678
L,703278,703314,40,2032.0,1242.6,1490.4,1074.6,5.2,170
L,703546,703578,36,1459.5,1080.0,2112.2,1068.0,5.7,212
L,703922,703950,32,2201.7,1073.9,1733.4,1211.3,4.5,209
L,704682,704702,24,1689.0,1266.3,1982.0,1292.0,2.6,159
L,705198,705386,192,2068.8,1326.3,1981.1,1285.7,0.9,1453
L,705822,706066,248,1930.6,1231.0,2010.4,1274.0,0.9,1549
L,706726,706734,12,1995.4,1202.6,1959.7,1168.1,0.5,65
L,708182,712914,4736,1929.2,1154.8,1237.2,1804.2,9.9,915
L,712974,713042,72,1957.3,1178.7,2099.7,1219.3,1.4,792
L,713622,713878,260,2043.3,1110.7,1931.3,1173.3,1.2,1190
L,714142,714374,236,1908.4,1126.6,1989.7,1235.1,1.5,1301
L,715286,715530,248,1974.0,1168.8,1973.1,1233.3,0.8,1142
L,717114,717322,212,1905.1,1176.3,1880.2,1161.8,0.3,1250
L,717690,717914,228,1864.3,1134.5,1962.4,1327.4,2.5,1133
L,719094,719118,28,1946.7,1184.1,1620.8,1167.6,2.9,133
L,719278,719486,212,1470.1,1184.0,1594.4,1083.7,1.6,1014
L,719714,719750,40,1626.7,1021.0,2203.4,1167.3,5.4,166
L,720234,720286,56,2228.1,1167.4,1399.4,975.5,7.7,174
L,720550,720562,16,1317.1,1036.1,1365.7,1099.6,0.9,79
L,720690,720702,16,1416.5,1146.5,1543.5,1197.7,1.3,111
L,720994,721242,252,1655.2,1233.4,3016.1,2307.4,17.4,963
L,721274,721338,68,2921.1,2077.3,2209.2,1328.5,11.0,225
L,722650,725974,3328,2143.6,1332.2,1846.4,966.2,5.2,855
L,726178,726194,20,1805.4,919.0,1830.7,998.8,1.0,66
L,727006,727022,20,1828.1,1040.3,1783.8,1180.4,1.8,126
L,727698,727714,20,1733.5,1196.0,1841.6,1133.1,1.2,89
L,731762,731810,52,1848.1,1140.8,1106.9,1248.2,6.6,160
L,732242,732386,148,948.9,1306.8,726.5,1612.2,4.2,549
L,732590,732870,284,740.7,1446.4,2064.2,1142.5,12.1,922
L,734914,734958,48,1946.5,1124.9,982.7,1259.2,8.6,236
L,736846,736886,44,990.5,1317.1,1792.8,1142.1,7.4,220
L,739298,739346,52,1948.2,1119.3,2912.3,976.4,8.6,219
L,739778,739926,152,3017.1,954.9,3073.0,984.5,0.6,581
L,740006,740226,224,3051.3,925.0,2872.9,1023.0,1.9,787
L,741126,741142,20,2864.8,1068.8,2979.4,1188.6,1.8,128
L,742518,742558,44,2936.1,1244.0,2056.2,1089.0,7.9,239
L,745402,745574,176,1848.4,1146.6,962.9,1500.7,8.9,824
L,746782,746838,60,1003.0,1404.2,1350.3,1386.4,3.0,241
L,747018,747038,24,1374.6,1277.9,1145.7,1298.5,2.0,124
L,747226,747238,16,1076.7,1307.2,1028.7,1357.4,0.7,63
L,748214,748230,20,1031.3,1409.5,1069.0,1301.5,1.4,101
L,749670,749706,40,1095.8,1199.8,1919.8,1105.5,7.3,240
L,750138,750362,228,1907.2,1124.9,2108.2,1508.9,5.0,1057
L,750390,750626,240,2110.4,1492.5,1935.2,1148.2,4.5,1051
L,753358,753398,44,1903.9,1114.7,1150.5,1052.1,6.7,207
L,755382,755498,120,1059.5,1036.8,1934.7,1242.6,8.1,975
L,758406,758554,152,1900.0,1094.0,1466.7,220.3,11.1,449
L,758842,758862,24,1463.0,115.0,1319.8,198.3,1.6,94
L,759118,759150,36,1157.5,279.0,1537.7,204.4,3.4,114
L,759346,759378,36,1732.1,132.3,2244.1,255.3,4.6,173
L,759610,759630,24,2350.1,281.4,2567.2,297.1,1.9,106
L,759942,759990,52,2645.4,259.2,1678.9,-17.9,8.8,252
L,760190,760210,24,1598.9,-0.6,1342.0,-130.1,2.6,175
L,760542,760578,40,1305.1,-153.9,1787.7,11.9,4.5,173
L,760794,760814,24,1929.1,-14.3,2120.8,-9.7,1.6,87
L,760998,761018,24,2252.8,-9.9,2495.3,3.2,2.1,119
L,761230,761278,52,2545.9,8.4,1436.2,235.3,9.8,277
L,761506,761518,16,1292.9,278.4,1182.9,283.0,0.9,82
L,761726,761762,40,1151.6,303.1,1877.5,314.4,6.2,206
L,762022,762034,16,1966.2,318.7,2077.3,328.1,1.0,86
L,762262,762290,32,2183.8,325.1,2615.5,312.4,3.7,157
