eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg
L,1304974,1305122,152,1892.4,1053.8,1155
L,1305310,1306514,1208,1928.2,1090.2,1143
L,1306726,1308374,1652,1907.2,1003.8,1202
L,1308390,1310326,1940,1912.4,1066.4,1240
L,1310394,1310942,552,3193.7,1115.0,1145
L,1310990,1311478,492,2582.1,559.7,1222
L,1311530,1311746,220,1517.7,324.0,1299
L,1311782,1312086,308,922.6,475.4,1251
L,1312114,1312434,324,708.7,833.1,1219
L,1312466,1313442,980,596.5,1315.6,1218
L,1313494,1314034,544,848.0,667.5,1189
L,1314482,1314834,356,2540.4,553.3,1218
L,1314946,1315598,656,2796.4,707.2,1260
L,1315642,1315722,84,1971.3,979.0,1248
L,1315746,1315898,156,1721.5,1067.5,972
L,1315966,1315990,28,1428.5,1501.2,682
L,1316010,1316050,44,1466.0,1819.0,559
L,1316070,1316094,28,1455.9,1714.7,552
L,1316390,1316498,112,1772.7,1204.2,594
L,1316734,1317250,520,1942.9,1059.5,802
L,1317298,1317554,260,2009.2,1845.4,694
L,1317570,1317750,184,1998.8,1809.5,741
L,1317766,1319766,2004,1906.2,1128.7,1042
L,1319802,1320098,300,2001.3,2031.6,797
L,1320142,1320162,24,2177.6,2846.0,588
L,1320198,1320242,48,2071.3,2448.4,647
L,1320262,1320290,32,2053.1,2237.1,692
L,1320402,1321278,880,1870.2,948.5,1045
L,1321306,1321462,160,1584.1,1036.7,901
L,1321494,1321646,156,1177.1,1152.0,734
L,1321746,1321878,136,2149.5,1267.9,568
L,1321910,1322026,120,2599.0,1451.3,516
L,1322166,1322534,372,2504.3,1436.5,596
L,1322586,1323662,1080,1872.4,975.6,888
L,1323678,1324486,812,1996.8,960.0,1012
L,1324510,1324834,328,2223.3,850.7,1059
L,1324862,1325230,372,1891.8,832.5,1084
L,1325266,1325454,192,1365.3,963.2,1010
L,1325486,1325558,76,958.5,1093.4,748
L,1325654,1325702,52,1055.7,1921.7,566
L,1325722,1325882,164,1022.1,1753.5,574
L,1325922,1325998,80,1765.3,1255.6,640
L,1326026,1326110,88,1777.1,1359.6,651
L,1326150,1326330,184,2392.2,1258.4,751
L,1326374,1326662,292,2995.2,1359.5,737
L,1326678,1326874,200,3118.2,1244.1,772
L,1327014,1327710,700,1900.6,1105.6,762
L,1327726,1328182,460,1741.8,1144.8,593
L,1328202,1328494,296,1591.9,1096.9,603
L,1328514,1328886,376,1789.1,1072.7,647
L,1328910,1329166,260,1997.9,1047.8,736
L,1329190,1329462,276,2208.8,1086.3,747
L,1329482,1329830,352,2373.6,1115.3,730
L,1329858,1330510,656,2101.3,1059.4,763
L,1330530,1330982,456,2238.0,973.6,885
L,1331018,1331246,232,1777.0,880.7,949
L,1331274,1331562,292,1446.9,1020.5,848
L,1331606,1331674,72,796.1,1047.2,606
L,1331802,1331850,52,854.9,2306.2,371
L,1331870,1331938,72,754.4,2021.0,414
L,1331958,1332038,84,810.1,2177.7,401
L,1332058,1332218,164,782.4,2433.3,367
L,1332234,1332374,144,730.8,2553.3,381
L,1332562,1332662,104,1674.5,1210.2,710
L,1332698,1333042,348,2303.5,1106.0,784
L,1333098,1333326,232,3270.0,1188.2,717
L,1333442,1333466,28,820.8,1712.3,317
L,1333506,1333546,44,395.9,1105.3,502
L,1333574,1333646,76,556.5,805.1,699
L,1333834,1334614,784,2081.4,1178.9,785
L,1334726,1335086,364,2089.4,935.0,818
L,1335118,1335642,528,1961.2,1265.8,893
L,1335686,1335718,36,2599.0,1348.9,885
L,1335750,1336414,668,2945.5,1450.4,1004
L,1336470,1336954,488,2335.9,652.8,941
L,1336998,1337074,80,1720.2,1059.8,915
L,1337234,1337418,188,1732.2,1233.3,910
L,1337442,1337898,460,1938.1,1115.2,851
L,1337926,1338446,524,1909.1,1105.7,912
L,1338666,1339066,404,1714.1,1103.9,911
L,1339310,1339362,56,1965.4,887.9,1005
L,1339394,1339782,392,1599.2,1091.2,874
L,1339806,1340294,492,1808.3,1076.6,880
L,1340326,1340658,336,1401.1,1106.9,946
L,1340682,1342098,1420,1679.5,1044.0,966
L,1342118,1342146,32,1649.4,837.7,1241
L,1342170,1342218,52,1655.9,1048.2,1066
L,1352902,1353170,272,1128.0,1474.3,832
L,1353418,1353634,220,1211.0,1079.8,920
L,1353814,1354070,260,1149.3,1462.4,960
L,1354102,1354286,188,1515.3,1275.9,936
L,1354310,1354862,556,1294.4,1089.6,912
L,1354886,1355070,188,1480.7,990.8,917
L,1355114,1355158,48,2236.6,986.6,955
L,1355286,1355522,240,2349.3,1005.5,948
L,1355566,1356006,444,1756.4,1089.8,922
L,1356030,1356138,112,1509.6,1121.7,928
L,1356378,1357802,1428,1860.5,1054.0,923
L,1357830,1358162,336,1561.9,1146.1,987
L,1358182,1358518,340,1741.6,1051.6,1007
L,1358546,1359114,572,1577.3,1084.3,1022
L,1359134,1359542,412,1836.7,1145.0,1014
L,1359570,1360054,488,1610.8,945.5,991
L,1360074,1360398,328,1776.3,950.5,897
L,1360422,1360834,416,1883.5,1160.7,922
L,1361102,1361226,128,1900.7,1227.4,891
L,1361482,1362138,660,1885.3,1106.7,978
L,1362158,1364522,2368,1872.8,1072.8,854
L,1366450,1366478,32,2177.1,1418.4,1013
L,1366790,1367122,336,2392.7,1260.9,1039
L,1369446,1369530,88,1857.2,923.8,1192
L,1369554,1370618,1068,1781.4,1118.4,872
L,1370638,1370994,360,1677.6,1117.4,817
L,1371010,1372598,1592,1863.5,1164.7,949
L,1372638,1373794,1160,2529.2,986.1,1095
L,1373822,1375238,1420,2971.6,1143.6,767
L,1375254,1375594,344,2954.8,1504.2,800
L,1375674,1375914,244,1661.0,135.2,965
L,1375942,1376278,340,1378.7,-0.3,895
L,1376318,1376594,280,1963.6,-6.5,931
L,1376862,1376970,112,1984.9,938.5,1013
L,1377018,1378098,1084,2908.2,1168.4,994
L,1383022,1383066,48,2342.2,1821.5,770
L,1383746,1383790,48,1337.4,2507.9,59
L,1385478,1385594,120,1275.9,2264.9,36
L,1386522,1386566,48,1727.7,1628.5,818
L,1386618,1386782,168,1740.8,1683.8,819
L,1386826,1386894,72,1757.2,1705.7,797
L,1386942,1387074,136,2538.3,1869.0,625
L,1387106,1387338,236,2777.8,2105.7,560
L,1387390,1387746,360,1728.7,2035.3,762
L,1387762,1388014,256,1745.1,2034.9,749
L,1388030,1388126,100,1777.0,1956.6,737
L,1388142,1388218,80,1775.5,1987.9,746
L,1388494,1388546,56,1773.3,1973.3,724
L,1388566,1388634,72,1825.7,1594.5,839
L,1388654,1393682,5032,1922.7,1175.8,970
L,1393738,1394010,276,3005.9,1414.2,921
L,1394026,1394270,248,3031.3,1423.0,848
L,1394330,1394378,52,3270.0,2844.3,461
L,1394718,1394754,40,3127.5,2637.8,358
L,1394778,1394834,60,2930.2,2277.7,646
L,1395022,1396410,1392,2774.0,2003.1,795
L,1396442,1396478,40,2798.3,2097.8,828
L,1396506,1396630,128,2804.9,2107.0,830
L,1396654,1396682,32,2993.6,2285.5,734
L,1396702,1396910,212,3001.5,2518.9,671
L,1396938,1397190,256,2752.8,2232.2,762
L,1397242,1397278,40,2760.8,2414.6,706
L,1397294,1397718,428,2781.9,2362.8,725
L,1397734,1398174,444,2801.3,2270.1,741
L,1401602,1401646,48,3011.5,2661.9,653
L,1401786,1401854,72,3080.8,2942.3,538
L,1401970,1402030,64,3270.0,3270.0,340
L,1402054,1402306,256,3270.0,3270.0,346
L,1402362,1402390,32,2941.2,2633.5,556
L,1402446,1402634,192,2635.9,2191.5,693
L,1402686,1402714,32,1827.7,1755.4,848
L,1402734,1408370,5640,1937.8,1205.6,910
L,1408418,1409014,600,1108.0,1038.4,761
L,1409074,1409098,28,1129.8,1773.5,694
L,1409170,1409190,24,1118.9,1526.7,699
L,1412838,1412882,48,1395.8,1268.0,875
L,1412914,1413042,132,947.1,1113.6,968
L,1413058,1413162,108,993.3,896.4,1107
L,1413182,1413954,776,1185.1,971.7,991
L,1413990,1416214,2228,1874.9,1127.2,1062
L,1416266,1416386,124,2788.1,1435.2,1080
L,1416406,1416446,44,2930.1,1491.2,994
L,1416578,1416674,100,3254.5,2852.2,454
L,1416870,1416950,84,3270.0,3270.0,186
L,1422214,1422238,28,1406.3,2067.8,84
L,1422326,1422410,88,1406.5,1927.3,60
L,1422458,1422578,124,1458.1,1946.0,56
L,1422654,1422714,64,1340.9,1908.5,33
L,1422774,1422862,92,1337.7,1934.8,38
L,1422890,1422994,108,1435.8,1887.0,55
L,1423026,1423082,60,1562.8,1913.1,73
L,1423098,1423190,96,1517.4,1829.4,82
L,1423374,1423442,72,1834.7,1267.3,886
L,1423578,1423618,44,1859.3,1160.5,1041
L,1423634,1425942,2312,1897.9,1132.2,1023
L,1425982,1426266,288,1317.4,1201.3,1111
L,1426282,1426418,140,1207.3,1235.4,1136
L,1426438,1426650,216,1090.8,1351.4,1009
L,1426702,1426738,40,1259.9,2459.2,720
L,1426814,1426866,56,1567.9,2972.7,660
L,1427138,1427154,20,925.4,2954.1,351
L,1427426,1427486,64,1686.4,3270.0,637
L,1427762,1428090,332,996.5,1504.8,928
L,1429622,1429706,88,1141.9,1861.5,796
L,1429730,1429774,48,1018.3,2085.3,839
L,1429802,1429834,36,1087.4,1667.1,861
L,1429858,1430134,280,1130.4,1355.1,990
L,1430166,1430210,48,947.7,1662.4,922
L,1430282,1430462,184,956.0,1682.0,935
L,1430486,1430546,64,917.4,1928.8,880
L,1430602,1430634,36,938.7,1568.9,979
L,1430654,1430870,220,1191.8,1517.6,1012
L,1430902,1431126,228,956.5,1727.8,964
L,1431142,1431406,268,1000.7,1668.4,987
L,1431426,1431486,64,1035.5,1821.9,964
L,1431502,1431642,144,1198.3,1782.7,946
L,1431662,1431834,176,1209.1,1963.4,908
L,1432854,1432978,128,1463.9,2346.3,802
L,1433018,1433042,28,1535.4,1915.8,937
L,1433066,1433154,92,1618.5,1669.5,1017
L,1433182,1434094,916,1318.8,1237.5,1110
L,1434130,1436314,2188,1907.0,1018.9,1182
L,1436354,1437002,652,1215.4,1283.5,1174
L,1437090,1437110,24,1012.8,3270.0,423
L,1439038,1439058,24,-30.3,3270.0,158
L,1439114,1439134,24,22.9,3245.8,219
L,1439178,1439202,28,36.6,3202.9,226
L,1439458,1439574,120,96.8,3007.6,250
L,1439598,1439650,56,55.4,3071.9,258
L,1440918,1440954,40,427.0,2579.3,475
L,1440982,1441374,396,807.8,1925.3,661
L,1441618,1441650,36,1805.3,1328.1,874
L,1441670,1443874,2208,1869.3,1072.9,1081
L,1443910,1443950,44,1266.1,1180.2,1177
L,1443970,1444850,884,1059.7,1368.4,1030
L,1447074,1447138,68,597.9,2690.2,502
L,1447158,1447190,36,576.0,2979.2,497
L,1447218,1447262,48,362.8,2795.8,508
L,1447398,1447650,256,419.6,2958.4,354
L,1447686,1447774,92,354.3,2928.8,366
L,1447794,1447850,60,349.5,2848.2,398
L,1447870,1447954,88,385.1,2796.5,442
L,1448242,1448382,144,1359.9,1049.8,1167
L,1448418,1450806,2392,1918.7,1034.8,1139
L,1450850,1451142,296,1257.9,1172.7,1153
L,1451162,1451430,272,1096.2,1217.5,1056
L,1451510,1451534,28,1107.2,1786.8,654
L,1451566,1451594,32,1189.6,1921.9,636
L,1451610,1451686,80,1124.2,1768.6,602
L,1452922,1452950,32,830.4,1844.3,579
L,1452974,1452998,28,1105.8,1697.8,727
L,1453026,1453066,44,986.5,1735.7,743
L,1453214,1453286,76,691.9,1688.5,632
L,1453302,1453322,24,672.2,1779.8,626
L,1453350,1453382,36,832.0,1819.4,708
L,1453434,1453454,24,757.4,1816.4,690
L,1453474,1453494,24,682.8,1582.8,656
L,1453598,1453598,4,498.6,1863.0,586
L,1453678,1453738,64,452.4,2264.8,514
L,1453754,1453826,76,460.9,2441.0,497
L,1453846,1453866,24,435.2,2603.3,462
L,1454810,1454870,64,632.7,2923.4,449
L,1454894,1454926,36,340.2,3038.2,420
L,1454942,1454966,28,354.0,2910.3,437
L,1455014,1455066,56,350.3,2900.7,431
L,1455138,1455166,32,371.9,2923.2,414
L,1457014,1457054,44,465.4,2987.5,468
L,1457070,1457178,112,355.3,2936.9,496
L,1457198,1457230,36,473.7,2722.6,542
L,1457314,1457398,88,1084.8,2611.5,863
L,1457694,1457822,132,1740.2,985.0,1162
L,1457842,1460138,2300,1898.1,1063.4,1139
L,1460178,1460498,324,1346.9,1209.5,1153
L,1460518,1461110,596,1142.7,1362.2,981
L,1461174,1461202,32,1162.3,2503.9,622
L,1461222,1461314,96,1165.7,2767.5,603
L,1462798,1462822,28,253.1,3270.0,259
L,1462838,1462934,100,263.3,3226.8,303
L,1462962,1463054,96,144.4,3270.0,304
L,1463090,1463698,612,153.9,3270.0,303
L,1465394,1465446,56,244.8,3270.0,457
L,1465466,1465518,56,228.4,2990.4,482
L,1465674,1465694,24,994.2,2333.8,872
L,1465782,1465846,68,1005.7,1552.2,908
L,1466118,1466278,164,1546.2,1173.0,1104
L,1466306,1468182,1880,1918.0,1019.3,1129
L,1468222,1469490,1272,1157.3,1232.1,1082
L,1469582,1469694,116,1265.8,627.1,549
L,1469718,1470030,316,1682.8,452.1,632
L,1470050,1470238,192,1475.6,576.9,694
L,1470294,1470326,36,2366.1,989.9,564
L,1470350,1470398,52,2290.4,808.0,637
L,1470430,1470774,348,2673.4,804.0,479
L,1470834,1470942,112,2172.4,583.2,591
L,1470978,1471170,196,1714.8,360.5,655
L,1471206,1471290,88,1326.7,637.3,772
L,1471414,1471622,212,2071.3,951.0,649
L,1471702,1471854,156,2676.2,1209.9,430
L,1471874,1471898,28,2655.1,1063.7,530
L,1472062,1472182,124,1278.8,1803.0,846
L,1472206,1472254,52,1053.6,2168.8,869
L,1472270,1472318,52,1088.1,2284.1,874
L,1472338,1472358,24,1033.0,1951.5,890
L,1472454,1472714,264,813.9,518.5,755
L,1472750,1472822,76,1198.0,560.6,770
L,1472874,1473178,308,1815.6,752.6,735
L,1473454,1473786,336,944.0,1656.6,947
L,1473806,1473962,160,1043.2,1685.6,924
L,1474002,1474022,24,963.7,1808.7,762
L,1474098,1474334,240,1281.5,446.5,780
L,1474558,1474582,28,1237.2,2988.9,779
L,1474658,1474762,108,1060.2,2278.9,867
L,1476894,1477158,268,1218.8,1454.0,1030
L,1477174,1477218,48,1211.5,1161.3,1125
L,1477234,1477318,88,1100.7,1140.9,1146
L,1477334,1477454,124,1115.1,1276.6,1052
L,1477474,1477854,384,1226.3,1215.2,996
L,1477894,1482586,4696,1895.7,1061.0,1031
L,1482642,1482758,120,3047.6,1358.5,770
L,1482778,1482986,212,3110.0,1544.6,678
L,1483158,1483190,36,2961.0,2030.0,592
L,1485778,1485802,28,3035.8,2038.0,659
L,1485842,1486094,256,2920.8,1414.1,921
L,1486178,1486350,176,1877.4,876.3,1078
L,1486366,1488946,2584,1892.7,1042.7,1107
L,1488998,1489570,576,1138.3,1049.6,670
L,1489622,1489642,24,1175.7,2016.1,594
L,1489734,1489766,36,1468.9,2738.4,545
L,1489810,1489842,36,1585.4,3138.4,520
L,1489894,1489950,60,1021.3,3113.2,349
L,1492242,1492262,24,201.5,2656.6,324
L,1492278,1492386,112,282.8,2828.7,296
L,1492442,1492546,108,379.3,2990.0,253
L,1492562,1492726,168,436.0,3138.2,244
L,1492742,1492794,56,456.9,3154.0,262
L,1492810,1492870,64,373.5,3043.6,285
L,1492914,1492958,48,345.1,2985.8,293
L,1493026,1493094,72,337.6,3070.0,305
L,1493122,1493130,12,359.9,3052.7,314
L,1493470,1493650,184,1148.7,1119.3,921
L,1493710,1496722,3016,1950.2,1065.0,1074
L,1496778,1497250,476,2968.8,1436.4,756
L,1497270,1497426,160,2993.3,1683.7,603
L,1499382,1499462,84,2861.9,2506.2,577
L,1499506,1499522,20,2884.8,2079.7,682
L,1499538,1499590,56,2890.0,1798.4,766
L,1499638,1502378,2744,1920.7,1085.1,986
L,1502426,1502798,376,1123.4,1276.4,853
L,1502818,1502934,120,995.2,1410.8,661
L,1502986,1503062,80,1367.5,2905.0,459
L,1505602,1505658,60,1616.2,1053.1,1019
L,1505914,1507718,1808,1903.1,1053.9,1035
L,1507758,1507862,108,2533.1,1074.8,1023
L,1507886,1509086,1204,2830.3,1168.9,1053
L,1509106,1509198,96,2889.3,2069.8,488
L,1511522,1511758,240,3270.0,3270.0,216
L,1512102,1512150,52,2968.8,1635.8,794
L,1512206,1512478,276,2165.3,1101.1,987
L,1512502,1514978,2480,1895.8,1104.8,979
L,1515018,1515310,296,1093.9,1486.1,898
L,1515334,1515366,36,1095.4,1587.7,685
L,1515386,1515410,28,1108.9,1804.3,639
L,1515670,1515758,92,514.0,2859.1,203
L,1518394,1518474,84,193.2,2714.6,296
L,1518502,1518594,96,541.0,2662.5,428
L,1518614,1518654,44,604.5,2210.5,487
L,1518734,1518854,124,235.2,2762.1,277
L,1518938,1518974,40,358.2,3167.3,220
L,1520034,1520054,24,505.1,3115.7,154
L,1520098,1520162,68,985.2,2391.0,416
L,1520226,1520570,348,1105.3,1052.7,1055
L,1520846,1523222,2380,1915.6,1101.2,1001
L,1523262,1523586,328,2529.3,1116.6,1061
L,1523610,1524230,624,2879.8,1142.0,986
L,1524250,1524342,96,3047.5,1390.1,584
L,1524358,1524406,52,3026.7,1547.4,543
L,1524422,1524522,104,3033.5,1844.9,460
L,1524542,1524594,56,3028.4,2153.1,380
L,1524630,1524650,24,3097.1,2621.2,325
L,1524698,1524738,44,2968.9,2432.5,392
L,1524774,1524802,32,3214.2,2658.1,239
L,1525006,1525198,196,3270.0,3270.0,245
L,1525214,1525434,224,3270.0,3270.0,253
L,1527642,1527722,84,2874.1,2866.0,587
L,1528022,1528318,300,2983.8,1757.8,786
L,1528338,1528502,168,2925.5,1265.5,944
L,1528554,1528754,204,2034.9,1054.7,1054
L,1528770,1531302,2536,1937.3,1084.2,992
L,1531358,1531710,356,3003.8,1519.2,733
L,1531766,1531906,144,3270.0,3270.0,180
L,1535790,1535918,132,2977.4,1312.9,705
L,1535958,1536274,320,2327.5,1103.4,933
L,1536302,1538738,2440,1907.3,1116.2,958
L,1538786,1539170,388,2959.7,1248.0,765
L,1540578,1540614,40,3239.6,3108.2,426
L,1541334,1541406,76,3267.5,3270.0,435
L,1542846,1542898,56,2986.2,2600.0,605
