time,text
701177,!CAL
701177,!CAL Calibration points:
701177,"!CAL 12.4, -29.1 2055, 4974"
701177,"!CAL 9.1, -46.7 2130, 8345"
701177,"!CAL 14.0, -12.9 1985, 1971"
701177,"!CAL -19.1, -26.8 -1854, 4886"
701177,"!CAL 42.9, -29.5 6465, 5073"
701177,"!CAL eye check box: (L,R,T,B)"
701177,"!CAL href cal range: (L,R,T,B)"
701177,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
701177,"!CAL Prenormalize: offx, offy = 12.357 -29.085"
701177,!CAL Gains: cx:125.454 lx:102.054 rx:151.031
701177,!CAL Gains: cy:179.272 ty:201.612 by:186.031
701177,"!CAL Resolution (upd) at screen center: X=2.1, Y=1.5"
701177,!CAL Gain Change Proportion: X: 0.480 Y: 0.084
701177,!CAL Gain Ratio (Gy/Gx) = 1.429
701177,"!CAL Cross-Gain Ratios: X=0.174, Y=0.026"
701177,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
701177,"!CAL CR gain match(x,y) = 1.000, 1.000"
701177,!CAL Slip rotation correction OFF
701179,!CAL CALIBRATION HV5 R RIGHT GOOD
707774,"!CAL VALIDATION HV5 R RIGHT GOOD ERROR 0.38 avg. 0.67 max OFFSET 0.08 deg. 9.7,0.1 pix."
707774,"VALIDATE R 4POINT 0 RIGHT at 1920,1080 OFFSET 0.27 deg. -27.5,11.0 pix."
707775,"VALIDATE R 4POINT 1 RIGHT at 1920,184 OFFSET 0.37 deg. 33.5,19.6 pix."
707775,"VALIDATE R 4POINT 2 RIGHT at 1920,1975 OFFSET 0.67 deg. 54.6,-40.1 pix."
707775,"VALIDATE R 4POINT 3 RIGHT at 230,1080 OFFSET 0.45 deg. 49.0,-14.0 pix."
707775,"VALIDATE R 4POINT 4 RIGHT at 3609,1080 OFFSET 0.45 deg. 50.8,-8.7 pix."
713580,"DRIFTCORRECT R RIGHT at 1920,1080 OFFSET 0.85 deg. 4.2,-70.6 pix."
714144,RECCFG CR 250 2 1 R
714144,ELCLCFG RTABLER
714144,GAZE_COORDS 0.00 0.00 3839.00 2159.00
714144,THRESHOLDS R 116 219
714144,ELCL_PROC ELLIPSE (5)
714144,ELCL_EFIT_PARAMS 1.01 4.00 0.15 0.05 0.65 0.65 0.00 0.00 0.30
714145,!MODE RECORD CR 250 2 1 R
778222,TRIALID 1
778242,FIX_START
779236,FIX_END
779253,STIM_START
779502,STIM_END
780002,RESP_START
782253,RESP_END
782253,TRIAL_END 1
782253,TRIALID 2
782256,FIX_START
783754,FIX_END
783770,STIM_START
784020,STIM_END
784520,RESP_START
832608,RESP_END
832608,TRIAL_END 2
832608,TRIALID 3
832611,FIX_START
834125,FIX FAILED
835625,FIX_SUCCEED
835875,FIX_END
835891,STIM_START
836158,STIM_END
836658,RESP_START
841792,RESP_END
841792,TRIAL_END 3
841792,TRIALID 4
841794,FIX_START
842292,FIX_END
842309,STIM_START
842575,STIM_END
843075,RESP_START
848626,RESP_END
848626,TRIAL_END 4
848627,TRIALID 5
