eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg
L,1778180,1778280,104,1899.8,1054.6,1112
L,1778504,1778668,168,1715.3,949.8,950
L,1778708,1778948,244,1179.0,1099.1,705
L,1779012,1779080,72,2571.5,1069.8,554
L,1779108,1779328,224,2883.1,1124.1,511
L,1779364,1779512,152,2340.1,1339.8,490
L,1779552,1779864,316,1729.6,1274.5,552
L,1779896,1780728,836,1936.5,980.7,735
L,1780948,1782308,1364,1942.0,910.2,1033
L,1782544,1789696,7156,1939.2,1147.7,689
L,1790324,1790756,436,1909.7,536.4,848
L,1790776,1791116,344,2127.3,610.5,832
L,1791312,1792120,812,2071.7,405.5,998
L,1792168,1792976,812,1907.0,1097.9,854
L,1793172,1793900,732,1930.6,1065.1,788
L,1793944,1794280,340,1920.8,682.4,743
L,1794320,1794716,400,1976.9,1202.1,674
L,1794764,1795224,464,1990.0,650.6,815
L,1795244,1795508,268,2095.7,552.5,903
L,1795536,1795724,192,1773.2,552.4,970
L,1795768,1795828,64,1859.3,998.9,1013
L,1796884,1797536,656,1907.7,809.2,1079
L,1797572,1797732,164,1445.4,1128.4,670
L,1797776,1798048,276,2029.7,688.8,508
L,1798092,1798284,196,2410.1,1217.8,492
L,1798320,1798568,252,1911.8,1279.0,505
L,1798604,1798772,172,1537.4,1253.8,571
L,1798808,1798932,128,2137.4,1148.9,653
L,1801584,1801932,352,1943.2,975.6,741
L,1801964,1802132,172,1458.7,1000.4,523
L,1802176,1802744,572,2270.7,990.3,480
L,1802772,1804516,1748,1942.9,986.4,741
L,1804548,1804572,28,1977.1,514.4,906
L,1804660,1804840,184,1967.3,590.7,784
L,1804860,1805248,392,2102.0,726.5,570
L,1805404,1805620,220,1989.7,973.5,666
L,1806136,1806216,84,1981.3,868.5,876
L,1806244,1808708,2468,1947.2,1029.9,787
L,1808732,1809624,896,2179.1,666.1,683
L,1809660,1809716,60,2040.0,929.5,781
L,1809772,1809864,96,2073.7,821.2,836
L,1809892,1811640,1752,1955.4,944.0,963
L,1811816,1811980,168,2008.8,703.8,667
L,1812272,1818608,6340,1934.4,1038.6,820
L,1818852,1819028,180,1955.3,605.6,863
L,1819452,1819756,308,2034.8,526.8,835
L,1820172,1820940,772,2121.6,439.2,906
L,1820984,1823984,3004,1934.7,1084.1,829
L,1824024,1824080,60,2063.6,710.9,844
L,1824100,1824832,736,2059.7,748.0,611
L,1824864,1825000,140,1983.1,1013.6,708
L,1825028,1825148,124,1908.2,1198.2,784
L,1825164,1825408,248,1903.0,1062.6,869
L,1825424,1826544,1124,1935.2,955.7,959
L,1826580,1827112,536,1933.2,583.3,798
L,1827368,1827964,600,1950.4,389.5,945
L,1828004,1829000,1000,1945.6,835.8,1103
L,1829240,1829656,420,1946.3,777.8,1135
L,1829672,1829800,132,1932.8,632.6,1079
L,1829832,1832952,3124,1925.0,1157.8,672
L,1832996,1833556,564,1936.3,664.3,699
L,1833596,1837316,3724,1896.8,1045.8,838
L,1837532,1839620,2092,1888.2,911.2,893
L,1839800,1841584,1788,1913.1,1074.9,798
L,1841812,1843056,1248,1964.1,871.7,859
L,1843296,1844424,1132,1937.0,867.0,1040
L,1844624,1846608,1988,1959.8,1063.8,811
L,1846648,1847116,472,1982.3,666.5,801
L,1847156,1848988,1836,1953.3,1127.8,858
L,1849036,1849332,300,2002.0,642.0,920
L,1849372,1849968,600,1930.1,1181.0,709
L,1849984,1852136,2156,1943.8,1024.4,871
L,1852388,1859372,6988,1950.0,1025.7,814
L,1859396,1859420,28,1895.5,747.5,1039
L,1859588,1862956,3372,1946.4,1034.3,800
L,1863176,1863416,244,2039.1,585.0,766
L,1863460,1864884,1428,1948.8,1003.9,808
L,1864928,1865312,388,2019.6,441.6,961
L,1865476,1869076,3604,1971.0,1040.4,776
L,1869308,1869632,328,1887.5,778.2,728
L,1869668,1871568,1904,1953.7,1071.6,827
L,1871860,1872600,744,1841.8,961.3,736
L,1872628,1872744,120,2078.5,909.8,592
L,1872780,1873024,248,2107.8,602.7,415
L,1873228,1873372,148,2024.4,986.8,369
L,1873404,1873616,216,2470.9,1055.4,430
L,1873644,1873784,144,2144.6,1167.3,519
L,1875100,1875220,124,1830.7,739.7,623
L,1875260,1875428,172,2214.5,478.9,564
L,1875448,1875660,216,2142.6,410.6,428
L,1875716,1876208,496,1660.1,1093.3,392
L,1876236,1876504,272,1958.2,986.5,462
L,1876528,1876900,376,1711.8,960.9,549
L,1876928,1878688,1764,1883.4,1119.2,707
L,1878716,1878976,264,1935.1,822.8,771
L,1879004,1885156,6156,1865.0,1049.6,732
L,1885492,1891892,6404,1891.6,1099.6,588
