eye,tStart,tEnd,duration
L,63236,63268,36
L,65108,65268,164
L,65544,65848,308
L,70552,70600,52
L,75040,75144,108
L,77008,77120,116
L,77644,78052,412
L,78316,78340,28
L,81480,81860,384
L,87796,87880,88
L,90016,90072,60
L,102420,102588,172
L,111000,111332,336
L,111456,111636,184
L,131836,132412,580
L,138028,138120,96
L,142496,142672,180
L,144368,145020,656
L,151584,151588,8
L,168228,168388,164
L,170456,176940,6488
L,190356,190492,140
L,192592,192768,180
L,201944,202100,160
L,206340,206384,48
L,208620,208908,292
L,213080,213208,132
L,213496,213692,200
L,215136,215344,212
L,229964,230064,104
L,234652,234684,36
L,244468,244716,252
L,247168,247172,8
L,251628,251700,76
L,253064,253164,104
L,256636,256728,96
L,258124,258164,44
L,265540,265624,88
L,266068,266192,128
L,267272,267328,60
L,267688,270340,2656
L,271048,271128,84
L,271500,271608,112
L,286276,286448,176
L,286600,287240,644
L,288104,288612,512
L,291272,291312,44
L,295000,295076,80
L,296556,296588,36
L,298120,298268,152
L,298496,298668,176
L,299520,299596,80
L,300356,300468,116
L,302968,303024,60
L,305184,305276,96
L,305540,305692,156
L,306964,307036,76
L,308100,308144,48
L,309580,309636,60
L,313548,313644,100
L,318528,318688,164
L,323520,323708,192
L,323960,324100,144
L,327268,327436,172
L,327792,327928,140
L,328252,328496,248
L,328892,329056,168
L,332992,333080,92
L,334016,334096,84
L,335536,336248,716
L,336356,336556,204
L,338396,338492,100
L,340980,341016,40
L,345084,345124,44
L,348192,348360,172
L,348596,348724,132
L,349340,349856,520
L,352076,352128,56
L,355436,355500,68
L,357944,357980,40
L,358184,365308,7128
L,366788,366808,24
L,369220,369256,40
L,371172,371296,128
L,371752,371916,168
L,373228,373344,120
L,376188,376220,36
L,377452,377564,116
L,379412,379480,72
L,381532,381628,100
L,381772,381948,180
L,382492,382540,52
L,383456,383696,244
L,386192,386316,128
L,389384,389444,64
L,390716,390816,104
L,392424,392520,100
L,394688,394832,148
L,395004,395136,136
L,397184,397372,192
L,399064,399284,224
L,399768,399952,188
L,403876,404132,260
L,404396,404536,144
L,405580,405752,176
L,406908,407084,180
L,408852,409152,304
L,409656,409840,188
L,411048,411492,448
L,412056,414616,2564
L,416340,416620,284
L,420944,421128,188
L,423340,423608,272
L,425368,425540,176
L,425676,426032,360
L,428088,428248,164
L,429832,430032,204
L,431008,431572,568
L,431748,431992,248
L,432900,433112,216
L,434760,435008,252
L,436172,436252,84
L,436936,437120,188
L,437856,437992,140
L,439648,439748,104
L,440916,441664,752
L,443628,443764,140
L,446148,446216,72
L,446900,447084,188
L,448624,448852,232
L,448964,449256,296
L,450408,450484,80
L,450916,451156,244
L,453296,453684,392
L,454396,454568,176
L,455360,455468,112
L,456872,457348,480
L,458540,459116,580
L,459264,459668,408
L,459720,459772,56
L,460620,492580,31964
L,501988,502008,24
L,510448,510480,36
L,517640,517756,120
L,519320,519336,20
L,519668,519812,148
L,521996,522000,8
L,525844,525916,76
L,532420,532492,76
L,538364,538456,96
L,540280,540396,120
L,543480,543572,96
L,543772,543940,172
L,545168,545276,112
L,547424,547436,16
L,549072,549228,160
L,551916,552072,160
L,557940,558024,88
L,561952,562020,72
L,564504,564600,100
L,565872,566000,132
L,567132,567256,128
L,568752,568804,56
L,569040,576544,7508
L,579380,579408,32
L,585100,585184,88
L,588468,588564,100
L,603524,603540,20
L,608416,608444,32
L,623332,623412,84
L,623940,624084,148
L,628004,628008,8
L,629776,629816,44
L,635100,635172,76
L,639288,639344,60
L,644988,645024,40
L,647512,647608,100
L,647696,647924,232
L,648320,659256,10940
L,659596,659932,340
L,662400,662504,108
L,663892,663980,92
L,672316,672316,4
L,673908,673996,92
L,676168,676308,144
L,677980,678096,120
L,679176,679412,240
L,682352,682480,132
