trialID,fixStart,fixEnd,fixFailed,fixSucceed,stimStart,stimEnd,respStart,respEnd
1,4720309,4721304,,5777354.0,4721321,4721587,4722088,4728122
2,4728125,4729121,,5895932.0,4729138,4729405,4729905,4735423
3,4735424,4735922,,6016944.0,4735938,4736205,4736705,4740589
4,4740591,4741089,,6154240.0,4741105,4741372,4741873,4745072
5,4745075,4745573,,6337358.0,4745589,4745856,4746356,4750390
6,4750392,4750890,,,4750907,4751174,4751673,4755991
7,4755992,4756490,,,4756507,4756757,4757257,4760224
8,4760226,4760725,,,4760741,4760991,4761491,4764608
9,4764610,4765107,,,4765125,4765391,4765892,4770258
10,4770260,4770758,,,4770775,4771026,4771525,4775008
11,4775011,4775509,,,4775526,4775792,4776292,4779109
12,4779111,4779609,,,4779627,4779876,4780376,4782809
13,4782811,4783310,,,4783327,4783593,4784093,4787243
14,4787245,4787744,,,4787760,4788010,4788510,4791243
15,4791245,4791744,,,4791761,4792027,4792527,4795061
16,4795063,4795561,,,4795578,4795828,4796327,4798628
17,4798630,4799128,,,4799144,4799395,4799895,4802378
18,4802380,4802878,,,4802895,4803162,4803662,4806228
19,4806231,4806728,,,4806745,4806995,4807495,4810662
20,4823769,4824764,,,4824781,4825030,4825530,4829914
21,4829916,4830414,,,4830431,4830681,4831181,4834981
22,4834983,4835481,,,4835498,4835764,4836265,4839448
23,4839450,4839949,,,4839965,4840215,4840715,4843932
24,4843934,4844432,,,4844449,4844699,4845199,4848282
25,4848284,4848783,,,4848799,4849066,4849566,4853133
26,4853135,4853633,,,4853650,4853900,4854400,4861083
27,4861085,4861584,,,4861600,4861867,4862367,4864917
28,4864919,4865418,,,4865434,4865684,4866184,4869501
29,4869503,4870001,,,4870018,4870285,4870785,4873585
30,4873587,4874085,,,4874102,4874352,4874852,4878969
31,4878971,4879469,,,4879485,4879752,4880252,4885253
32,4885255,4885753,,,4885769,4886036,4886536,4889136
33,4889138,4889637,,,4889653,4889903,4890403,4893387
34,4893388,4893887,,,4893903,4894153,4894654,4897937
35,4897939,4898437,,,4898454,4898721,4899221,4901587
36,4901589,4902088,,,4902104,4902371,4902871,4909521
37,4909523,4910022,,,4910038,4910305,4910805,4913172
38,4913174,4913672,,,4913689,4913956,4914455,4917439
39,4917441,4917939,,,4917956,4918223,4918723,4922256
40,4936861,4937358,,,4937374,4937641,4938141,4940874
41,4940876,4941374,,,4941391,4941658,4942158,4947708
42,4947711,4948209,,,4948225,4948492,4948992,4952276
43,4952277,4952776,,,4952793,4953059,4953559,4956559
44,4956561,4957059,,,4957076,4957326,4957826,4961026
45,4961028,4961527,,,4961543,4961794,4962293,4965277
46,4965279,4965777,,,4965794,4966044,4966544,4969877
