trialID,fixStart,fixEnd,fixFailed,fixSucceed,stimStart,stimEnd,respStart,respEnd
1,1289193,1290185,,1332006.0,1290201,1290452,1290951,1298752
2,1298754,1299752,,1352807.0,1299769,1300019,1300519,1307253
3,1307256,1308753,,1362125.0,1308770,1309036,1309536,1313437
4,1313439,1314437,,1389428.0,1314454,1314704,1315204,1323888
5,1323891,1325388,,1400279.0,1325405,1325655,1326156,1329990
6,1329992,1332255,,1432748.0,1332272,1332522,1333022,1338689
7,1338691,1340189,,1439632.0,1340206,1340473,1340972,1350307
8,1350309,1353057,,1460718.0,1353074,1353324,1353824,1359624
9,1359627,1362375,,1471585.0,1362391,1362658,1363158,1366525
10,1366527,1368026,,1512572.0,1368042,1368292,1368792,1374175
11,1374177,1375176,,1546209.0,1375193,1375459,1375959,1380443
12,1380446,1381443,,1566411.0,1381460,1381710,1382210,1386927
13,1386929,1389678,,1578945.0,1389694,1389960,1390461,1398278
14,1398280,1400529,,1599564.0,1400546,1400812,1401312,1405745
15,1405747,1407246,,1617149.0,1407263,1407529,1408029,1417696
16,1417698,1418697,,1647919.0,1418714,1418980,1419480,1425132
17,1425134,1426631,,1654636.0,1426647,1426915,1427415,1430748
18,1430750,1432998,,1661870.0,1433015,1433265,1433765,1437632
19,1437634,1439883,,1694807.0,1439899,1440149,1440649,1444899
20,1453061,1454067,,1715359.0,1454084,1454350,1454850,1458217
21,1458219,1460968,,1723842.0,1460985,1461234,1461735,1464234
22,1464237,1465235,,1748078.0,1465252,1465501,1466002,1469085
23,1469087,1471835,,1757929.0,1471852,1472119,1472619,1475702
24,1475704,1477202,,1796350.0,1477219,1477486,1477986,1481919
25,1481921,1482920,,1803567.0,1482936,1483186,1483686,1491537
26,1491539,1493037,,1840537.0,1493054,1493320,1493821,1496521
27,1496523,1497521,,1846854.0,1497538,1497788,1498287,1501555
28,1501557,1503055,,1851771.0,1503072,1503322,1503821,1510072
29,1510074,1512823,,1906860.0,1512839,1513106,1513606,1516990
30,1516992,1518490,,1915128.0,1518507,1518773,1519273,1522390
31,1522391,1523890,,2067159.0,1523907,1524174,1524674,1528891
32,1528893,1529891,,2245526.0,1529907,1530158,1530658,1537124
33,1537126,1538625,,2257977.0,1538642,1538908,1539408,1543709
34,1543710,1546459,,2281063.0,1546476,1546743,1547242,1550342
35,1550344,1551843,,2334217.0,1551860,1552109,1552610,1558393
