eye,tStart,tEnd,duration
R,1501864,1501892,32
R,1509624,1509672,52
R,1520296,1520380,88
R,1525392,1525412,24
R,1533328,1534608,1284
R,1536360,1536420,64
R,1540448,1541020,576
R,1541096,1542932,1840
R,1544864,1544932,72
R,1545144,1547364,2224
R,1550804,1550888,88
R,1552340,1552360,24
R,1553008,1553060,56
R,1554720,1554792,76
R,1557540,1557568,32
R,1560448,1561800,1356
R,1563456,1563476,24
R,1564728,1564776,52
R,1566048,1566116,72
R,1567540,1567580,44
R,1571888,1571964,80
R,1576056,1576076,24
R,1592420,1592512,96
R,1592704,1593120,420
R,1607820,1607864,48
R,1608056,1608912,860
R,1615492,1615684,196
R,1615732,1616092,364
R,1616276,1616568,296
R,1621476,1621480,8
R,1621632,1621692,64
R,1625984,1626084,104
R,1626160,1626180,24
R,1626236,1626260,28
R,1626336,1626788,456
R,1631392,1632796,1408
R,1637408,1639240,1836
R,1643868,1643996,132
R,1644116,1645168,1056
R,1648032,1648076,48
R,1662484,1662500,20
R,1662560,1662676,120
R,1664588,1665448,864
R,1678000,1678088,92
R,1680348,1681696,1352
R,1693984,1694504,524
R,1703312,1703460,152
R,1704856,1705632,780
R,1726420,1727508,1092
R,1729920,1730156,240
R,1730412,1730412,4
R,1730948,1813892,82948
R,1813968,1814456,492
R,1814608,1817992,3388
R,1818216,1819488,1276
R,1820004,1820084,84
R,1820308,1820320,16
R,1820500,1822192,1696
R,1822872,1823096,228
R,1823244,1826436,3196
R,1827652,1827676,28
R,1828784,1828972,192
R,1830520,1830784,268
R,1830920,1832712,1796
R,1833000,1839552,6556
R,1851328,1851348,24
R,1855792,1856196,408
R,1856304,1856488,188
R,1861128,1861396,272
R,1865460,1865500,44
R,1865700,1865904,208
R,1868312,1868328,20
R,1871736,1871780,48
R,1879808,1879812,8
R,1879924,1880144,224
R,1885660,1885824,168
R,1885944,1886052,112
R,1890152,1890404,256
R,1891728,1891780,56
R,1898956,1899304,352
R,1903228,1903228,4
R,1907500,1907600,104
R,1907796,1907872,80
R,1926124,1926148,28
R,1930284,1930292,12
R,1936216,1936244,32
R,1936792,1936852,64
R,1945780,1945828,52
R,1948544,1948584,44
R,1948744,1948836,96
R,1949164,1949616,456
R,1954004,1954008,8
R,1961280,1961344,68
R,1961480,1961928,452
R,1973648,1973688,44
R,1984900,1984916,20
R,2000040,2000136,100
R,2003300,2003372,76
R,2012924,2012976,56
R,2014884,2014928,48
R,2017296,2017332,40
R,2023328,2023360,36
R,2032984,2033024,44
R,2034628,2034676,52
R,2039272,2039428,160
R,2039764,2039856,96
R,2041272,2041320,52
R,2042424,2042448,28
R,2044168,2044212,48
R,2053284,2053332,52
R,2062684,2062704,24
R,2066820,2066948,132
R,2067724,2067904,184
R,2077456,2077496,44
R,2079612,2080724,1116
R,2085748,2085764,20
R,2096236,2096252,20
R,2098084,2098148,68
R,2100836,2100884,52
R,2102032,2102084,56
R,2116716,2116780,68
R,2124140,2124188,52
R,2133664,2133700,40
R,2136272,2136288,20
R,2141248,2141308,64
R,2145336,2145372,40
R,2147672,2147708,40
R,2161984,2162100,120
R,2162584,2162676,96
R,2162832,2163140,312
R,2164816,2164988,176
R,2174228,2174268,44
R,2182120,2182176,60
R,2195488,2195560,76
R,2202536,2202592,60
R,2207048,2207060,16
R,2210184,2210200,20
R,2213816,2213864,52
R,2221080,2221140,64
R,2229004,2229076,76
R,2232972,2233016,48
R,2239728,2239756,32
R,2241744,2241788,48
R,2245916,2246064,152
R,2248936,2249088,156
R,2250196,2252084,1892
R,2253276,2253292,20
R,2256096,2256172,80
R,2263592,2263616,28
R,2265168,2265188,24
R,2275348,2275404,60
R,2281608,2281640,36
R,2284400,2284448,52
R,2286120,2286168,52
R,2291748,2291796,52
R,2292320,2292352,36
R,2296436,2296456,24
R,2299756,2299832,80
R,2310452,2310508,60
R,2316264,2316324,64
R,2320612,2320648,40
R,2322816,2322848,36
R,2326480,2326768,292
R,2326896,2327024,132
R,2327428,2327996,572
R,2338492,2338700,212
R,2343724,2343752,32
R,2345772,2345792,24
R,2354648,2354696,52
R,2359564,2359640,80
R,2364508,2364576,72
R,2364888,2364920,36
R,2372500,2372516,20
R,2377500,2377524,28
R,2378376,2378440,68
R,2382472,2384596,2128
R,2389500,2389548,52
R,2395396,2395452,60
R,2398948,2399016,72
R,2402824,2402896,76
R,2405640,2406644,1008
R,2417332,2417392,64
R,2423184,2423236,56
R,2425956,2426148,196
R,2435412,2435508,100
R,2436272,2436412,144
R,2439044,2439076,36
