eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
L,137639,137785,148,1857.8,1046.9,1991.5,1307.5,3.2,1145
L,137927,137945,20,1982.8,1232.2,2202.7,1252.5,1.9,122
L,138079,138181,104,2260.0,1252.0,3111.4,3270.0,21.4,435
L,138427,139053,628,2463.7,2566.7,1999.1,1035.5,17.5,597
L,139457,139607,152,2001.4,1068.5,1851.9,1239.3,2.4,1371
L,139979,140169,192,1825.3,1174.2,1969.5,1203.0,1.3,1295
L,140937,141095,160,1960.5,1229.8,2016.3,1240.4,0.5,1182
L,141587,141607,22,1995.4,1223.6,2175.4,1308.6,1.8,108
L,141847,142037,192,2186.2,1341.4,2021.4,1150.0,2.6,1034
L,142821,142837,18,1975.5,1196.0,1809.6,1175.4,1.4,102
L,143047,143061,16,1765.6,1170.3,1638.2,1181.2,1.1,81
L,143357,143377,22,1638.8,1167.3,1888.7,1132.2,2.1,130
L,144361,144379,20,1827.3,1152.3,1798.1,1039.2,1.3,86
L,144947,144957,12,1775.9,992.9,1709.2,982.1,0.6,58
L,145227,145373,148,1672.5,1002.5,1889.0,1198.6,2.9,1198
L,145691,145703,14,1850.0,1133.0,1798.2,1183.2,0.7,61
L,146647,146655,10,1833.4,1129.0,1887.6,1147.4,0.5,63
L,147711,147731,22,1855.7,1129.4,1788.4,956.7,2.1,124
L,148015,148161,148,1775.5,895.1,1872.9,1111.8,2.6,1149
L,149129,149139,12,1892.2,1145.8,1917.4,1092.7,0.7,70
L,161333,161549,218,1829.7,1046.9,1876.7,1243.9,2.3,1066
L,180623,180807,186,1724.2,1090.0,1841.9,1201.1,1.6,1166
L,216095,216297,204,1827.8,1121.7,3270.0,3270.0,25.0,789
L,216581,217595,1016,2625.5,2664.6,2025.4,1190.4,17.1,580
L,217673,217693,22,1998.8,1147.7,1879.2,974.6,2.2,134
L,218487,218507,22,1823.8,882.5,1851.1,1050.6,2.0,128
L,249419,249591,174,1759.4,1110.2,1884.7,1323.0,2.7,635
L,250885,250895,12,1909.8,1169.7,1843.8,1181.1,0.6,58
L,275517,275749,234,1484.5,998.7,1431.8,1073.3,1.0,650
L,276279,276455,178,1474.7,980.4,1744.9,1162.7,3.1,850
L,277893,277911,20,1785.0,1075.7,1885.9,1164.7,1.3,82
L,278109,278117,10,1888.6,1185.2,1841.1,1201.3,0.4,55
L,278699,278707,10,1803.1,1227.5,1758.0,1240.9,0.4,51
L,279883,279897,16,1681.1,1249.5,1790.7,1230.9,0.9,74
L,288509,288645,138,1719.6,1109.2,1914.4,1209.0,2.0,888
L,290679,290687,10,1875.5,1101.6,1827.9,1115.8,0.4,55
L,313571,313763,194,1816.3,1219.6,1794.7,1325.4,1.2,1019
L,333175,333321,148,1841.6,1175.8,1883.5,1306.1,1.6,851
L,334761,334907,148,1917.1,1215.1,1949.7,1233.5,0.3,1121
L,335461,335675,216,1866.7,1179.1,1856.8,1269.5,1.1,1093
L,336913,337045,134,1865.3,1265.2,1866.2,1249.0,0.2,1113
L,351921,352099,180,1849.1,1178.0,1848.5,1339.6,1.9,950
L,383049,383257,210,1690.9,1155.1,1822.9,1313.3,2.1,893
L,402125,402255,132,1892.5,1149.7,1965.3,1239.8,1.2,380
L,404229,404417,190,1930.8,1205.6,1968.3,1201.1,0.3,927
L,416647,416655,10,1907.8,1171.6,1857.6,1168.4,0.4,55
L,422461,422529,70,1917.7,1230.4,1877.3,1248.2,0.4,339
L,431537,431733,198,1817.9,1114.3,1842.9,1128.2,0.3,1350
L,432549,432559,12,1878.1,1096.5,1901.2,1144.8,0.6,61
L,440315,440483,170,1752.1,1032.1,1790.7,1048.8,0.4,1090
L,441285,441431,148,1930.8,1015.4,2009.8,1004.5,0.7,1539
L,441923,441941,20,1985.4,961.7,1880.2,1069.1,1.5,98
L,453941,454077,138,1890.1,1146.4,1991.5,1186.2,1.0,379
L,454785,454797,14,2077.5,1063.4,1986.5,1087.2,0.8,72
L,458195,458327,134,1932.5,1216.1,1960.8,1251.8,0.5,1224
L,458705,458883,180,1936.8,1155.3,1872.8,1204.1,0.8,1118
L,460769,460929,162,1939.6,1107.9,1964.9,1175.1,0.8,1268
L,461381,461391,12,1965.4,1088.2,1907.3,1115.7,0.6,60
L,474205,474367,164,1910.7,1169.9,1984.5,1104.7,1.0,1680
L,474799,474817,20,1976.9,1026.0,1896.6,1147.5,1.6,100
L,478865,478875,12,1849.9,1164.0,1866.5,1119.1,0.5,53
L,479233,479247,16,1862.2,1100.3,1872.4,1181.1,0.9,76
L,496253,496453,202,1794.3,1101.5,1818.3,1132.4,0.4,1012
L,502799,502993,196,1883.4,1008.9,1978.9,881.5,1.7,356
L,503225,503391,168,1954.7,922.3,1901.9,1289.8,4.3,920
L,505999,506177,180,1849.0,1175.9,1890.0,1220.9,0.6,959
L,507189,507233,46,1924.5,1110.7,2404.2,537.9,7.7,233
L,507377,507399,24,2431.0,421.8,2567.4,276.7,2.0,107
L,507863,507937,76,2578.6,217.3,2015.0,943.8,9.5,181
L,508325,508339,16,1978.9,1015.6,1889.0,1054.3,0.9,71
L,512861,512869,10,1874.8,1101.9,1915.4,1125.9,0.4,55
L,525251,525267,18,1907.1,1133.6,1797.1,1106.2,1.0,69
L,525565,525577,14,1788.6,1056.2,1726.0,1020.5,0.7,58
L,525647,525921,276,1338.1,818.2,1850.5,1067.3,5.2,736
L,526675,526687,14,1930.1,1082.9,1941.4,1168.6,1.0,89
L,540029,540241,214,1532.4,970.2,1592.4,1221.6,3.0,528
L,552757,552941,186,1874.2,1154.5,1903.1,1231.0,0.9,986
L,556155,556163,10,1920.9,1130.5,1860.4,1132.8,0.5,63
L,557237,557361,126,1939.4,1133.1,1986.0,1252.4,1.4,323
L,559539,559689,152,1974.2,1198.0,1966.8,1256.8,0.7,970
