eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg
R,4336419,4336755,340,1974.4,994.4,905
R,4336783,4337043,264,1650.6,950.8,664
R,4337087,4337291,208,824.9,1127.3,439
R,4337383,4337439,60,2069.7,1223.1,243
R,4337647,4337875,232,2698.5,1190.2,389
R,4340583,4340671,92,1884.7,832.4,922
R,4340707,4341019,316,1602.2,1072.8,910
R,4341039,4341551,516,1826.9,1048.9,737
R,4341747,4341827,84,1939.6,945.6,657
R,4341859,4342263,408,2436.4,960.3,678
R,4342315,4342599,288,1619.8,1126.7,715
R,4342623,4342839,220,1853.7,1133.5,668
R,4343067,4343163,100,2236.0,1023.0,547
R,4343199,4343699,504,1695.4,938.0,670
R,4343723,4343943,224,1902.9,960.8,700
R,4344179,4345695,1520,1872.5,1030.8,799
R,4345731,4345851,124,1240.0,1129.0,925
R,4345867,4346371,508,1055.6,1193.8,943
R,4346387,4346435,52,1065.8,1339.8,725
R,4346535,4347247,716,695.1,2152.3,270
R,4347347,4347455,112,726.3,2123.7,367
R,4347519,4347619,104,1313.4,2385.9,593
R,4347639,4347667,32,1222.0,2171.3,644
R,4347739,4348031,296,1103.8,1319.7,758
R,4348279,4348635,360,642.7,2498.1,236
R,4348707,4348871,168,1309.9,2194.1,577
R,4348923,4348983,64,1015.7,2248.4,422
R,4349007,4349027,24,1023.8,2214.4,423
R,4349043,4349067,28,1143.8,2241.5,474
R,4349083,4349183,104,1256.4,2153.6,545
R,4349295,4351591,2300,1808.9,1035.8,723
R,4351643,4352087,448,1067.2,1354.6,868
R,4352119,4352143,28,1105.9,1678.2,722
R,4352367,4352495,132,755.7,2213.8,262
R,4352511,4353123,616,1005.9,1797.3,453
R,4353187,4353235,52,1125.3,1888.4,622
R,4353251,4353907,660,1173.2,2018.3,625
R,4353923,4353999,80,1069.6,1735.7,689
R,4354023,4354103,84,1066.3,1153.6,769
R,4354143,4356551,2412,1806.2,1057.5,784
R,4356599,4356727,132,2572.5,1174.9,793
R,4356747,4356815,72,2730.3,1288.1,736
R,4356855,4356883,32,2804.6,1665.0,538
R,4356919,4356943,28,2895.7,1779.3,451
R,4356999,4357019,24,3270.0,2310.8,207
R,4357319,4357815,500,2890.2,1705.0,441
R,4357835,4357895,64,2885.3,1698.8,574
R,4357947,4358303,360,3270.0,2465.9,249
R,4358319,4358347,32,3270.0,2510.5,247
R,4358371,4358415,48,3270.0,2497.0,244
