eye,tStart,tEnd,duration
R,4114671,4115555,888
R,4117007,4117027,24
R,4124963,4124975,16
R,4173439,4174255,820
R,4175027,4175027,4
R,4183363,4183375,16
R,4187567,4187907,344
R,4188799,4188823,28
R,4195391,4195435,48
R,4216347,4216443,100
R,4219687,4219699,16
R,4221435,4221707,276
R,4225191,4225207,20
R,4225375,4225579,208
R,4232523,4232539,20
R,4238711,4239395,688
R,4242339,4242419,84
R,4246087,4246091,8
R,4253503,4253519,20
R,4258023,4258063,44
R,4265843,4265907,68
R,4274455,4274579,128
R,4275339,4275343,8
R,4283807,4283815,12
R,4284683,4284703,24
R,4286171,4286219,52
R,4289839,4289891,56
R,4293303,4293319,20
R,4296235,4296883,652
R,4299771,4299815,48
R,4309943,4310067,128
R,4323647,4323751,108
R,4323819,4323863,48
R,4327943,4328243,304
R,4328687,4328695,12
R,4342931,4343515,588
R,4346599,4346987,392
R,4352563,4352635,76
R,4360131,4360207,80
R,4361739,4361831,96
R,4368971,4369015,48
R,4373423,4373555,136
R,4383963,4384131,172
R,4395275,4395283,12
R,4399831,4399835,8
R,4402083,4402155,76
R,4411443,4411479,40
R,4412327,4412455,132
R,4416071,4416155,88
R,4417195,4417199,8
R,4417351,4417359,12
R,4426483,4426539,60
R,4433439,4433551,116
R,4435427,4435439,16
R,4436543,4436803,264
R,4441419,4441675,260
R,4445527,4445683,160
R,4460323,4460387,68
R,4464339,4464351,16
R,4464751,4464755,8
R,4468983,4468991,12
R,4469347,4469367,24
R,4469787,4469923,140
R,4473595,4473687,96
R,4476215,4476879,668
R,4479083,4479111,32
R,4483795,4483919,128
R,4489151,4489183,36
R,4497687,4497727,44
R,4502251,4502359,112
R,4507507,4507651,148
R,4512043,4512107,68
R,4513855,4513991,140
R,4516387,4516487,104
R,4518023,4518051,32
R,4528079,4528207,132
R,4534783,4535291,512
R,4536695,4536871,180
R,4547563,4548319,760
R,4553079,4553207,132
R,4553439,4553455,20
R,4558443,4558459,20
R,4559023,4559035,16
R,4565899,4566011,116
R,4567391,4567531,144
R,4578639,4578771,136
R,4582955,4583031,80
R,4587295,4587347,56
R,4588715,4588835,124
R,4599083,4599131,52
R,4599675,4599763,92
R,4601399,4601427,32
R,4603219,4603235,20
R,4603531,4603867,340
R,4607555,4607563,12
R,4607807,4608319,516
R,4609271,4609355,88
R,4610823,4611015,196
R,4613999,4614163,168
R,4630579,4630631,56
