time,text
4163624,!CAL
4163624,!CAL Calibration points:
4163624,"!CAL 4.8, -21.1 2179, 5237"
4163624,"!CAL 3.5, -35.9 2258, 8834"
4163624,"!CAL 6.5, -6.7 2112, 2076"
4163624,"!CAL -22.6, -18.7 -1911, 5128"
4163624,"!CAL 32.2, -21.3 6877, 5395"
4163624,"!CAL eye check box: (L,R,T,B)"
4163624,"!CAL href cal range: (L,R,T,B)"
4163625,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
4163625,"!CAL Prenormalize: offx, offy = 4.8499 -21.104"
4163625,!CAL Gains: cx:155.760 lx:130.123 rx:185.726
4163625,!CAL Gains: cy:198.512 ty:266.018 by:211.506
4163625,"!CAL Resolution (upd) at screen center: X=1.7, Y=1.3"
4163625,!CAL Gain Change Proportion: X: 0.427 Y: 0.258
4163625,!CAL Gain Ratio (Gy/Gx) = 1.274
4163625,"!CAL Cross-Gain Ratios: X=0.135, Y=0.026"
4163625,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
4163625,"!CAL CR gain match(x,y) = 1.000, 1.000"
4163625,!CAL Slip rotation correction OFF
4163626,!CAL CALIBRATION HV5 R RIGHT GOOD
4170917,"!CAL VALIDATION HV5 R RIGHT GOOD ERROR 0.52 avg. 0.78 max OFFSET 0.31 deg. 33.2,-8.2 pix."
4170917,"VALIDATE R 4POINT 0 RIGHT at 1920,1080 OFFSET 0.48 deg. 51.9,-9.6 pix."
4170917,"VALIDATE R 4POINT 1 RIGHT at 1920,184 OFFSET 0.78 deg. 1.8,62.8 pix."
4170917,"VALIDATE R 4POINT 2 RIGHT at 1920,1975 OFFSET 0.50 deg. -15.9,-38.9 pix."
4170917,"VALIDATE R 4POINT 3 RIGHT at 230,1080 OFFSET 0.41 deg. 40.5,-15.9 pix."
4170917,"VALIDATE R 4POINT 4 RIGHT at 3609,1080 OFFSET 0.52 deg. 31.2,-35.5 pix."
4178817,"DRIFTCORRECT R RIGHT at 1920,1080 OFFSET 0.75 deg. -3.2,59.2 pix."
4179380,RECCFG CR 250 2 1 R
4179380,ELCLCFG RTABLER
4179380,GAZE_COORDS 0.00 0.00 3839.00 2159.00
4179380,THRESHOLDS R 112 206
4179380,ELCL_PROC ELLIPSE (5)
4179380,ELCL_EFIT_PARAMS 1.01 4.00 0.15 0.05 0.65 0.65 0.00 0.00 0.30
4179381,!MODE RECORD CR 250 2 1 R
4181053,TRIALID 1
4181066,FIX_START
4182058,FIX_END
4182075,STIM_START
4182341,STIM_END
4182842,RESP_START
4186993,RESP_END
4186993,TRIAL_END 1
4186993,TRIALID 2
4186996,FIX_START
4188492,FIX_END
4188508,STIM_START
4188758,STIM_END
4189258,RESP_START
4192410,RESP_END
4192410,TRIAL_END 2
4192410,TRIALID 3
4192411,FIX_START
4192909,FIX_END
4192926,STIM_START
4193175,STIM_END
4193676,RESP_START
4196543,RESP_END
4196543,TRIAL_END 3
4196543,TRIALID 4
4196544,FIX_START
4197043,FIX_END
4197059,STIM_START
4197309,STIM_END
4197809,RESP_START
4201310,RESP_END
4201310,TRIAL_END 4
4201310,TRIALID 5
4201311,FIX_START
4201810,FIX_END
4201827,STIM_START
4202093,STIM_END
4202593,RESP_START
4205843,RESP_END
4205843,TRIAL_END 5
4205843,TRIALID 6
4205845,FIX_START
4206344,FIX_END
4206360,STIM_START
4206610,STIM_END
4207111,RESP_START
4210294,RESP_END
4210294,TRIAL_END 6
4210294,TRIALID 7
4210296,FIX_START
4210794,FIX_END
4210810,STIM_START
4211060,STIM_END
4211560,RESP_START
4214294,RESP_END
4214294,TRIAL_END 7
4214294,TRIALID 8
4214296,FIX_START
4214795,FIX_END
4214811,STIM_START
4215078,STIM_END
4215578,RESP_START
4218611,RESP_END
4218611,TRIAL_END 8
4218611,TRIALID 9
4218613,FIX_START
4219111,FIX_END
4219128,STIM_START
4219378,STIM_END
4219878,RESP_START
4225312,RESP_END
4225312,TRIAL_END 9
4225312,TRIALID 10
4225314,FIX_START
4225812,FIX_END
4225829,STIM_START
4226079,STIM_END
4226579,RESP_START
4230512,RESP_END
4230512,TRIAL_END 10
4230512,TRIALID 11
4230514,FIX_START
4231013,FIX_END
4231029,STIM_START
4231280,STIM_END
4231779,RESP_START
4234746,RESP_END
4234746,TRIAL_END 11
4234746,TRIALID 12
4234748,FIX_START
4235246,FIX_END
4235263,STIM_START
4235513,STIM_END
4236013,RESP_START
4242030,RESP_END
4242030,TRIAL_END 12
4242030,TRIALID 13
4242032,FIX_START
4243030,FIX_END
4243047,STIM_START
4243297,STIM_END
4243798,RESP_START
