eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
L,1743722,1743866,148,1884.2,1110.1,1854.6,1169.5,0.8,1378
L,1746050,1746134,88,1901.5,1100.9,2841.0,626.4,10.2,154
L,1746570,1746582,16,2981.9,633.7,3042.5,675.0,0.7,65
L,1746622,1746634,16,2984.4,738.6,2855.0,787.3,1.3,114
L,1746982,1747078,100,2796.6,799.4,1632.0,312.5,11.8,175
L,1747622,1747682,64,1597.4,325.0,849.4,564.3,7.0,191
L,1747946,1747970,28,766.6,587.7,534.8,674.7,2.2,111
L,1748270,1748918,652,263.0,1200.5,576.4,1679.9,6.3,423
L,1749274,1749290,20,616.2,1737.8,694.5,1858.8,1.6,111
L,1749474,1749554,84,714.3,1867.2,2139.6,1727.0,12.6,186
L,1749830,1749846,20,2361.9,1676.8,2364.4,1563.4,1.4,99
L,1750002,1750034,36,2317.9,1490.3,1892.8,1178.4,5.4,207
L,1750966,1750986,24,1797.6,1056.0,1554.1,1044.1,2.2,119
L,1751290,1751330,44,1461.1,1058.0,1889.3,1020.8,3.8,106
L,1751522,1751542,24,2027.2,1017.5,2195.2,1010.8,1.5,84
L,1751742,1751762,24,2245.8,1022.3,2053.8,1074.6,1.8,99
L,1752014,1752054,44,1966.3,1098.9,1347.6,1150.8,5.5,166
L,1752294,1752326,36,1303.7,1163.2,1692.9,1092.6,3.5,122
L,1755378,1755402,28,1857.7,1122.0,1553.7,1127.1,2.7,127
L,1755674,1755722,52,1451.6,1146.3,2159.1,1068.8,6.4,163
L,1756050,1756070,24,2193.8,1071.2,2033.0,1077.1,1.4,75
L,1758734,1758754,24,1851.9,1073.7,1686.5,1092.1,1.5,80
L,1758874,1758894,24,1535.3,1127.4,1326.2,1155.6,1.9,102
L,1759118,1759130,16,1087.4,1190.2,1008.9,1198.1,0.7,59
L,1759402,1759422,24,979.1,1200.9,1188.2,1157.6,1.9,104
L,1759694,1759854,164,1360.1,1184.8,1904.2,1195.5,4.8,435
L,1759994,1760014,24,1967.4,1086.6,2150.4,1063.2,1.7,88
L,1760194,1760226,36,2327.8,1043.7,2676.4,1035.1,3.1,117
L,1760526,1760542,20,2795.7,1025.4,2894.6,1028.2,0.9,59
L,1760854,1760914,64,2981.0,1042.6,2014.3,1059.7,8.6,162
L,1761714,1761938,228,1784.0,1124.1,1764.1,1159.2,0.5,885
L,1762102,1762134,36,1758.9,1085.2,1298.7,1108.9,4.1,148
L,1762490,1762510,24,1196.6,1116.9,1394.5,1116.5,1.7,95
L,1762810,1762818,12,1518.9,1113.3,1573.6,1101.2,0.5,63
L,1763294,1763310,20,1713.7,1070.2,1829.9,1056.4,1.1,69
