eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
L,4038531,4038543,16,2113.9,1057.6,2005.1,997.0,1.2,104
L,4038747,4038783,40,2044.5,976.2,1385.0,872.3,5.8,212
L,4039055,4039079,28,1332.1,874.9,1011.1,883.7,2.7,142
L,4039323,4039359,40,983.6,901.0,1894.6,925.1,7.8,260
L,4039555,4039599,48,1988.9,928.6,2997.0,902.3,8.8,282
L,4039839,4039887,52,2986.6,913.3,1746.3,1118.2,11.1,339
L,4040307,4040331,28,1742.2,1150.3,2245.7,1192.8,4.4,243
L,4040495,4040595,104,2297.2,1228.2,2220.5,1355.8,1.7,915
L,4041291,4041331,44,2214.7,1254.1,2643.4,1864.1,8.2,374
L,4041623,4041695,76,2679.6,1943.6,2842.1,3048.9,12.4,268
L,4041991,4042023,36,2801.7,3144.7,3270.0,3270.0,3.9,366
L,4042147,4042155,12,3187.3,3270.0,3111.0,3270.0,0.6,93
L,4042199,4042215,20,3039.5,3270.0,3175.9,3270.0,1.0,147
L,4042663,4042815,156,3031.5,3270.0,1981.8,1420.7,20.9,792
L,4043711,4043807,100,1997.0,1314.8,2462.8,1326.3,4.1,2604
L,4044039,4044159,124,2432.1,1230.3,2206.8,1159.7,2.2,1255
L,4044931,4044943,16,2198.2,1064.2,2244.9,1201.1,1.7,159
L,4045127,4045147,24,2222.8,1195.1,1789.9,1210.3,3.8,229
L,4045487,4045503,20,1760.5,1182.8,1928.5,1069.6,2.0,149
L,4047459,4047527,72,1886.5,1092.2,3270.0,1213.4,12.1,257
L,4047799,4047819,24,3270.0,1222.6,2983.6,1296.6,2.6,208
L,4048531,4048539,12,3047.5,1333.4,3131.9,1337.8,0.7,92
L,4049515,4049655,144,3206.5,1373.4,3230.3,3270.0,20.6,225
L,4050155,4050199,48,3180.9,3270.0,3008.4,3270.0,1.3,177
L,4050315,4050331,20,2914.5,3270.0,3022.4,3270.0,0.8,152
L,4050827,4050855,32,2877.1,3270.0,2882.9,3270.0,0.0,186
L,4050907,4051171,268,3012.5,3270.0,2426.7,1365.0,20.2,499
L,4051359,4051379,24,2368.4,1238.3,1962.6,1079.1,4.1,265
L,4051651,4051711,64,1914.6,1020.7,3270.0,1186.1,11.9,324
L,4052011,4052071,64,3270.0,1221.8,1819.7,1068.4,12.7,400
L,4052559,4052567,12,1811.1,1052.8,1869.7,1057.5,0.5,65
L,4055415,4055459,48,1940.7,1049.2,2882.4,1081.5,8.3,261
L,4055819,4055831,16,2984.8,1106.5,3099.5,1166.2,1.2,109
L,4056087,4056103,20,3049.7,1181.0,2815.6,1168.1,2.0,150
L,4056499,4056683,188,2761.3,1184.2,1948.2,1193.0,7.2,752
L,4058847,4058875,32,1833.4,1101.7,1251.1,1114.4,5.1,243
L,4059467,4059483,20,1133.4,1065.0,954.5,1117.0,1.6,117
L,4059991,4060019,32,886.6,1148.7,1437.2,1084.6,4.8,227
L,4060271,4060295,28,1553.8,1084.1,1045.8,1125.2,4.4,237
L,4061487,4061539,56,893.0,1169.8,1817.5,1057.7,8.1,264
L,4063855,4063895,44,1884.4,1054.8,2785.5,1167.5,8.0,283
L,4064107,4064119,16,2940.6,1177.5,3045.8,1219.9,1.1,94
L,4064695,4064747,56,3070.4,1236.5,2158.7,1119.8,8.1,231
L,4064943,4065239,300,1905.4,1093.9,1995.4,1290.6,2.5,769
L,4065583,4065599,20,1961.5,1180.0,1857.9,1079.4,1.5,116
L,4066935,4066951,20,1838.1,1082.9,1649.4,1050.9,1.7,122
L,4067471,4067483,16,1593.9,1040.9,1511.4,1013.0,0.8,70
L,4067879,4067887,12,1547.1,966.9,1607.1,957.3,0.5,67
L,4068219,4068235,20,1678.5,928.8,1853.7,923.9,1.5,110
L,4068843,4068859,20,1944.0,933.0,1960.7,863.6,0.8,61
L,4069203,4069223,24,2211.2,747.6,2264.3,517.7,2.8,175
L,4069643,4069663,24,2324.2,453.5,2538.8,384.2,2.0,121
L,4069851,4070031,184,2603.3,421.5,1180.0,1327.3,16.4,507
L,4070227,4070239,16,1133.0,1158.6,996.1,1199.2,1.3,113
L,4070819,4070851,36,1003.4,1192.7,1806.8,1090.8,7.0,293
L,4073031,4073071,44,1853.8,1092.8,2739.4,1136.0,7.8,267
L,4073279,4073291,16,2934.9,1118.3,3077.5,1135.9,1.3,112
