time,text
4047609,!CAL
4047639,!CAL Calibration points:
4047639,"!CAL 11.3, -26.3 2251, 5447"
4047639,"!CAL 7.8, -49.6 2353, 9222"
4047639,"!CAL 14.5, -9.9 2167, 2131"
4047639,"!CAL -21.3, -21.4 -2042, 5323"
4047639,"!CAL 56.3, -34.0 7157, 5615"
4047639,"!CAL eye check box: (L,R,T,B)"
4047639,"!CAL href cal range: (L,R,T,B)"
4047639,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
4047639,"!CAL Prenormalize: offx, offy = 11.323 -26.251"
4047639,!CAL Gains: cx:123.407 lx:150.024 rx:97.391
4047639,!CAL Gains: cy:230.396 ty:105.699 by:202.490
4047639,"!CAL Resolution (upd) at screen center: X=2.1, Y=1.1"
4047639,!CAL Gain Change Proportion: X: 0.540 Y: 0.916
4047639,!CAL Gain Ratio (Gy/Gx) = 1.867
4047639,"!CAL Cross-Gain Ratios: X=0.217, Y=0.139"
4047639,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
4047639,"!CAL CR gain match(x,y) = 1.000, 1.000"
4047639,!CAL Slip rotation correction OFF
4047641,!CAL CALIBRATION HV5 L LEFT GOOD
4057645,!CAL VALIDATION L ABORTED
4085479,!CAL
4085480,!CAL Calibration points:
4085480,"!CAL 11.7, -26.2 2243, 5428"
4085480,"!CAL 7.4, -49.8 2347, 9196"
4085480,"!CAL 12.9, -10.8 2153, 2126"
4085480,"!CAL -19.5, -22.5 -2036, 5311"
4085480,"!CAL 59.2, -34.9 7117, 5584"
4085480,"!CAL eye check box: (L,R,T,B)"
4085480,"!CAL href cal range: (L,R,T,B)"
4085480,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
4085480,"!CAL Prenormalize: offx, offy = 11.674 -26.162"
4085480,!CAL Gains: cx:125.350 lx:167.759 rx:86.450
4085481,!CAL Gains: cy:256.084 ty:86.975 by:214.294
4085481,"!CAL Resolution (upd) at screen center: X=2.1, Y=1.0"
4085481,!CAL Gain Change Proportion: X: 0.941 Y: 1.464
4085481,!CAL Gain Ratio (Gy/Gx) = 2.043
4085481,"!CAL Cross-Gain Ratios: X=0.171, Y=0.126"
4085481,"!CAL PCR gain ratio(x,y) = 2.500, 2.500"
4085481,"!CAL CR gain match(x,y) = 1.000, 1.000"
4085481,!CAL Slip rotation correction OFF
4085482,!CAL CALIBRATION HV5 R RIGHT GOOD
4097495,"!CAL VALIDATION HV5 R RIGHT GOOD ERROR 0.61 avg. 1.31 max OFFSET 0.21 deg. -16.6,11.9 pix."
4097495,"VALIDATE R 4POINT 0 RIGHT at 1920,1080 OFFSET 0.34 deg. 7.2,25.9 pix."
4097495,"VALIDATE R 4POINT 1 RIGHT at 1920,184 OFFSET 0.40 deg. 23.5,26.4 pix."
4097496,"VALIDATE R 4POINT 2 RIGHT at 1920,1975 OFFSET 0.66 deg. 50.6,36.8 pix."
4097496,"VALIDATE R 4POINT 3 RIGHT at 230,1080 OFFSET 1.31 deg. -142.5,-9.3 pix."
4097496,"VALIDATE R 4POINT 4 RIGHT at 3609,1080 OFFSET 0.71 deg. -7.3,-55.7 pix."
4103363,"DRIFTCORRECT R RIGHT at 1920,1080 OFFSET 0.49 deg. 19.4,-35.1 pix."
4103919,RECCFG CR 250 2 1 R
4103919,ELCLCFG RTABLER
4103919,GAZE_COORDS 0.00 0.00 3839.00 2159.00
4103919,THRESHOLDS R 137 215
4103919,ELCL_PROC ELLIPSE (5)
4103919,ELCL_EFIT_PARAMS 1.01 4.00 0.15 0.05 0.65 0.65 0.00 0.00 0.30
4103920,!MODE RECORD CR 250 2 1 R
4119811,TRIALID 1
4119826,FIX_START
4120827,FIX_END
4120844,STIM_START
4121110,STIM_END
4121611,RESP_START
4126678,RESP_END
4126679,TRIAL_END 1
4126679,TRIALID 2
4126682,FIX_START
4127178,FIX_END
4127194,STIM_START
4127444,STIM_END
4127945,RESP_START
4133179,RESP_END
4133179,TRIAL_END 2
4133179,TRIALID 3
4133181,FIX_START
4134178,FIX_END
4134195,STIM_START
4134445,STIM_END
4134945,RESP_START
4140878,RESP_END
4140878,TRIAL_END 3
4140879,TRIALID 4
4140881,FIX_START
4141879,FIX_END
4141896,STIM_START
4142146,STIM_END
