eye,tStart,tEnd,duration
L,901593,901677,88
L,901989,902005,20
L,902221,902301,84
L,902353,902373,24
L,902457,902509,56
L,902605,902877,276
L,908785,909021,240
L,909277,909305,32
L,910717,912145,1432
L,912501,912529,32
L,912717,915685,2972
L,916217,916317,104
L,921241,922237,1000
L,922381,925957,3580
L,926533,928413,1884
L,932913,934513,1604
L,935233,938217,2988
L,938749,939409,664
L,940189,940777,592
L,941309,941341,36
L,941873,941901,32
L,946589,948189,1604
L,948901,949377,480
L,952985,956297,3316
L,957385,960745,3364
L,963301,964801,1504
L,967269,967369,104
L,972465,974401,1940
L,979545,982117,2576
L,988113,989477,1368
L,999049,1001705,2660
L,1007017,1008309,1296
L,1013609,1014457,852
L,1016165,1016225,64
L,1017325,1018217,896
L,1026905,1027981,1080
L,1033953,1035101,1152
L,1041469,1042381,916
L,1047893,1049973,2084
L,1054065,1055841,1780
L,1060277,1061961,1688
L,1065389,1066653,1268
L,1071789,1072829,1044
L,1077001,1137941,60944
L,1138173,1138593,424
L,1139457,1139533,80
L,1142149,1142625,480
L,1142841,1142861,24
L,1143289,1144693,1408
L,1144865,1144953,92
L,1146141,1146201,64
L,1149101,1149125,28
L,1151641,1151897,260
L,1152353,1152537,188
L,1153341,1154169,832
L,1154585,1159817,5236
L,1159933,1160417,488
L,1160661,1160701,44
L,1161037,1161473,440
L,1163021,1163445,428
L,1163537,1163749,216
L,1164229,1164321,96
L,1165849,1165917,72
L,1166361,1166937,580
L,1168921,1168977,60
L,1170845,1171017,176
L,1171105,1194305,23204
L,1194389,1194401,16
L,1194573,1194981,412
L,1195113,1195693,584
L,1195897,1198729,2836
L,1201777,1201805,32
L,1204641,1204681,44
L,1228229,1228301,76
L,1251405,1251449,48
L,1257517,1257553,40
L,1265569,1265649,84
L,1280209,1280269,64
L,1284249,1284341,96
L,1288861,1288889,32
L,1295157,1295197,44
L,1314049,1314141,96
L,1316345,1316369,28
L,1318221,1318229,12
L,1321901,1321941,44
L,1324193,1324281,92
L,1329949,1330065,120
L,1332933,1332973,44
L,1334297,1334325,32
L,1338321,1338397,80
L,1340609,1340685,80
L,1345289,1345305,20
L,1346741,1346793,56
L,1350041,1350085,48
L,1362093,1362133,44
L,1371733,1371801,72
L,1377173,1377193,24
L,1383561,1383633,76
L,1390565,1390725,164
L,1417349,1417393,48
L,1418505,1418541,40
L,1428145,1428153,12
L,1436697,1436745,52
L,1442977,1443021,48
L,1448677,1448733,60
L,1450361,1450377,20
L,1454321,1454365,48
L,1461033,1461133,104
L,1466077,1466165,92
L,1471337,1471473,140
L,1475881,1475949,72
L,1483065,1483113,52
L,1484525,1484601,80
L,1502005,1502113,112
L,1508525,1508561,40
L,1527757,1527825,72
L,1530677,1530705,32
L,1540089,1540129,44
L,1546069,1546149,84
L,1550853,1550921,72
L,1556717,1556845,132
L,1584649,1584665,20
L,1589409,1589429,24
L,1591265,1591353,92
L,1593877,1593937,64
L,1599145,1599177,36
L,1605625,1605657,36
L,1615413,1615473,64
L,1629281,1629325,48
L,1632113,1632165,56
L,1633681,1633757,80
L,1639245,1639305,64
L,1643633,1643653,24
L,1655249,1655301,56
L,1660533,1660601,72
L,1664153,1664205,56
L,1676073,1676121,52
L,1684061,1684081,24
L,1685677,1685693,20
L,1689853,1689921,72
L,1690793,1690861,72
L,1709905,1709905,4
L,1741717,1741821,108
L,1745873,1745937,68
L,1755637,1755713,80
L,1789237,1789305,72
L,1795045,1795133,92
L,1802765,1802829,68
L,1808321,1808425,108
L,1816953,1817021,72
L,1825521,1825577,60
L,1833129,1833177,52
L,1838365,1838413,52
L,1842669,1842741,76
L,1860381,1860473,96
L,1868241,1868265,28
L,1870961,1871025,68
L,1872269,1872337,72
L,1872765,1872837,76
L,1879037,1879057,24
L,1883261,1883325,68
L,1888885,1888921,40
L,1893657,1893717,64
L,1904809,1904861,56
L,1909545,1909605,64
L,1914801,1914837,40
L,1921133,1921141,12
L,1938393,1938421,32
L,1942909,1943001,96
L,1951337,1951397,64
L,1954649,1954725,80
L,1965441,1965501,64
L,1974057,1974125,72
L,1982545,1982597,56
L,1994609,1994661,56
L,1996417,1996441,28
L,2001217,2001257,44
L,2002729,2002841,116
L,2004205,2004377,176
L,2012585,2012585,4
L,2018129,2018153,28
L,2027545,2027565,24
L,2044481,2044557,80
L,2057433,2057445,16
L,2061845,2061941,100
L,2067545,2067621,80
L,2070873,2070881,12
L,2078477,2078517,44
L,2097061,2097169,112
L,2102397,2102433,40
L,2107049,2107061,16
L,2109581,2109649,72
L,2116177,2116261,88
L,2122533,2122637,108
L,2125349,2125449,104
L,2127177,2127277,104
L,2127613,2127705,96
L,2130241,2130397,160
L,2139561,2139561,4
L,2155893,2155973,84
L,2156909,2156957,52
L,2162493,2162609,120
L,2170945,2170965,24
L,2174701,2174733,36
L,2180657,2180773,120
L,2191365,2191401,40
L,2191693,2191769,80
L,2197725,2197785,64
L,2202813,2202881,72
L,2226337,2226385,52
L,2235585,2235693,112
L,2241985,2242029,48
L,2246461,2246577,120
L,2258777,2258873,100
L,2261937,2262081,148
L,2263021,2263221,204
L,2271257,2271289,36
L,2291601,2291661,64
L,2314585,2314601,20
L,2333365,2333413,52
L,2338149,2338157,12
L,2343109,2343293,188
L,2369373,2369405,36
L,2370965,2371129,168
L,2372733,2372749,20
L,2373889,2373973,88
L,2374133,2374253,124
L,2385085,2385113,32
