eye,tStart,tEnd,duration
L,1318234,1318246,16
L,1321178,1321634,460
L,1322390,1322414,28
L,1327774,1327810,40
L,1332054,1332126,76
L,1334722,1334782,64
L,1337738,1337778,44
L,1340646,1340658,16
L,1344654,1344674,24
L,1348926,1348962,40
L,1352554,1352606,56
L,1354490,1354502,16
L,1361062,1361130,72
L,1367562,1367566,8
L,1369442,1370462,1024
L,1371378,1371422,48
L,1373650,1373742,96
L,1375314,1375374,64
L,1376650,1376698,52
L,1377462,1377502,44
L,1382986,1383846,864
L,1386978,1387026,52
L,1388862,1388966,108
L,1391218,1391238,24
L,1404306,1404330,28
L,1413350,1413386,40
L,1424098,1424166,72
L,1436050,1436058,12
L,1452194,1452274,84
L,1461534,1461586,56
L,1470082,1470130,52
L,1477414,1477450,40
L,1482146,1482218,76
L,1489550,1489686,140
L,1492630,1492718,92
L,1495766,1495834,72
L,1506306,1506366,64
L,1515670,1515710,44
L,1534346,1534402,60
L,1540830,1540910,84
L,1553474,1553526,56
L,1567874,1568014,144
L,1577778,1577874,100
L,1589838,1589930,96
L,1592042,1592230,192
L,1592350,1592502,156
L,1592906,1592958,56
L,1595770,1595790,24
L,1599154,1599262,112
L,1604578,1604670,96
L,1613678,1613742,68
L,1621878,1621986,112
L,1635442,1635518,80
L,1643046,1643138,96
L,1656474,1656562,92
L,1667034,1667122,92
L,1676386,1676494,112
L,1677194,1677194,4
L,1679926,1680030,108
L,1686426,1686506,84
L,1700022,1700090,72
L,1711890,1712006,120
L,1716186,1716226,44
L,1735242,1735302,64
L,1744930,1744994,68
L,1750822,1750930,112
L,1757390,1757466,80
L,1757610,1757762,156
L,1757994,1758046,56
L,1758150,1760170,2024
L,1760226,1760318,96
L,1760406,1761306,904
L,1761646,1761714,72
L,1762070,1762406,340
L,1762774,1767274,4504
L,1767490,1767518,32
L,1767582,1767862,284
L,1768482,1768574,96
L,1770234,1770294,64
L,1773810,1773914,108
L,1774410,1774622,216
L,1776598,1776698,104
L,1778034,1778066,36
L,1784698,1784742,48
L,1789682,1789782,104
L,1790366,1790406,44
L,1791194,1791330,140
L,1798718,1798826,112
L,1805818,1805930,116
L,1811350,1811454,108
L,1819298,1819438,144
L,1828022,1828082,64
L,1831534,1831654,124
L,1836602,1836650,52
L,1838746,1838882,140
L,1839058,1839146,92
L,1840966,1841002,40
L,1845166,1845254,92
L,1849198,1849282,88
L,1856566,1856662,100
L,1868390,1868434,48
L,1869630,1869718,92
L,1874754,1874770,20
L,1875474,1875622,152
L,1875878,1875882,8
L,1883354,1883466,116
L,1897414,1897474,64
L,1900234,1900282,52
L,1901210,1901298,92
L,1903526,1903646,124
L,1914374,1914486,116
L,1918650,1918730,84
L,1923258,1923318,64
L,1923850,1924038,192
L,1924290,1928662,4376
L,1929098,1929226,132
L,1934742,1934814,76
L,1940718,1940782,68
L,1942390,1942402,16
L,1945918,1946038,124
L,1955842,1955930,92
L,1973570,1973662,96
L,1984918,1984942,28
L,1990066,1990174,112
L,2001486,2001562,80
L,2004502,2004594,96
L,2014798,2014898,104
L,2020814,2020874,64
L,2037014,2037110,100
L,2042602,2042690,92
L,2055886,2055926,44
L,2056390,2056546,160
L,2056690,2060994,4308
L,2061378,2061466,92
L,2067498,2067654,160
L,2072930,2073074,148
L,2077426,2077518,96
L,2085558,2085706,152
L,2091138,2091226,92
L,2099978,2100094,120
L,2106594,2106718,128
L,2112966,2113038,76
L,2119402,2119542,144
L,2130146,2130238,96
L,2134462,2134582,124
L,2147398,2147530,136
L,2155730,2155838,112
L,2176038,2176186,152
L,2188062,2188194,136
L,2192422,2192530,112
L,2192674,2192770,100
L,2193446,2193522,80
L,2194094,2196058,1968
L,2202126,2202298,176
L,2209042,2209162,124
L,2222622,2222762,144
L,2230798,2230894,100
L,2235126,2235254,132
L,2235926,2235994,72
L,2247582,2247698,120
L,2256946,2257042,100
L,2261778,2261930,156
L,2267578,2267638,64
L,2279414,2279538,128
L,2282850,2282958,112
L,2287754,2287798,48
L,2295530,2295662,136
L,2303390,2303454,68
L,2307806,2307882,80
L,2310606,2310682,80
L,2320394,2325526,5136
L,2328482,2328642,164
L,2331558,2331670,116
L,2339206,2339362,160
L,2342318,2342430,116
L,2347778,2347906,132
L,2357478,2357610,136
L,2368110,2368242,136
L,2370518,2370634,120
L,2375630,2375706,80
L,2380610,2380650,44
L,2386342,2386502,164
L,2402106,2402266,164
L,2408250,2408382,136
L,2413322,2413450,132
L,2419162,2419274,116
L,2424774,2424906,136
L,2438286,2438362,80
L,2438586,2438634,52
L,2440134,2440210,80
L,2440814,2440870,60
L,2442026,2442106,84
L,2442890,2442946,60
L,2453854,2454030,180
L,2461638,2461770,136
L,2465210,2465346,140
L,2477318,2477366,52
L,2479646,2479666,24
L,2481226,2481334,112
L,2486698,2486798,104
L,2497710,2497810,104
L,2503938,2504038,104
L,2506242,2508778,2540
L,2509962,2510078,120
L,2511554,2511750,200
L,2513170,2513290,124
L,2516458,2516550,96
L,2517654,2517726,76
L,2531990,2532070,84
L,2537710,2537838,132
L,2540970,2541074,108
L,2550138,2550194,60
L,2553226,2553326,104
L,2563294,2563406,116
L,2568718,2568826,112
L,2569526,2569634,112
L,2571062,2571150,92
L,2571426,2571506,84
L,2578114,2578214,104
L,2583822,2583950,132
L,2599846,2599978,136
L,2604790,2604858,72
L,2609470,2609578,112
L,2624482,2624582,104
L,2629754,2629890,140
L,2649562,2649694,136
L,2657686,2657790,108
L,2665306,2665398,96
L,2672090,2672154,68
L,2684790,2684834,48
L,2691182,2691274,96
L,2692002,2696578,4580
L,2696958,2697114,160
L,2705650,2705722,76
L,2709490,2709630,144
L,2718470,2718626,160
L,2724498,2724566,72
L,2729590,2729710,124
L,2737350,2737466,120
L,2743910,2744030,124
L,2753806,2753910,108
L,2759010,2759126,120
L,2772162,2772230,72
L,2778590,2778754,168
L,2793770,2793838,72
L,2804446,2804446,4
L,2812466,2812522,60
L,2813042,2816910,3872
L,2817090,2817218,132
L,2817750,2817822,76
L,2822794,2822926,136
L,2832330,2832370,44
L,2836766,2836886,124
L,2842850,2843002,156
L,2849638,2849742,108
L,2854246,2854390,148
L,2865442,2865490,52
L,2870502,2870638,140
L,2885738,2885854,120
L,2893626,2893730,108
L,2901062,2901142,84
L,2911446,2911570,128
L,2914838,2914894,60
L,2922478,2922562,88
L,2929442,2929514,76
L,2938714,2939138,428
L,2939266,2942070,2808
L,2942574,2942666,96
L,2947018,2947198,184
L,2950966,2951038,76
L,2965050,2965182,136
L,2972614,2972730,120
L,2976422,2976518,100
L,2979558,2979622,68
L,2980678,2980822,148
L,2991606,2991658,56
L,2996602,2996630,32
L,3002178,3002302,128
L,3008098,3008218,124
L,3014566,3014726,164
L,3031086,3031174,92
L,3035778,3035842,68
L,3045446,3045498,56
L,3055486,3055618,136
L,3067102,3067186,88
L,3073010,3073058,52
L,3076514,3077418,908
L,3077514,3080314,2804
L,3081402,3102022,20624
L,3102306,3102882,580
L,3103126,3105750,2628
L,3107586,3107722,140
L,3107998,3110826,2832
L,3110946,3111138,196
L,3111194,3111290,100
L,3111406,3111798,396
L,3111970,3112074,108
L,3112334,3112386,56
L,3114586,3127158,12576
L,3127314,3127434,124
L,3127530,3127554,28
L,3127890,3127926,40
L,3132710,3132722,16
L,3135322,3135450,132
L,3135538,3138522,2988
L,3139746,3139826,84
L,3141202,3142454,1256
L,3142822,3142870,52
L,3144398,3144570,176
L,3144646,3145058,416
L,3148314,3148778,468
L,3149586,3149722,140
L,3149778,3149778,4
L,3154754,3154754,4
L,3154878,3155062,188
L,3155622,3156530,912
L,3159062,3159326,268
L,3160402,3161230,832
L,3166342,3167574,1236
L,3168562,3173342,4784
L,3212682,3212762,84
L,3225410,3225494,88
L,3233246,3233282,40
L,3235710,3235778,72
L,3248754,3248854,104
L,3252534,3252606,76
L,3256114,3256282,172
L,3256866,3257006,144
L,3257578,3257642,68
L,3264622,3264698,80
L,3276438,3276510,76
L,3283662,3283782,124
L,3293630,3293678,52
L,3297842,3297942,104
L,3301758,3301826,72
L,3310514,3310606,96
L,3316994,3317038,48
L,3317230,3317770,544
L,3318578,3318706,132
L,3321838,3321966,132
L,3326162,3326242,84
L,3330666,3330730,68
L,3336730,3336866,140
L,3342874,3343002,132
L,3349050,3349162,116
L,3358986,3359038,56
L,3364450,3364602,156
L,3370234,3370302,72
L,3372966,3373138,176
L,3380126,3380222,100
L,3380686,3386698,6016
L,3387306,3387378,76
L,3391746,3391862,120
L,3394626,3394826,204
L,3398390,3398442,56
L,3401458,3401606,152
L,3409394,3409522,132
L,3415138,3415278,144
L,3418150,3418318,172
L,3421310,3421386,80
L,3428154,3428298,148
L,3437898,3437998,104
L,3443394,3443454,64
L,3446058,3446234,180
L,3450094,3450158,68
L,3450386,3450526,144
L,3450870,3453462,2596
L,3453870,3453898,32
L,3457462,3457606,148
L,3460686,3460846,164
L,3464774,3464902,132
L,3468250,3468370,124
L,3471358,3471462,108
L,3478998,3479294,300
L,3483414,3483490,80
L,3491678,3491722,48
L,3501242,3501390,152
L,3507762,3507854,96
L,3512614,3512726,116
L,3513254,3516858,3608
L,3523042,3523254,216
L,3529366,3529534,172
L,3536766,3536918,156
L,3538914,3539090,180
L,3542646,3542778,136
L,3549914,3549986,76
L,3552974,3553090,120
L,3562570,3562710,144
L,3570998,3571166,172
L,3574302,3574342,44
L,3574474,3577478,3008
L,3578174,3578294,124
L,3584414,3584526,116
L,3589370,3589482,116
L,3595598,3595758,164
L,3602946,3603134,192
L,3609690,3609858,172
L,3615762,3615926,168
L,3622310,3622442,136
L,3624218,3624306,92
L,3627362,3628822,1464
L,3632822,3632910,92
L,3637266,3637394,132
L,3640910,3641054,148
L,3645650,3645802,156
L,3653290,3653422,136
L,3659922,3660070,152
L,3666902,3667098,200
L,3670194,3670386,196
L,3674558,3674658,104
L,3677906,3678046,144
L,3680982,3681142,164
L,3686002,3686142,144
L,3686770,3687770,1004
L,3687926,3691074,3152
L,3691550,3691662,116
L,3695266,3695438,176
L,3700574,3700758,188
L,3707410,3707430,24
L,3711242,3711378,140
L,3720046,3720206,164
L,3723658,3723818,164
L,3732298,3732338,44
L,3742370,3742510,144
L,3749918,3750042,128
L,3750706,3753694,2992
L,3759510,3759698,192
L,3766422,3766542,124
L,3775890,3776058,172
L,3781038,3781118,84
L,3785378,3785510,136
L,3792594,3792698,108
L,3799710,3799910,204
L,3803554,3803574,24
L,3805850,3805982,136
L,3811454,3811610,160
L,3813150,3820558,7412
L,3822778,3822854,80
L,3825706,3825814,112
L,3830894,3831022,132
L,3835206,3835422,220
L,3840422,3840582,164
L,3844738,3844926,192
L,3852370,3852530,164
L,3860650,3860814,168
L,3867674,3867886,216
L,3875478,3875562,88
L,3878514,3878654,144
L,3883122,3883310,192
L,3893434,3893538,108
L,3897022,3897182,164
L,3904558,3904750,196
L,3907946,3908066,124
L,3918706,3918870,168
L,3922274,3922402,132
L,3932858,3932986,132
L,3936058,3936230,176
L,3940374,3940474,104
L,3943310,3943414,108
L,3943962,3943990,32
L,3945730,3945778,52
L,3946406,3946654,252
L,3946886,3947030,148
L,3947190,3947290,104
L,3948758,3948854,100
L,3949014,3949110,100
L,3951642,3951690,52
L,3952958,3953074,120
L,3953786,3953858,76
L,3955990,3956030,44
L,3957598,3957714,120
L,3958658,3960062,1408
L,3960770,3960826,60
L,3964254,3964346,96
L,3970466,3970502,40
L,3974130,3974206,80
L,3976466,3976570,108
L,3979338,3979390,56
L,3992202,3992294,96
L,3996502,3996566,68
L,4012542,4012618,80
L,4036174,4036234,64
L,4049158,4049222,68
L,4050290,4050350,64
