eye,tStart,tEnd,duration
L,1285722,1285722,4
L,1287310,1287322,16
L,1288970,1289026,60
L,1295906,1295946,44
L,1296090,1296134,48
L,1307482,1313250,5772
L,1315634,1315658,28
L,1316050,1317666,1620
L,1319110,1319114,8
L,1325846,1325862,20
L,1333634,1333662,32
L,1346482,1346534,56
L,1367210,1367214,8
L,1394118,1394138,24
L,1406698,1406742,48
L,1412346,1412370,28
L,1426958,1427022,68
L,1431498,1431502,8
L,1433058,1433122,68
L,1439162,1439202,44
L,1467794,1467818,28
L,1471114,1471202,92
L,1476066,1476158,96
L,1487662,1487738,80
L,1493182,1493198,20
L,1500522,1500618,100
L,1501786,1501922,140
L,1506050,1506630,584
L,1507870,1508258,392
L,1508530,1508730,204
L,1509598,1509742,148
L,1510014,1510106,96
L,1545774,1545882,112
L,1552390,1552470,84
L,1580890,1580998,112
L,1583574,1583582,12
L,1597098,1597110,16
L,1602714,1602734,24
L,1605898,1605906,12
L,1609990,1610310,324
L,1617502,1617586,88
L,1623046,1623166,124
L,1636482,1636610,132
L,1647854,1647990,140
L,1649242,1649414,176
L,1649530,1649646,120
L,1657246,1657282,40
L,1676462,1676526,68
L,1679754,1679830,80
L,1687726,1687766,44
L,1691138,1691258,124
L,1693110,1693250,144
L,1704290,1704426,140
L,1724942,1724966,28
L,1725046,1725062,20
L,1729818,1729898,84
L,1733906,1734058,156
L,1739770,1739866,100
L,1741902,1741970,72
L,1752126,1752246,124
L,1763022,1763094,76
L,1764542,1764578,40
L,1772326,1772434,112
L,1779230,1779502,276
L,1793350,1793402,56
L,1802698,1802806,112
L,1815122,1815194,76
L,1826450,1827170,724
L,1831190,1831994,808
L,1839798,1839950,156
L,1846474,1846522,52
L,1853362,1853438,80
L,1855130,1855194,68
L,1858182,1858790,612
L,1859214,1859242,32
L,1886654,1886786,136
L,1906850,1907018,172
L,1909234,1909482,252
L,1918802,1918986,188
L,1919082,1919166,88
L,1934458,1934486,32
L,1938290,1938350,64
L,1964206,1964270,68
L,1966042,1966754,716
L,1973566,1973658,96
L,1977830,1977846,20
L,1987290,1987298,12
L,1987638,1987682,48
L,1997150,1997302,156
L,2002222,2002258,40
L,2016526,2016614,92
L,2018982,2019106,128
L,2024678,2024890,216
L,2025810,2026470,664
L,2027174,2027294,124
L,2027434,2027562,132
L,2027838,2027970,136
L,2040482,2040562,84
L,2057002,2057010,12
L,2066298,2066438,144
L,2068910,2068922,16
L,2103494,2103566,76
L,2110418,2110566,152
L,2115970,2115994,28
L,2134518,2134602,88
L,2141258,2141282,28
L,2142694,2142786,96
L,2143570,2143734,168
L,2148558,2148866,312
L,2161790,2161902,116
L,2164094,2164514,424
L,2171234,2171314,84
L,2179114,2179186,76
L,2190754,2190906,156
L,2197898,2197990,96
L,2209198,2209226,32
L,2213522,2213550,32
L,2216454,2216462,12
L,2218346,2218446,104
L,2223814,2224018,208
L,2253502,2253630,132
L,2256798,2256930,136
L,2258990,2259362,376
L,2272654,2272706,56
L,2283066,2283094,32
L,2289830,2289962,136
L,2296706,2296778,76
L,2300954,2301074,124
L,2306034,2306174,144
L,2315794,2315814,24
L,2323926,2324278,356
L,2325294,2325382,92
L,2329214,2329298,88
L,2340982,2341026,48
L,2350030,2350082,56
L,2351606,2351634,32
L,2351966,2352050,88
L,2367346,2367482,140
L,2372634,2372634,4
L,2377430,2377450,24
L,2377930,2378138,212
L,2378446,2378546,104
L,2379502,2379646,148
L,2380010,2380274,268
L,2380418,2380786,372
L,2380866,2381102,240
L,2381282,2387774,6496
L,2387878,2387962,88
L,2388534,2388710,180
L,2389582,2392750,3172
L,2392914,2393046,136
L,2393150,2393866,720
L,2393998,2394234,240
L,2397258,2397274,20
L,2399470,2399582,116
L,2402846,2402950,108
L,2404866,2405122,260
L,2407590,2407686,100
L,2410702,2410738,40
L,2413174,2413290,120
L,2416782,2416790,12
L,2419770,2419842,76
L,2424506,2424666,164
L,2426954,2427150,200
