trialID,fixStart,fixEnd,fixFailed,fixSucceed,stimStart,stimEnd,respStart,respEnd
1,3699069,3700064,,3745435.0,3700082,3700331,3700832,3703649
2,3703653,3704148,,3846928.0,3704165,3704415,3704915,3708249
3,3708251,3708749,,3946938.0,3708765,3709015,3709516,3711582
4,3711584,3712582,,3993142.0,3712599,3712849,3713349,3715949
5,3715951,3716949,,4037380.0,3716966,3717216,3717716,3721283
6,3721285,3722783,,4238532.0,3722800,3723066,3723566,3725783
7,3725785,3726784,,4298655.0,3726800,3727051,3727550,3731150
8,3731152,3732650,,4327224.0,3732667,3732917,3733417,3735534
9,3735536,3736535,,4397531.0,3736552,3736818,3737318,3739401
10,3739404,3740401,,4509942.0,3740418,3740668,3741168,3742935
11,3742936,3745685,,4574781.0,3745702,3745952,3746452,3748569
12,3748571,3749569,,4614085.0,3749586,3749853,3750353,3752319
13,3752320,3753319,,4638604.0,3753336,3753586,3754086,3756453
14,3756455,3757454,,4689025.0,3757470,3757736,3758236,3760237
15,3760238,3761237,,4806836.0,3761253,3761520,3762020,3765487
16,3765489,3766487,,4818238.0,3766504,3766771,3767271,3773038
17,3773040,3774038,,4907829.0,3774055,3774321,3774821,3776655
18,3776657,3777655,,5031975.0,3777672,3777922,3778422,3780489
19,3780490,3781489,,5085096.0,3781505,3781756,3782256,3784173
20,3789156,3789656,,5122650.0,3789673,3789939,3790440,3792940
21,3792942,3793940,,5126984.0,3793957,3794207,3794707,3796523
22,3796525,3797524,,5156736.0,3797540,3797807,3798307,3799990
23,3799992,3800990,,5170038.0,3801007,3801274,3801774,3803358
24,3803359,3804357,,5176305.0,3804374,3804641,3805141,3807091
25,3807093,3808091,,5191190.0,3808108,3808374,3808875,3810791
26,3810793,3811791,,5217409.0,3811808,3812058,3812558,3814409
27,3814410,3815409,,5251562.0,3815425,3815692,3816192,3817909
28,3817911,3818909,,5256646.0,3818925,3819193,3819693,3821309
29,3821311,3822309,,5302550.0,3822326,3822592,3823093,3827777
30,3827778,3828776,,5368290.0,3828793,3829043,3829544,3831310
31,3831312,3832310,,5385391.0,3832327,3832577,3833077,3835227
32,3835229,3836727,,5416178.0,3836744,3837011,3837511,3840911
33,3840913,3841911,,5440397.0,3841928,3842195,3842695,3844428
34,3844430,3847179,,5452765.0,3847195,3847445,3847945,3849928
35,3849930,3850929,,5456932.0,3850945,3851196,3851696,3853262
36,3853264,3854262,,5536590.0,3854279,3854529,3855029,3860229
37,3860231,3860730,,5540523.0,3860746,3861013,3861513,3864196
38,3864198,3865197,,5607129.0,3865213,3865463,3865964,3870030
39,3870032,3870530,,5611946.0,3870547,3870814,3871314,3873731
40,3879734,3880731,,5616630.0,3880748,3880998,3881499,3883798
41,3883800,3884798,,5623464.0,3884815,3885082,3885582,3888649
42,3888651,3889649,,5627798.0,3889666,3889932,3890433,3893233
43,3893234,3894233,,5793647.0,3894249,3894499,3894999,3896766
44,3896768,3897767,,5811482.0,3897783,3898033,3898533,3900667
45,3900669,3901667,,5829600.0,3901683,3901934,3902434,3904200
46,3904202,3905700,,,3905717,3905967,3906467,3911684
47,3911686,3912684,,,3912701,3912968,3913468,3918052
48,3918053,3919052,,,3919068,3919318,3919818,3922068
49,3922070,3923069,,,3923086,3923336,3923836,3926769
50,3926772,3928269,,,3928286,3928536,3929036,3931753
51,3931755,3932753,,,3932770,3933037,3933537,3937020
52,3937022,3938020,,,3938037,3938304,3938804,3940853
53,3940855,3941854,,,3941870,3942120,3942621,3944437
54,3944439,3947188,,,3947205,3947471,3947971,3951338
55,3951340,3952338,,,3952355,3952605,3953105,3955222
56,3955224,3956222,,,3956239,3956489,3956989,3958889
57,3958891,3959889,,,3959906,3960156,3960656,3962356
58,3962358,3963356,,,3963372,3963640,3964139,3966390
59,3966392,3967390,,,3967407,3967657,3968157,3972290
60,3979225,3980224,,,3980241,3980508,3981008,3983175
61,3983176,3984175,,,3984191,3984458,3984958,3986692
62,3986694,3987692,,,3987708,3987975,3988475,3990642
63,3990643,3993392,,,3993409,3993659,3994159,3997876
64,3997878,3998376,,,3998393,3998643,3999142,4001426
65,4001428,4002426,,,4002443,4002693,4003193,4005593
66,4005595,4006593,,,4006610,4006877,4007377,4010311
67,4010313,4011311,,,4011327,4011594,4012094,4014411
68,4014413,4015911,,,4015928,4016178,4016678,4018761
69,4018763,4019762,,,4019778,4020028,4020528,4022695
70,4022697,4024195,,,4024212,4024462,4024962,4026728
71,4026730,4027729,,,4027746,4028012,4028512,4030779
72,4030781,4031279,,,4031296,4031546,4032046,4035379
73,4035381,4037630,,,4037647,4037897,4038396,4040446
74,4040448,4041947,,,4041963,4042230,4042730,4047214
