eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg
R,892026,892326,302,1887.6,1089.5,4008
R,892344,892576,234,1800.6,993.7,3788
R,892602,892768,168,1458.2,963.9,3301
R,892796,892982,188,1020.2,932.6,3116
R,893040,893142,104,2525.0,930.7,3006
R,893172,893506,336,2991.8,989.7,3134
R,893548,893730,184,2056.7,1222.8,3538
R,893750,893874,126,1788.0,1261.6,3656
R,893980,894158,180,628.2,3270.0,3725
R,894710,894966,258,2121.7,1023.5,3838
R,894992,895336,346,1811.3,1260.0,3779
R,895356,895612,258,1613.8,1250.4,3488
R,895766,896582,818,1968.0,1221.5,3280
R,896720,896858,140,2028.9,1330.7,3417
R,897816,898094,280,1989.5,978.4,3620
R,898116,898470,356,1966.4,1208.5,3674
R,898490,898536,48,1745.9,1214.0,3714
R,898686,899088,404,1649.0,1218.0,3731
R,899114,899340,228,2018.1,1171.4,3656
R,899362,900216,856,1907.3,1017.6,3495
R,900234,900492,260,1853.3,1135.1,3641
R,900634,908176,7544,1943.5,1113.1,3560
R,908222,908426,206,1054.6,1160.7,3312
R,908438,909062,626,941.6,1197.0,3312
R,909118,910458,1342,1910.9,1078.7,3221
R,910602,925280,14680,1932.2,1096.8,3491
R,925316,925532,218,2522.1,1125.6,3735
R,925556,925750,196,2803.3,1137.7,3500
R,925770,925922,154,2972.0,1126.9,3299
R,926124,926680,558,2029.8,1120.1,3378
R,926694,942892,16200,1956.7,1103.1,3464
R,942908,943098,192,2181.0,1093.6,3487
R,943116,982588,39474,1911.9,1070.5,3468
R,982726,983612,888,1773.0,1088.8,3011
R,983626,1005622,21998,1887.9,1095.3,3345
R,1005820,1013276,7458,1887.1,1077.7,3217
R,1013336,1014008,674,3054.5,930.4,2753
R,1014072,1031312,17242,1878.9,1066.5,3204
R,1031328,1042024,10698,1875.0,1062.8,3229
R,1042116,1042276,162,1726.0,1027.1,2648
R,1042432,1042742,312,1736.4,1108.8,2753
R,1042762,1057558,14798,1893.4,1054.7,3164
R,1057594,1059520,1928,2035.6,1033.6,2793
R,1059536,1060126,592,1736.3,1049.3,3329
R,1060142,1070208,10068,1889.3,1048.2,3064
