eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
L,2229182,2229222,44,2859.6,1004.8,1872.8,1025.2,8.9,302
L,2229382,2229402,24,1787.2,1026.6,1489.0,994.0,2.7,158
L,2229554,2229578,28,1409.5,1003.1,1042.2,1065.5,3.4,165
L,2229898,2229926,32,971.3,1082.7,1407.9,978.5,4.1,187
L,2230150,2230166,20,1558.4,971.1,1746.4,936.2,1.8,125
L,2230410,2230426,20,1827.1,936.0,2021.1,937.4,1.8,128
L,2230810,2230826,20,2077.2,928.2,2226.8,910.9,1.4,97
L,2230998,2231022,28,2265.2,906.7,2585.3,900.5,2.9,146
L,2231270,2231290,24,2688.1,909.3,2948.8,916.3,2.3,134
L,2231606,2231654,52,3014.1,936.1,1748.6,1148.3,11.7,322
L,2231842,2231858,20,1690.0,1164.1,1526.1,1197.4,1.5,112
L,2232146,2232178,36,1486.1,1211.3,1006.8,1120.3,4.4,166
L,2232702,2232734,36,890.9,1094.1,1461.3,969.9,5.3,224
L,2233026,2233062,40,1559.7,1013.3,2130.7,1221.9,5.8,234
L,2233362,2233378,20,2170.3,1245.3,2020.8,1199.5,1.5,107
L,2233702,2233722,24,1958.3,1192.4,1728.3,1207.6,2.1,119
L,2234050,2234066,20,1631.3,1201.7,1794.9,1165.0,1.6,110
L,2234278,2234314,40,1890.4,1161.9,2407.8,1114.8,4.7,155
L,2234598,2234634,40,2486.8,1117.1,2956.9,977.8,4.5,138
L,2235030,2239214,4188,3057.5,995.4,2446.2,1366.9,7.2,1056
L,2239414,2239438,28,2456.6,1366.7,2228.6,1180.5,3.1,165
L,2239786,2239806,24,2157.7,1168.6,1857.5,1186.2,2.7,155
L,2240174,2240190,20,1760.0,1193.8,1637.3,1161.1,1.2,83
L,2240686,2240702,20,1643.9,1126.8,1869.1,1128.7,2.0,141
L,2240846,2240862,20,1993.9,1114.2,2189.4,1129.6,1.8,122
L,2241010,2242702,1696,2249.5,1184.3,1578.6,1194.6,6.1,1072
L,2243930,2243946,20,1694.9,1185.3,1848.0,1150.9,1.5,97
L,2244158,2244178,24,1979.7,1146.6,2216.7,1134.7,2.2,120
L,2244398,2244418,24,2259.1,1125.6,1975.3,1082.8,2.6,161
L,2246014,2246046,36,1934.8,1075.0,2395.1,1101.4,4.2,154
L,2246610,2246630,24,2535.8,1140.4,2815.2,1182.0,2.6,160
L,2246958,2246978,24,2959.9,1215.4,3006.3,1096.2,1.6,85
L,2247218,2247234,20,3002.2,1090.7,3011.9,1198.5,1.4,98
L,2247734,2247750,20,2980.1,1213.2,3002.3,1329.3,1.5,107
L,2247882,2250678,2800,2981.7,1379.9,2566.6,1296.2,3.9,1025
L,2250862,2250882,24,2582.1,1253.7,2856.0,1191.2,2.6,162
L,2251638,2253486,1852,3045.1,1246.9,2928.3,1210.6,1.1,986
L,2254214,2254254,44,3009.3,1210.1,2077.5,1064.8,8.6,310
L,2254458,2254466,12,2002.0,1071.5,1944.5,1071.8,0.5,66
L,2255274,2255318,48,1951.7,1091.0,2923.4,1139.8,8.8,240
L,2255738,2255766,32,3025.3,1225.4,2936.4,1859.5,7.9,376
L,2256074,2256098,28,2921.9,1927.8,3026.1,1655.5,3.5,174
L,2256482,2256502,24,3040.4,1501.4,2997.3,1278.1,2.8,173
L,2256730,2257874,1148,2983.3,1279.7,2841.8,1555.3,3.7,1262
L,2258210,2258230,24,2902.9,1591.8,2933.1,1346.5,3.1,192
L,2258546,2258558,16,2917.1,1271.3,2791.5,1276.9,1.1,99
L,2259730,2259766,40,2884.8,1289.0,2108.0,1148.6,7.2,278
L,2259998,2260010,16,2006.3,1107.8,1924.1,1051.1,1.0,89
L,2261286,2261346,64,1891.5,1079.6,965.7,1218.3,8.5,174
L,2261522,2261550,32,859.2,1263.4,263.2,1193.6,5.2,247
L,2261910,2261946,40,211.5,1202.6,977.1,1179.1,6.6,269
L,2262230,2262242,16,1078.5,1202.9,1183.8,1175.0,1.0,88
L,2262414,2263494,1084,1203.4,1202.2,1058.9,1346.0,2.2,969
L,2264346,2264382,40,1216.7,1366.6,1802.1,1123.2,6.1,204
L,2264630,2264642,16,1911.3,1117.6,1917.4,1030.0,1.1,98
L,2265582,2265638,60,1941.0,1071.2,3041.5,1063.9,9.9,211
L,2265958,2265982,28,3194.5,1143.9,3270.0,1325.8,2.3,195
L,2266462,2266486,28,3270.0,1366.5,2994.1,1288.6,2.6,283
L,2266882,2266898,20,2957.9,1248.2,2985.6,1108.2,1.8,126
L,2267150,2267158,12,2987.6,1097.5,2991.9,1138.5,0.5,64
L,2267386,2268722,1340,2984.1,1190.7,2744.3,1529.3,4.7,789
L,2268934,2268954,24,2794.7,1586.2,2960.8,1348.6,3.3,216
L,2269290,2269306,20,2984.7,1306.9,2991.1,1197.4,1.4,95
L,2269734,2269750,20,2983.9,1143.6,2982.5,1039.5,1.3,94
L,2270578,2270618,44,2938.2,1010.6,2022.4,1042.2,8.3,269
L,2271698,2271734,40,1869.6,1087.3,1169.1,1345.2,7.1,251
L,2271958,2271990,36,1097.2,1391.8,1163.8,2138.4,9.2,426
L,2272542,2272590,52,1126.5,2146.9,1192.7,1528.3,7.6,192
