eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
R,4336759,4336779,24,1948.0,999.4,1730.4,952.4,2.0,121
R,4337047,4337083,40,1604.4,936.7,884.5,1167.9,6.9,264
R,4337295,4337379,88,802.8,1316.4,1915.9,1548.1,10.1,567
R,4337443,4337643,204,1599.5,1789.6,2727.2,1260.6,12.0,191
R,4337879,4340579,2704,2739.0,1271.1,1884.7,939.0,8.8,1467
R,4340675,4340703,32,1853.7,826.1,1607.5,1033.2,3.4,146
R,4341023,4341035,16,1658.5,1069.0,1790.9,1065.8,1.2,102
R,4341555,4341743,192,1834.6,979.8,1937.3,1116.4,1.9,1111
R,4341831,4341855,28,1974.1,896.0,2375.6,930.2,3.6,173
R,4342267,4342311,48,2390.2,971.3,1680.6,1113.4,6.6,192
R,4342603,4342619,20,1663.9,1151.3,1824.7,1144.4,1.4,99
R,4342843,4343063,224,1853.7,1150.2,2231.4,1200.7,3.4,1591
R,4343167,4343195,32,2204.4,972.7,1759.8,954.2,4.0,176
R,4343703,4343719,20,1714.3,952.8,1858.2,968.6,1.3,93
R,4343947,4344175,232,1912.9,953.4,1914.2,1195.3,3.0,1176
R,4345699,4345727,32,1833.9,1037.6,1364.4,1124.8,4.3,183
R,4345855,4345863,12,1192.9,1129.1,1121.7,1139.8,0.6,78
R,4346375,4346383,12,1043.6,1252.7,1039.7,1312.3,0.7,91
R,4346439,4346531,96,1062.4,1366.6,671.3,2250.7,11.0,371
R,4347251,4347343,96,735.6,2053.0,739.4,2103.9,0.6,535
R,4347459,4347515,60,738.4,2158.5,1232.0,2387.5,4.9,385
R,4347623,4347635,16,1277.6,2294.1,1199.7,2194.0,1.4,122
R,4347671,4347735,68,1201.7,2137.3,1099.6,1412.2,8.8,369
R,4348035,4348275,244,1085.5,1450.8,623.2,2754.0,15.6,550
R,4348639,4348703,68,872.1,2179.7,1279.0,2207.7,3.5,303
R,4348875,4348919,48,1305.9,2275.0,1031.5,2244.1,2.4,149
R,4348987,4349003,20,998.5,2257.3,1043.8,2214.2,0.6,87
R,4349031,4349039,12,1000.8,2203.8,1102.4,2237.2,0.9,119
R,4349071,4349079,12,1191.6,2238.8,1272.4,2247.0,0.7,87
R,4349187,4349291,108,1249.7,2047.0,1782.0,1114.2,12.2,312
R,4351595,4351639,48,1792.6,1035.5,1140.9,1270.5,6.4,171
R,4352091,4352115,28,1064.6,1459.4,1072.6,1678.6,2.7,146
R,4352147,4352363,220,1116.5,1711.7,601.6,2470.3,9.9,528
R,4352499,4352507,12,935.8,2099.3,879.0,2013.8,1.1,140
R,4353127,4353183,60,1059.9,1440.0,1087.3,1884.2,5.4,236
R,4353239,4353247,12,1123.4,1880.0,1134.6,1954.8,0.9,113
R,4353911,4353919,12,1089.1,1898.6,1072.3,1848.6,0.6,77
R,4354003,4354019,20,1047.4,1557.2,1061.8,1234.2,3.9,274
R,4354107,4354139,36,1105.1,1091.0,1726.0,1047.8,5.5,204
R,4356555,4356595,44,1831.4,1055.9,2527.2,1132.9,6.3,199
R,4356731,4356743,16,2596.8,1208.8,2697.2,1248.3,1.0,93
R,4356819,4356851,36,2739.6,1349.7,2788.1,1595.0,3.1,116
R,4356887,4356915,32,2847.4,1709.5,2894.7,1799.9,1.2,153
R,4356947,4356995,52,2903.8,1787.9,3270.0,2308.1,7.1,390
R,4357023,4357315,296,3270.0,2364.1,2916.8,1668.1,8.9,599
R,4357819,4357831,16,2899.0,1772.5,2869.9,1604.8,2.1,184
R,4357899,4357943,48,2933.8,1869.2,3270.0,2436.8,7.4,367
R,4358307,4358315,12,3270.0,2497.8,3270.0,2499.4,0.0,150
R,4358351,4358367,20,3270.0,2511.2,3270.0,2476.2,0.4,98
R,4358419,4358471,56,3270.0,2525.6,3270.0,2502.2,0.3,112
R,4358503,4358527,28,3270.0,2487.4,3270.0,2489.7,0.0,199
R,4358643,4358651,12,3270.0,2319.1,3270.0,2290.8,0.3,116
R,4358687,4358707,24,3270.0,2222.5,3103.0,1663.3,6.9,589
R,4358735,4358743,12,3086.0,1572.4,3088.3,1515.4,0.7,103
R,4358815,4358863,52,2958.6,1342.3,1891.2,1116.8,10.0,274
R,4360723,4360763,44,1868.1,1063.0,2643.1,1060.8,7.0,216
R,4361131,4361155,28,2745.2,1139.1,2854.5,1435.8,3.8,213
R,4361275,4361539,268,2942.4,1560.9,2963.1,1347.4,2.7,870
R,4361699,4361711,16,2971.8,1221.0,2969.6,1280.5,0.7,66
R,4361767,4361779,16,2995.6,1430.5,2987.4,1526.0,1.2,108
R,4361807,4361951,148,3069.9,1525.2,3270.0,2001.3,6.1,347
R,4362139,4362175,40,3270.0,2028.4,3270.0,2054.3,0.3,142
R,4362215,4362275,64,3270.0,2030.5,3270.0,2124.4,1.1,134
R,4362331,4362343,16,3270.0,2189.7,3270.0,2187.6,0.0,220
R,4362483,4362491,12,3270.0,2211.4,3270.0,2244.7,0.4,210
R,4362791,4362799,12,3270.0,2436.7,3270.0,2475.3,0.5,164
R,4362887,4363039,156,3270.0,2415.5,3270.0,2315.6,1.2,207
R,4363187,4363259,76,3270.0,2210.7,3006.1,1801.9,5.5,258
R,4363655,4363679,28,2913.5,1504.6,2714.7,1413.3,2.1,101
R,4363979,4364011,36,2555.4,1140.4,1912.6,1060.7,5.9,225
R,4368051,4368091,44,1795.4,1029.6,1224.3,1226.0,5.6,174
R,4368695,4368927,236,1080.4,1320.6,741.4,2117.4,9.9,782
R,4369067,4369075,12,923.2,1611.9,964.2,1561.0,0.7,89
R,4369523,4369555,36,980.4,1541.1,997.7,1929.4,4.7,239
R,4369647,4369695,52,1019.0,2024.3,1036.6,2108.2,1.0,203
R,4369959,4369975,20,1095.6,2139.8,1035.4,2034.8,1.4,141
R,4370011,4370023,16,1032.8,2058.9,983.6,1949.5,1.4,112
R,4370067,4370091,28,985.8,1898.6,983.3,1607.7,3.5,182
R,4370543,4370579,40,1153.9,1357.3,1865.1,1040.2,7.4,262
R,4372619,4372655,40,1863.0,1039.1,2457.8,1141.5,5.5,183
R,4372867,4372883,20,2560.5,1163.5,2735.7,1231.8,1.8,132
R,4373063,4373079,20,2853.5,1418.7,2969.4,1505.1,1.5,109
R,4373135,4373147,16,2984.2,1548.3,2978.3,1603.0,0.7,58
R,4373187,4373235,52,3016.7,1700.7,3270.0,2195.9,6.4,414
R,4373283,4373315,36,3270.0,2159.7,3270.0,2158.4,0.0,239
R,4373619,4373627,12,3270.0,2269.5,3270.0,2291.0,0.2,117
R,4373719,4373727,12,3270.0,2337.3,3270.0,2330.8,0.1,166
R,4373831,4373843,16,3270.0,2352.2,3270.0,2398.9,0.6,120
R,4373947,4373955,12,3270.0,2323.2,3270.0,2323.0,0.0,153
R,4374139,4374147,12,3270.0,2357.9,3270.0,2378.1,0.2,117
R,4374247,4374259,16,3270.0,2370.7,3270.0,2379.8,0.1,138
R,4374415,4374455,44,3270.0,2408.8,3270.0,2369.9,0.5,199
R,4374547,4374591,48,3270.0,2519.5,3270.0,2506.6,0.1,342
R,4374667,4374687,24,3270.0,2463.2,3270.0,2462.1,0.0,180
R,4374795,4374819,28,3270.0,2420.2,3270.0,2400.6,0.2,142
R,4374911,4374927,20,3270.0,2344.9,3270.0,2376.6,0.4,160
R,4374963,4374983,24,3270.0,2360.6,3270.0,2315.4,0.5,194
R,4375031,4375039,12,3270.0,2336.3,3270.0,2302.2,0.4,206
R,4375071,4375111,44,3270.0,2377.2,3270.0,2435.2,0.7,186
R,4375147,4375167,24,3270.0,2357.4,3270.0,2358.9,0.0,258
R,4375223,4375267,48,3270.0,2402.1,3270.0,2354.1,0.6,181
R,4375339,4375415,80,3270.0,2349.1,3270.0,2282.5,0.8,214
R,4375455,4375531,80,3270.0,2242.3,3006.2,1703.2,6.9,304
R,4375855,4375899,48,2888.4,1338.7,1949.7,1254.8,8.5,236
R,4377751,4377795,48,1849.8,1031.4,2665.2,1111.4,7.4,225
R,4378271,4378519,252,2852.3,1487.5,2816.0,1547.6,0.8,1181
R,4378835,4379151,320,2824.6,1561.4,2794.0,1829.5,3.3,858
R,4379279,4379387,112,2889.8,1643.4,3270.0,2235.4,7.9,395
R,4379535,4379575,44,3270.0,2337.6,3270.0,2402.1,0.8,157
R,4379683,4379755,76,3270.0,2455.1,3270.0,2530.7,0.9,236
R,4379899,4379927,32,3270.0,2524.9,3270.0,2519.7,0.1,191
R,4380019,4380075,60,3270.0,2596.4,3270.0,2635.6,0.5,211
R,4380099,4380163,68,3270.0,2588.7,3270.0,2524.6,0.7,206
R,4380211,4380223,16,3270.0,2515.2,3270.0,2495.8,0.2,124
R,4380527,4380535,12,3270.0,2449.6,3270.0,2432.4,0.2,113
R,4380599,4380619,24,3270.0,2455.4,3270.0,2442.1,0.1,148
R,4380727,4380735,12,3270.0,2418.7,3270.0,2452.9,0.4,58
R,4380827,4380839,16,3270.0,2517.3,3270.0,2514.0,0.0,145
R,4380871,4380927,60,3270.0,2509.9,3270.0,2539.2,0.3,210
R,4381095,4381199,108,3270.0,2423.1,1867.5,1204.7,19.0,537
R,4383167,4383207,44,1866.2,1012.8,2677.6,1239.4,7.8,231
R,4383475,4383483,12,2816.1,1428.7,2872.3,1448.6,0.6,70
R,4383911,4383951,44,2891.4,1637.7,3270.0,1961.5,5.2,313
R,4384195,4384203,12,3270.0,2267.2,3270.0,2265.5,0.0,129
R,4384555,4384575,24,3270.0,2414.9,3270.0,2472.6,0.7,107
R,4384783,4384811,32,3270.0,2419.0,3270.0,2412.8,0.1,105
R,4384903,4384975,76,3270.0,2387.0,2630.0,1778.6,9.2,542
R,4385451,4385531,84,2426.6,1691.6,1907.5,1202.4,7.7,158
R,4385659,4385667,12,1836.9,1048.2,1771.4,1049.9,0.6,73
R,4389819,4389827,12,1789.0,1060.2,1784.5,1099.8,0.5,61
R,4389883,4390115,236,1815.0,1243.3,1831.9,1208.0,0.5,1051
R,4393623,4393831,212,1806.1,1085.9,1835.9,1326.5,3.0,1303
R,4396635,4396931,300,1816.9,1050.9,1781.6,1399.2,4.3,1012
R,4399147,4399187,44,1871.9,1038.9,2635.5,1190.3,7.2,221
R,4399439,4399447,12,2743.7,1324.8,2780.8,1353.6,0.5,68
R,4399683,4399695,16,2792.0,1417.1,2848.2,1502.8,1.2,104
R,4399775,4400047,276,2877.0,1542.9,2855.4,1645.9,1.3,1062
R,4400235,4400243,12,2923.1,1518.9,2931.6,1589.0,0.9,110
R,4400271,4400327,60,2971.5,1691.7,3270.0,2090.8,5.5,538
R,4400639,4400647,12,3270.0,2506.4,3270.0,2478.3,0.3,148
R,4400843,4400851,12,3270.0,2469.8,3270.0,2466.0,0.0,221
R,4400915,4401199,288,3270.0,2479.2,3270.0,2862.0,4.4,481
R,4401235,4401243,12,3270.0,2670.9,3270.0,2624.3,0.5,127
R,4401295,4401331,40,3270.0,2506.2,3270.0,2527.6,0.2,143
R,4401359,4401367,12,3270.0,2640.7,3270.0,2699.4,0.7,166
R,4401435,4401451,20,3270.0,2866.5,3270.0,2915.9,0.6,151
R,4401647,4401655,12,3270.0,3072.8,3270.0,3093.3,0.2,142
