eye,tStart,tEnd,duration
R,127179,127283,108
R,127379,127379,4
R,127459,127475,20
R,127587,127783,200
R,128467,128607,144
R,133715,137619,3908
R,138819,140143,1328
R,145287,146483,1200
R,147283,148283,1004
R,152595,155747,3156
R,160095,162051,1960
R,166203,167767,1568
R,171751,173459,1712
R,177323,178855,1536
R,182975,184567,1596
R,189211,190539,1332
R,193743,195531,1792
R,199535,201355,1824
R,206139,207731,1596
R,214567,215807,1244
R,220787,221715,932
R,222687,223915,1232
R,228619,229983,1368
R,230555,231707,1156
R,236335,237159,828
R,238243,239011,772
R,242491,243747,1260
R,247879,249019,1144
R,252379,254107,1732
R,258283,259495,1216
R,259915,261427,1516
R,264931,265795,868
R,269767,271611,1848
R,275343,275999,660
R,276887,279443,2560
R,282979,284519,1544
R,288183,289571,1392
R,293591,294951,1364
R,298763,300211,1452
R,303743,304263,524
R,305951,307203,1256
R,311079,312651,1576
R,313235,313947,716
R,317355,318735,1384
R,322495,323847,1356
R,324483,325159,680
R,328207,329627,1424
R,334199,336123,1928
R,336759,337383,628
R,341263,342747,1488
R,346391,348139,1752
R,351987,353579,1596
R,357023,358527,1508
R,359251,360147,900
R,363115,364927,1816
R,368959,370639,1684
R,373975,375783,1812
R,379183,380359,1180
R,383967,384723,760
R,390363,392407,2048
R,397403,398223,824
R,398835,400051,1220
R,405171,406375,1208
R,406835,407867,1036
R,411387,412783,1400
R,416487,418063,1580
R,421787,423331,1548
R,428099,429735,1640
R,433859,435167,1312
R,435867,437195,1332
R,441079,443011,1936
R,447023,448967,1948
R,453147,455443,2300
R,458699,460179,1484
R,463739,465527,1792
R,466223,466895,676
R,470295,471395,1104
R,472455,474019,1568
R,477563,479475,1916
R,485439,486975,1540
R,491343,492667,1328
R,496487,497867,1384
R,498515,499243,732
R,502267,503939,1676
R,508087,508587,504
R,510423,511687,1268
R,513595,514479,888
R,516091,517127,1040
R,520975,521779,808
R,522531,523475,948
R,526959,527979,1024
R,528643,529411,772
R,532451,534159,1712
R,538335,538987,656
R,539799,540599,804
R,543491,544655,1168
R,545211,545867,660
R,549171,550831,1664
R,554215,555807,1596
R,559359,560771,1416
R,564367,565679,1316
R,566251,567027,780
R,570075,571307,1236
R,571839,572651,816
R,576575,578211,1640
R,581691,582795,1108
R,586355,587767,1416
R,593287,594499,1216
R,598243,599479,1240
R,600099,601291,1196
R,604123,605371,1252
R,608887,609895,1012
R,615147,616247,1104
R,619523,620815,1296
R,624491,625775,1288
R,628031,629815,1788
R,635075,637307,2236
R,641303,642731,1432
R,643343,644183,844
R,647247,648975,1732
R,652451,653923,1476
R,659203,660771,1572
R,665563,666815,1256
R,667611,668451,844
R,668955,669743,792
R,673255,674403,1152
R,675139,676019,884
R,679307,680223,920
R,680787,681375,592
R,686483,687067,588
R,688215,689047,836
R,692291,692911,624
R,693783,694527,748
R,697775,699163,1392
R,703091,703703,616
R,704475,705183,712
R,708667,709851,1188
R,710707,711467,764
R,716979,718031,1056
R,718735,719631,900
R,723683,725811,2132
R,726363,727027,668
R,730135,731631,1500
R,735179,736359,1184
R,740303,741207,908
R,741719,742263,548
R,745235,745887,656
R,746627,747351,728
R,750367,751875,1512
R,753311,754243,936
R,755099,755211,116
R,755923,756951,1032
R,760491,761443,956
R,764339,765395,1060
R,768619,769823,1208
R,773239,774599,1364
R,778151,779399,1252
R,783163,784467,1308
R,788959,790187,1232
R,795215,796747,1536
R,800327,801791,1468
R,805475,807295,1824
R,810287,811847,1564
R,815263,816583,1324
R,820091,821603,1516
R,825119,826303,1188
R,831675,833099,1428
R,835991,837375,1388
R,840367,841831,1468
R,845399,846487,1092
R,846903,848099,1200
R,851035,852707,1676
R,856007,857275,1272
R,860207,860371,168
R,861511,861535,28
R,865923,866971,1052
R,867575,868315,744
R,871503,872331,832
R,874131,875191,1064
R,875751,876415,668
R,880203,881539,1340
R,885807,887723,1920
R,893787,894935,1152
R,895883,896899,1020
R,899619,901059,1444
R,901699,902471,776
R,905611,907623,2016
R,908147,908191,48
R,911019,912387,1372
R,916271,917347,1080
R,918523,919111,592
R,922207,923719,1516
R,926683,928183,1504
R,931491,932507,1020
R,933359,934091,736
R,937503,938927,1428
R,942627,943675,1052
R,944295,944971,680
R,948387,949379,996
R,950011,950667,660
R,953431,954243,816
R,954823,955631,812
R,958515,959215,704
R,963035,963787,756
R,965247,966759,1516
R,967503,968111,612
R,971087,972615,1532
R,973171,973675,508
R,976947,978147,1204
R,978735,979887,1156
R,981523,983359,1840
R,987455,988411,960
R,988967,989451,488
R,992935,993627,696
R,994527,995507,984
R,998695,999775,1084
R,1000539,1001391,856
R,1004863,1005751,892
R,1006615,1007399,788
R,1010395,1012079,1688
R,1012535,1013367,836
R,1016383,1017927,1548
R,1021931,1023299,1372
R,1027307,1028547,1244
R,1032011,1033931,1924
R,1037847,1038975,1132
R,1042299,1044203,1908
R,1048107,1049675,1572
R,1053307,1054771,1468
R,1057959,1058983,1028
R,1059627,1060559,936
R,1062843,1063967,1128
R,1067271,1070187,2920
R,1074275,1075411,1140
R,1079371,1080319,952
R,1080779,1081419,644
R,1084303,1085567,1268
R,1089155,1090391,1240
R,1093283,1093291,12
R,1093535,1094163,632
R,1098911,1100459,1552
R,1101295,1102423,1132
R,1105555,1107159,1608
R,1110583,1111691,1112
R,1113227,1113963,740
R,1114575,1115219,648
R,1120079,1120835,760
R,1127063,1127687,628
R,1128959,1129651,696
R,1132687,1135919,3236
R,1141543,1143067,1528
R,1146619,1147955,1340
R,1151247,1153043,1800
R,1156163,1157447,1288
R,1160811,1162599,1792
R,1166219,1167451,1236
R,1170551,1171619,1072
R,1172103,1172355,256
R,1175279,1176859,1584
R,1177259,1178091,836
R,1182771,1184439,1672
R,1188579,1189307,732
R,1189955,1190527,576
R,1193483,1194311,832
R,1194875,1195551,680
R,1198267,1199543,1280
R,1202899,1203799,904
R,1205055,1206491,1440
R,1210539,1211739,1204
R,1212347,1213079,736
R,1214447,1215675,1232
R,1220087,1220203,120
R,1223127,1224395,1272
R,1224891,1226323,1436
R,1229051,1230215,1168
R,1231147,1231827,684
R,1235935,1237063,1132
R,1237711,1238359,652
R,1241099,1242003,908
R,1242763,1243383,624
R,1248515,1249211,700
R,1250191,1250875,688
R,1251035,1251051,20
R,1253687,1254955,1272
R,1258995,1259559,568
R,1260671,1261267,600
R,1264259,1265715,1460
R,1268691,1269147,460
R,1270311,1270903,596
R,1273991,1275359,1372
R,1278831,1280351,1524
R,1283559,1285023,1468
R,1287991,1289423,1436
R,1292855,1293523,672
R,1294531,1295019,492
R,1298615,1299851,1240
R,1303147,1303923,780
R,1307619,1308647,1032
R,1311631,1313207,1580
R,1316995,1318355,1364
R,1318971,1319011,44
R,1319091,1319091,4
