eye,tStart,tEnd,duration
L,4040531,4040547,20
L,4042743,4042759,20
L,4044083,4044103,24
L,4050919,4051131,216
L,4056559,4056623,68
L,4064995,4065171,180
L,4069879,4069963,88
L,4074403,4074543,144
L,4078211,4078331,124
L,4083207,4083239,36
L,4089531,4089531,4
L,4089843,4089963,124
L,4094143,4094259,120
L,4097735,4097787,56
L,4106307,4106355,52
L,4109635,4109775,144
L,4113067,4113143,80
L,4118667,4118667,4
L,4125999,4126127,132
L,4126683,4127251,572
L,4133899,4133991,96
L,4138027,4138095,72
L,4141583,4141639,60
L,4145423,4145563,144
L,4148671,4148715,48
L,4152331,4152403,76
L,4157875,4157983,112
L,4161803,4161871,72
L,4165579,4165827,252
L,4169075,4169211,140
L,4172367,4172371,8
L,4172895,4172971,80
L,4176619,4176699,84
L,4179703,4179791,92
L,4189343,4189419,80
L,4190403,4190527,128
L,4194751,4194871,124
L,4198563,4198623,64
L,4199159,4199259,104
L,4203811,4203819,12
L,4210623,4210623,4
L,4211335,4211339,8
L,4211691,4211863,176
L,4212823,4213059,240
L,4213971,4214047,80
L,4221443,4221511,72
L,4223111,4223159,52
L,4226499,4226627,132
L,4230859,4231023,168
L,4241303,4241319,20
L,4241771,4242155,388
L,4248931,4249059,132
L,4255483,4255615,136
L,4259535,4259555,24
L,4259963,4260035,76
L,4263799,4263915,120
L,4277135,4277155,24
L,4281231,4281299,72
L,4288963,4289039,80
L,4292167,4292195,32
L,4293887,4294219,336
L,4295215,4295323,112
L,4297251,4297323,76
L,4304407,4304499,96
L,4306535,4306575,44
L,4308535,4308655,124
L,4312123,4312163,44
L,4323215,4323287,76
L,4326463,4326495,36
L,4330843,4330915,76
L,4348179,4348255,80
L,4350687,4350963,280
L,4354643,4354643,4
L,4365035,4365139,108
L,4372535,4372627,96
L,4376667,4377023,360
L,4379147,4379211,68
L,4381459,4381531,76
L,4381727,4381823,100
L,4382887,4382903,20
L,4384371,4384395,28
L,4386115,4386163,52
L,4392267,4392283,20
L,4395743,4395827,88
L,4402719,4402883,168
L,4410799,4410911,116
L,4414679,4414751,76
L,4421467,4421551,88
L,4433079,4433091,16
L,4437787,4437939,156
L,4444947,4444999,56
L,4449639,4449659,24
L,4453595,4453671,80
L,4458331,4458427,100
L,4468947,4472095,3152
L,4473391,4473563,176
L,4476591,4476671,84
L,4480347,4480395,52
L,4483679,4483755,80
L,4487387,4487483,100
L,4489571,4489647,80
L,4494299,4494359,64
L,4496483,4496639,160
L,4501047,4501067,24
L,4505363,4505375,16
L,4507031,4507111,84
L,4508907,4509007,104
L,4517619,4517691,76
L,4525819,4525891,76
L,4531031,4531151,124
L,4539703,4539795,96
L,4544275,4544383,112
L,4548067,4548119,56
L,4553079,4553639,564
L,4555327,4555415,92
L,4555487,4556559,1076
L,4559231,4559259,32
L,4570599,4570627,32
L,4573955,4574047,96
L,4575847,4575947,104
L,4579707,4579707,4
L,4581815,4581855,44
L,4604731,4604923,196
L,4611631,4611675,48
L,4619651,4619763,116
L,4622663,4622795,136
L,4622847,4622847,4
L,4629607,4629663,60
L,4631611,4631695,88
L,4635575,4640283,4712
L,4640707,4640871,168
L,4645403,4645415,16
L,4652227,4652303,80
L,4655287,4655371,88
L,4658567,4658583,20
L,4661707,4661767,64
L,4662095,4662215,124
L,4669115,4669187,76
L,4672275,4672407,136
L,4675747,4676091,348
L,4686315,4686379,68
L,4687999,4688083,88
L,4692399,4692479,84
L,4695315,4695395,84
L,4698603,4698675,76
L,4709071,4709183,116
L,4711663,4711803,144
L,4717799,4717911,116
L,4718483,4718559,80
L,4719735,4721995,2264
L,4723275,4723471,200
L,4734047,4734123,80
L,4735639,4735711,76
L,4737183,4737323,144
L,4740891,4740963,76
L,4744463,4744555,96
L,4747691,4747955,268
L,4751543,4751611,72
L,4754495,4754507,16
L,4755063,4755151,92
L,4756443,4756551,112
L,4758079,4758179,104
L,4761563,4761619,60
L,4770971,4771123,156
L,4777627,4777663,40
L,4779703,4779735,36
L,4794411,4794447,40
L,4797483,4797519,40
L,4799171,4799175,8
L,4803203,4804487,1288
L,4806715,4806755,44
L,4824239,4824515,280
L,4828231,4828275,48
L,4829339,4829407,72
L,4839399,4839491,96
L,4843727,4843795,72
L,4859847,4859955,112
L,4863007,4863071,68
L,4874083,4874107,28
L,4878263,4878679,420
L,4880603,4880731,132
L,4895195,4895263,72
L,4897287,4897343,60
L,4898891,4898967,80
L,4906579,4906631,56
L,4910175,4910199,28
L,4913615,4913767,156
L,4921211,4921267,60
L,4930019,4930023,8
L,4935307,4935403,100
L,4938795,4938851,60
L,4942543,4942643,104
L,4950039,4950103,68
L,4953755,4953803,52
L,4954735,4955099,368
L,4957119,4957155,40
L,4962003,4962023,24
L,4971595,4971643,52
L,4973199,4973199,4
L,4975415,4975439,28
L,4979895,4980051,160
L,4983519,4983639,124
L,4986763,4986975,216
L,4998055,4998079,28
L,5003343,5003363,24
L,5012247,5012543,300
L,5021051,5021115,68
L,5022991,5023015,28
L,5028291,5028291,4
L,5045727,5045727,4
L,5046035,5046127,96
L,5048003,5048055,56
L,5048287,5048363,80
L,5050011,5050063,56
L,5052447,5053835,1392
L,5054167,5054227,64
L,5058107,5058163,60
L,5058507,5058551,48
L,5063351,5063487,140
L,5065211,5065319,112
L,5068191,5068259,72
L,5070915,5070963,52
L,5073895,5074003,112
L,5075735,5075947,216
L,5081131,5081171,44
L,5094379,5094427,52
L,5097019,5097067,52
L,5100787,5100923,140
L,5103755,5103871,120
L,5107107,5107311,208
L,5113511,5114235,728
L,5142947,5142991,48
L,5147923,5148023,104
L,5172351,5172379,32
L,5172803,5175579,2780
L,5177251,5177291,44
L,5179187,5179443,260
L,5181107,5181187,84
L,5182779,5182795,20
L,5185099,5185155,60
L,5190631,5190711,84
L,5192023,5192175,156
L,5194775,5194823,52
L,5198431,5198579,152
L,5200931,5200983,56
L,5214039,5214151,116
L,5216975,5217107,136
L,5220291,5220419,132
L,5223015,5223075,64
L,5224291,5224307,20
L,5227383,5227523,144
L,5229899,5229931,36
L,5237263,5237363,104
L,5240863,5241527,668
L,5258875,5258955,84
L,5267451,5267471,24
L,5270535,5270563,32
L,5271919,5271923,8
L,5275483,5275519,40
L,5278111,5278175,68
L,5303863,5307351,3492
L,5308499,5308527,32
L,5310387,5310459,76
L,5316703,5316747,48
L,5317571,5317663,96
L,5321071,5321083,16
L,5332731,5332811,84
L,5338259,5338323,68
L,5342447,5342515,72
L,5354863,5354939,80
L,5355911,5356099,192
L,5359759,5359931,176
L,5365315,5365519,208
L,5366703,5366783,84
L,5373727,5373811,88
L,5376931,5377051,124
L,5378703,5378735,36
L,5380235,5380283,52
L,5390847,5390967,124
L,5392219,5392415,200
L,5394611,5394731,124
L,5420019,5420063,48
L,5428623,5428683,64
L,5446043,5446143,104
L,5452871,5452939,72
L,5473039,5473127,92
L,5475151,5475279,132
L,5483179,5483179,4
L,5483435,5483627,196
L,5485267,5485367,104
L,5488683,5488895,216
L,5490895,5491199,308
L,5506263,5506291,32
L,5512947,5512951,8
L,5518555,5518627,76
L,5526667,5526771,108
L,5529171,5529267,100
L,5529859,5529979,124
L,5551543,5555227,3688
L,5559883,5559907,28
L,5568119,5568159,44
L,5569047,5569167,124
L,5570899,5570911,16
L,5571407,5571495,92
L,5574619,5574703,88
L,5577503,5577751,252
L,5580895,5580967,76
L,5582683,5582799,120
L,5584139,5584179,44
L,5586891,5586899,12
L,5587423,5587527,108
L,5592275,5592339,68
L,5601819,5602803,988
L,5622303,5622427,128
L,5626811,5626863,56
L,5629399,5629483,88
L,5635519,5635539,24
L,5637295,5637363,72
L,5640319,5640359,44
L,5642747,5642763,20
L,5645955,5646271,320
L,5653975,5653975,4
L,5654355,5654915,564
L,5662239,5662243,8
L,5672631,5672651,24
L,5686147,5686207,64
L,5688531,5688563,36
L,5690663,5690679,20
L,5694311,5694347,40
L,5695835,5696099,268
L,5696695,5701347,4656
L,5704179,5704251,76
L,5706399,5706539,144
L,5710975,5711043,72
L,5716491,5716495,8
L,5720083,5720155,76
L,5723235,5723351,120
L,5726287,5726403,120
L,5731235,5731271,40
L,5733595,5733771,180
L,5735883,5735951,72
L,5757507,5757595,92
L,5764659,5764679,24
L,5766227,5766343,120
L,5767955,5768063,112
L,5776843,5777159,320
L,5777883,5778823,944
L,5785951,5786143,196
L,5787079,5787175,100
L,5789503,5789543,44
L,5791943,5792023,84
L,5812527,5812591,68
L,5815815,5815947,136
L,5817671,5818703,1036
L,5830271,5830375,108
L,5833075,5833191,120
L,5836799,5836807,12
L,5853507,5853659,156
L,5859007,5859095,92
L,5868295,5868411,120
L,5872551,5872675,128
L,5876871,5877095,228
L,5882039,5882063,28
L,5882427,5882535,112
L,5885531,5885587,60
L,5886143,5886243,104
L,5888675,5888739,68
L,5889959,5890039,84
L,5893659,5893727,72
L,5895899,5895971,76
L,5896627,5896763,140
L,5899531,5899583,56
L,5901355,5901403,52
L,5907167,5907231,68
L,5908759,5908807,52
L,5911535,5911687,156
L,5914603,5914651,52
L,5916351,5916443,96
L,5922075,5922303,232
L,5923179,5923523,348
L,5924175,5924543,372
L,5926099,5926395,300
L,5927467,5927543,80
L,5928527,5928635,112
L,5929539,5930119,584
L,5930315,5930435,124
L,5930847,5930983,140
L,5932623,5932679,60
L,5933255,5933515,264
L,5934631,5934671,44
L,5935163,5935199,40
L,5936315,5936347,36
L,5936827,5936851,28
L,5938111,5938163,56
L,5939371,5939419,52
L,5940595,5940827,236
L,5949707,5950019,316
L,5950335,5950595,264
L,5951003,5951119,120
L,5952915,5952915,4
L,5954247,5954259,16
L,5955587,5955599,16
L,5959839,5959875,40
L,5960275,5960355,84
L,5961591,5961659,72
L,5962195,5962227,36
L,5962679,5962767,92
L,5963995,5964015,24
L,5968939,5968995,60
L,5969055,5969359,308
L,5969851,5969895,48
L,5970151,5970167,20
L,5970219,5970363,148
L,5972287,5972371,88
L,5973259,5973303,48
L,5976771,5978647,1880
L,5979911,5979911,4
L,5983123,5983231,112
L,5989059,5990383,1328
L,5991503,5991503,4
L,5993319,5993343,28
L,5993427,5993467,44
L,5993551,5994227,680
L,6007719,6007791,76
L,6015591,6015623,36
L,6017027,6017287,264
