eye,tStart,tEnd,duration
R,3484886,3484954,72
R,3487958,3488026,72
R,3490258,3491106,852
R,3492090,3492138,52
R,3492774,3492842,72
R,3493738,3493782,48
R,3494078,3494102,28
R,3495142,3495226,88
R,3495626,3495718,96
R,3496282,3496342,64
R,3497038,3497110,76
R,3497938,3497998,64
R,3499014,3499082,72
R,3499642,3499706,68
R,3500922,3500982,64
R,3505470,3505554,88
R,3508422,3509406,988
R,3510358,3510434,80
R,3512878,3512906,32
R,3513870,3514722,856
R,3515230,3515278,52
R,3517898,3517946,52
R,3519210,3519258,52
R,3528678,3528738,64
R,3532214,3532266,56
R,3532502,3532586,88
R,3540094,3540130,40
R,3543466,3543518,56
R,3544154,3544246,96
R,3544606,3544698,96
R,3545798,3545834,40
R,3549578,3549646,72
R,3552186,3552238,56
R,3552946,3553034,92
R,3556726,3556742,20
R,3557070,3557154,88
R,3559538,3559598,64
R,3560806,3560902,100
R,3566354,3566438,88
R,3575018,3575110,96
R,3579898,3579942,48
R,3581170,3581194,28
R,3582994,3583062,72
R,3584498,3584578,84
R,3597494,3597530,40
R,3598086,3598114,32
R,3599274,3599330,60
R,3602418,3602466,52
R,3602714,3602990,280
R,3605210,3605262,56
R,3606194,3606262,72
R,3606618,3606702,88
R,3613246,3613354,112
R,3619078,3619142,68
R,3619526,3619650,128
R,3620174,3620282,112
R,3626574,3626646,76
R,3627426,3627474,52
R,3630974,3631034,64
R,3632034,3632142,112
R,3634770,3635090,324
R,3638118,3638154,40
R,3639222,3639270,52
R,3644898,3644950,56
R,3650566,3650614,52
R,3655422,3655466,48
R,3655678,3655738,64
R,3656926,3656954,32
R,3662318,3662334,20
R,3662922,3663058,140
R,3665574,3665614,44
R,3666802,3666870,72
R,3669206,3669302,100
R,3670026,3670130,108
R,3671186,3671274,92
R,3672094,3672202,112
R,3674854,3674906,56
R,3679618,3679634,20
R,3686366,3686438,76
R,3694122,3694150,32
R,3694602,3694718,120
R,3700518,3700570,56
R,3701466,3701514,52
R,3703258,3703322,68
R,3709502,3709546,48
R,3710318,3710390,76
R,3712254,3712286,36
R,3712958,3713046,92
R,3726534,3726558,28
R,3728014,3728098,88
R,3732286,3732370,88
R,3736750,3736790,44
R,3738646,3738690,48
R,3741314,3741346,36
R,3748638,3748678,44
R,3755718,3755762,48
R,3760902,3760974,76
R,3763666,3763690,28
R,3763930,3764002,76
R,3771010,3771054,48
R,3775998,3776082,88
R,3778706,3778746,44
R,3780810,3780890,84
R,3787190,3787254,68
R,3787926,3787978,56
R,3793126,3793182,60
R,3798934,3798970,40
R,3802326,3802370,48
R,3802570,3802718,152
R,3806698,3806790,96
R,3807806,3807878,76
R,3812054,3812054,4
R,3815830,3815898,72
R,3816810,3816898,92
R,3820238,3820290,56
R,3826562,3826626,68
R,3827822,3827882,64
R,3831082,3831142,64
R,3832858,3832902,48
R,3837418,3837526,112
R,3840006,3840090,88
R,3842606,3842678,76
R,3845258,3845310,56
R,3845470,3845518,52
R,3845794,3845830,40
R,3847006,3847042,40
R,3847326,3847390,68
R,3850918,3850934,20
R,3853402,3853438,40
R,3854398,3854454,60
R,3854762,3854838,80
R,3858734,3858794,64
R,3860122,3860194,76
R,3868174,3868230,60
R,3871874,3871886,16
R,3875798,3875810,16
R,3876602,3876654,56
R,3882446,3882514,72
R,3886058,3886118,64
R,3888918,3888974,60
R,3889446,3889486,44
R,3889982,3890066,88
R,3893726,3893750,28
R,3897618,3897730,116
R,3900826,3900882,60
R,3902510,3902558,52
R,3902790,3902862,76
R,3908258,3908346,92
R,3911818,3911870,56
R,3912862,3912914,56
R,3917526,3917582,60
R,3919854,3919882,32
R,3924266,3924370,108
R,3927650,3927710,64
R,3930970,3930990,24
R,3932338,3932386,52
R,3933162,3933238,80
R,3934698,3934758,64
R,3934954,3936742,1792
R,3938002,3938118,120
R,3940298,3940370,76
R,3942754,3942822,72
R,3946646,3946690,48
R,3946930,3947738,812
R,3950490,3950550,64
R,3951730,3951770,44
R,3957134,3957158,28
R,3960274,3960342,72
R,3961594,3961606,16
R,3964046,3964070,28
R,3966978,3967026,52
R,3974094,3974138,48
R,3978502,3978590,92
R,3980426,3980494,72
R,3982186,3982234,52
R,3982418,3982710,296
R,3983342,3983358,20
R,3984650,3984714,68
R,3986558,3986610,56
R,3987782,3987894,116
R,3989086,3989170,88
R,3990962,3991018,60
R,3993166,3993194,32
R,3999958,4000014,60
R,4000202,4000298,100
R,4009606,4009638,36
R,4010358,4010462,108
R,4014046,4014094,52
R,4014314,4014398,88
R,4015498,4015574,80
R,4015738,4015878,144
R,4020214,4020262,52
R,4022206,4022290,88
R,4024902,4024946,48
R,4026042,4026126,88
R,4028358,4028422,68
R,4029430,4029550,124
R,4035274,4035286,16
R,4038430,4038466,40
R,4040558,4040590,36
R,4044142,4044182,44
R,4046758,4046870,116
R,4048706,4048770,68
R,4051162,4051206,48
R,4051438,4051510,76
R,4053158,4053234,80
R,4055302,4055346,48
R,4059118,4059158,44
R,4059830,4059834,8
R,4062278,4062298,24
R,4063702,4063766,68
R,4065862,4065930,72
R,4066826,4066882,60
R,4069502,4069554,56
R,4073982,4074034,56
R,4074826,4074878,56
R,4076538,4076586,52
R,4078842,4078862,24
R,4082238,4082294,60
R,4085906,4085954,52
R,4090074,4090114,44
R,4091270,4091338,72
R,4096394,4096418,28
R,4097702,4097750,52
R,4101462,4101502,44
R,4102762,4102782,24
R,4103558,4106270,2716
R,4106358,4108670,2316
R,4115946,4115990,48
R,4118454,4118506,56
R,4122102,4122154,56
R,4123862,4123894,36
R,4131182,4131222,44
R,4139458,4139482,28
R,4140818,4140842,28
R,4141402,4141454,56
R,4142470,4142542,76
R,4152418,4152438,24
R,4154974,4155038,68
R,4155810,4155902,96
R,4159142,4159174,36
R,4166082,4166122,44
R,4172270,4172314,48
R,4175854,4175942,92
R,4182354,4182398,48
R,4183438,4183438,4
R,4184370,4184422,56
R,4185830,4185930,104
R,4186094,4187270,1180
R,4187342,4187398,60
R,4187870,4187978,112
R,4191282,4191346,68
R,4192694,4192750,60
R,4195346,4195430,88
R,4201518,4201566,52
R,4208322,4208398,80
R,4211550,4211602,56
R,4212802,4212906,108
R,4223182,4223222,44
R,4223910,4223994,88
R,4228274,4228318,48
R,4234574,4234638,68
R,4235914,4236398,488
R,4239714,4239818,108
R,4242222,4242246,28
R,4244366,4244418,56
R,4247106,4247162,60
R,4251394,4251438,48
R,4253690,4253734,48
R,4254714,4254826,116
R,4257474,4257514,44
R,4261366,4261438,76
R,4263626,4263634,12
R,4263938,4263970,36
R,4265734,4265762,32
R,4265982,4266070,92
R,4266210,4267046,840
R,4269278,4269322,48
R,4272818,4272878,64
R,4275534,4275582,52
R,4275870,4275930,64
R,4277078,4277138,64
R,4277322,4277414,96
R,4280362,4280410,52
R,4283458,4283498,44
R,4286750,4286806,60
R,4297238,4297270,36
R,4297566,4297630,68
R,4299922,4299954,36
R,4302554,4302634,84
R,4306594,4306602,12
R,4312662,4312706,48
R,4312878,4312962,88
R,4317326,4317402,80
R,4319502,4319594,96
R,4321906,4321998,96
R,4324510,4324582,76
R,4327010,4327086,80
R,4328342,4328406,68
R,4331734,4331762,32
R,4334902,4334950,52
R,4335710,4335778,72
R,4339998,4340054,60
R,4340814,4340858,48
R,4344878,4344938,64
R,4347650,4347682,36
R,4349550,4349790,244
R,4349970,4350042,76
R,4350302,4350342,44
R,4351286,4351338,56
R,4352714,4352786,76
R,4360674,4360750,80
R,4366010,4366066,60
R,4366306,4366370,68
R,4367350,4367398,52
R,4368610,4368674,68
R,4368834,4369138,308
R,4370326,4370354,32
R,4371246,4371302,60
R,4372302,4373286,988
R,4375398,4375494,100
R,4378014,4378062,52
R,4380970,4381038,72
R,4384338,4384342,8
R,4385242,4385282,44
R,4387686,4387730,48
R,4389050,4389070,24
R,4393046,4393062,20
R,4398786,4398846,64
R,4402814,4402842,32
R,4406890,4407174,288
R,4409534,4409590,60
R,4410606,4410630,28
R,4411894,4411934,44
R,4413170,4413238,72
R,4414414,4414482,72
R,4417778,4417810,36
R,4421434,4421446,16
R,4424670,4424722,56
R,4428234,4428258,28
R,4428742,4428866,128
R,4429702,4429758,60
R,4430878,4434162,3288
R,4434554,4434630,80
R,4437110,4437154,48
R,4439750,4439814,68
R,4441602,4441698,100
R,4442170,4442206,40
R,4444686,4444726,44
R,4445174,4445218,48
R,4445366,4445410,48
R,4445826,4445862,40
R,4447162,4447210,52
R,4448486,4448566,84
R,4450686,4450762,80
R,4451158,4451518,364
R,4453250,4453570,324
R,4454506,4454562,60
R,4454926,4455010,88
R,4456334,4456390,60
R,4456694,4456762,72
R,4457410,4457442,36
R,4459602,4459666,68
R,4459878,4459950,76
R,4461254,4461298,48
R,4462602,4462654,56
R,4463054,4463130,80
R,4465502,4465570,72
R,4466290,4466358,72
R,4467654,4467694,44
R,4468766,4468790,28
R,4469286,4469318,36
R,4469658,4469718,64
R,4471982,4472018,40
R,4474506,4474834,332
R,4475702,4476330,632
R,4476650,4476734,88
R,4479694,4479750,60
R,4482914,4483178,268
R,4485610,4485690,84
R,4486510,4486574,68
R,4489682,4489734,56
R,4495118,4495162,48
R,4495878,4495942,68
R,4499034,4499126,96
R,4500106,4500158,56
R,4501102,4501150,52
R,4503370,4503422,56
R,4504326,4504418,96
R,4508110,4508158,52
R,4515918,4515970,56
R,4516418,4545198,28784
R,4545290,4591438,46152
R,4593834,4593878,48
R,4594714,4596194,1484
R,4599050,4599086,40
R,4601742,4601806,68
R,4603138,4603210,76
R,4604362,4605378,1020
R,4606610,4606678,72
R,4609062,4609102,44
R,4611882,4611906,28
R,4614930,4614954,28
R,4616946,4617854,912
R,4619258,4619330,76
R,4624514,4624546,36
R,4624914,4625130,220
R,4625586,4626690,1108
R,4629826,4629890,68
R,4633130,4633162,36
R,4635046,4635046,4
R,4636806,4636854,52
R,4639606,4639658,56
R,4644870,4644890,24
R,4647230,4647250,24
R,4651662,4651778,120
R,4652018,4652106,92
R,4652482,4652702,224
R,4652798,4652814,20
R,4652866,4652914,52
R,4653406,4654374,972
R,4657858,4657902,48
R,4658882,4658950,72
R,4661338,4661366,32
R,4664698,4664734,40
R,4666198,4666262,68
R,4668334,4668358,28
R,4683478,4683510,36
R,4687234,4687262,32
R,4689018,4689062,48
R,4698534,4698590,60
R,4700390,4700434,48
R,4709902,4709954,56
R,4710590,4710614,28
R,4711498,4713830,2336
R,4715818,4715882,68
R,4717590,4717634,48
R,4718198,4718250,56
R,4720838,4720914,80
R,4722098,4722106,12
R,4723226,4723294,72
R,4725462,4725558,100
R,4727790,4727818,32
R,4729502,4729566,68
R,4731606,4731654,52
R,4734942,4734982,44
R,4738194,4738194,4
R,4739930,4739986,60
R,4742534,4742594,64
R,4743910,4743958,52
R,4745186,4745242,60
R,4750410,4750458,52
R,4753850,4753894,48
R,4756530,4756550,24
R,4764282,4764302,24
R,4768502,4768558,60
R,4769102,4769130,32
R,4769938,4770014,80
R,4770294,4770374,84
R,4770538,4771250,716
R,4771826,4771870,48
R,4776098,4776126,32
R,4777310,4777338,32
R,4779602,4779618,20
R,4782730,4782774,48
R,4784754,4784802,52
R,4791686,4791766,84
R,4793634,4793706,76
R,4796106,4796158,56
R,4800826,4800858,36
R,4810722,4810742,24
R,4813222,4813262,44
R,4814506,4814638,136
R,4831630,4831678,52
R,4833998,4834018,24
R,4835394,4835430,40
R,4838042,4838042,4
R,4840650,4840678,32
R,4842622,4842658,40
R,4843638,4843678,44
R,4847994,4848010,20
R,4848502,4848546,48
R,4848714,4848990,280
R,4850522,4850566,48
R,4851222,4851290,72
R,4851494,4851578,88
R,4853146,4853202,60
R,4854758,4854802,48
R,4855258,4855310,56
R,4857618,4857654,40
