eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg
R,657193,657501,312,1981.5,884.8,1144
R,657525,658017,496,1977.4,1057.4,1182
R,658113,659649,1540,1976.3,1170.6,1208
R,659669,660497,832,2000.7,1300.5,1265
R,660517,661045,532,2064.9,1443.4,1284
R,661069,661801,736,1960.5,1170.4,1264
R,661817,662381,568,1992.5,1213.9,1239
R,662397,662425,32,2086.6,1246.5,1203
R,662477,663253,780,2018.7,1362.8,1219
R,663277,665105,1832,2007.5,1180.8,1241
R,665121,665981,864,1985.8,1130.9,1198
R,666005,666393,392,2169.2,1411.2,1209
R,666421,667101,684,2525.2,1634.1,1227
R,667133,668113,984,2373.5,1158.6,1214
R,668161,668937,780,1731.3,1091.3,1187
R,668961,669381,424,1877.8,1235.2,1203
R,669401,669801,404,1980.6,1381.6,1208
R,669821,670261,444,2135.6,1513.4,1231
R,670285,670889,608,2413.0,1735.5,1251
R,670929,671693,768,2981.9,1155.7,1204
R,671745,672257,516,2093.4,1173.1,1217
R,672273,672477,208,1983.0,1176.3,1150
R,672625,673725,1104,1926.9,1126.9,943
R,673913,674213,304,1976.7,1221.4,648
R,674253,674789,540,2528.1,1134.8,639
R,674885,676629,1748,2001.0,1107.9,767
R,676645,678253,1612,1991.0,1129.5,1024
R,678321,679213,896,1984.0,1156.2,1110
R,679297,681413,2120,2008.1,1143.3,941
R,681437,681885,452,1838.2,1104.3,845
R,681913,683469,1560,2178.1,1126.6,789
R,683493,684013,524,2013.2,1088.7,862
R,684033,684529,500,2176.0,1121.0,942
R,684549,686429,1884,2010.6,1104.2,904
R,686453,686841,392,2052.1,1100.9,765
R,686957,688065,1112,1964.4,1121.3,807
R,688169,689205,1040,2004.5,1173.7,856
R,689389,690137,752,1872.5,1187.2,769
R,690161,690453,296,2080.8,1156.8,728
R,690605,690889,288,1936.7,1181.3,787
R,691177,691553,380,1899.8,1165.1,826
R,691577,692669,1096,2063.5,1115.0,815
R,692685,693421,740,2136.3,1242.3,992
R,693437,694269,836,1986.3,1154.4,1063
R,694429,695109,684,1809.6,1106.2,854
R,695237,696365,1132,1885.7,1188.8,765
R,696397,697009,616,2306.2,1069.1,819
R,697065,697129,68,2300.6,1118.7,800
R,697157,697717,564,2691.2,1088.4,819
R,697749,698069,324,2294.8,1125.5,894
R,698101,698789,692,1877.9,1168.8,929
R,698805,699293,492,1976.3,1201.3,906
R,699313,699853,544,1901.8,1338.5,939
R,699873,700389,520,2100.7,1318.3,954
R,700409,704413,4008,1937.6,1189.9,902
R,704437,704977,544,1967.1,1251.8,953
R,704997,705973,980,1969.6,1166.3,918
R,706045,708309,2268,1983.0,1153.7,979
R,709089,710861,1776,1992.4,1216.7,1122
R,710885,711189,308,1773.3,1197.3,1010
R,711213,711469,260,1976.5,1316.1,961
R,714113,714621,512,2041.9,1270.2,1036
R,714637,715925,1292,1942.1,1192.4,1034
R,715945,716101,160,1872.1,1357.5,1112
R,717953,718329,380,1836.0,1235.3,940
R,718457,719117,664,1696.7,1227.9,824
R,719265,719541,280,1516.7,1243.1,889
R,719797,720105,312,2104.6,1302.7,870
R,720129,720845,720,1853.0,1255.2,786
R,720981,721361,384,1695.2,1121.3,851
R,721389,722081,696,2028.4,1330.8,891
R,722241,722637,400,1836.1,1332.7,827
R,722673,723085,416,2043.4,1067.9,729
R,723273,723613,344,1844.4,1335.8,702
R,723833,724393,564,1885.7,1261.7,773
R,724597,725053,460,1823.9,1280.5,823
R,725077,725313,240,2064.1,1195.5,762
R,725569,726101,536,1971.1,1371.6,841
R,726121,726561,444,2031.3,1293.9,858
R,726581,727181,604,1911.1,1318.4,835
R,727269,727665,400,1915.2,1270.7,865
R,727941,728185,248,1844.2,1236.8,866
R,728389,729233,848,1934.8,1382.2,874
R,729261,729501,244,1614.2,1350.2,880
R,729701,729993,296,1664.5,1327.4,875
R,730205,730725,524,2108.7,1342.6,870
R,730865,731369,508,1771.4,1373.4,871
R,731573,732021,452,1793.5,1343.1,908
R,732053,732845,796,2300.0,1303.0,874
R,733017,733709,696,1712.5,1206.4,857
R,733885,734197,316,1781.6,1350.3,858
R,734221,734561,344,1990.0,1274.5,827
R,734749,735173,428,1845.6,1167.4,848
R,735201,735869,672,2146.6,1323.6,801
R,735897,736137,244,1898.6,1274.6,861
R,736309,737009,704,1946.4,1306.0,875
R,737185,737689,508,2045.6,1141.9,839
R,737825,738549,728,1093.4,1217.4,708
R,738737,738953,220,1216.2,1161.5,712
R,739313,740361,1052,1621.9,1178.0,670
R,740589,741381,796,1696.2,1311.9,775
R,741441,741465,28,767.6,3073.1,45
R,741541,742081,544,1869.4,1324.8,847
R,742101,742497,400,1661.0,1338.6,895
R,742521,743041,524,1900.9,1135.0,873
R,743073,743549,480,2281.6,1243.4,827
R,743677,743993,320,1992.9,1393.8,840
R,744041,744569,532,1995.9,1371.1,659
R,744813,745465,656,1790.4,1202.8,623
R,745641,746161,524,1840.0,1261.7,669
R,746189,746529,344,1474.6,1255.3,707
R,746777,747265,492,1816.1,1206.5,743
R,747461,747913,456,1783.0,1308.0,775
R,747941,748177,240,2158.6,1407.1,831
R,748361,748933,576,1634.1,1410.1,836
R,749141,749613,476,1602.1,1312.1,806
R,749809,750181,376,1865.4,1385.9,819
R,750717,751881,1168,2005.7,1317.6,847
R,751901,752189,292,1793.9,1410.8,885
R,752349,752697,352,1789.3,1315.3,843
R,752721,756417,3700,1955.2,1197.7,898
R,756437,757553,1120,1807.7,1259.7,953
R,757605,759353,1752,947.4,1386.0,864
R,759373,760121,752,952.9,1445.2,959
R,760177,760197,24,-6.3,2891.2,251
R,760249,764025,3780,846.7,1505.6,990
R,764049,764365,320,932.2,1419.5,1068
R,764413,764681,272,983.1,1433.0,998
R,764733,765069,340,1897.3,1223.2,972
R,765113,765497,388,1111.4,1404.9,923
R,765521,766221,704,853.7,1471.6,944
R,766241,766501,264,1026.7,1398.7,892
R,766525,767573,1052,758.5,1391.5,825
R,767593,767945,356,822.3,1375.7,723
R,767965,769325,1364,647.3,1432.8,614
R,769541,769669,132,3260.3,1172.4,548
R,769693,769873,184,3270.0,1199.1,541
R,770069,770237,172,2425.9,2109.7,622
R,770325,770545,224,933.6,1539.5,727
R,770757,770937,184,1620.3,1144.0,679
R,771117,771273,160,1965.7,1301.7,705
R,771449,771837,392,1513.6,1598.1,776
R,771913,772225,316,1698.6,749.2,776
R,772273,772797,528,1954.0,1205.8,717
R,772845,773365,524,1127.4,1445.9,785
R,773505,773993,492,2237.1,2463.4,792
R,774117,774137,24,1707.8,2336.7,504
R,774185,774401,220,1893.7,1578.7,871
R,774461,775565,1108,2874.4,1871.7,927
R,775653,776673,1024,1176.7,1386.2,912
R,776713,777069,360,1816.9,1236.7,940
R,777145,777561,420,1966.8,1161.5,904
R,777581,778465,888,1868.8,1229.1,971
R,778605,780285,1684,1965.2,1138.2,724
R,780321,781285,968,2598.4,1214.5,851
R,781313,782749,1440,3086.1,1338.4,803
R,782865,783561,700,3047.0,1462.7,879
R,783581,784625,1048,2946.4,1449.6,904
R,784741,785277,540,2960.9,1416.8,916
R,785297,785725,432,3120.9,1472.1,887
R,785853,788917,3068,2688.4,1532.7,994
R,789089,789441,356,2699.9,1445.7,1045
R,789641,790845,1208,2711.2,1510.5,1017
R,791045,791653,612,2689.1,1463.9,1051
R,791849,792525,680,2661.8,1632.1,1068
R,792625,792929,308,1078.1,2111.0,1101
R,793009,793909,904,2766.0,2385.9,1015
R,794105,795637,1536,2750.2,1637.3,1061
R,795813,797109,1300,2766.5,1578.8,1087
R,797373,797805,436,2918.3,1520.6,1076
R,797829,801333,3508,3150.5,1500.9,893
R,801353,802237,888,3112.6,1439.0,929
R,802253,802417,168,2991.1,1433.4,944
R,802569,802813,248,2166.6,1194.7,868
R,802857,803433,580,2896.1,1370.8,733
R,803577,803725,152,2417.6,1246.4,761
R,803753,804097,348,2811.5,1418.8,802
R,804149,804713,568,1961.8,1194.0,803
R,804773,805865,1096,2929.1,1510.6,864
R,805981,806777,800,3088.0,1544.9,920
R,806849,807145,300,2206.9,1260.5,970
R,807169,808521,1356,2044.8,1255.4,913
R,808625,810721,2100,1979.6,1160.9,732
R,810785,811361,580,1001.1,1913.2,969
R,811401,813381,1984,844.9,1449.0,759
R,813397,814361,968,786.8,1464.5,814
R,814385,818273,3892,1023.8,1486.7,928
R,818297,818781,488,1283.6,1379.1,952
R,818817,819877,1064,1641.2,1424.4,942
R,819901,820149,252,1418.9,1416.5,1005
R,820173,820521,352,1739.3,1300.9,989
R,820541,824173,3636,1942.4,1196.3,783
R,824241,824629,392,3015.4,1860.0,895
R,824657,825765,1112,3052.3,1493.6,684
R,825785,826289,508,2873.1,1350.1,754
R,826341,826597,260,2052.6,1276.5,810
R,826777,830125,3352,2007.8,1245.1,900
R,830181,831257,1080,3069.4,1366.9,849
R,831277,832597,1324,3007.8,1490.5,939
R,832657,832701,48,2862.8,1934.6,681
R,832749,832965,220,3022.5,1381.7,960
R,832985,834285,1304,3146.6,1456.2,944
R,834425,834737,316,3027.4,1378.0,927
R,834753,835173,424,3145.1,1466.2,921
R,835189,835505,320,2998.0,1494.3,944
R,835561,835929,372,2175.1,1217.0,940
R,835985,836281,300,3142.8,1411.3,797
R,836449,837701,1256,3084.7,1377.8,845
R,837845,838841,1000,3066.9,1394.5,863
R,838893,839277,388,1997.9,1192.1,802
R,839329,839541,216,2879.7,1360.8,741
R,839721,840217,500,2868.5,1433.2,759
R,840273,840873,604,2012.1,1242.7,758
R,841041,841373,336,2681.7,1305.5,765
R,841417,841669,256,2184.5,1446.5,826
R,841713,842533,824,2931.9,1504.7,865
R,842581,843097,520,2232.2,1265.5,872
R,843121,844729,1612,1995.9,1190.2,888
R,844745,846909,2168,1942.8,1140.1,662
R,846965,847901,940,2924.3,1648.1,833
R,847925,848793,872,3071.8,1449.9,689
R,848897,849453,560,2549.6,1273.0,816
R,849481,849821,344,2846.7,1355.4,865
R,849877,850297,424,2149.8,1156.4,857
R,850341,850681,344,2940.6,1310.0,850
R,850729,851557,832,2052.0,1203.5,877
R,851673,852025,356,2013.3,1269.9,892
R,852065,852393,332,2680.5,1459.8,852
R,852557,852913,360,1969.0,1222.1,787
R,852977,853377,404,3156.6,1409.4,807
R,853425,853557,136,2300.4,1244.7,811
R,853581,854209,632,1928.2,1182.8,851
R,854229,855681,1456,2025.2,1189.9,932
R,855745,856177,436,3033.7,1700.3,816
R,856205,856673,472,3113.6,1386.6,657
R,856693,858185,1496,3139.0,1355.9,768
R,858201,858981,784,3179.3,1348.4,849
R,859069,859557,492,3138.0,1382.3,874
R,859585,859797,216,2740.6,1303.8,831
R,859829,860805,980,3150.9,1327.5,801
R,860941,861317,380,3126.3,1434.8,876
R,861341,863369,2032,3174.3,1375.8,807
R,863505,864321,820,3168.7,1345.3,857
R,864349,864725,380,2547.1,1282.5,828
R,864765,865037,276,1935.8,1251.0,756
R,865093,865481,392,2983.7,1464.6,695
R,865513,865701,192,3168.2,1702.8,683
R,865781,866217,440,2079.8,1217.5,773
R,866265,866521,260,2976.0,1264.3,790
R,866689,866977,292,2167.0,1269.3,817
R,866997,867265,272,2024.2,1255.4,862
R,867409,867845,440,1992.7,1221.7,865
R,867885,868417,536,2586.0,1257.6,897
R,868449,872737,4292,2011.6,1248.2,941
R,872805,877517,4716,1924.3,1158.4,678
R,877561,878149,592,2640.8,1147.3,796
R,878181,878545,368,3050.6,1241.6,778
R,878697,879017,324,2008.8,1261.1,828
R,879077,881429,2356,3153.5,1420.7,829
R,881457,882013,560,3170.5,1279.0,885
R,882037,883033,1000,3183.0,1460.6,883
R,883065,883457,396,3160.8,1234.6,893
R,883473,883845,376,3236.0,1289.2,881
R,883861,883889,32,3237.1,1216.0,896
R,883957,885141,1188,3192.1,1308.7,914
R,885233,886117,888,3177.3,1424.8,978
R,886141,887589,1452,3175.6,1570.7,945
R,887665,888429,768,2119.7,1225.0,909
R,888461,888605,148,2475.5,1224.5,896
R,888633,888877,248,2144.7,1196.3,930
R,888897,891161,2268,1974.2,1172.8,812
R,891197,892201,1008,1470.6,1188.1,870
R,892233,893821,1592,939.4,1371.7,827
R,893837,894261,428,871.1,1417.4,924
R,894313,894597,288,1875.3,1182.3,859
R,894753,894929,180,3109.0,1852.5,739
R,894997,895453,460,1770.9,1349.8,839
R,895477,895509,36,2035.2,1278.4,798
R,895573,896105,536,2039.9,1251.9,831
R,896361,896429,72,1950.5,1210.3,867
R,896709,898537,1832,1979.2,1266.5,913
R,898553,899197,648,2006.0,1229.2,918
R,899217,901385,2172,1945.2,1181.1,683
R,901457,901829,376,1000.9,1853.1,903
R,901853,902241,392,874.5,2017.3,853
R,902285,902661,380,989.7,1461.0,791
R,902689,906781,4096,875.3,1465.1,814
R,906801,907285,488,938.5,1404.0,857
R,907397,907913,520,1957.1,1287.0,831
R,908101,908325,228,2199.4,1287.0,806
R,908389,908777,392,1076.5,1354.0,876
R,908817,909165,352,1804.6,1174.4,809
R,909337,909669,336,1704.5,1167.5,847
R,909689,910077,392,1783.1,1255.9,893
R,910097,912725,2632,1945.9,1151.2,725
R,912797,913125,332,829.1,1812.8,875
R,913149,913593,448,814.5,1447.7,824
R,913613,916101,2492,927.8,1397.0,815
R,916145,916445,304,1773.6,1226.2,824
R,916501,917089,592,960.3,1471.4,779
R,917145,917389,248,1936.5,1154.9,708
R,917581,918485,908,1918.3,1270.0,761
R,918509,918761,256,1609.6,1219.6,826
R,918789,920201,1416,1944.4,1202.2,837
R,920217,921697,1484,1932.1,1149.5,671
R,921737,922153,420,2619.1,1293.6,781
R,922217,922581,368,2920.2,2020.1,873
R,922625,923137,516,2956.5,1405.8,679
R,923245,924849,1608,2974.8,1443.3,768
R,924869,925125,260,3178.5,1391.9,830
R,925249,926313,1068,3074.5,1430.3,877
R,926373,926557,188,1953.6,1209.4,908
R,926777,927065,292,1916.1,1152.3,794
R,927105,927457,356,2605.6,1218.8,811
R,927505,927677,176,1775.6,1242.4,845
R,927697,928889,1196,1951.3,1130.9,855
R,928917,929413,500,1662.2,1150.5,948
R,929469,931793,2328,922.7,1364.1,895
R,931813,933345,1536,967.3,1487.7,993
R,933401,933597,200,1899.8,1183.6,943
R,933745,934129,388,1949.5,1219.2,810
R,934209,934209,4,1093.8,2791.3,149
R,934281,934481,204,1938.5,1223.8,861
R,934745,935045,304,1521.8,1359.7,922
R,935073,935385,316,1904.3,1275.7,865
R,935497,935817,324,1820.7,1234.6,851
R,935837,936157,324,1966.0,1222.7,889
R,936365,937125,764,2053.9,1248.8,922
R,937145,940605,3464,1971.8,1190.9,860
R,940677,944089,3416,798.8,1472.1,823
R,944109,944597,492,927.0,1455.2,869
R,944621,945021,404,1115.3,1382.0,833
R,945193,945497,308,1963.1,1184.5,790
R,945785,946445,664,2023.6,1274.3,851
R,946461,946713,256,1908.1,1166.5,878
R,946873,949737,2868,1953.1,1140.7,834
R,949765,950209,448,2417.6,1156.3,915
R,950253,950581,332,3136.5,1283.1,912
R,950601,952425,1828,3174.8,1392.1,811
R,952445,954917,2476,3168.3,1356.6,887
R,954937,954961,28,3213.7,1311.1,943
R,954993,955229,240,3189.6,1647.4,921
R,955293,955685,396,1910.4,1289.9,966
R,955957,956089,136,2114.3,1298.3,815
R,956437,956901,468,2049.2,1217.9,925
R,956917,957261,348,1895.7,1206.6,917
R,957277,959161,1888,1959.2,1170.5,941
R,959229,959809,584,854.4,1406.9,1026
R,959825,960909,1088,909.4,1436.0,865
R,960929,962033,1108,956.8,1345.6,957
R,962053,965785,3736,971.3,1438.8,1002
R,965801,966441,644,995.5,1295.3,999
R,966461,969993,3536,981.7,1457.1,1004
R,970017,971357,1344,965.3,1277.0,971
R,971377,972161,788,962.1,1423.5,1020
R,972265,972357,96,-86.4,2804.5,394
R,972377,972473,100,-138.8,2858.4,295
