eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg
L,2228938,2229178,244,2897.5,1002.5,696
L,2229226,2229378,156,1817.6,1030.9,708
L,2229406,2229550,148,1440.7,994.8,548
L,2229582,2229894,316,966.9,1090.2,423
L,2229930,2230146,220,1521.9,981.4,401
L,2230170,2230406,240,1794.8,936.0,435
L,2230430,2230806,380,2051.7,935.4,430
L,2230830,2230994,168,2253.3,908.1,428
L,2231026,2231266,244,2663.2,908.0,445
L,2231294,2231602,312,3056.4,916.5,446
L,2231658,2231838,184,1705.6,1166.4,514
L,2231862,2232142,284,1505.4,1205.6,506
L,2232182,2232698,520,925.0,1082.3,485
L,2232738,2233022,288,1527.6,1002.3,550
L,2233066,2233358,296,2190.6,1240.7,560
L,2233382,2233698,320,1990.8,1189.6,474
L,2233726,2234046,324,1605.1,1201.0,471
L,2234070,2234274,208,1878.7,1161.1,491
L,2234318,2234594,280,2470.7,1122.7,517
L,2234638,2235026,392,3075.4,956.9,460
L,2239218,2239410,196,2458.6,1355.0,805
L,2239442,2239782,344,2179.3,1159.5,621
L,2239810,2240170,364,1792.2,1196.5,499
L,2240194,2240682,492,1612.4,1134.1,452
L,2240706,2240842,140,1957.1,1119.4,515
L,2240866,2241006,144,2261.3,1154.3,536
L,2242706,2243926,1224,1653.3,1182.7,609
L,2243950,2244154,208,1941.4,1151.7,565
L,2244182,2244394,216,2275.8,1130.6,560
L,2244422,2246010,1592,1928.2,1066.6,670
L,2246050,2246606,560,2509.3,1130.0,730
L,2246634,2246954,324,2918.7,1210.4,640
L,2246982,2247214,236,3005.1,1064.5,506
L,2247238,2247730,496,2990.3,1203.7,522
L,2247754,2247878,128,2987.9,1332.5,596
L,2250682,2250858,180,2568.3,1267.6,779
L,2250886,2251634,752,2998.6,1204.7,567
L,2253490,2254210,724,2989.9,1207.6,607
L,2254258,2254454,200,2036.0,1062.2,499
L,2254470,2255270,804,1926.0,1087.0,616
L,2255322,2255734,416,3029.4,1195.5,686
L,2255770,2256070,304,2910.8,1946.4,730
L,2256102,2256478,380,3042.4,1524.0,745
L,2256506,2256726,224,2996.7,1268.2,704
L,2257878,2258206,332,2887.1,1611.2,701
L,2258234,2258542,312,2937.5,1275.1,595
L,2258562,2259726,1168,2835.6,1284.1,570
L,2259770,2259994,228,2025.2,1128.7,622
L,2260014,2261282,1272,1926.2,1068.6,680
L,2261350,2261518,172,897.1,1249.1,694
L,2261554,2261906,356,216.9,1221.7,628
L,2261950,2262226,280,1045.2,1207.7,715
L,2262246,2262410,168,1192.2,1174.7,744
L,2263498,2264342,848,1145.2,1362.7,735
L,2264386,2264626,244,1905.5,1126.0,697
L,2264646,2265578,936,1913.2,1052.2,706
L,2265642,2265954,316,3160.5,1121.5,755
L,2265986,2266458,476,3270.0,1366.1,737
L,2266490,2266878,392,2945.2,1270.1,785
L,2266902,2267146,248,2984.1,1084.2,669
L,2267162,2267382,224,2990.2,1162.2,648
L,2268726,2268930,208,2780.9,1586.3,758
L,2268958,2269286,332,2976.9,1325.1,701
L,2269310,2269730,424,2982.7,1157.6,627
L,2269754,2270574,824,2970.1,1005.2,623
L,2270622,2271694,1076,1923.0,1054.3,744
L,2271738,2271954,220,1103.0,1367.8,785
L,2271994,2272538,548,1128.4,2166.0,815
L,2272594,2272894,304,1210.8,1474.1,834
L,2272910,2273150,244,1106.0,1533.2,798
L,2274374,2274742,372,1019.9,1605.6,803
L,2274762,2275386,628,1112.2,1501.1,698
L,2275438,2276470,1036,1923.4,1039.5,696
L,2276534,2276642,112,1154.9,2316.1,826
L,2276666,2277002,340,1143.3,2150.0,818
L,2277054,2277626,576,1217.4,1437.3,813
L,2278594,2279502,912,1119.7,1528.9,694
L,2279518,2280110,596,998.4,1518.8,639
L,2280166,2280410,248,1951.9,1102.5,675
L,2280430,2281346,920,1916.2,1033.9,662
L,2281414,2281542,132,1012.9,2352.3,795
L,2281562,2281906,348,940.4,2226.4,784
L,2281958,2282550,596,1021.2,1524.4,777
L,2283918,2284286,372,1197.0,1322.4,773
L,2284306,2285466,1164,1293.3,1445.1,706
L,2285510,2286546,1040,1881.9,1110.4,747
L,2286594,2286802,212,1097.4,1404.7,800
L,2286858,2287230,376,359.3,1288.7,686
L,2287274,2287750,480,1078.7,1171.5,768
L,2287770,2287910,144,1205.8,1166.9,767
L,2288910,2289762,856,1242.8,1363.3,728
L,2289786,2290334,552,1216.8,1564.7,698
L,2290382,2290662,284,1876.9,1117.9,685
L,2290682,2291550,872,1938.8,1060.6,651
L,2291626,2292166,544,1222.7,1925.5,794
L,2292190,2292570,384,1152.9,1735.6,808
L,2292594,2292790,200,1250.6,1510.7,775
L,2292810,2293186,380,1114.7,1525.9,629
L,2294034,2294186,156,1132.5,1853.5,730
L,2294218,2295986,1772,1022.8,1508.6,684
L,2296034,2296266,236,1866.9,1123.4,749
L,2296282,2297030,752,1909.3,1056.1,784
L,2297078,2298182,1108,1107.6,1343.0,801
L,2298206,2298374,172,1122.4,1504.0,790
L,2299358,2300254,900,1076.2,1430.1,691
L,2300306,2300978,676,1939.2,1091.0,669
L,2301014,2301578,568,1348.4,1373.4,708
L,2301614,2302466,856,1918.8,1093.1,763
L,2302506,2302654,152,1242.7,1326.4,818
L,2302730,2303262,536,2842.1,1197.4,771
L,2303302,2303562,264,3089.6,1929.4,787
L,2303598,2304134,540,3018.3,1336.3,724
L,2305054,2305234,184,3007.9,1636.2,704
L,2305262,2306022,764,3093.8,1270.5,589
L,2306074,2307426,1356,1905.9,1060.9,637
L,2307894,2308338,448,977.7,1238.6,722
L,2308358,2308490,136,1158.4,1216.4,752
L,2309354,2309566,216,1084.3,1247.5,681
L,2309594,2310650,1060,1237.3,1299.4,680
L,2310670,2310754,88,1254.6,1210.8,699
L,2311594,2312110,520,1296.0,1218.1,746
L,2312134,2312902,772,1231.1,1401.3,713
L,2312930,2313622,696,1250.0,1220.8,711
L,2313662,2314382,724,1874.2,1102.7,703
L,2314402,2315490,1092,1914.7,1052.1,763
L,2315570,2316062,496,2990.0,1886.1,783
L,2316102,2316378,280,2988.0,1282.3,639
L,2317394,2317578,188,2866.3,1647.9,680
L,2317606,2318998,1396,3061.9,1289.5,567
